mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.3432216473325174,10,0.016085918250690362,Model01
3,1,rmse,standard,0.47158170064800353,10,0.026350054642060257,Model01
3,1,rsq,standard,0.750810478070555,10,0.033715732087038486,Model01
5,1,mae,standard,0.3340686234115523,10,0.014758994817566016,Model02
5,1,rmse,standard,0.45999571363754993,10,0.024543859279657944,Model02
5,1,rsq,standard,0.7538062333001593,10,0.03239732051211413,Model02
7,1,mae,standard,0.33473155806060134,10,0.01609326054388051,Model03
7,1,rmse,standard,0.46013349849399654,10,0.027116290256435974,Model03
7,1,rsq,standard,0.7489356735302716,10,0.03575752535870465,Model03
10,1,mae,standard,0.3282677431962523,10,0.01571741856491097,Model04
10,1,rmse,standard,0.4571091899497146,10,0.026490625625204076,Model04
10,1,rsq,standard,0.7478172734131394,10,0.03474567186350842,Model04
3,3,mae,standard,0.34192734520598717,10,0.01701889918317056,Model05
3,3,rmse,standard,0.46993067269822,10,0.027156658546065422,Model05
3,3,rsq,standard,0.7535252098422158,10,0.033637095129912774,Model05
5,3,mae,standard,0.33446280045892324,10,0.01472804237632458,Model06
5,3,rmse,standard,0.46136260291100883,10,0.025437643085658226,Model06
5,3,rsq,standard,0.7509639353843293,10,0.034114858136266454,Model06
7,3,mae,standard,0.33280422497764817,10,0.015749284952683417,Model07
7,3,rmse,standard,0.45920399999836364,10,0.02636220489091575,Model07
7,3,rsq,standard,0.7489071991813329,10,0.03690833763623514,Model07
10,3,mae,standard,0.3260128104365142,10,0.01678927394771059,Model08
10,3,rmse,standard,0.4555381142911321,10,0.028504412350954744,Model08
10,3,rsq,standard,0.7473472506661879,10,0.03665596375209255,Model08
3,5,mae,standard,0.34865881562915885,10,0.015679522921140332,Model09
3,5,rmse,standard,0.47816683043716385,10,0.02546320527797685,Model09
3,5,rsq,standard,0.7434708372757908,10,0.03298339046083819,Model09
5,5,mae,standard,0.3356239921210821,10,0.01644491392019026,Model10
5,5,rmse,standard,0.46192663745189344,10,0.02600376554719333,Model10
5,5,rsq,standard,0.7521717455789121,10,0.03273170396550498,Model10
7,5,mae,standard,0.33799215617742656,10,0.014731642467705771,Model11
7,5,rmse,standard,0.4681910062000324,10,0.025888546499866216,Model11
7,5,rsq,standard,0.7383165189712099,10,0.03611898483152353,Model11
10,5,mae,standard,0.3297607026966128,10,0.016834055509761945,Model12
10,5,rmse,standard,0.4606395463613957,10,0.028192817751624737,Model12
10,5,rsq,standard,0.7424628986368156,10,0.036763023801886605,Model12
3,7,mae,standard,0.3534627629702269,10,0.016314812810490093,Model13
3,7,rmse,standard,0.48349138218775883,10,0.026995741227088352,Model13
3,7,rsq,standard,0.7407834731377462,10,0.036177340290522914,Model13
5,7,mae,standard,0.33863074004533683,10,0.016144636698059822,Model14
5,7,rmse,standard,0.4644792784456085,10,0.026558028792388912,Model14
5,7,rsq,standard,0.7478817894851384,10,0.03544727798417768,Model14
7,7,mae,standard,0.3387316557858933,10,0.016506389931145986,Model15
7,7,rmse,standard,0.4656955220319809,10,0.02813572474275527,Model15
7,7,rsq,standard,0.7432763445580871,10,0.036800511515937676,Model15
10,7,mae,standard,0.33596950810774734,10,0.016049961364560657,Model16
10,7,rmse,standard,0.46602712658715467,10,0.026919420751395896,Model16
10,7,rsq,standard,0.7365423403989568,10,0.03642155471411825,Model16
