mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.3411620033910862,10,0.0053838228103788785,Preprocessor1_Model01
3,1,rmse,standard,0.5053834314820272,10,0.012226465315761933,Preprocessor1_Model01
3,1,rsq,standard,0.556387684339482,10,0.038182972189975385,Preprocessor1_Model01
5,1,mae,standard,0.33977947800838054,10,0.005602509249753663,Preprocessor1_Model02
5,1,rmse,standard,0.508138294234403,10,0.012075816501729073,Preprocessor1_Model02
5,1,rsq,standard,0.5461190859783939,10,0.039633233278314924,Preprocessor1_Model02
7,1,mae,standard,0.33840440642792274,10,0.005630089785935981,Preprocessor1_Model03
7,1,rmse,standard,0.5083068949303086,10,0.013015537622714622,Preprocessor1_Model03
7,1,rsq,standard,0.5429439454942696,10,0.03923873566019623,Preprocessor1_Model03
10,1,mae,standard,0.34120619896270354,10,0.006302296018268017,Preprocessor1_Model04
10,1,rmse,standard,0.5143308540704177,10,0.014739834590688587,Preprocessor1_Model04
10,1,rsq,standard,0.5313893878723304,10,0.03819881159822998,Preprocessor1_Model04
3,3,mae,standard,0.3408911305532746,10,0.004856428878669211,Preprocessor1_Model05
3,3,rmse,standard,0.5046011143262545,10,0.011200154155016228,Preprocessor1_Model05
3,3,rsq,standard,0.5575907023811884,10,0.03941610479889021,Preprocessor1_Model05
5,3,mae,standard,0.33907010928743375,10,0.0056960346622155645,Preprocessor1_Model06
5,3,rmse,standard,0.5070840326564038,10,0.013304570249033447,Preprocessor1_Model06
5,3,rsq,standard,0.5484949675764944,10,0.038045946194546335,Preprocessor1_Model06
7,3,mae,standard,0.33898272692587333,10,0.006050006474074834,Preprocessor1_Model07
7,3,rmse,standard,0.5084628642323322,10,0.01393006522958849,Preprocessor1_Model07
7,3,rsq,standard,0.5426896809091158,10,0.03968797320998522,Preprocessor1_Model07
10,3,mae,standard,0.34012422296413564,10,0.0060821365101832595,Preprocessor1_Model08
10,3,rmse,standard,0.5131921308974167,10,0.0137946213683282,Preprocessor1_Model08
10,3,rsq,standard,0.5335186789130065,10,0.039483038383767585,Preprocessor1_Model08
3,5,mae,standard,0.34678372429386795,10,0.005493270150541276,Preprocessor1_Model09
3,5,rmse,standard,0.5122737647434703,10,0.011606748365535104,Preprocessor1_Model09
3,5,rsq,standard,0.5442663519965165,10,0.03808730215906535,Preprocessor1_Model09
5,5,mae,standard,0.3421680494484632,10,0.0057854733563040715,Preprocessor1_Model10
5,5,rmse,standard,0.5088654013605397,10,0.013670573302154387,Preprocessor1_Model10
5,5,rsq,standard,0.5453701145292869,10,0.03967723002259172,Preprocessor1_Model10
7,5,mae,standard,0.34289981192909463,10,0.00615573236614075,Preprocessor1_Model11
7,5,rmse,standard,0.5143763048849147,10,0.013084509062715721,Preprocessor1_Model11
7,5,rsq,standard,0.533443812853883,10,0.0373126770887231,Preprocessor1_Model11
10,5,mae,standard,0.34184054249256884,10,0.006370796119083901,Preprocessor1_Model12
10,5,rmse,standard,0.5165637382904783,10,0.01448220672372497,Preprocessor1_Model12
10,5,rsq,standard,0.5280664899391178,10,0.03857302066836036,Preprocessor1_Model12
3,7,mae,standard,0.34786034260109383,10,0.004878813796682328,Preprocessor1_Model13
3,7,rmse,standard,0.5091859661811896,10,0.010203300132725624,Preprocessor1_Model13
3,7,rsq,standard,0.5544671373638212,10,0.036591132607604104,Preprocessor1_Model13
5,7,mae,standard,0.343932104373037,10,0.004998676546739722,Preprocessor1_Model14
5,7,rmse,standard,0.5116523934184004,10,0.012235569063772328,Preprocessor1_Model14
5,7,rsq,standard,0.5423296621820195,10,0.04017758930251866,Preprocessor1_Model14
7,7,mae,standard,0.3432019178544881,10,0.005400911394295299,Preprocessor1_Model15
7,7,rmse,standard,0.5105088783627743,10,0.012824468624426388,Preprocessor1_Model15
7,7,rsq,standard,0.5426666693595792,10,0.03793745961588959,Preprocessor1_Model15
10,7,mae,standard,0.3438373460795779,10,0.005247704011578565,Preprocessor1_Model16
10,7,rmse,standard,0.5164716972012325,10,0.01296913297812178,Preprocessor1_Model16
10,7,rsq,standard,0.5285726933662785,10,0.039107064579262885,Preprocessor1_Model16
