mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.4251956960565184,10,0.012400029449739995,Model01
3,1,rmse,standard,0.5716775113004972,10,0.019449620360944896,Model01
3,1,rsq,standard,0.6216746717078414,10,0.030320941092102868,Model01
5,1,mae,standard,0.4130917111577835,10,0.012044835864500213,Model02
5,1,rmse,standard,0.558228621774462,10,0.02131054753274325,Model02
5,1,rsq,standard,0.6317450762789509,10,0.03308465906367234,Model02
7,1,mae,standard,0.40927483448311064,10,0.01145552445229049,Model03
7,1,rmse,standard,0.5547825788035483,10,0.020935695403388868,Model03
7,1,rsq,standard,0.6305560155356477,10,0.030748737375231865,Model03
10,1,mae,standard,0.4053533817989876,10,0.012293243663620206,Model04
10,1,rmse,standard,0.5550756337997782,10,0.02194887054971451,Model04
10,1,rsq,standard,0.6249101761368349,10,0.03265884652066978,Model04
3,3,mae,standard,0.4255770972344117,10,0.012126598427741756,Model05
3,3,rmse,standard,0.5731161159825326,10,0.01986536890933554,Model05
3,3,rsq,standard,0.6205148591905061,10,0.03156446743138823,Model05
5,3,mae,standard,0.4108104713205163,10,0.010903031565156394,Model06
5,3,rmse,standard,0.5548003535891503,10,0.019763961034391396,Model06
5,3,rsq,standard,0.6365216470199185,10,0.028897941712356153,Model06
7,3,mae,standard,0.41040810720626625,10,0.012286875532119008,Model07
7,3,rmse,standard,0.5550501824982782,10,0.02188288215756977,Model07
7,3,rsq,standard,0.6289164537365398,10,0.03324094577855504,Model07
10,3,mae,standard,0.4113037970477264,10,0.012539470738545267,Model08
10,3,rmse,standard,0.559244870588315,10,0.023385841648991424,Model08
10,3,rsq,standard,0.6201569085864539,10,0.03401816352834035,Model08
3,5,mae,standard,0.42941899651801574,10,0.012263554820271458,Model09
3,5,rmse,standard,0.5739433679342321,10,0.020251474385098972,Model09
3,5,rsq,standard,0.6188418532008286,10,0.033094272035597116,Model09
5,5,mae,standard,0.41540512380615857,10,0.011031701006302424,Model10
5,5,rmse,standard,0.5588856500034777,10,0.020611202648705397,Model10
5,5,rsq,standard,0.6329547768786624,10,0.033798305749967394,Model10
7,5,mae,standard,0.40949874612470333,10,0.012207222435879593,Model11
7,5,rmse,standard,0.5547820776688239,10,0.021564804701370597,Model11
7,5,rsq,standard,0.6301487995640939,10,0.03275849108627701,Model11
10,5,mae,standard,0.41342709126321214,10,0.012314792224738684,Model12
10,5,rmse,standard,0.5627900635518199,10,0.022386851638942225,Model12
10,5,rsq,standard,0.6134289330982122,10,0.03362081995353125,Model12
3,7,mae,standard,0.4313914766681933,10,0.010920267727994412,Model13
3,7,rmse,standard,0.5785172936253676,10,0.01830870202612634,Model13
3,7,rsq,standard,0.6167339160810366,10,0.03207515857596735,Model13
5,7,mae,standard,0.421401485728695,10,0.012702862179815907,Model14
5,7,rmse,standard,0.565786214618525,10,0.02144087040010698,Model14
5,7,rsq,standard,0.6210369069834741,10,0.03365798560420221,Model14
7,7,mae,standard,0.41510124477281085,10,0.012064900696967099,Model15
7,7,rmse,standard,0.5620880406659619,10,0.02152731346384875,Model15
7,7,rsq,standard,0.6192500128110032,10,0.03453358473278502,Model15
10,7,mae,standard,0.4153565402247993,10,0.012046446779798247,Model16
10,7,rmse,standard,0.567574681919062,10,0.021307339349480293,Model16
10,7,rsq,standard,0.6076043881367369,10,0.033905384215348965,Model16
