mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.29710595066859125,10,0.07485568108347024,Model01
3,1,rmse,standard,0.3057304543347279,10,0.07549780662264173,Model01
3,1,rsq,standard,0.9999999999999999,6,4.965068306494546e-17,Model01
5,1,mae,standard,0.300448868480388,10,0.08037266769401281,Model02
5,1,rmse,standard,0.3092977176892592,10,0.07980491883371078,Model02
5,1,rsq,standard,0.9999999999999999,6,4.965068306494546e-17,Model02
7,1,mae,standard,0.3223932851704467,10,0.08857446734199285,Model03
7,1,rmse,standard,0.3329640661824445,10,0.08778330543166728,Model03
7,1,rsq,standard,1,6,4.053961296325412e-17,Model03
10,1,mae,standard,0.32419590229862577,10,0.089228268713725,Model04
10,1,rmse,standard,0.3343311865053901,10,0.08855037000354378,Model04
10,1,rsq,standard,0.9999999999999999,6,4.965068306494546e-17,Model04
3,3,mae,standard,0.31166967868495965,10,0.07300260102335668,Model05
3,3,rmse,standard,0.3197180024412703,10,0.07372952204479737,Model05
3,3,rsq,standard,0.9999999999999998,6,1.0725773414758066e-16,Model05
5,3,mae,standard,0.3069557566780397,10,0.07797300837124443,Model06
5,3,rmse,standard,0.316150848727867,10,0.07744218122908825,Model06
5,3,rsq,standard,0.9999999999999999,6,4.965068306494546e-17,Model06
7,3,mae,standard,0.3201458339998116,10,0.08853861714726079,Model07
7,3,rmse,standard,0.3298862871536077,10,0.0882699201122632,Model07
7,3,rsq,standard,0.9999999999999999,6,4.965068306494546e-17,Model07
10,3,mae,standard,0.33647956404564655,10,0.09369438855854763,Model08
10,3,rmse,standard,0.34717972703829175,10,0.09289521180647108,Model08
10,3,rsq,standard,0.9999999999999999,6,7.58426711504582e-17,Model08
3,5,mae,standard,0.2955056373959213,10,0.07020982143689447,Model09
3,5,rmse,standard,0.3056410893824917,10,0.07188151914885589,Model09
3,5,rsq,standard,1,6,0,Model09
5,5,mae,standard,0.3280081298210069,10,0.08243142865259362,Model10
5,5,rmse,standard,0.3379972075299171,10,0.08300294801175892,Model10
5,5,rsq,standard,0.9999999999999999,6,4.965068306494546e-17,Model10
7,5,mae,standard,0.32233391347604096,10,0.08339264318443797,Model11
7,5,rmse,standard,0.3319975290399167,10,0.083087199024080155,Model11
7,5,rsq,standard,0.9999999999999999,6,4.965068306494546e-17,Model11
10,5,mae,standard,0.3140149760861259,10,0.08516446191302743,Model12
10,5,rmse,standard,0.3273479381469261,10,0.08471113723211801,Model12
10,5,rsq,standard,0.9999999999999999,6,7.58426711504582e-17,Model12
3,7,mae,standard,0.3134249603731951,10,0.07112916122264513,Model13
3,7,rmse,standard,0.32183379206713164,10,0.07236929835450753,Model13
3,7,rsq,standard,0.9999999999999999,6,7.58426711504582e-17,Model13
5,7,mae,standard,0.30183654227446893,10,0.07660146112758981,Model14
5,7,rmse,standard,0.311700564286455,10,0.0770930945554532,Model14
5,7,rsq,standard,1,6,4.053961296325412e-17,Model14
7,7,mae,standard,0.3292419566855713,10,0.08538312238279147,Model15
7,7,rmse,standard,0.3388323632189684,10,0.0850995129512614,Model15
7,7,rsq,standard,0.9999999999999999,6,7.58426711504582e-17,Model15
10,7,mae,standard,0.31694914655556594,10,0.08461896174412369,Model16
10,7,rmse,standard,0.3270277166349158,10,0.08466315170685816,Model16
10,7,rsq,standard,0.9999999999999999,6,4.965068306494546e-17,Model16
