mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.23688903776014425,10,0.008293502466035257,Preprocessor1_Model01
3,1,rmse,standard,0.3294401443556411,10,0.015061753701510689,Preprocessor1_Model01
3,1,rsq,standard,0.6700208444435303,10,0.02625684612715952,Preprocessor1_Model01
5,1,mae,standard,0.23063173637865253,10,0.00810693934044141,Preprocessor1_Model02
5,1,rmse,standard,0.32460177607223817,10,0.015271493731639193,Preprocessor1_Model02
5,1,rsq,standard,0.6660303048643996,10,0.027927725383444634,Preprocessor1_Model02
7,1,mae,standard,0.22711994429866275,10,0.008492052706501942,Preprocessor1_Model03
7,1,rmse,standard,0.32038816132629133,10,0.015900119626722352,Preprocessor1_Model03
7,1,rsq,standard,0.6690833800907796,10,0.029375693774105434,Preprocessor1_Model03
10,1,mae,standard,0.2276185447095193,10,0.007413073003457437,Preprocessor1_Model04
10,1,rmse,standard,0.32630479704425736,10,0.016804415381406784,Preprocessor1_Model04
10,1,rsq,standard,0.6455490227211417,10,0.033177687800502786,Preprocessor1_Model04
3,3,mae,standard,0.2390172941749349,10,0.007978713917745536,Preprocessor1_Model05
3,3,rmse,standard,0.33228308991782335,10,0.0145759673812909,Preprocessor1_Model05
3,3,rsq,standard,0.6620076707353083,10,0.02734961187399096,Preprocessor1_Model05
5,3,mae,standard,0.23148322343340832,10,0.008458737851131205,Preprocessor1_Model06
5,3,rmse,standard,0.3253946072134743,10,0.016135166553833027,Preprocessor1_Model06
5,3,rsq,standard,0.6659196502469139,10,0.0282864670193427,Preprocessor1_Model06
7,3,mae,standard,0.2294430710531853,10,0.008257868135592194,Preprocessor1_Model07
7,3,rmse,standard,0.32502249546078205,10,0.016547202023516627,Preprocessor1_Model07
7,3,rsq,standard,0.656433287041791,10,0.02939337509077895,Preprocessor1_Model07
10,3,mae,standard,0.22799804793985037,10,0.007109692902143112,Preprocessor1_Model08
10,3,rmse,standard,0.3261445991787865,10,0.015608465582974185,Preprocessor1_Model08
10,3,rsq,standard,0.6474300571646064,10,0.029483497469468153,Preprocessor1_Model08
3,5,mae,standard,0.24290037084252875,10,0.008063722361001925,Preprocessor1_Model09
3,5,rmse,standard,0.33664637791996455,10,0.014601437432709858,Preprocessor1_Model09
3,5,rsq,standard,0.6553476714312709,10,0.02671383807460034,Preprocessor1_Model09
5,5,mae,standard,0.23219361001120634,10,0.009090703325743141,Preprocessor1_Model10
5,5,rmse,standard,0.3264740629961407,10,0.016610655967088633,Preprocessor1_Model10
5,5,rsq,standard,0.6657402045507654,10,0.02992239019075158,Preprocessor1_Model10
7,5,mae,standard,0.22892257062634844,10,0.00805234354689111,Preprocessor1_Model11
7,5,rmse,standard,0.32515770298720087,10,0.015839082438507353,Preprocessor1_Model11
7,5,rsq,standard,0.6580475951166351,10,0.029924545225212786,Preprocessor1_Model11
10,5,mae,standard,0.22952315647533622,10,0.007304680237543066,Preprocessor1_Model12
10,5,rmse,standard,0.3280936719335122,10,0.015771702782672228,Preprocessor1_Model12
10,5,rsq,standard,0.6456768076463858,10,0.027618496375248717,Preprocessor1_Model12
3,7,mae,standard,0.24509404374116833,10,0.007665050786463617,Preprocessor1_Model13
3,7,rmse,standard,0.33989402498034926,10,0.014008877082045002,Preprocessor1_Model13
3,7,rsq,standard,0.6498100571800063,10,0.025122291789927916,Preprocessor1_Model13
5,7,mae,standard,0.23595060393524914,10,0.008076799583464675,Preprocessor1_Model14
5,7,rmse,standard,0.33114978663233774,10,0.015437552261271506,Preprocessor1_Model14
5,7,rsq,standard,0.6537461065112649,10,0.02808825703949587,Preprocessor1_Model14
7,7,mae,standard,0.23176278559665658,10,0.008528169994928048,Preprocessor1_Model15
7,7,rmse,standard,0.32937468108969525,10,0.016130945580094806,Preprocessor1_Model15
7,7,rsq,standard,0.6506516949995301,10,0.027768118638484558,Preprocessor1_Model15
10,7,mae,standard,0.23251147665500804,10,0.007401981813024606,Preprocessor1_Model16
10,7,rmse,standard,0.33140387562319085,10,0.01596595800772099,Preprocessor1_Model16
10,7,rsq,standard,0.6369162723695784,10,0.03027230047712406,Preprocessor1_Model16
