mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,4.369999999999891,50,3,1,4,1e-4,0.632,4,0.8,0.16738366970476926,0.13647964070746943,0.4539734458009417,0.6106317608504023
2,3.6899999999996,100,3,1,4,1e-4,0.632,4,0.8,0.1676398074233726,0.131436642125638,0.455548970168977,0.617228681453251
3,3.5299999999997453,50,7,1,4,1e-4,0.632,4,0.8,0.29022425951211617,0.2622703068271476,0.41607440894880054,0.5073855542004296
4,3.6599999999998545,100,7,1,4,1e-4,0.632,4,0.8,0.29556615030975963,0.26452896788358526,0.4172280447369999,0.5111914784296404
5,3.3200000000001637,50,10,1,4,1e-4,0.632,4,0.8,0.33866355510422497,0.32869717738313287,0.39418861721727105,0.4745091645951673
6,4.110000000000127,100,10,1,4,1e-4,0.632,4,0.8,0.35306491605726553,0.3306873374176873,0.39556761872016794,0.47714498192413257
7,3.5799999999999272,50,15,1,4,1e-4,0.632,4,0.8,0.43265694267547006,0.4395360584072646,0.3534541675700331,0.4223826718112268
8,5.829999999999927,100,15,1,4,1e-4,0.632,4,0.8,0.4530237568783583,0.44061931601619286,0.3548451827675245,0.4233752795301131
9,3.730000000000018,50,20,1,4,1e-4,0.632,4,0.8,0.4705911840324636,0.49283203318356894,0.3296192080605587,0.3995828523868424
10,7.5,100,20,1,4,1e-4,0.632,4,0.8,0.49940090014607397,0.49730751105313253,0.3302624903504782,0.3985278431693981
11,3.1399999999998727,50,3,1,7,1e-4,0.632,4,0.8,0.167334752607176,0.13608424775798467,0.4520083535919706,0.6002252565282237
12,3.550000000000182,100,3,1,7,1e-4,0.632,4,0.8,0.164692211557814,0.13398500298487726,0.4524475080363423,0.6053820031856034
13,3.9400000000000546,50,7,1,7,1e-4,0.632,4,0.8,0.30840676343738804,0.29437523907402907,0.40917730761125726,0.4864143320960494
14,4,100,7,1,7,1e-4,0.632,4,0.8,0.3155156778581065,0.29672048546466934,0.4092879382443268,0.4863393137923265
15,3.5,50,10,1,7,1e-4,0.632,4,0.8,0.3667879127399162,0.36950103519783717,0.38588751626444384,0.45184024923308896
16,5.450000000000728,100,10,1,7,1e-4,0.632,4,0.8,0.3818911320606123,0.37853579660482173,0.38377660097248384,0.4501269787797509
17,3.7200000000002547,50,15,1,7,1e-4,0.632,4,0.8,0.46270926589428807,0.4892804695684194,0.33719506049315967,0.3962767722202467
18,6.109999999999673,100,15,1,7,1e-4,0.632,4,0.8,0.47890024758640404,0.500180711076347,0.33456599015825017,0.3925494501443694
19,4.059999999999491,50,20,1,7,1e-4,0.632,4,0.8,0.49938218389491007,0.5410316010957142,0.3153638918733615,0.374088839636353
20,8.11999999999989,100,20,1,7,1e-4,0.632,4,0.8,0.5205379872748515,0.5536093660330597,0.3113332818136776,0.36954587224491564
21,3.180000000000291,50,3,1,4,0.001,0.632,4,0.8,0.16738366970476926,0.13647964070746943,0.4539734458009417,0.6106317608504023
22,3.5200000000004366,100,3,1,4,0.001,0.632,4,0.8,0.1676398074233726,0.131436642125638,0.455548970168977,0.617228681453251
23,3.3100000000004,50,7,1,4,0.001,0.632,4,0.8,0.29022425951211617,0.2622703068271476,0.41607440894880054,0.5073855542004296
24,3.8400000000001455,100,7,1,4,0.001,0.632,4,0.8,0.29556615030975963,0.26452896788358526,0.4172280447369999,0.5111914784296404
25,3.389999999999418,50,10,1,4,0.001,0.632,4,0.8,0.3379734623747288,0.3290497424835068,0.39422148159028525,0.47456341137250596
26,4.329999999999927,100,10,1,4,0.001,0.632,4,0.8,0.35283755205167544,0.33093282135350144,0.3955273846188758,0.47712938712369807
27,3.6899999999996,50,15,1,4,0.001,0.632,4,0.8,0.4326702737761139,0.43716240562758113,0.35336558567551485,0.42396768148468017
28,5.760000000000218,100,15,1,4,0.001,0.632,4,0.8,0.4533507815895327,0.43996523919436226,0.35431038490734545,0.42380956361094985
29,3.75,50,20,1,4,0.001,0.632,4,0.8,0.46813771252886116,0.4906191978156125,0.33002049361928326,0.40045034429448545
30,6.3100000000004,100,20,1,4,0.001,0.632,4,0.8,0.4985167353450344,0.495794837567499,0.3304559845835938,0.39928912232043595
31,2.9799999999995634,50,3,1,7,0.001,0.632,4,0.8,0.167334752607176,0.13608424775798467,0.4520083535919706,0.6002252565282237
32,3.3299999999999272,100,3,1,7,0.001,0.632,4,0.8,0.164692211557814,0.13398500298487726,0.4524475080363423,0.6053820031856034
33,3.469999999999345,50,7,1,7,0.001,0.632,4,0.8,0.30840676343738804,0.29437523907402907,0.40917730761125726,0.4864143320960494
34,4.059999999999491,100,7,1,7,0.001,0.632,4,0.8,0.3155156778581065,0.29672048546466934,0.4092879382443268,0.4863393137923265
35,3.589999999999236,50,10,1,7,0.001,0.632,4,0.8,0.36673146329431583,0.3694803289191936,0.38591208974962554,0.45184234125046757
36,5.710000000000036,100,10,1,7,0.001,0.632,4,0.8,0.3818834580229783,0.3787282293153754,0.38370639720099886,0.45003373567119836
37,3.75,50,15,1,7,0.001,0.632,4,0.8,0.4626942204611033,0.48955786333095874,0.3372062747604993,0.3965557016523891
38,7.569999999999709,100,15,1,7,0.001,0.632,4,0.8,0.47925705486560444,0.5004895853754021,0.3345499732017278,0.3924963667151786
39,5.360000000000582,50,20,1,7,0.001,0.632,4,0.8,0.4994006896692793,0.539706795362508,0.3159211398491129,0.37510955894202913
40,7.889999999999418,100,20,1,7,0.001,0.632,4,0.8,0.5208199788393719,0.5528261893718418,0.3116359660174549,0.3699705431285303
41,3.119999999999891,50,3,1,4,1e-4,0.632,20,0.8,0.16705475783879287,0.13616358562826292,0.45383128316848076,0.6115656721096565
42,3.550000000000182,100,3,1,4,1e-4,0.632,20,0.8,0.16770098723456006,0.1323027571272416,0.4551611797207388,0.6174642144449294
43,3.4200000000000728,50,7,1,4,1e-4,0.632,20,0.8,0.2881596475692373,0.2660230744464933,0.41601300054850676,0.5087716683597707
44,3.8100000000004,100,7,1,4,1e-4,0.632,20,0.8,0.29428782588261104,0.2669494463017055,0.41679649428598625,0.5109927534018144
45,3.3599999999996726,50,10,1,4,1e-4,0.632,20,0.8,0.363161017699991,0.3510133177350303,0.386694341526524,0.46805550961534265
46,4.119999999999891,100,10,1,4,1e-4,0.632,20,0.8,0.3755373610451196,0.35685834037285724,0.3863399377869212,0.4630657682491182
47,3.7200000000002547,50,15,1,4,1e-4,0.632,20,0.8,0.45667513956394556,0.46195655894834264,0.34294309954685936,0.41216101006720707
48,6.079999999999927,100,15,1,4,1e-4,0.632,20,0.8,0.47738927231702,0.4673198920468966,0.3410323454023969,0.4092631121785224
