mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,7.519999999999982,374,1417,148,471.99999999999994,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5941431009899396,0.7970715504949698,0.221168737882863,0.6824324324324325,0.788135593220339,0.5024875621890548,0.7629032258064516,0.4458544464722852,0.10135135135135136,0.9809322033898306,0.625,0.7709677419354839
2,7.460000000000036,374,1417,148,471.99999999999994,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5915327949494351,0.7957663974747176,0.22248898443583,0.6554054054054054,0.7923728813559322,0.49743589743589745,0.7596774193548387,0.44086772670308527,0.10810810810810811,0.9809322033898306,0.64,0.7725806451612903
3,4.929999999999836,374,1417,148,471.99999999999994,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8340806840829438,0.9170403420414719,0.195261680291017,0.7702702702702703,0.809322033898305,0.5588235294117647,0.8,0.44060076506383833,0.22297297297297297,0.9809322033898306,0.7857142857142857,0.8
4,9.5300000000002,374,1417,148,471.99999999999994,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.839688670348046,0.919844335174023,0.188942761809438,0.7837837837837838,0.798728813559322,0.5497630331753555,0.7951612903225806,0.42723050436009763,0.22972972972972974,0.9809322033898306,0.7906976744186046,0.8016129032258065
5,6.150000000000091,374,1417,148,471.99999999999994,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9398467488131699,0.9699233744065849,0.186183536469804,0.7702702702702703,0.8432203389830508,0.6063829787234043,0.8258064516129032,0.3929816005850655,0.2905405405405405,0.9830508474576272,0.8431372549019608,0.817741935483871
6,10.159999999999854,374,1417,148,471.99999999999994,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9457636411584076,0.9728818205792038,0.141307679358605,0.8716216216216216,0.7733050847457628,0.5466101694915254,0.7967741935483871,0.38226838491872567,0.31756756756756754,0.9809322033898306,0.8392857142857143,0.8225806451612904
7,6.440000000000055,374,1417,148,471.99999999999994,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9960502732229584,0.9980251366114792,0.164115998815495,0.7432432432432432,0.8898305084745762,0.6790123456790124,0.8548387096774194,0.3006296354913937,0.4391891891891892,0.9809322033898306,0.8783783783783784,0.8516129032258064
8,10.519999999999982,374,1417,148,471.99999999999994,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9981927504411348,0.9990963752205674,0.138228034778229,0.8175675675675675,0.8389830508474576,0.6142131979695431,0.8338709677419355,0.3008507697056639,0.4189189189189189,0.9809322033898306,0.8732394366197183,0.8467741935483871
9,6.760000000000218,374,1417,148,471.99999999999994,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9995227351398543,0.9997613675699272,0.120207548093423,0.8445945945945946,0.847457627118644,0.6345177664974619,0.8467741935483871,0.3012344423205139,0.3783783783783784,0.9809322033898306,0.8615384615384616,0.8370967741935483
10,10.5,374,1417,148,471.99999999999994,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9999448736738021,0.9999724368369011,0.117979237313912,0.8716216216216216,0.8326271186440678,0.6201923076923077,0.8419354838709677,0.2808695468256993,0.4391891891891892,0.9809322033898306,0.8783783783783784,0.8516129032258064
11,3.630000000000109,374,1417,148,471.99999999999994,50,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5958242056221899,0.7979121028110949,0.187980464401097,0.7567567567567568,0.663135593220339,0.4132841328413284,0.6854838709677419,0.4792787039714905,0.07432432432432433,0.9809322033898306,0.55,0.7645161290322581
12,6.110000000000127,374,1417,148,471.99999999999994,100,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.6000455909616664,0.8000227954808332,0.210773430238572,0.6418918918918919,0.7711864406779662,0.46798029556650245,0.7403225806451613,0.473160572959141,0.08783783783783784,0.9809322033898306,0.5909090909090909,0.7677419354838709
13,4.25,374,1417,148,471.99999999999994,50,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.871555659958968,0.935777829979484,0.192616320277858,0.7635135135135135,0.8029661016949152,0.5485436893203883,0.7935483870967742,0.43256008407191726,0.25675675675675674,0.9809322033898306,0.8085106382978723,0.8080645161290323
14,8.269999999999982,374,1417,148,471.99999999999994,100,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8748473472566209,0.9374236736283105,0.172714126926598,0.7972972972972973,0.7860169491525424,0.5388127853881278,0.7887096774193548,0.4309244375233399,0.23648648648648649,0.9830508474576272,0.813953488372093,0.8048387096774193
15,5.359999999999673,374,1417,148,471.99999999999994,50,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9670086319880691,0.9835043159940345,0.14610025180978,0.8581081081081081,0.7902542372881356,0.5619469026548672,0.8064516129032258,0.40887861750220234,0.31756756756756754,0.9809322033898306,0.8392857142857143,0.8225806451612904
16,9.239999999999782,374,1417,148,471.99999999999994,100,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9721378634923172,0.9860689317461586,0.168907549843102,0.831081081081081,0.815677966101695,0.5857142857142857,0.8193548387096774,0.36860970835549944,0.3918918918918919,0.9809322033898306,0.8656716417910447,0.8403225806451613
17,5.830000000000382,374,1417,148,471.99999999999994,50,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9968061495155089,0.9984030747577545,0.134793717168924,0.8716216216216216,0.8389830508474576,0.6292682926829268,0.8467741935483871,0.2877690074443259,0.44594594594594594,0.9809322033898306,0.88,0.853225806451613
18,10.25,374,1417,148,471.99999999999994,100,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9979886340441317,0.9989943170220659,0.131339314773296,0.8581081081081081,0.836864406779661,0.6225490196078431,0.8419354838709677,0.29072940725391394,0.43243243243243246,0.9809322033898306,0.8767123287671232,0.85
19,6.190000000000055,374,1417,148,471.99999999999994,50,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9991298979864984,0.9995649489932492,0.13515158431283,0.8378378378378378,0.864406779661017,0.6595744680851063,0.8580645161290322,0.2823453425976638,0.4391891891891892,0.9809322033898306,0.8783783783783784,0.8516129032258064
20,10.779999999999745,374,1417,148,471.99999999999994,100,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9995361442462269,0.9997680721231135,0.125538461538462,0.8581081081081081,0.8516949152542372,0.6446700507614214,0.853225806451613,0.26281482399641476,0.4797297297297297,0.9809322033898306,0.8875,0.8612903225806452
21,3.7799999999997453,374,1417,148,471.99999999999994,50,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.5941431009899396,0.7970715504949698,0.221168737882863,0.6824324324324325,0.788135593220339,0.5024875621890548,0.7629032258064516,0.4458544464722852,0.10135135135135136,0.9809322033898306,0.625,0.7709677419354839
22,6.289999999999964,374,1417,148,471.99999999999994,100,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.5915327949494351,0.7957663974747176,0.22248898443583,0.6554054054054054,0.7923728813559322,0.49743589743589745,0.7596774193548387,0.44086772670308527,0.10810810810810811,0.9809322033898306,0.64,0.7725806451612903
23,4.089999999999691,374,1417,148,471.99999999999994,50,7,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8340806840829438,0.9170403420414719,0.195261680291017,0.7702702702702703,0.809322033898305,0.5588235294117647,0.8,0.44060076506383833,0.22297297297297297,0.9809322033898306,0.7857142857142857,0.8
