mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.28353954304244555,10,0.016577023380839582,Model01
3,1,rmse,standard,0.38544938453725164,10,0.019510171016807895,Model01
3,1,rsq,standard,0.6811448264868513,10,0.039654593098162744,Model01
5,1,mae,standard,0.2727823164957776,10,0.016086673550009842,Model02
5,1,rmse,standard,0.3766103881370868,10,0.019307946343065503,Model02
5,1,rsq,standard,0.6812326221619006,10,0.03968914785978798,Model02
7,1,mae,standard,0.272972006728374,10,0.015703363376516698,Model03
7,1,rmse,standard,0.378934471979615,10,0.018775573931142143,Model03
7,1,rsq,standard,0.6736807913316276,10,0.038795012110667285,Model03
10,1,mae,standard,0.276264506913639,10,0.016358518765274853,Model04
10,1,rmse,standard,0.38642640946153706,10,0.019277416799831127,Model04
10,1,rsq,standard,0.6564338912288258,10,0.042302622898057585,Model04
3,3,mae,standard,0.28406583858309836,10,0.016700609080325564,Model05
3,3,rmse,standard,0.3857161547623578,10,0.01953619602542188,Model05
3,3,rsq,standard,0.6796159069378989,10,0.0400876829853502,Model05
5,3,mae,standard,0.27596823535890774,10,0.015629905293922716,Model06
5,3,rmse,standard,0.3813527154379033,10,0.018384202036497124,Model06
5,3,rsq,standard,0.6714264724849689,10,0.03885728963096958,Model06
7,3,mae,standard,0.27552464143691463,10,0.01654575389431925,Model07
7,3,rmse,standard,0.38248057946912306,10,0.019011998723983622,Model07
7,3,rsq,standard,0.6680349027594474,10,0.03959974856784601,Model07
10,3,mae,standard,0.2785078099242486,10,0.016402449608664427,Model08
10,3,rmse,standard,0.3889050647935183,10,0.01897282491808859,Model08
10,3,rsq,standard,0.6524977907839936,10,0.04143527922452993,Model08
3,5,mae,standard,0.28800151905289223,10,0.01701650774171396,Model09
3,5,rmse,standard,0.3906940698783607,10,0.019373233141546025,Model09
3,5,rsq,standard,0.6724254474016822,10,0.03990775796959249,Model09
5,5,mae,standard,0.2751197543617995,10,0.015067905776793048,Model10
5,5,rmse,standard,0.3793818943539069,10,0.017709458209311368,Model10
5,5,rsq,standard,0.6773995273138131,10,0.038749324107315436,Model10
7,5,mae,standard,0.27758814563254197,10,0.01504649224571876,Model11
7,5,rmse,standard,0.38248584490773474,10,0.017919192429521554,Model11
7,5,rsq,standard,0.6682455496588974,10,0.03857852512568645,Model11
10,5,mae,standard,0.27842496077253465,10,0.016246717629840868,Model12
10,5,rmse,standard,0.3903305477817191,10,0.01995541840998624,Model12
10,5,rsq,standard,0.6491067099216393,10,0.04414517476654822,Model12
3,7,mae,standard,0.29206329947953774,10,0.01502496290846931,Model13
3,7,rmse,standard,0.3941391018736791,10,0.01705361808486581,Model13
3,7,rsq,standard,0.6678177661217463,10,0.03754422472703373,Model13
5,7,mae,standard,0.28113586166801285,10,0.01582098810375215,Model14
5,7,rmse,standard,0.38423057606470573,10,0.017809086078038962,Model14
5,7,rsq,standard,0.6716190966268057,10,0.03879056991385918,Model14
7,7,mae,standard,0.27758343346524345,10,0.015203206640522243,Model15
7,7,rmse,standard,0.38439824768824365,10,0.01853370034567491,Model15
7,7,rsq,standard,0.6618054379659284,10,0.0408318163306702,Model15
10,7,mae,standard,0.27749322138399835,10,0.015057865807812383,Model16
10,7,rmse,standard,0.3874812964600784,10,0.01760292792585524,Model16
10,7,rsq,standard,0.656980101564191,10,0.04024023052617329,Model16
