mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.18131656423005765,10,0.00935162192517977,Model01
3,1,rmse,standard,0.2681450394265243,10,0.01627429050171933,Model01
3,1,rsq,standard,0.7149072897153541,10,0.02856477835290967,Model01
5,1,mae,standard,0.1767551222285538,10,0.009317041618111773,Model02
5,1,rmse,standard,0.2628162134910953,10,0.01710595200573723,Model02
5,1,rsq,standard,0.7213302941011571,10,0.030026894319656616,Model02
7,1,mae,standard,0.17729917853533125,10,0.00911528563654581,Model03
7,1,rmse,standard,0.26078417721713465,10,0.01595478054359903,Model03
7,1,rsq,standard,0.7226287823193455,10,0.027612605010432438,Model03
10,1,mae,standard,0.18274012078026233,10,0.008811356889912162,Model04
10,1,rmse,standard,0.2687399789236984,10,0.014614977542564814,Model04
10,1,rsq,standard,0.7026233451978137,10,0.025870905544027538,Model04
3,3,mae,standard,0.17979643980872934,10,0.009468137821170603,Model05
3,3,rmse,standard,0.2650013939923108,10,0.01712843693466419,Model05
3,3,rsq,standard,0.7208007711194508,10,0.030627262392249572,Model05
5,3,mae,standard,0.17963315629835386,10,0.008953489033469604,Model06
5,3,rmse,standard,0.2634506212228437,10,0.016320412367641996,Model06
5,3,rsq,standard,0.7200486867126491,10,0.028990056101088325,Model06
7,3,mae,standard,0.17815388653114478,10,0.009188774515911343,Model07
7,3,rmse,standard,0.2626383954680572,10,0.016453653883557153,Model07
7,3,rsq,standard,0.7184736723233023,10,0.028285643254343282,Model07
10,3,mae,standard,0.18239854124383367,10,0.009335154947498548,Model08
10,3,rmse,standard,0.26889408363692496,10,0.01539601253324793,Model08
10,3,rsq,standard,0.7021669999830498,10,0.026970146160223047,Model08
3,5,mae,standard,0.18013400386313042,10,0.009154565971802597,Model09
3,5,rmse,standard,0.26392504914895654,10,0.016504965957770092,Model09
3,5,rsq,standard,0.727107407518417,10,0.029551487888985536,Model09
5,5,mae,standard,0.18053324496730327,10,0.00912380669648521,Model10
5,5,rmse,standard,0.26526280258366336,10,0.016343130647765002,Model10
5,5,rsq,standard,0.7176644564851584,10,0.028042332348322634,Model10
7,5,mae,standard,0.1802199549211896,10,0.0095091789133159,Model11
7,5,rmse,standard,0.2649439937419974,10,0.01642151215342882,Model11
7,5,rsq,standard,0.7145502354133673,10,0.028587831290535746,Model11
10,5,mae,standard,0.18650034150388492,10,0.009161793311765358,Model12
10,5,rmse,standard,0.2733725221984082,10,0.014692348584222388,Model12
10,5,rsq,standard,0.6918427418003569,10,0.025594490353320787,Model12
3,7,mae,standard,0.18512819002808611,10,0.009561497366472885,Model13
3,7,rmse,standard,0.2716075097088377,10,0.01720436710983884,Model13
3,7,rsq,standard,0.7078699842319333,10,0.031668693867299424,Model13
5,7,mae,standard,0.18357358753979422,10,0.009035895863865738,Model14
5,7,rmse,standard,0.27021568264841767,10,0.0167803372811853,Model14
5,7,rsq,standard,0.7047968176088915,10,0.030960512063541643,Model14
7,7,mae,standard,0.18361406224972213,10,0.009555870898500138,Model15
7,7,rmse,standard,0.2699671592141957,10,0.016559972392751594,Model15
7,7,rsq,standard,0.7035865860860308,10,0.029191745501196093,Model15
10,7,mae,standard,0.1880455379907767,10,0.008770485058937919,Model16
10,7,rmse,standard,0.2762385298164728,10,0.014926392920180817,Model16
10,7,rsq,standard,0.6844310524278426,10,0.02559563649888857,Model16
