mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.2906470602778765,10,0.01468609070685047,Model01
3,1,rmse,standard,0.38534567928403135,10,0.017488706546726962,Model01
3,1,rsq,standard,0.7734464211648238,10,0.019672299921577402,Model01
5,1,mae,standard,0.29862470257379986,10,0.013801866099745048,Model02
5,1,rmse,standard,0.394688966919357,10,0.018141148818092888,Model02
5,1,rsq,standard,0.7573018587969023,10,0.018523885906644298,Model02
7,1,mae,standard,0.30329151183044356,10,0.014538509171470794,Model03
7,1,rmse,standard,0.3997924073307316,10,0.02052341337110495,Model03
7,1,rsq,standard,0.7473394762173625,10,0.02169923833169036,Model03
10,1,mae,standard,0.3162787554967231,10,0.017019945538708527,Model04
10,1,rmse,standard,0.42168333743383435,10,0.024757952905795837,Model04
10,1,rsq,standard,0.7189533172195417,10,0.025579138032017435,Model04
3,3,mae,standard,0.29229836421056643,10,0.013400456675722235,Model05
3,3,rmse,standard,0.39120324528775874,10,0.01786587775328472,Model05
3,3,rsq,standard,0.767091693534919,10,0.0191448553289033,Model05
5,3,mae,standard,0.29691864845948934,10,0.014608210285413934,Model06
5,3,rmse,standard,0.39387762386749875,10,0.0192692291453062,Model06
5,3,rsq,standard,0.7566505136091013,10,0.019675395807631016,Model06
7,3,mae,standard,0.3044269243683261,10,0.015294029873683427,Model07
7,3,rmse,standard,0.40215427407298604,10,0.02125728551534734,Model07
7,3,rsq,standard,0.7457609429488036,10,0.020381534449795204,Model07
10,3,mae,standard,0.3156030445891798,10,0.016914341357699057,Model08
10,3,rmse,standard,0.41933783810567404,10,0.024403387682490653,Model08
10,3,rsq,standard,0.7226125074504004,10,0.02580073823214146,Model08
3,5,mae,standard,0.2931212739607386,10,0.014614496862323056,Model09
3,5,rmse,standard,0.38799393620844974,10,0.01767141154552379,Model09
3,5,rsq,standard,0.7721933682476996,10,0.01918844291261294,Model09
5,5,mae,standard,0.30404930074223396,10,0.01419333454606521,Model10
5,5,rmse,standard,0.396111813443068,10,0.018395309691766507,Model10
5,5,rsq,standard,0.7541675785398299,10,0.02043461431134067,Model10
7,5,mae,standard,0.3074913239267517,10,0.01468257446444541,Model11
7,5,rmse,standard,0.40401265873702297,10,0.021030078886257454,Model11
7,5,rsq,standard,0.7430020734811453,10,0.020309901417065214,Model11
10,5,mae,standard,0.32013047095337305,10,0.01551442469563604,Model12
10,5,rmse,standard,0.4224387972427665,10,0.022836814923785462,Model12
10,5,rsq,standard,0.7165531100144954,10,0.02454704722653535,Model12
3,7,mae,standard,0.3012080517513031,10,0.014582167799761972,Model13
3,7,rmse,standard,0.39400164213968764,10,0.018308967750965657,Model13
3,7,rsq,standard,0.7674558321773638,10,0.02038669517726224,Model13
5,7,mae,standard,0.30665885596282916,10,0.01442500872717469,Model14
5,7,rmse,standard,0.4016888936100913,10,0.018510005574858247,Model14
5,7,rsq,standard,0.7479937189990479,10,0.020273922561624875,Model14
7,7,mae,standard,0.3118444677400412,10,0.014682712938088035,Model15
7,7,rmse,standard,0.4086081013906253,10,0.021214284963849927,Model15
7,7,rsq,standard,0.7366926507915041,10,0.022094107171657617,Model15
10,7,mae,standard,0.32474994428038106,10,0.01665246845168994,Model16
10,7,rmse,standard,0.42855286418042704,10,0.02487463235677385,Model16
10,7,rsq,standard,0.7085094098362109,10,0.025852439607185227,Model16
