mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.4749384627747792,10,0.01093348326959303,Preprocessor1_Model01
3,1,rmse,standard,0.6679869922250684,10,0.012932887855649005,Preprocessor1_Model01
3,1,rsq,standard,0.6089716930190101,10,0.014298047222380272,Preprocessor1_Model01
5,1,mae,standard,0.4585725527168203,10,0.010708973442592912,Preprocessor1_Model02
5,1,rmse,standard,0.653301697673787,10,0.012800185125801855,Preprocessor1_Model02
5,1,rsq,standard,0.6225137940482166,10,0.014195862041986319,Preprocessor1_Model02
7,1,mae,standard,0.45316195234517087,10,0.01119463234734357,Preprocessor1_Model03
7,1,rmse,standard,0.648979842570102,10,0.01362408413771765,Preprocessor1_Model03
7,1,rsq,standard,0.6269680779700141,10,0.01549951578510503,Preprocessor1_Model03
10,1,mae,standard,0.4541318289076376,10,0.010941859008993634,Preprocessor1_Model04
10,1,rmse,standard,0.6504754239742165,10,0.014670480070982603,Preprocessor1_Model04
10,1,rsq,standard,0.6236818105883662,10,0.0165881563446976,Preprocessor1_Model04
3,3,mae,standard,0.47496047335242775,10,0.01076255225889957,Preprocessor1_Model05
3,3,rmse,standard,0.6693511538438389,10,0.01294921514723783,Preprocessor1_Model05
3,3,rsq,standard,0.6062240876549536,10,0.014972087226988248,Preprocessor1_Model05
5,3,mae,standard,0.4603718426328324,10,0.01112672027583146,Preprocessor1_Model06
5,3,rmse,standard,0.6565317848974854,10,0.013296867244360614,Preprocessor1_Model06
5,3,rsq,standard,0.6187175894654644,10,0.015098649904228512,Preprocessor1_Model06
7,3,mae,standard,0.45663365546941836,10,0.011942107892355367,Preprocessor1_Model07
7,3,rmse,standard,0.652676415381003,10,0.015538696814691565,Preprocessor1_Model07
7,3,rsq,standard,0.6214384149515714,10,0.017394764114858876,Preprocessor1_Model07
10,3,mae,standard,0.4518754034630154,10,0.011544777582997977,Preprocessor1_Model08
10,3,rmse,standard,0.6466638779919083,10,0.014512985646252101,Preprocessor1_Model08
10,3,rsq,standard,0.6282360451981689,10,0.01675828144457648,Preprocessor1_Model08
3,5,mae,standard,0.47739346814032074,10,0.010312175271878946,Preprocessor1_Model09
3,5,rmse,standard,0.6758009747657936,10,0.012973133611518708,Preprocessor1_Model09
3,5,rsq,standard,0.5985109902076228,10,0.014416796322463987,Preprocessor1_Model09
5,5,mae,standard,0.4645228963466451,10,0.011554539304503782,Preprocessor1_Model10
5,5,rmse,standard,0.6601381225342513,10,0.014407000673134487,Preprocessor1_Model10
5,5,rsq,standard,0.6142196346736315,10,0.016645509453419003,Preprocessor1_Model10
7,5,mae,standard,0.4577217596484864,10,0.011263671123724514,Preprocessor1_Model11
7,5,rmse,standard,0.6536344786597167,10,0.014804901988329705,Preprocessor1_Model11
7,5,rsq,standard,0.6209197944325484,10,0.01770602217559244,Preprocessor1_Model11
10,5,mae,standard,0.4566366145280714,10,0.01147702573260891,Preprocessor1_Model12
10,5,rmse,standard,0.6530521112638494,10,0.015004802543168617,Preprocessor1_Model12
10,5,rsq,standard,0.6202727224979194,10,0.017601551141644658,Preprocessor1_Model12
3,7,mae,standard,0.4831178561847593,10,0.010318212622697985,Preprocessor1_Model13
3,7,rmse,standard,0.6762568034576231,10,0.011804519187531101,Preprocessor1_Model13
3,7,rsq,standard,0.5991167519485494,10,0.013314569343572868,Preprocessor1_Model13
5,7,mae,standard,0.46476971712793475,10,0.010425216054443817,Preprocessor1_Model14
5,7,rmse,standard,0.6596574240859544,10,0.012980991887713407,Preprocessor1_Model14
5,7,rsq,standard,0.6155018558813786,10,0.014651394705314699,Preprocessor1_Model14
7,7,mae,standard,0.4590550115842507,10,0.011247381614863416,Preprocessor1_Model15
7,7,rmse,standard,0.6554539832848192,10,0.013935563318228221,Preprocessor1_Model15
7,7,rsq,standard,0.6191442214479903,10,0.015578505159505885,Preprocessor1_Model15
10,7,mae,standard,0.4564158087764766,10,0.011126175898263703,Preprocessor1_Model16
10,7,rmse,standard,0.6532434809800258,10,0.014938102498919808,Preprocessor1_Model16
10,7,rsq,standard,0.6201887865794532,10,0.017505178051003115,Preprocessor1_Model16
