mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,2.5579999999972642,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.32184476416154995,0.3099117143044302,0.3003318319565958,0.148479419194917
2,4.3439999999973224,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3771768452922589,0.3552493571352092,0.29133028151670065,0.14145589818795065
3,2.2779999999984284,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.60822475571032,0.5106994521238604,0.25048222993271185,0.10962661231760382
4,6.360000000000582,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.688038164775818,0.5601334331102896,0.23722198051635163,0.09958629278583966
5,4.360000000000582,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9317636846353003,0.7209549184977836,0.18267129168583954,0.06352864647243157
6,13.444000000003143,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9687625537821392,0.75452218378468,0.1682344883742575,0.055797148038876435
7,7.353000000002794,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9803760728486064,0.7645532993219335,0.162913972414699,0.0548083713506349
8,23.635999999998603,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9948135234235043,0.7831255104747914,0.15219430306556125,0.0502435189667196
9,1.2600000000020373,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.1247177248825706,0.1365870208103921,0.32990920153828235,0.173704329348697
10,4.2960000000020955,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.16296610401632605,0.1777043834665204,0.3239271773219447,0.16879258186259374
11,2.2730000000010477,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.29351516309594095,0.27482677352917695,0.3052091238079961,0.1500990977349584
12,6.371000000006461,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.37371564856730943,0.34883829047213333,0.2915120633513416,0.13966528558745417
