mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,4.579999999999927,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.24000070654495187,0.17395896590703253,0.2852961664195796,0.15820839668042258
2,5.25,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2849544967481388,0.19636772968150917,0.2829693979898929,0.15363779410462466
3,3.3900000000001,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6041489654942246,0.3872931566427148,0.2520467746877044,0.1190952718613747
4,6.440000000000055,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6953807409003716,0.4486074676675349,0.23871075048647256,0.10538909445134481
5,5.939999999999827,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.929113141558088,0.5927705400657934,0.19586929323150176,0.07512092443687284
6,12.220000000000027,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.969342041203203,0.6227622069636212,0.1831466447403759,0.06859216515800902
7,8.279999999999973,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9773800420249155,0.6117433251654327,0.18469683685834642,0.07505922258470675
8,22.160000000000082,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.994442056885834,0.6332718392387424,0.1746406283187113,0.0706500932775117
9,3.230000000000018,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.09570875816500135,0.06932110613762277,0.29667920232380823,0.1802850713629963
10,5.25,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.12682969833754276,0.09427788292269834,0.29425751344479095,0.17542867081064464
11,3.5,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.256474189739616,0.1705885628220586,0.2841371424573324,0.16442660196615647
12,7,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3325435479745711,0.2224699602162944,0.2782591563938817,0.15385654992833184
13,6.389999999999873,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5102886752495372,0.3239361255985408,0.2569010957141672,0.13586426591302347
14,13.8900000000001,300,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6435311227348488,0.4115351643664876,0.24285228563457514,0.11894392386669736
15,9.259999999999991,100,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5987034443886198,0.36942541001528206,0.24617895819569519,0.1274354392327598
16,20.919999999999845,300,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.737664285959523,0.45909720304205726,0.22956403926125493,0.11023946818344348
17,3.3400000000001455,100,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.013049380858854431,0.007794388666235719,0.30502148853951216,0.19090263910355246
18,5.350000000000136,300,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.019136253667209058,0.011550256640104228,0.3045802928926233,0.1903702616380837
19,3.3400000000001455,100,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.03564088799542631,0.025837793379912433,0.3024819082454379,0.18796938652160103
20,6.050000000000182,300,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.05258277750153695,0.03802203089479672,0.3008971536405829,0.18604759491146036
21,5.760000000000218,100,7,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.07433533281135907,0.047837523447432306,0.2994854365841169,0.18415335577151512
22,12.429999999999836,300,7,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.10943188912940593,0.07033366761478699,0.2964173224228119,0.18036434661651696
23,8.239999999999782,100,10,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.09039852095844791,0.05508984313096732,0.29794033719902,0.18280997978066904
24,21.5600000000004,300,10,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.1321623490054834,0.08106227511554465,0.2941802782688638,0.1784322247571303
25,3.1399999999998727,100,1,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.08756072506311308,0.06267124464142937,0.2974374461766683,0.18147543554227838
26,3.1900000000000546,300,1,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.08756133360841845,0.06267181533956845,0.29743736826292827,0.18147533192574233
27,3.4899999999997817,100,3,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.23387720909268483,0.16264821766569948,0.28476639862353864,0.16605781212128606
28,3.6799999999998363,300,3,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.2338787833594661,0.1626492475322695,0.28476628924496483,0.1660576461883037
29,5.589999999999691,100,7,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.4676870859778819,0.2914074404769611,0.26265439154049897,0.1411081954182002
30,5.6599999999998545,300,7,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.4676900357200021,0.2914092070361636,0.26265410302776593,0.141107899573619
31,8.190000000000055,100,10,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.5519513888233039,0.33017669332354305,0.25324253379895134,0.13479427211629516
32,8.720000000000255,300,10,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.5519545473866863,0.3301786860783149,0.25324223218032005,0.13479394543570916
33,3.180000000000291,100,1,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.021988870743934963,0.013403645590015834,0.30436386071708416,0.19005599661285502
34,3.1399999999998727,300,1,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.021988870743934963,0.013403645590015834,0.30436386071708416,0.19005599661285502
35,3.099999999999909,100,3,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.05980250293815814,0.04246132064394603,0.3000570816543069,0.1853458951052203
36,3.4699999999998,300,3,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.05980250293815814,0.04246132064394603,0.3000570816543069,0.1853458951052203
37,5.5,100,7,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.12659790013455996,0.08160545752282711,0.29457238117627643,0.17863512810796953
38,5.519999999999982,300,7,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.12659790013455996,0.08160545752282711,0.29457238117627643,0.17863512810796953
39,7.839999999999691,100,10,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.15215248261252667,0.09285339998629527,0.291889269119967,0.17669536088688545
40,7.539999999999964,300,10,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.15215248261252667,0.09285339998629527,0.291889269119967,0.17669536088688545
41,3.0599999999999454,100,1,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.0023484419986663507,0.0010493387269675525,0.3058090512094332,0.191891634552134
42,3.150000000000091,300,1,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.0023484419986663507,0.0010493387269675525,0.3058090512094332,0.191891634552134
43,3.3099999999999454,100,3,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.00640464818702946,0.004237842920051582,0.3053589713284048,0.19138103337411472
44,3.2600000000002183,300,3,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.00640464818702946,0.004237842920051582,0.3053589713284048,0.19138103337411472
45,4.169999999999618,100,7,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.013631585660416778,0.008163474117972802,0.30481467278038665,0.1906925286314709
46,3.8400000000001455,300,7,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.013631585660416778,0.008163474117972802,0.30481467278038665,0.1906925286314709
47,5.950000000000273,100,10,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.016369021346433033,0.009636788765408744,0.304521829379676,0.19043895780146305
48,6.010000000000218,300,10,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.016369021346433033,0.009636788765408744,0.304521829379676,0.19043895780146305
49,1.7199999999998,100,1,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.04103367244042555,0.02456245247669686,0.30310531601115304,0.1883764990737861
50,1.7300000000000182,300,1,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.04103367244042555,0.02456245247669686,0.30310531601115304,0.1883764990737861
51,1.800000000000182,100,3,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.10253625575322589,0.0617374243810489,0.2968672862069013,0.18273783825730422
52,1.8400000000001455,300,3,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.10253625575322589,0.0617374243810489,0.2968672862069013,0.18273783825730422
53,3.1900000000000546,100,7,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.2240183839699118,0.12704295977906088,0.28657182707320344,0.1716247337870824
54,3.2799999999997453,300,7,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.2240183839699118,0.12704295977906088,0.28657182707320344,0.1716247337870824
