avg_pct_change,sd_pct_change,avg_vol,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio,pays_dividend,dividend_yield,response
-0.002995874056542682,0.019557787576333092,70056.25,5.15,0.99,1.2,0,5.12,0,0,-0.37183725895284814
0.001771029063551283,0.023849444780283946,88574.60317460318,5.13,1.17,1.36,0,5.01,0,0,-0.4631803876807089
3.7261623769437057e-4,0.017071785419304472,150851.61290322582,4.75,1.12,1.12,20.08,3.91,0,0,-0.6699870453806978
5.737136019358218e-4,0.017924969420491155,164147.61904761905,5.29,1.18,1.2,121.66,4.14,0,0,-0.4854022707342601
2.320083882511842e-4,0.01543560815881365,185596.82539682538,6.47,1.39,1.4,0,4.34,0,0,-0.5676606615572017
-0.004573214333717131,0.014355750495912364,351493.5483870968,6.57,1.34,1.13,0,3.44,0,0,-0.6513715664117061
2.4499682174877446e-5,0.014079625930187516,212701.66666666666,8.1,1.68,1.28,0,3.4,0,0,-0.6725496622941263
-0.0012158939602259235,0.012827268057598724,126826.5625,8.21,1.88,1.28,0,3.23,0,0,-0.6135785418697364
2.144108194175513e-4,0.016497972846005172,123103.125,7.95,1.93,1.23,0,3.11,0,0,-0.6836332917222296
-0.0013448325005682845,0.018603005020392287,141314.0625,8.12,1.99,1.26,0,3.09,0,0,-0.9220581431241361
0.0015355438914204408,0.016712707429683313,182677.04918032786,10.46,2.25,1.29,0,2.67,0,0,-1.0333276821486939
0.0013971155087126202,0.012423062970243197,103790.47619047618,12.38,2.35,1.4,0,2.62,0,0,-1.0470601463663207
-0.00171146565190288,0.012097482477086112,149692.1875,10.22,2.17,1.29,14.15,2.44,0,0,-1.0524333458261357
-0.003236622203145759,0.021829532517103175,160806.25,8.2,1.74,1.05,4.74,2.38,0,0,-0.6798780728803729
-7.50319476927029e-5,0.015704259899669757,136122.95081967214,7.88,1.74,1.06,3.91,2.3,0,0,-0.7011043259246114
0.0010983732651961386,0.014513371884132802,114077.77777777778,7.28,1.85,0.98,3.57,1.94,0,0,-1.0465270341031245
-0.007466613355771469,0.024174023699765554,141643.75,5.13,1.26,0.66,2.65,1.87,0,0,-0.8589519692612254
-0.002757053736638337,0.02522624879274887,225654.6875,4.26,1.09,0.56,2.16,1.73,0,0,-0.4089483554523301
0.0012588989240825124,0.029556587077177416,303751.5625,3.4,0.87,0.43,1.73,1.64,0,0,0.13554176716097818
-0.0039412880115902065,0.027971929165571053,18332.180327868853,3.03,1.12,0,0,2.2,1,0.005898856270602492,-0.6906751734208703
-0.0013598374298482523,0.02225790512575738,4007.140625,2.71,1.04,0,0,2.25,1,0.005771016215265213,-0.6150386846224383
-0.006396032929222097,0.042889060947266376,9175.65625,1.37,0.51,0,0,2.49,1,0.007379811142279333,-0.37272720088374534
-0.004393483489900888,0.07304798544508492,14828.578125,0.93,0.3,0,0,3.07,1,0.013973045863531944,0.18627599456896557
-0.007382919132244616,0.04657651877288641,11820.360655737704,0.91,0.29,0,0,3.79,1,0.01468468446762339,0.34501832306471664
-7.734257873924211e-4,0.032876327941581886,14001.730158730159,1.37,0.39,0,0,3.22,1,0.013494240221003869,0.298837395667846
2.933515711885858e-4,0.025391403273087337,24599.765625,1.74,0.44,0,0,3.33,1,0.013401395757155642,0.2883070686519579
-0.0023068472012927497,0.024934684427650344,23868.328125,2.35,0.56,0,1.55,3.34,1,0.013520302390198637,0.06332670401192438
-0.0013314389990571626,0.01754222428943066,36758.50819672131,2.5,0.55,0,11.11,2.68,1,0.017483884193916627,0.10221729264969624
-0.004054956316308168,0.021075480788296717,33448.50793650794,2.85,0.56,0,0,2.73,1,0.019326123409817285,0.18709936419012907
0.0018396714870857873,0.013609240476030605,31202.03125,3.77,0.64,0,0,2.18,1,0.018648858483888916,-0.041033323343377864
0.0014990458785685895,0.012766155912358523,30646.15625,5.72,0.85,0,0,2.16,1,0.017903873479197783,-0.19270479245842595
0.0022496778806275117,0.014071922370041961,25502.6935483871,9.63,1.07,0,0,2.16,1,0.013370807844627271,-0.7612238227729473
-0.0025894684792501497,0.01995608555877469,25006.15873015873,5.38,1.03,0,0,1.67,1,0.01345575681135285,-0.8997326718772021
-0.009046410307949025,0.04284485873350403,32373.625,1.16,0.79,0,2.63,1.32,1,0.018456638845061983,-0.5392008988571598
-0.0015795942714582909,0.02320180168551629,35619.69841269841,1.18,0.82,0.31,5.32,1.31,1,0.020894317202216406,-0.5308336797703381
7.742856524247406e-4,0.019631674970002313,35604.82258064516,1.61,1.19,0,7.45,1.31,1,0.0174764539604044,-0.5954883645240874
-0.002158849166250836,0.02280250307431469,28789.79365079365,1.93,1.21,0,3.02,0.78,1,0.017032130691979615,-0.6118590033724204
6.615196322939773e-5,0.013595367631465542,26489.984126984127,27.97,1.43,0,3.66,0.79,1,0.016805699212042613,-0.5741349264293086
-0.0034692168820773077,0.020999695409527383,34273.51612903226,0,1.23,0.34,1.82,0.87,1,0.018154330909148777,-0.5732669589796876
0.003594856573054947,0.015735790873860452,32910.23333333333,0,1.6,0,0,0.84,1,0.016698177448442583,-0.6576212513883548
8.818123457305939e-4,0.018152963312895266,28695.78125,20.72,1.93,0,8.21,0.82,1,0.014876162557355284,-0.7904461477004535
2.1427408909652495e-4,0.018443807728957918,55416.109375,8.95,2.05,0,0,0.77,1,0.01423446246744246,-0.8592249255507842
0.0017729149250309292,0.015437212015596726,48409.640625,4.97,2.55,0.56,0,0.79,1,0.01436574083110495,-0.9627284949396884
