mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,1.496000000001004,50,3,1,4,1e-4,0.632,4,0.8,0.3655378330112996,0.40618402452503644,0.3167686159858936,0.19451122974147456
2,1.2860000000000582,100,3,1,4,1e-4,0.632,4,0.8,0.37006887724291904,0.41277291632358404,0.3140124546713398,0.19250472767470936
3,1.2510000000002037,50,7,1,4,1e-4,0.632,4,0.8,0.5556231900177862,0.565039264414487,0.2713846165606332,0.14788249133901898
4,2.2659999999996217,100,7,1,4,1e-4,0.632,4,0.8,0.5543639778857476,0.5616457827125861,0.2755364970009762,0.15272702455321685
5,1.243000000000393,50,10,1,4,1e-4,0.632,4,0.8,0.5951367879673131,0.6044574747149658,0.26133661160507166,0.13826198336954743
6,2.256999999999607,100,10,1,4,1e-4,0.632,4,0.8,0.6085541243652461,0.6107592290467581,0.25799133702655025,0.13481229192427616
7,2.2620000000006257,50,15,1,4,1e-4,0.632,4,0.8,0.6270318993121976,0.6528672058950449,0.23980027600721598,0.11981913054662806
8,3.2669999999998254,100,15,1,4,1e-4,0.632,4,0.8,0.6461241422523639,0.6524989162342651,0.23976026604660125,0.11979158183459503
9,2.2409999999999854,50,20,1,4,1e-4,0.632,4,0.8,0.6377127118412658,0.6570809418716155,0.23547654291768422,0.11656616839729673
10,3.3659999999999854,100,20,1,4,1e-4,0.632,4,0.8,0.65973447718421,0.6619159841979284,0.23354053353297036,0.11435561440511374
11,1.2929999999996653,50,3,1,7,1e-4,0.632,4,0.8,0.42596518616805856,0.4328786708881529,0.3150790835520361,0.18902742789852273
12,2.2549999999991996,100,3,1,7,1e-4,0.632,4,0.8,0.43404094062507836,0.43619008848004714,0.31163598805286824,0.1866852436067677
13,1.2289999999993597,50,7,1,7,1e-4,0.632,4,0.8,0.57084152316767,0.5554781883419373,0.27835704416528934,0.15932788645040685
14,2.268000000000029,100,7,1,7,1e-4,0.632,4,0.8,0.5867443059088155,0.5686434430750085,0.27270949888119156,0.15277940700840745
15,1.2520000000004075,50,10,1,7,1e-4,0.632,4,0.8,0.6052458746582137,0.6057205361108562,0.2601890570111745,0.14115406128264094
16,3.2709999999988213,100,10,1,7,1e-4,0.632,4,0.8,0.6217042184640311,0.6111476785615577,0.2589535869444334,0.13933303473352868
17,2.2489999999997963,50,15,1,7,1e-4,0.632,4,0.8,0.6347362437084132,0.6432706266334826,0.24217945176903646,0.12462894579286969
18,3.2739999999994325,100,15,1,7,1e-4,0.632,4,0.8,0.6496079422206569,0.6513223294411659,0.24206576559025716,0.12442589569243548
19,2.636000000000422,50,20,1,7,1e-4,0.632,4,0.8,0.6426182301217761,0.6524865644462523,0.23698845708677388,0.11989034121347028
20,4.283999999999651,100,20,1,7,1e-4,0.632,4,0.8,0.6643155958108697,0.6631110391656029,0.23569886543374616,0.11932106710421532
21,1.2330000000001746,50,3,1,4,0.001,0.632,4,0.8,0.3655378330112996,0.40618402452503644,0.3167686159858936,0.19451122974147456
22,1.235000000000582,100,3,1,4,0.001,0.632,4,0.8,0.37006887724291904,0.41277281224111473,0.31401247203647803,0.19250473953943298
23,1.2469999999993888,50,7,1,4,0.001,0.632,4,0.8,0.5541015762740422,0.5645812597487759,0.2717350029374774,0.14790329560729842
24,2.2549999999991996,100,7,1,4,0.001,0.632,4,0.8,0.5537218105944905,0.5617246124888224,0.2757203652507077,0.15257862102672318
25,1.2409999999999854,50,10,1,4,0.001,0.632,4,0.8,0.5939138025446088,0.6043211479700734,0.261438341751286,0.13817020147882889
26,2.2489999999997963,100,10,1,4,0.001,0.632,4,0.8,0.6081803213494454,0.6106503953823315,0.2583282163206457,0.13492166756737659
27,2.2510000000002037,50,15,1,4,0.001,0.632,4,0.8,0.6192840567600855,0.6491747106282715,0.24075018020492048,0.12164527624696485
28,3.2730000000010477,100,15,1,4,0.001,0.632,4,0.8,0.6396283214763406,0.651647781799726,0.24037410797523845,0.1206022089882472
29,2.2379999999993743,50,20,1,4,0.001,0.632,4,0.8,0.6336873731461846,0.6530163962732216,0.23735889471615026,0.11812105833079926
30,3.2739999999994325,100,20,1,4,0.001,0.632,4,0.8,0.6554850748592627,0.6630714163964961,0.23393463688114643,0.11481221743748561
31,1.2409999999999854,50,3,1,7,0.001,0.632,4,0.8,0.42596518616805856,0.4328786708881529,0.3150790835520361,0.18902742789852273
32,2.2590000000000146,100,3,1,7,0.001,0.632,4,0.8,0.43404094062507836,0.43619008848004714,0.31163598805286824,0.1866852436067677
33,1.2340000000003783,50,7,1,7,0.001,0.632,4,0.8,0.57084152316767,0.5554781883419373,0.27835704416528934,0.15932788645040685
34,2.256999999999607,100,7,1,7,0.001,0.632,4,0.8,0.5867443059088155,0.5686434430750085,0.27270949888119156,0.15277940700840745
35,2.2559999999994034,50,10,1,7,0.001,0.632,4,0.8,0.6052458746582137,0.6057205361108562,0.2601890570111745,0.14115406128264094
36,3.269000000000233,100,10,1,7,0.001,0.632,4,0.8,0.6217024466943264,0.6111477856221017,0.25895339732902234,0.13933303246623746
37,2.2479999999995925,50,15,1,7,0.001,0.632,4,0.8,0.6347362437084132,0.6432706266334826,0.24217945176903646,0.12462894579286969
38,3.27599999999984,100,15,1,7,0.001,0.632,4,0.8,0.649422539439162,0.6504652324509912,0.24218122931502548,0.12445458704610482
39,2.2590000000000146,50,20,1,7,0.001,0.632,4,0.8,0.6426182301217761,0.6524865644462523,0.23698845708677388,0.11989034121347028
40,4.308999999999287,100,20,1,7,0.001,0.632,4,0.8,0.6640792544865106,0.6625987265551394,0.23574498888980464,0.11933634991944392
41,1.2260000000005675,50,3,1,4,1e-4,0.632,20,0.8,0.36577779599023696,0.4072494558842573,0.31633789450237076,0.19420896926940068
42,2.25,100,3,1,4,1e-4,0.632,20,0.8,0.37019034058149936,0.4132116627468939,0.3138696768132892,0.19244340664428466
43,1.254000000000815,50,7,1,4,1e-4,0.632,20,0.8,0.5579032902555824,0.5582219408403541,0.27297961874204635,0.14987141780168559
44,2.2590000000000146,100,7,1,4,1e-4,0.632,20,0.8,0.5644950351138998,0.5629162386813571,0.2744252959276154,0.150970691590248
45,1.2269999999989523,50,10,1,4,1e-4,0.632,20,0.8,0.6045598594810015,0.6091389993401288,0.2561658258297308,0.13556411831534215
