mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.6300000000010186,68,517,21,181,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7812876485216911,0.8906438242608455,0.124109941088836,0.5714285714285714,0.8066298342541437,0.2553191489361702,0.7821782178217822,0.23330473188061607,0.047619047619047616,0.9834254143646409,0.25,0.8861386138613861
2,6.488999999999578,68,517,21,181,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.805445334807037,0.9027226674035185,0.123283488006872,0.5714285714285714,0.8176795580110497,0.26666666666666666,0.7920792079207921,0.24198165326082466,0.047619047619047616,0.9834254143646409,0.25,0.8861386138613861
3,2.3180000000011205,68,517,21,181,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.957343649258543,0.9786718246292715,0.0918934415195377,0.47619047619047616,0.9060773480662984,0.37037037037037035,0.8613861386138614,0.1708387679803059,0.047619047619047616,0.9834254143646409,0.25,0.8861386138613861
4,5.440000000000509,68,517,21,181,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9731306990881459,0.9865653495440729,0.0935300845260653,0.47619047619047616,0.9281767955801105,0.43478260869565216,0.8811881188118812,0.14896610308015368,0.14285714285714285,0.9834254143646409,0.5,0.8960396039603961
5,2.32300000000032,68,517,21,181,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9751275674679931,0.9875637837339966,0.0639791440752338,0.42857142857142855,0.9392265193370166,0.45,0.8861386138613861,0.11051166871987873,0.09523809523809523,0.9834254143646409,0.4,0.8910891089108911
6,5.3510000000005675,68,517,21,181,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9891609100119738,0.9945804550059869,0.0606662117097188,0.5238095238095238,0.9392265193370166,0.5,0.8960396039603961,0.10589527359608794,0.14285714285714285,0.9834254143646409,0.5,0.8960396039603961
7,2.30199999999968,68,517,21,181,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9837634705719813,0.9918817352859907,0.0384707586141727,0.5238095238095238,0.9337016574585635,0.4782608695652174,0.8910891089108911,0.07239614011680927,0.23809523809523808,0.9834254143646409,0.625,0.905940594059406
8,5.343999999999141,68,517,21,181,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9933867550888826,0.9966933775444413,0.0504412587185717,0.47619047619047616,0.9613259668508287,0.5882352941176471,0.9108910891089109,0.07947842245480788,0.23809523809523808,0.9834254143646409,0.625,0.905940594059406
9,2.308999999999287,68,517,21,181,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9834503085566915,0.9917251542783457,0.0341746683010339,0.5714285714285714,0.9226519337016574,0.46153846153846156,0.8861386138613861,0.07239614011680927,0.23809523809523808,0.9834254143646409,0.625,0.905940594059406
10,5.3510000000005675,68,517,21,181,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9928488532743853,0.9964244266371927,0.0414610745478655,0.5238095238095238,0.9447513812154696,0.5238095238095238,0.900990099009901,0.08487946110596357,0.14285714285714285,0.9834254143646409,0.5,0.8960396039603961
11,2.2989999999990687,68,517,21,181,50,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7836676798378925,0.8918338399189463,0.177764210724862,0.47619047619047616,0.8839779005524862,0.3225806451612903,0.8415841584158416,0.2518562372134939,0.047619047619047616,0.9834254143646409,0.25,0.8861386138613861
