mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,r_2,mse,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_max_accuracy,sensitivity_max_accuracy,specificity_max_accuracy,precision_max_accuracy,accuracy_max_accuracy,threshold_95_specificity,sensitivity_95_specificity,specificity_95_specificity,precision_95_specificity,accuracy_95_specificity,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,4.86099999999999,53,509,15,148,25,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.47463092913469684,0.3686545117060426,0.769155206286837,0.8845776031434185,0.123444822697886,0.6,0.8378378378378378,0.2727272727272727,0.8159509202453987,0.203777679966044,0,0.9864864864864865,0,0.8957055214723927,0.1544588328367408,0.06666666666666667,0.9527027027027027,0.125,0.8711656441717791,0.20377767996604387,0,0.9864864864864865,0,0.8957055214723927
2,3.5179999999999723,53,509,15,148,50,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.48086474772920096,0.37021295274007776,0.7890151191594772,0.8945075595797386,0.13716065311883,0.4,0.9324324324324325,0.375,0.8834355828220859,0.199400440064481,0,0.9864864864864865,0,0.8957055214723927,0.1506507386723137,0.26666666666666666,0.9527027027027027,0.36363636363636365,0.8895705521472392,0.19940044006448054,0,0.9864864864864865,0,0.8957055214723927
3,4.4809999999999945,53,509,15,148,100,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.4738953228090097,0.36847061173117684,0.7954021292622129,0.8977010646311064,0.141302501591558,0.4,0.9324324324324325,0.375,0.8834355828220859,0.208724619213794,0,0.9932432432432432,0,0.901840490797546,0.15228549458798785,0.2,0.9527027027027027,0.3,0.8834355828220859,0.2049191912126961,0,0.9864864864864865,0,0.8957055214723927
4,6.5090000000000146,53,509,15,148,150,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.47827586182330495,0.36956573691770195,0.8014591114872998,0.9007295557436499,0.114546981745162,0.6666666666666666,0.8108108108108109,0.2631578947368421,0.7975460122699386,0.202269411932877,0,0.9932432432432432,0,0.901840490797546,0.15423534703960587,0.26666666666666666,0.9527027027027027,0.36363636363636365,0.8895705521472392,0.19982211038503306,0,0.9864864864864865,0,0.8957055214723927
5,6.538000000000011,53,509,15,148,200,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.4785320105473472,0.3696297735392865,0.8000031061447308,0.9000015530723654,0.12318343288563,0.5333333333333333,0.8648648648648649,0.2857142857142857,0.8343558282208589,0.203954567005266,0,0.9932432432432432,0,0.901840490797546,0.15573704504666805,0.26666666666666666,0.9527027027027027,0.36363636363636365,0.8895705521472392,0.20285611986478633,0,0.9864864864864865,0,0.8957055214723927
6,7.639999999999986,53,509,15,148,300,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.479063802450173,0.36976272035356533,0.8048253958393192,0.9024126979196596,0.120900598429082,0.5333333333333333,0.8648648648648649,0.2857142857142857,0.8343558282208589,0.206394655295456,0,0.9932432432432432,0,0.901840490797546,0.1604414388153698,0.2,0.9527027027027027,0.3,0.8834355828220859,0.20439240711433918,0,0.9864864864864865,0,0.8957055214723927
7,10.848000000000013,53,509,15,148,500,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.48296079081503596,0.3707369589338016,0.8016959550230243,0.9008479775115121,0.119868618879907,0.5333333333333333,0.8581081081081081,0.27586206896551724,0.8282208588957055,0.204397741384184,0,0.9932432432432432,0,0.901840490797546,0.15517492871628982,0.26666666666666666,0.9527027027027027,0.36363636363636365,0.8895705521472392,0.19843156824887614,0,0.9864864864864865,0,0.8957055214723927
8,12.694000000000017,53,509,15,148,1000,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.4821647693147073,0.3705379552972216,0.8030510106618418,0.9015255053309209,0.118234423163655,0.5333333333333333,0.8581081081081081,0.27586206896551724,0.8282208588957055,0.20531470411406,0,0.9932432432432432,0,0.901840490797546,0.15572446626784503,0.26666666666666666,0.9527027027027027,0.36363636363636365,0.8895705521472392,0.1983361612298875,0,0.9864864864864865,0,0.8957055214723927
9,1.4519999999999982,53,509,15,148,25,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.10769873003609298,0.27692226330725417,0.9630058162560085,0.9815029081280042,0.111899764718813,0.6,0.8783783783783784,0.3333333333333333,0.852760736196319,0.307948767414424,0.06666666666666667,1,1,0.9141104294478528,0.15878714058512194,0.26666666666666666,0.9527027027027027,0.36363636363636365,0.8895705521472392,0.187146767734145,0.06666666666666667,0.9864864864864865,0.3333333333333333,0.901840490797546
10,2.4180000000000064,53,509,15,148,50,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.1101977707722217,0.27754701803340903,0.98339377373288706,0.9916968868664435,0.140596454050644,0.4666666666666667,0.9459459459459459,0.4666666666666667,0.901840490797546,0.307505089994147,0.06666666666666667,1,1,0.9141104294478528,0.14244376171620518,0.4,0.9527027027027027,0.46153846153846156,0.901840490797546,0.1680174859593766,0.2,0.9864864864864865,0.6,0.9141104294478528
11,4.587999999999965,53,509,15,148,100,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.09573725814642242,0.27393192145855877,0.988926594034649,0.9944632970173245,0.148695414201559,0.4666666666666667,0.9594594594594594,0.5384615384615384,0.9141104294478528,0.164707795043923,0.3333333333333333,0.9932432432432432,0.8333333333333334,0.9325153374233128,0.1480365966960948,0.4666666666666667,0.9527027027027027,0.5,0.9079754601226994,0.1569458856272964,0.3333333333333333,0.9864864864864865,0.7142857142857143,0.9263803680981595
12,5.463000000000022,53,509,15,148,150,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.10188127807781822,0.27546791302293616,0.9911513701980943,0.9955756850990471,0.153376176949651,0.4,0.9797297297297297,0.6666666666666666,0.9263803680981595,0.153376176949651,0.4,0.9797297297297297,0.6666666666666666,0.9263803680981595,0.14040343553689047,0.4,0.9527027027027027,0.46153846153846156,0.901840490797546,0.16963459185112567,0.13333333333333333,0.9864864864864865,0.5,0.9079754601226994
