mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.45575049554700114,10,0.01577160183347622,Preprocessor1_Model01
3,1,rmse,standard,0.6161349829056348,10,0.018864538864681812,Preprocessor1_Model01
3,1,rsq,standard,0.5433190000815157,10,0.02511188973864227,Preprocessor1_Model01
5,1,mae,standard,0.4523853717275164,10,0.016596601585629856,Preprocessor1_Model02
5,1,rmse,standard,0.6171504206679537,10,0.020338360922343337,Preprocessor1_Model02
5,1,rsq,standard,0.5285288665894287,10,0.02696112179942165,Preprocessor1_Model02
7,1,mae,standard,0.44810420959458097,10,0.016458906500343075,Preprocessor1_Model03
7,1,rmse,standard,0.6150551787385131,10,0.019364137510218458,Preprocessor1_Model03
7,1,rsq,standard,0.5290362266776911,10,0.025141699771529472,Preprocessor1_Model03
10,1,mae,standard,0.44753806596964063,10,0.0160412435870862,Preprocessor1_Model04
10,1,rmse,standard,0.6163937968185376,10,0.020921371119651283,Preprocessor1_Model04
10,1,rsq,standard,0.5215469509818579,10,0.028442053984658898,Preprocessor1_Model04
3,3,mae,standard,0.4585474150318403,10,0.017108777096507922,Preprocessor1_Model05
3,3,rmse,standard,0.6198679833160281,10,0.021316759569999278,Preprocessor1_Model05
3,3,rsq,standard,0.5369913054424718,10,0.02713825232118202,Preprocessor1_Model05
5,3,mae,standard,0.45309463516577286,10,0.0172127903836603,Preprocessor1_Model06
5,3,rmse,standard,0.6147392249652316,10,0.020955157433996945,Preprocessor1_Model06
5,3,rsq,standard,0.533787317955487,10,0.027073771506285857,Preprocessor1_Model06
7,3,mae,standard,0.4528079042042593,10,0.016954347222628417,Preprocessor1_Model07
7,3,rmse,standard,0.6176607547650425,10,0.021419782967339627,Preprocessor1_Model07
7,3,rsq,standard,0.5244834604378836,10,0.02863840766654238,Preprocessor1_Model07
10,3,mae,standard,0.44986809733862165,10,0.01703413725109273,Preprocessor1_Model08
10,3,rmse,standard,0.6190943112062668,10,0.021579782127556228,Preprocessor1_Model08
10,3,rsq,standard,0.5158863404263274,10,0.02825624976464449,Preprocessor1_Model08
3,5,mae,standard,0.4648826761761402,10,0.016550997370568414,Preprocessor1_Model09
3,5,rmse,standard,0.6247018820285686,10,0.020347118468087923,Preprocessor1_Model09
3,5,rsq,standard,0.5301295426410207,10,0.027105199673807413,Preprocessor1_Model09
5,5,mae,standard,0.4544361915442575,10,0.015753257355141093,Preprocessor1_Model10
5,5,rmse,standard,0.6170208839982844,10,0.01910066522967149,Preprocessor1_Model10
5,5,rsq,standard,0.5326197258298156,10,0.026779645449203162,Preprocessor1_Model10
7,5,mae,standard,0.45642516757970747,10,0.01627566299627769,Preprocessor1_Model11
7,5,rmse,standard,0.621770877716579,10,0.020219497365580267,Preprocessor1_Model11
7,5,rsq,standard,0.5169017232571463,10,0.027736434222744258,Preprocessor1_Model11
10,5,mae,standard,0.45400948084340803,10,0.015882488758592335,Preprocessor1_Model12
10,5,rmse,standard,0.624357170966754,10,0.020102289339441137,Preprocessor1_Model12
10,5,rsq,standard,0.5088746612682233,10,0.026443309641741252,Preprocessor1_Model12
3,7,mae,standard,0.471717874065041,10,0.016768273012013134,Preprocessor1_Model13
3,7,rmse,standard,0.6324972612522075,10,0.020205320070802037,Preprocessor1_Model13
3,7,rsq,standard,0.5169302342634753,10,0.02759523716989485,Preprocessor1_Model13
5,7,mae,standard,0.45885119920926615,10,0.01781613948413475,Preprocessor1_Model14
5,7,rmse,standard,0.6216729290048553,10,0.02157562596759257,Preprocessor1_Model14
5,7,rsq,standard,0.5239823695268443,10,0.027560034499868043,Preprocessor1_Model14
7,7,mae,standard,0.45965128268871763,10,0.017041368649104674,Preprocessor1_Model15
7,7,rmse,standard,0.6239278873467873,10,0.02148661812544527,Preprocessor1_Model15
7,7,rsq,standard,0.5139840328131428,10,0.028313965407170308,Preprocessor1_Model15
10,7,mae,standard,0.4578537602786856,10,0.01663053309429965,Preprocessor1_Model16
10,7,rmse,standard,0.6276320006843306,10,0.021192494461150183,Preprocessor1_Model16
10,7,rsq,standard,0.5017210664217745,10,0.02835985939172065,Preprocessor1_Model16
