mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,r_2,mse,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_max_accuracy,sensitivity_max_accuracy,specificity_max_accuracy,precision_max_accuracy,accuracy_max_accuracy,threshold_95_specificity,sensitivity_95_specificity,specificity_95_specificity,precision_95_specificity,accuracy_95_specificity,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,1.3480000001145527,180,210.99999999999997,57,73,25,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.2303895799946215,0.1923982421304829,0.6227578856663416,0.8113789428331708,0.45109724540241,0.7719298245614035,0.726027397260274,0.6875,0.7461538461538462,0.48788703231137,0.631578947368421,0.8493150684931506,0.7659574468085106,0.7538461538461538,0.5643992881932546,0.3508771929824561,0.958904109589041,0.8695652173913043,0.6923076923076923,0.5866534528501044,0.3333333333333333,0.9863013698630136,0.95,0.7
2,1.377000000094995,180,210.99999999999997,57,73,50,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.24213658942626615,0.18946155636559575,0.6589265062699834,0.8294632531349917,0.394002283976687,0.8596491228070176,0.589041095890411,0.620253164556962,0.7076923076923077,0.452300069244886,0.7017543859649122,0.7671232876712328,0.7017543859649122,0.7384615384615385,0.5674773210744786,0.3333333333333333,0.958904109589041,0.8636363636363636,0.6846153846153846,0.5818143469930676,0.3157894736842105,0.9863013698630136,0.9473684210526315,0.6923076923076923
3,2.35999999998603,180,210.99999999999997,57,73,100,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.24019165332151504,0.18994777936606863,0.6783827297671148,0.8391913648835574,0.39878298027759,0.8596491228070176,0.5753424657534246,0.6125,0.7,0.524283580343701,0.47368421052631576,0.9452054794520548,0.8709677419354839,0.7384615384615385,0.5397257356577825,0.43859649122807015,0.958904109589041,0.8928571428571429,0.7307692307692307,0.5712782154982167,0.3508771929824561,0.9863013698630136,0.9523809523809523,0.7076923076923077
4,3.415999999968335,180,210.99999999999997,57,73,150,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.24208307970162768,0.18947493349341224,0.6774530034694664,0.8387265017347332,0.389296673116319,0.9122807017543859,0.547945205479452,0.611764705882353,0.7076923076923077,0.558409135740424,0.42105263157894735,0.9726027397260274,0.9230769230769231,0.7307692307692307,0.5443754178532648,0.42105263157894735,0.958904109589041,0.8888888888888888,0.7230769230769231,0.5722712736102449,0.3508771929824561,0.9863013698630136,0.9523809523809523,0.7076923076923077
5,5.454000000027008,180,210.99999999999997,57,73,200,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.2469885957385004,0.1882485822932419,0.6800380961019525,0.8400190480509763,0.3830105538841,0.9298245614035088,0.5205479452054794,0.6022727272727273,0.7,0.545505484762241,0.43859649122807015,0.958904109589041,0.8928571428571429,0.7307692307692307,0.545505484762241,0.43859649122807015,0.958904109589041,0.8928571428571429,0.7307692307692307,0.5764627874402372,0.3508771929824561,0.9863013698630136,0.9523809523809523,0.7076923076923077
6,6.440999999991618,180,210.99999999999997,57,73,300,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.2489998147898499,0.18774578893187308,0.6773849747159801,0.8386924873579901,0.412209976640073,0.8596491228070176,0.6164383561643836,0.6363636363636364,0.7230769230769231,0.45822651789664,0.7017543859649122,0.7808219178082192,0.7142857142857143,0.7461538461538462,0.5545096851719075,0.43859649122807015,0.958904109589041,0.8928571428571429,0.7307692307692307,0.5797909835755904,0.38596491228070173,0.9863013698630136,0.9565217391304348,0.7230769230769231
7,8.449999999953434,180,210.99999999999997,57,73,500,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.25079810126135216,0.18729622750836525,0.6792671035624391,0.8396335517812196,0.407081645139135,0.8596491228070176,0.6027397260273972,0.6282051282051282,0.7153846153846154,0.584351714601092,0.38596491228070173,1,1,0.7307692307692307,0.5650985683982679,0.40350877192982454,0.958904109589041,0.8846153846153846,0.7153846153846154,0.5830606501271418,0.38596491228070173,0.9863013698630136,0.9565217391304348,0.7230769230769231
8,11.545999999972992,180,210.99999999999997,57,73,1000,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.25206031267985185,0.18698068180913385,0.6821016349577087,0.8410508174788544,0.407898228372765,0.8596491228070176,0.6164383561643836,0.6363636363636364,0.7230769230769231,0.484051142544097,0.6140350877192983,0.821917808219178,0.7291666666666666,0.7307692307692307,0.5517301870291195,0.42105263157894735,0.958904109589041,0.8888888888888888,0.7230769230769231,0.5867054347120024,0.38596491228070173,0.9863013698630136,0.9565217391304348,0.7230769230769231
9,1.3449999999720603,180,210.99999999999997,57,73,25,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.3857879146409078,0.1535495394118515,0.743599628109481,0.8717998140547405,0.386457980814161,0.8596491228070176,0.726027397260274,0.7101449275362319,0.7846153846153846,0.572850810578057,0.6140350877192983,0.9726027397260274,0.9459459459459459,0.8153846153846154,0.5720964413877265,0.6140350877192983,0.958904109589041,0.9210526315789473,0.8076923076923077,0.6266334585202618,0.5087719298245614,0.9863013698630136,0.9666666666666667,0.7769230769230769
10,1.315000000060536,180,210.99999999999997,57,73,50,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.40302884153521945,0.1492394054259544,0.771446064536611,0.8857230322683055,0.379086814662683,0.8771929824561403,0.7397260273972602,0.7246376811594203,0.8,0.514685678973827,0.7192982456140351,0.9041095890410958,0.8541666666666666,0.823076923076923,0.5701382619222906,0.5964912280701754,0.958904109589041,0.918918918918919,0.8,0.6532043920563912,0.45614035087719296,0.9863013698630136,0.9629629629629629,0.7538461538461538
