ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
CWH,2021.3,7.12,0.3,15.92,2.07,NA
CWH,2021.2,7.35,0.31,16.44,2.14,16.16
CWH,2021.1,7.56,0.34,25.35,1.98,27.91
CWH,2020.4,8.2,0.22,-243,1.51,-353.77
CWH,2020.3,14.97,0.25,77.11,1.39,101.64
CWH,2020.2,0,0.23,-32.18,2.5,-47.68
CWH,2020.1,0,0.05,-2.53,0.8,-19.45
CWH,2019.4,0,0.12,-7.43,2.56,-22.2
CWH,2019.3,0,0.09,-10.75,1.43,-53.45
CWH,2019.2,0,0.12,37.76,7.31,142.39
CWH,2019.1,0,0.11,140.09,18.81,478.75
CWH,2018.4,28.31,0.09,26.46,0,84.27
CWH,2018.3,0,0.13,11.55,0,19.41
CWH,2018.2,0,0.15,15.74,0,23.77
CWH,2018.1,0,0.17,26.42,0,32.06
CWH,2017.4,1876.65,0.27,45.81,0,34.77
CWH,2017.3,17.16,0.31,28.42,8.56,20.42
CWH,2017.2,NA,NA,31.13,NA,28.97
CWH,2017.1,NA,NA,-19.78,NA,-15.38
CWH,2016.4,NA,NA,-15.05,NA,-11.1
CWH,2016.3,NA,NA,NA,NA,-4.86
CWH,2016.2,NA,NA,NA,NA,0
CWH,2016.1,NA,NA,NA,NA,0
CWH,2015.4,NA,NA,NA,NA,0
CWH,2015.3,NA,NA,NA,NA,0
CWH,2014.4,NA,NA,NA,NA,0
DOOO,2021.3,15.34,1.46,0,18.29,NA
DOOO,2021.3,13.66,1.3,-19.86,16.29,-11.18
DOOO,2021.2,12.8,1.62,-38.74,16.99,-18.68
DOOO,2021.1,21.56,1.3,-16.01,10.68,-11.29
DOOO,2020.4,30.03,1.13,-13.98,12.2,-11.58
DOOO,2020.3,35.69,0.95,-8.01,14.06,-7.37
DOOO,2020.2,31.88,0.61,-4.49,9.31,-6.34
DOOO,2020.1,16.74,1.05,-10.09,23.01,-7.39
DOOO,2019.4,16.74,0.95,-9.39,16.74,-7.81
DOOO,2019.3,15.63,0.79,-6.82,10.39,-6.7
DOOO,2019.2,NA,NA,0,NA,-10.21
DOOO,2019.1,NA,NA,-11.09,NA,-10.53
DOOO,2018.4,NA,NA,-13.17,NA,-8.8
DOOO,2018.3,NA,NA,NA,NA,-6.99
DOOO,2018.2,NA,NA,NA,NA,-8.22
DOOO,2018.1,NA,NA,NA,NA,-45.58
DOOO,2017.4,NA,NA,NA,NA,0
DOOO,2017.3,NA,NA,NA,NA,0
DOOO,2017.2,NA,NA,NA,NA,0
DOOO,2017.1,NA,NA,NA,NA,0
EZGO,2021.3,Inf,Inf,Inf,Inf,NA
EZGO,2021.1,NA,NA,NA,NA,0.38
EZGO,2020.3,NA,NA,NA,NA,0.51
EZGO,2020.1,NA,NA,NA,NA,0.32
EZGO,2019.3,NA,NA,NA,NA,0.56
EZGO,2018.3,NA,NA,NA,NA,1.07
FOXF,2021.3,40.21,5.36,7.57,55.75,NA
FOXF,2021.2,43.24,5.77,8.14,59.96,0.81
FOXF,2021.1,44.27,5.32,6.99,42.63,0.78
FOXF,2020.4,48.49,4.82,6.14,166.08,0.79
FOXF,2020.3,36.98,3.67,4.53,43.96,0.84
FOXF,2020.2,44.41,4.24,5.41,0,0.87
FOXF,2020.1,19.72,2.13,3.77,0,1.49
FOXF,2019.4,29.23,3.63,6.35,127.86,0.44
FOXF,2019.3,26.83,3.37,6.05,0,0.51
