mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,1.4490000000005239,50,3,1,4,1e-4,0.632,4,0.8,0.14569494219028922,0.20939502069419724,0.5999418521396455,1.0264858828188659
2,2.2959999999984575,100,3,1,4,1e-4,0.632,4,0.8,0.15242543742632475,0.2129903092912916,0.5983480794188336,1.005177046107912
3,1.254000000000815,50,7,1,4,1e-4,0.632,4,0.8,0.26310535884273323,0.33768500616091934,0.5632370350442087,0.9095671093018194
4,3.2700000000004366,100,7,1,4,1e-4,0.632,4,0.8,0.2738686174119096,0.34440382100065403,0.5542499733812413,0.8783657939970659
5,1.2289999999993597,50,10,1,4,1e-4,0.632,4,0.8,0.3222858314023015,0.4030341052220914,0.5308409896099362,0.8568081407274727
6,3.264999999999418,100,10,1,4,1e-4,0.632,4,0.8,0.33742179417359786,0.41292488157123797,0.5216905419045756,0.8356816807574126
7,2.272000000000844,50,15,1,4,1e-4,0.632,4,0.8,0.38468063682811215,0.4752649072531917,0.493062230754907,0.8074543995427971
8,4.281000000000859,100,15,1,4,1e-4,0.632,4,0.8,0.40356732560559083,0.48595943532291397,0.48280988653089046,0.7830400764067097
9,2.25,50,20,1,4,1e-4,0.632,4,0.8,0.404171656487346,0.4933898231272277,0.4792745577882198,0.7856560669994508
10,5.27599999999984,100,20,1,4,1e-4,0.632,4,0.8,0.4298515757477991,0.5087350933653105,0.46909742452930364,0.7648761042656811
11,1.2580000000016298,50,3,1,7,1e-4,0.632,4,0.8,0.16586112260365593,0.2348818442466638,0.5968426879146419,0.8734052614453767
12,2.2549999999991996,100,3,1,7,1e-4,0.632,4,0.8,0.1671851440653549,0.23218620677812185,0.596313759075995,0.8990899915792135
13,1.2590000000000146,50,7,1,7,1e-4,0.632,4,0.8,0.2730910636876269,0.35920523143672045,0.5577042729548366,0.8557837936431374
14,3.2480000000014115,100,7,1,7,1e-4,0.632,4,0.8,0.28895239225358005,0.36301036009514376,0.5560783732490985,0.8713383349118871
15,2.265000000001237,50,10,1,7,1e-4,0.632,4,0.8,0.33953030930443717,0.4264479954673903,0.5235767780886338,0.8109191884948018
16,4.286999999998443,100,10,1,7,1e-4,0.632,4,0.8,0.36184301821385856,0.4348507891441997,0.5210549864798583,0.8210536614767222
17,2.2510000000002037,50,15,1,7,1e-4,0.632,4,0.8,0.41507253610819406,0.49921091888815394,0.4806362374747659,0.7583229103403935
