mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.534152875264171,10,0.020113138705301275,Preprocessor1_Model01
3,1,0.1,rmse,standard,0.7148630474018394,10,0.031040755713733607,Preprocessor1_Model01
3,1,0.1,rsq,standard,0.5161318448286295,10,0.04335999489229199,Preprocessor1_Model01
5,1,0.1,mae,standard,0.5345658413776605,10,0.01977235218509131,Preprocessor1_Model02
5,1,0.1,rmse,standard,0.7135087922753816,10,0.030206932743652826,Preprocessor1_Model02
5,1,0.1,rsq,standard,0.517576581697213,10,0.042430258034620326,Preprocessor1_Model02
7,1,0.1,mae,standard,0.5346395750241335,10,0.019421646209439994,Preprocessor1_Model03
7,1,0.1,rmse,standard,0.7138159344184359,10,0.029721175076101256,Preprocessor1_Model03
7,1,0.1,rsq,standard,0.5178811014100608,10,0.042012810381752454,Preprocessor1_Model03
10,1,0.1,mae,standard,0.5327965015147041,10,0.019972666330309245,Preprocessor1_Model04
10,1,0.1,rmse,standard,0.7122221293529447,10,0.03039374014396299,Preprocessor1_Model04
10,1,0.1,rsq,standard,0.5198763898024289,10,0.042660825514891164,Preprocessor1_Model04
3,3,0.1,mae,standard,0.3854053513074821,10,0.015285075229376272,Preprocessor1_Model05
3,3,0.1,rmse,standard,0.5439000949664597,10,0.030020251373179596,Preprocessor1_Model05
3,3,0.1,rsq,standard,0.7113870780055296,10,0.034308585324565995,Preprocessor1_Model05
5,3,0.1,mae,standard,0.38990121338338024,10,0.016244051599750432,Preprocessor1_Model06
5,3,0.1,rmse,standard,0.5556044998146672,10,0.03313545932273008,Preprocessor1_Model06
5,3,0.1,rsq,standard,0.6984613136684218,10,0.04115043950955652,Preprocessor1_Model06
7,3,0.1,mae,standard,0.39518292871298977,10,0.017362343757095954,Preprocessor1_Model07
7,3,0.1,rmse,standard,0.56216355730842,10,0.03583056424564107,Preprocessor1_Model07
7,3,0.1,rsq,standard,0.6907652502904318,10,0.04143362931568725,Preprocessor1_Model07
10,3,0.1,mae,standard,0.3980664972029208,10,0.017893096531564533,Preprocessor1_Model08
10,3,0.1,rmse,standard,0.5653566309420434,10,0.035530563428049576,Preprocessor1_Model08
10,3,0.1,rsq,standard,0.6895061383402578,10,0.03840763969071566,Preprocessor1_Model08
3,5,0.1,mae,standard,0.36589670096000804,10,0.02323164921794529,Preprocessor1_Model09
3,5,0.1,rmse,standard,0.5332199065355342,10,0.04269304027930285,Preprocessor1_Model09
3,5,0.1,rsq,standard,0.7216755118700604,10,0.042451291307193294,Preprocessor1_Model09
5,5,0.1,mae,standard,0.36107969908571147,10,0.022518658317894093,Preprocessor1_Model10
5,5,0.1,rmse,standard,0.5342449211690614,10,0.03871298019626018,Preprocessor1_Model10
5,5,0.1,rsq,standard,0.7208232062197567,10,0.03549821129343385,Preprocessor1_Model10
7,5,0.1,mae,standard,0.3634127000891004,10,0.024289024673498825,Preprocessor1_Model11
7,5,0.1,rmse,standard,0.5395687945549092,10,0.03882074018501985,Preprocessor1_Model11
7,5,0.1,rsq,standard,0.7133115895411144,10,0.04100985707611081,Preprocessor1_Model11
10,5,0.1,mae,standard,0.3755562197945459,10,0.024540820910434843,Preprocessor1_Model12
10,5,0.1,rmse,standard,0.5634755275257575,10,0.03980429100918152,Preprocessor1_Model12
10,5,0.1,rsq,standard,0.6794571166338191,10,0.04154976616273308,Preprocessor1_Model12
3,7,0.1,mae,standard,0.35708995937646565,10,0.018386250196232013,Preprocessor1_Model13
3,7,0.1,rmse,standard,0.5276035194326297,10,0.032641610425417945,Preprocessor1_Model13
3,7,0.1,rsq,standard,0.7401743274611031,10,0.03425842776458822,Preprocessor1_Model13
5,7,0.1,mae,standard,0.3705654406886416,10,0.02366331970452898,Preprocessor1_Model14
5,7,0.1,rmse,standard,0.5448179690809135,10,0.033712999009203826,Preprocessor1_Model14
