mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.16358309515990715,10,0.009175308501666127,Preprocessor1_Model01
3,1,0.1,rmse,standard,0.21324896860586698,10,0.012925495490604311,Preprocessor1_Model01
3,1,0.1,rsq,standard,0.7735770324272924,10,0.031248485372426978,Preprocessor1_Model01
5,1,0.1,mae,standard,0.16419255583426806,10,0.009363712773081788,Preprocessor1_Model02
5,1,0.1,rmse,standard,0.21289362286799332,10,0.013333356070010566,Preprocessor1_Model02
5,1,0.1,rsq,standard,0.7738650337608245,10,0.03271037408385573,Preprocessor1_Model02
7,1,0.1,mae,standard,0.16459104855619214,10,0.0093107537422881,Preprocessor1_Model03
7,1,0.1,rmse,standard,0.21407663635804824,10,0.013222321110329288,Preprocessor1_Model03
7,1,0.1,rsq,standard,0.7714371776242285,10,0.032696607564760886,Preprocessor1_Model03
10,1,0.1,mae,standard,0.16426235449567525,10,0.009440783633064527,Preprocessor1_Model04
10,1,0.1,rmse,standard,0.21391645346009192,10,0.013633819975244854,Preprocessor1_Model04
10,1,0.1,rsq,standard,0.7714655180610032,10,0.03360298663119342,Preprocessor1_Model04
3,3,0.1,mae,standard,0.14477306098093462,10,0.007008901118507326,Preprocessor1_Model05
3,3,0.1,rmse,standard,0.19247719049225678,10,0.010079840628433725,Preprocessor1_Model05
3,3,0.1,rsq,standard,0.8178790480811237,10,0.02141750640377223,Preprocessor1_Model05
5,3,0.1,mae,standard,0.15098583032711424,10,0.00647953432850259,Preprocessor1_Model06
5,3,0.1,rmse,standard,0.20280858054087336,10,0.011028129505411315,Preprocessor1_Model06
5,3,0.1,rsq,standard,0.7930715203811831,10,0.027288836468639343,Preprocessor1_Model06
7,3,0.1,mae,standard,0.14950285538814662,10,0.006272771461919532,Preprocessor1_Model07
7,3,0.1,rmse,standard,0.20193383614019295,10,0.010735057776617481,Preprocessor1_Model07
7,3,0.1,rsq,standard,0.7959115505931533,10,0.025354134962109583,Preprocessor1_Model07
10,3,0.1,mae,standard,0.1479283881422204,10,0.008204659398222902,Preprocessor1_Model08
10,3,0.1,rmse,standard,0.20226166076602078,10,0.013688338374777897,Preprocessor1_Model08
10,3,0.1,rsq,standard,0.7921673391692793,10,0.032727784843250916,Preprocessor1_Model08
3,5,0.1,mae,standard,0.14096648382931237,10,0.0067005175915262165,Preprocessor1_Model09
3,5,0.1,rmse,standard,0.19266063358394145,10,0.011403089523864405,Preprocessor1_Model09
3,5,0.1,rsq,standard,0.8184351882966275,10,0.02632686272496573,Preprocessor1_Model09
5,5,0.1,mae,standard,0.14227319990225726,10,0.007768979117269863,Preprocessor1_Model10
5,5,0.1,rmse,standard,0.1932189424153584,10,0.009153000017314386,Preprocessor1_Model10
5,5,0.1,rsq,standard,0.819255684397559,10,0.01809761146378752,Preprocessor1_Model10
7,5,0.1,mae,standard,0.13966173631246032,10,0.006083228873384516,Preprocessor1_Model11
7,5,0.1,rmse,standard,0.194411453700861,10,0.010403722561242619,Preprocessor1_Model11
7,5,0.1,rsq,standard,0.8108610927523578,10,0.026559225498511932,Preprocessor1_Model11
10,5,0.1,mae,standard,0.14682598995379464,10,0.007717920578524751,Preprocessor1_Model12
10,5,0.1,rmse,standard,0.2077582006441142,10,0.01651361889182683,Preprocessor1_Model12
10,5,0.1,rsq,standard,0.7799832964485474,10,0.043266472851914206,Preprocessor1_Model12
3,7,0.1,mae,standard,0.14026016242738626,10,0.007862646868380015,Preprocessor1_Model13
3,7,0.1,rmse,standard,0.1908259001234883,10,0.011554163835531924,Preprocessor1_Model13
3,7,0.1,rsq,standard,0.8204665270648195,10,0.028777489633761585,Preprocessor1_Model13
5,7,0.1,mae,standard,0.14173447282208504,10,0.007639296993374662,Preprocessor1_Model14
5,7,0.1,rmse,standard,0.19238013447857993,10,0.009745332862680912,Preprocessor1_Model14
5,7,0.1,rsq,standard,0.8197579613974227,10,0.02240588541714826,Preprocessor1_Model14
7,7,0.1,mae,standard,0.14341187738992406,10,0.007597158404137089,Preprocessor1_Model15
7,7,0.1,rmse,standard,0.19928706230861476,10,0.0112871211264766,Preprocessor1_Model15
7,7,0.1,rsq,standard,0.79985725789550155,10,0.02827821244589508,Preprocessor1_Model15
10,7,0.1,mae,standard,0.14589153928466603,10,0.007819499919775633,Preprocessor1_Model16
10,7,0.1,rmse,standard,0.20851520620142444,10,0.01374533944027503,Preprocessor1_Model16
10,7,0.1,rsq,standard,0.781504352781075,10,0.034346028312009363,Preprocessor1_Model16
3,1,0.01,mae,standard,0.24241554802932389,10,0.01021678841184188,Preprocessor1_Model17
3,1,0.01,rmse,standard,0.2981918524724075,10,0.009914094638547801,Preprocessor1_Model17
3,1,0.01,rsq,standard,0.6153589217128561,10,0.03383691094939389,Preprocessor1_Model17
5,1,0.01,mae,standard,0.23692934116565303,10,0.010135442440907019,Preprocessor1_Model18
5,1,0.01,rmse,standard,0.293436977359338,10,0.01026316914308435,Preprocessor1_Model18
5,1,0.01,rsq,standard,0.6307899284418027,10,0.034604635699375184,Preprocessor1_Model18
7,1,0.01,mae,standard,0.23676880929144273,10,0.010100156080737013,Preprocessor1_Model19
7,1,0.01,rmse,standard,0.293351110850991,10,0.010243254229417617,Preprocessor1_Model19
7,1,0.01,rsq,standard,0.6319236912859184,10,0.034833419930464224,Preprocessor1_Model19
10,1,0.01,mae,standard,0.2367425737921953,10,0.01009261329978685,Preprocessor1_Model20
10,1,0.01,rmse,standard,0.29329095719687726,10,0.010230823065353554,Preprocessor1_Model20
10,1,0.01,rsq,standard,0.6319671390371536,10,0.034769926642720043,Preprocessor1_Model20
3,3,0.01,mae,standard,0.1676073766434647,10,0.00846243488153085,Preprocessor1_Model21
3,3,0.01,rmse,standard,0.21680616611745512,10,0.011165680769132278,Preprocessor1_Model21
3,3,0.01,rsq,standard,0.7753911991836623,10,0.03098870481944901,Preprocessor1_Model21
5,3,0.01,mae,standard,0.16868354339367464,10,0.007525406189043333,Preprocessor1_Model22
5,3,0.01,rmse,standard,0.21712602542965978,10,0.010614674620386023,Preprocessor1_Model22
5,3,0.01,rsq,standard,0.7706176768584102,10,0.0317555052459334,Preprocessor1_Model22
7,3,0.01,mae,standard,0.17037356388947295,10,0.007049323761535347,Preprocessor1_Model23
7,3,0.01,rmse,standard,0.2192165645194913,10,0.010792759546757517,Preprocessor1_Model23
7,3,0.01,rsq,standard,0.7655529573947961,10,0.03332348228228289,Preprocessor1_Model23
10,3,0.01,mae,standard,0.16927380270071654,10,0.0076754087613988015,Preprocessor1_Model24
10,3,0.01,rmse,standard,0.2191676549403691,10,0.01203967665336394,Preprocessor1_Model24
10,3,0.01,rsq,standard,0.7647390999066532,10,0.03748182612038577,Preprocessor1_Model24
3,5,0.01,mae,standard,0.14685182978872813,10,0.00782152983129,Preprocessor1_Model25
3,5,0.01,rmse,standard,0.19515298981345144,10,0.010509831999093586,Preprocessor1_Model25
3,5,0.01,rsq,standard,0.8154564167975725,10,0.02546971383272536,Preprocessor1_Model25
5,5,0.01,mae,standard,0.1463263033612723,10,0.006898235383609163,Preprocessor1_Model26
5,5,0.01,rmse,standard,0.19489972054338925,10,0.010367216606680897,Preprocessor1_Model26
5,5,0.01,rsq,standard,0.8126597121573184,10,0.027089911914348053,Preprocessor1_Model26
7,5,0.01,mae,standard,0.14924709266888284,10,0.006669786521522123,Preprocessor1_Model27
7,5,0.01,rmse,standard,0.20018451824984362,10,0.011122320922849725,Preprocessor1_Model27
7,5,0.01,rsq,standard,0.7993127936204285,10,0.030827827973645,Preprocessor1_Model27
10,5,0.01,mae,standard,0.1506186159745654,10,0.00900217001858133,Preprocessor1_Model28
10,5,0.01,rmse,standard,0.20897270319026195,10,0.016819283719819132,Preprocessor1_Model28
10,5,0.01,rsq,standard,0.7761262708146504,10,0.045178760583621455,Preprocessor1_Model28
3,7,0.01,mae,standard,0.1405023562031031,10,0.008160651678439601,Preprocessor1_Model29
3,7,0.01,rmse,standard,0.18999094874593425,10,0.010540215418579536,Preprocessor1_Model29
3,7,0.01,rsq,standard,0.8257130380585729,10,0.024080931104099382,Preprocessor1_Model29
5,7,0.01,mae,standard,0.1408187130810331,10,0.007424353654826344,Preprocessor1_Model30
5,7,0.01,rmse,standard,0.1921707514128478,10,0.010221526616989142,Preprocessor1_Model30
5,7,0.01,rsq,standard,0.8159303032379183,10,0.025155075646512766,Preprocessor1_Model30
7,7,0.01,mae,standard,0.14300149930497746,10,0.007823416857469935,Preprocessor1_Model31
7,7,0.01,rmse,standard,0.19596713026890444,10,0.010922877596930733,Preprocessor1_Model31
7,7,0.01,rsq,standard,0.8071753828989254,10,0.02716765299388041,Preprocessor1_Model31
10,7,0.01,mae,standard,0.1482900114075145,10,0.007905816435526293,Preprocessor1_Model32
10,7,0.01,rmse,standard,0.21227061509848308,10,0.013618167115428268,Preprocessor1_Model32
10,7,0.01,rsq,standard,0.7724144078527013,10,0.034803732940157206,Preprocessor1_Model32
3,1,0.001,mae,standard,0.35917376002804674,10,0.017795149741466863,Preprocessor1_Model33
3,1,0.001,rmse,standard,0.4346581570959316,10,0.017621327551949274,Preprocessor1_Model33
3,1,0.001,rsq,standard,0.4765620501563588,10,0.053739829815428186,Preprocessor1_Model33
5,1,0.001,mae,standard,0.3572477123721211,10,0.017792753771565587,Preprocessor1_Model34
5,1,0.001,rmse,standard,0.4343273635329964,10,0.0180429616402914,Preprocessor1_Model34
5,1,0.001,rsq,standard,0.4416205432794774,10,0.059974182994910856,Preprocessor1_Model34
7,1,0.001,mae,standard,0.35730268271619414,10,0.017701200948431365,Preprocessor1_Model35
7,1,0.001,rmse,standard,0.4346783200697554,10,0.01796229282863016,Preprocessor1_Model35
7,1,0.001,rsq,standard,0.42553011244565203,10,0.0635237853433826,Preprocessor1_Model35
10,1,0.001,mae,standard,0.35727372992479706,10,0.01770995688648785,Preprocessor1_Model36
10,1,0.001,rmse,standard,0.4346439806169856,10,0.017970057764563147,Preprocessor1_Model36
10,1,0.001,rsq,standard,0.42562600720837346,10,0.0634956886963787,Preprocessor1_Model36
3,3,0.001,mae,standard,0.31499456995039044,10,0.016839167590202254,Preprocessor1_Model37
3,3,0.001,rmse,standard,0.386872868192679,10,0.016451177936733022,Preprocessor1_Model37
3,3,0.001,rsq,standard,0.6602842842447031,10,0.0333918443559474,Preprocessor1_Model37
5,3,0.001,mae,standard,0.3105487926567583,10,0.016394990462074183,Preprocessor1_Model38
5,3,0.001,rmse,standard,0.38173936727407193,10,0.016190810715204104,Preprocessor1_Model38
5,3,0.001,rsq,standard,0.6401903139490048,10,0.04257006571008161,Preprocessor1_Model38
7,3,0.001,mae,standard,0.30955851373473686,10,0.01626514787671601,Preprocessor1_Model39
7,3,0.001,rmse,standard,0.3813092389433548,10,0.016277204376542995,Preprocessor1_Model39
7,3,0.001,rsq,standard,0.6153351367518878,10,0.05039361880851369,Preprocessor1_Model39
10,3,0.001,mae,standard,0.31009270041823084,10,0.016060696303673884,Preprocessor1_Model40
10,3,0.001,rmse,standard,0.3838778776476187,10,0.01667913891810626,Preprocessor1_Model40
10,3,0.001,rsq,standard,0.5774484883419793,10,0.06037451850193678,Preprocessor1_Model40
3,5,0.001,mae,standard,0.2957081062024688,10,0.017036079050725093,Preprocessor1_Model41
3,5,0.001,rmse,standard,0.3649292863268967,10,0.01715223901221061,Preprocessor1_Model41
3,5,0.001,rsq,standard,0.7575283157987462,10,0.02682959702159923,Preprocessor1_Model41
5,5,0.001,mae,standard,0.2917602120775925,10,0.016879176714000237,Preprocessor1_Model42
5,5,0.001,rmse,standard,0.35918404104753443,10,0.017272113028956163,Preprocessor1_Model42
5,5,0.001,rsq,standard,0.7438823510186772,10,0.031619579362380745,Preprocessor1_Model42
7,5,0.001,mae,standard,0.2916251154930093,10,0.017064039664578805,Preprocessor1_Model43
7,5,0.001,rmse,standard,0.3583373064347127,10,0.01776759128332268,Preprocessor1_Model43
7,5,0.001,rsq,standard,0.7228010049526845,10,0.03678132208571896,Preprocessor1_Model43
10,5,0.001,mae,standard,0.2945310431610852,10,0.017763377347193167,Preprocessor1_Model44
10,5,0.001,rmse,standard,0.36236331756636475,10,0.01967786778874732,Preprocessor1_Model44
10,5,0.001,rsq,standard,0.6544279040088539,10,0.05766742603228432,Preprocessor1_Model44
3,7,0.001,mae,standard,0.29047068969658507,10,0.016419652921594557,Preprocessor1_Model45
3,7,0.001,rmse,standard,0.35814935565380124,10,0.017276142071357206,Preprocessor1_Model45
3,7,0.001,rsq,standard,0.7932633518461629,10,0.025021647629775733,Preprocessor1_Model45
5,7,0.001,mae,standard,0.28886651492588705,10,0.01630867186343508,Preprocessor1_Model46
5,7,0.001,rmse,standard,0.35547510774757873,10,0.017226743561091717,Preprocessor1_Model46
5,7,0.001,rsq,standard,0.7733279368354018,10,0.027381542421313528,Preprocessor1_Model46
7,7,0.001,mae,standard,0.2901443191677132,10,0.01643586012972836,Preprocessor1_Model47
7,7,0.001,rmse,standard,0.35675002259033134,10,0.017448636345057306,Preprocessor1_Model47
7,7,0.001,rsq,standard,0.7387732780584764,10,0.03565958088299466,Preprocessor1_Model47
10,7,0.001,mae,standard,0.2944197534863292,10,0.01692630838186805,Preprocessor1_Model48
10,7,0.001,rmse,standard,0.36307131134915904,10,0.01868622999530916,Preprocessor1_Model48
10,7,0.001,rsq,standard,0.642234186677269,10,0.04932317484888384,Preprocessor1_Model48
