mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,2.680000000000291,198,312,69,123,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.6231626653601177,0.8115813326800588,0.323574304822928,0.7971014492753623,0.6016260162601627,0.5288461538461539,0.671875,0.5957068007555402,0.2463768115942029,0.983739837398374,0.8947368421052632,0.71875
2,3.7799999999997453,198,312,69,123,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.6562653111219992,0.8281326555609996,0.325049907007895,0.8115942028985508,0.6016260162601627,0.5333333333333333,0.6770833333333334,0.6510869046557292,0.21739130434782608,0.983739837398374,0.8823529411764706,0.7083333333333334
3,3.719999999999345,198,312,69,123,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8574126245304587,0.9287063122652294,0.323616129701292,0.7681159420289855,0.7804878048780488,0.6625,0.7760416666666666,0.6406422110734058,0.391304347826087,0.983739837398374,0.9310344827586207,0.7708333333333334
4,4.050000000000182,198,312,69,123,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.872499183406827,0.9362495917034135,0.411997876677982,0.6666666666666666,0.8861788617886179,0.7666666666666667,0.8072916666666666,0.6164520681621399,0.4492753623188406,0.983739837398374,0.9393939393939394,0.7916666666666666
5,3.5100000000002183,198,312,69,123,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9134309162175402,0.9567154581087701,0.428196743570897,0.6811594202898551,0.8943089430894309,0.7833333333333333,0.8177083333333334,0.6674211063554564,0.4057971014492754,0.983739837398374,0.9333333333333333,0.7760416666666666
6,5.25,198,312,69,123,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9235158419075618,0.9617579209537809,0.40601262227782,0.6956521739130435,0.8861788617886179,0.7741935483870968,0.8177083333333334,0.5889464440692944,0.463768115942029,0.983739837398374,0.9411764705882353,0.796875
7,3.639999999999418,198,312,69,123,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9412359137677611,0.9706179568838805,0.432311591264388,0.7101449275362319,0.9105691056910569,0.8166666666666667,0.8385416666666666,0.6776094430422618,0.42028985507246375,0.983739837398374,0.9354838709677419,0.78125
8,5.600000000000364,198,312,69,123,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9508615057978114,0.9754307528989057,0.412232197173529,0.7101449275362319,0.9105691056910569,0.8166666666666667,0.8385416666666666,0.5858524546189308,0.5362318840579711,0.983739837398374,0.9487179487179487,0.8229166666666666
9,3.780000000000655,198,312,69,123,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9410828025477707,0.9705414012738853,0.411652977313855,0.7246376811594203,0.9024390243902439,0.8064516129032258,0.8385416666666666,0.6694966230833487,0.4492753623188406,0.983739837398374,0.9393939393939394,0.7916666666666666
10,5.640000000000327,198,312,69,123,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9540768414176057,0.9770384207088029,0.41689116735517,0.7101449275362319,0.9186991869918699,0.8305084745762712,0.84375,0.61204715132303,0.5362318840579711,0.983739837398374,0.9487179487179487,0.8229166666666666
