mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.2638537578679594,10,0.006246022823590017,Model01
3,1,0.1,rmse,standard,0.366377534776884,10,0.00941070990864647,Model01
3,1,0.1,rsq,standard,0.4959985202465636,10,0.020296334666225133,Model01
5,1,0.1,mae,standard,0.2627447273194046,10,0.006004142383152344,Model02
5,1,0.1,rmse,standard,0.36491298672782163,10,0.009488150924832541,Model02
5,1,0.1,rsq,standard,0.5006630628810348,10,0.01931205096093367,Model02
7,1,0.1,mae,standard,0.2627279283829944,10,0.006027191622893784,Model03
7,1,0.1,rmse,standard,0.36476141005610524,10,0.009514202093616128,Model03
7,1,0.1,rsq,standard,0.5009805292504749,10,0.019371990924126538,Model03
10,1,0.1,mae,standard,0.26247665619532945,10,0.0059592579458878255,Model04
10,1,0.1,rmse,standard,0.36440077346228844,10,0.009428088714623443,Model04
10,1,0.1,rsq,standard,0.5020745913148486,10,0.019684642174066503,Model04
3,3,0.1,mae,standard,0.16234878269579456,10,0.005665955921973844,Model05
3,3,0.1,rmse,standard,0.2644546024068748,10,0.010873741705516292,Model05
3,3,0.1,rsq,standard,0.7335309167086721,10,0.01952760383272657,Model05
5,3,0.1,mae,standard,0.15299414876117262,10,0.0052312601763337616,Model06
5,3,0.1,rmse,standard,0.24818219390518537,10,0.008071624027900823,Model06
5,3,0.1,rsq,standard,0.7670063375288088,10,0.009886664566700211,Model06
7,3,0.1,mae,standard,0.15328120293016612,10,0.006564083662161536,Model07
7,3,0.1,rmse,standard,0.24771141806588753,10,0.010246047134124107,Model07
7,3,0.1,rsq,standard,0.7663957398939123,10,0.01703067292916749,Model07
10,3,0.1,mae,standard,0.14958096512981076,10,0.006413635721426061,Model08
10,3,0.1,rmse,standard,0.24350641040146545,10,0.009998561891246519,Model08
10,3,0.1,rsq,standard,0.774681491510548,10,0.01429492656878845,Model08
3,5,0.1,mae,standard,0.13846517238383363,10,0.0062641884439166495,Model09
3,5,0.1,rmse,standard,0.2511428190448206,10,0.012628818323654428,Model09
3,5,0.1,rsq,standard,0.7604476566970103,10,0.025054761161764857,Model09
5,5,0.1,mae,standard,0.13034389349213293,10,0.005168492463956482,Model10
5,5,0.1,rmse,standard,0.23449571108087086,10,0.008148284386253977,Model10
5,5,0.1,rsq,standard,0.7909334010077387,10,0.011618088306227672,Model10
7,5,0.1,mae,standard,0.12873668212690667,10,0.005300593546233503,Model11
7,5,0.1,rmse,standard,0.23211745871047873,10,0.009676129796158535,Model11
7,5,0.1,rsq,standard,0.7949399489725124,10,0.015070826458202966,Model11
10,5,0.1,mae,standard,0.1261083576436312,10,0.006316621009540624,Model12
10,5,0.1,rmse,standard,0.23266760515941226,10,0.010432415693115305,Model12
10,5,0.1,rsq,standard,0.7930175110721801,10,0.017950707986436835,Model12
3,7,0.1,mae,standard,0.13708043813325224,10,0.00658877177833762,Model13
3,7,0.1,rmse,standard,0.2517536306587626,10,0.009528131914448783,Model13
3,7,0.1,rsq,standard,0.7611358407765565,10,0.020931031027478165,Model13
5,7,0.1,mae,standard,0.1243688998571736,10,0.0066456158669167004,Model14
5,7,0.1,rmse,standard,0.22963677651008463,10,0.010770798416729312,Model14
5,7,0.1,rsq,standard,0.801787404039724,10,0.017657124974221276,Model14
7,7,0.1,mae,standard,0.11982686244042841,10,0.006654782861489674,Model15
7,7,0.1,rmse,standard,0.22420097818277804,10,0.010956515761076039,Model15
7,7,0.1,rsq,standard,0.8108098699858788,10,0.018219578368321863,Model15
10,7,0.1,mae,standard,0.12489277619229629,10,0.007367324431198762,Model16
10,7,0.1,rmse,standard,0.2358646295802388,10,0.012148446795120256,Model16
10,7,0.1,rsq,standard,0.7846915570553719,10,0.023616916227157298,Model16
3,1,0.01,mae,standard,0.31510781248424746,10,0.0068853215893835045,Model17
3,1,0.01,rmse,standard,0.42861828794103957,10,0.011885331170571809,Model17
3,1,0.01,rsq,standard,0.3402095765661082,10,0.018006035590813773,Model17
5,1,0.01,mae,standard,0.31445168136123525,10,0.006930470402978215,Model18
5,1,0.01,rmse,standard,0.4281730564977568,10,0.01195062950433858,Model18
5,1,0.01,rsq,standard,0.34157243898841466,10,0.01846150355549439,Model18
7,1,0.01,mae,standard,0.31414437646862964,10,0.0069263561491177674,Model19
7,1,0.01,rmse,standard,0.42781552053194133,10,0.011984587498077017,Model19
7,1,0.01,rsq,standard,0.3433225611093196,10,0.018417431387378395,Model19
10,1,0.01,mae,standard,0.31412641666103835,10,0.006928879566832522,Model20
10,1,0.01,rmse,standard,0.42781550783606415,10,0.011987884409368679,Model20
10,1,0.01,rsq,standard,0.3433908909029091,10,0.018413406025167906,Model20
3,3,0.01,mae,standard,0.24679135785060907,10,0.0066512510371940885,Model21
3,3,0.01,rmse,standard,0.3443468929006163,10,0.011248388257492942,Model21
3,3,0.01,rsq,standard,0.5823947369760634,10,0.02440466193741383,Model21
5,3,0.01,mae,standard,0.2384349890372126,10,0.005948352394737092,Model22
5,3,0.01,rmse,standard,0.33137693387018485,10,0.010389801576646282,Model22
5,3,0.01,rsq,standard,0.608777753402495,10,0.02333960835285101,Model22
7,3,0.01,mae,standard,0.2386838210816287,10,0.0060976872943121615,Model23
7,3,0.01,rmse,standard,0.33004603998343296,10,0.010315963508949791,Model23
7,3,0.01,rsq,standard,0.6089767550587457,10,0.021319061483655578,Model23
10,3,0.01,mae,standard,0.24016861497579428,10,0.00572279359742128,Model24
10,3,0.01,rmse,standard,0.33024954720891747,10,0.009813836542730355,Model24
10,3,0.01,rsq,standard,0.602719641046125,10,0.021660300852126238,Model24
3,5,0.01,mae,standard,0.19725505702978946,10,0.0061547350715675225,Model25
3,5,0.01,rmse,standard,0.2927751398851286,10,0.010569755695872663,Model25
3,5,0.01,rsq,standard,0.7051560336076195,10,0.02113559301872141,Model25
5,5,0.01,mae,standard,0.1817116867944633,10,0.006021312081518202,Model26
5,5,0.01,rmse,standard,0.2721293349538098,10,0.009539585215771496,Model26
5,5,0.01,rsq,standard,0.7385389805679495,10,0.019016863387544894,Model26
7,5,0.01,mae,standard,0.17981869067734152,10,0.0058176401003494135,Model27
7,5,0.01,rmse,standard,0.26836955508143784,10,0.009311948340395578,Model27
7,5,0.01,rsq,standard,0.7434026607404665,10,0.01925155375943239,Model27
