mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,r_2,mse,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_max_accuracy,sensitivity_max_accuracy,specificity_max_accuracy,precision_max_accuracy,accuracy_max_accuracy,threshold_95_specificity,sensitivity_95_specificity,specificity_95_specificity,precision_95_specificity,accuracy_95_specificity,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,1.3580000000074506,90,195,29,67,25,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.08944259394216736,0.22762608659099712,0.6072002072002072,0.8036001036001036,0.351712311285997,0.7241379310344828,0.835820895522388,0.65625,0.8020833333333334,0.364009861010253,0.6206896551724138,0.8955223880597015,0.72,0.8125,0.3973109994344844,0.27586206896551724,0.9552238805970149,0.7272727272727273,0.75,0.4032880762476225,0.20689655172413793,0.9850746268656716,0.8571428571428571,0.75
2,1.3869999999878928,90,195,29,67,50,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.09887420114435286,0.22526832218930867,0.6534576534576535,0.8267288267288267,0.343286138576284,0.7586206896551724,0.8059701492537313,0.6285714285714286,0.7916666666666666,0.367107757220146,0.5862068965517241,0.9104477611940298,0.7391304347826086,0.8125,0.40130367263780137,0.3793103448275862,0.9552238805970149,0.7857142857142857,0.78125,0.4158823285392279,0.2413793103448276,0.9850746268656716,0.875,0.7604166666666666
3,3.386999999987893,90,195,29,67,100,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.10638703028588481,0.22339022435018668,0.6824656824656825,0.8412328412328413,0.294144073874831,0.8620689655172413,0.7164179104477612,0.5681818181818182,0.7604166666666666,0.36874323730764,0.5517241379310345,0.9253731343283582,0.7619047619047619,0.8125,0.3956794285641097,0.41379310344827586,0.9552238805970149,0.8,0.7916666666666666,0.41790107260977033,0.20689655172413793,0.9850746268656716,0.8571428571428571,0.75
4,4.372999999963213,90,195,29,67,150,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.11291085398839129,0.22175936346307332,0.7138565138565138,0.8569282569282569,0.308941925526464,0.8620689655172413,0.7313432835820896,0.5813953488372093,0.7708333333333334,0.374091361642804,0.5862068965517241,0.9253731343283582,0.7727272727272727,0.8229166666666666,0.39451827487556523,0.4827586206896552,0.9552238805970149,0.8235294117647058,0.8125,0.4118689867875178,0.3103448275862069,0.9850746268656716,0.9,0.78125
5,5.429999999993015,90,195,29,67,200,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.10740194508266487,0.2231365104361848,0.7091945091945091,0.8545972545972546,0.302025010749184,0.8620689655172413,0.7313432835820896,0.5813953488372093,0.7708333333333334,0.366482101387606,0.6206896551724138,0.9253731343283582,0.782608695652174,0.8333333333333334,0.3903770731129882,0.4827586206896552,0.9552238805970149,0.8235294117647058,0.8125,0.4079581609661313,0.3103448275862069,0.9850746268656716,0.9,0.78125
6,9.497999999963213,90,195,29,67,300,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.09823338284583127,0.22542851742855216,0.7110593110593111,0.8555296555296555,0.361138793513493,0.6896551724137931,0.9104477611940298,0.7692307692307693,0.84375,0.361138793513493,0.6896551724137931,0.9104477611940298,0.7692307692307693,0.84375,0.39880509614889925,0.3793103448275862,0.9552238805970149,0.7857142857142857,0.78125,0.40445832273046467,0.3448275862068966,0.9850746268656716,0.9090909090909091,0.7916666666666666
7,13.59499999997206,90,195,29,67,500,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.10135505710686832,0.22464814433958014,0.7179487179487178,0.8589743589743589,0.361464360725274,0.6551724137931034,0.9253731343283582,0.7916666666666666,0.84375,0.361464360725274,0.6551724137931034,0.9253731343283582,0.7916666666666666,0.84375,0.3846341737868529,0.5517241379310345,0.9552238805970149,0.8421052631578947,0.8333333333333334,0.40152336091477464,0.3448275862068966,0.9850746268656716,0.9090909090909091,0.7916666666666666
8,15.630000000004657,90,195,29,67,1000,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.09861249818328532,0.22533374411710888,0.718207718207718,0.859103859103859,0.357830903425335,0.6896551724137931,0.9104477611940298,0.7692307692307693,0.84375,0.357830903425335,0.6896551724137931,0.9104477611940298,0.7692307692307693,0.84375,0.38408909940258973,0.5172413793103449,0.9552238805970149,0.8333333333333334,0.8229166666666666,0.39761516168343286,0.41379310344827586,0.9850746268656716,0.9230769230769231,0.8125
9,1.3500000000349246,90,195,29,67,25,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4542934038025641,0.13641869924171085,0.872986272986273,0.9364931364931365,0.374540513406994,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.462027917730364,0.6206896551724138,0.9850746268656716,0.9473684210526315,0.875,0.3745405134069939,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.46202791773036356,0.6206896551724138,0.9850746268656716,0.9473684210526315,0.875
10,1.3109999999869615,90,195,29,67,50,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4613973874934999,0.1346428068092119,0.898109298109298,0.949054649054649,0.325745243363623,0.7586206896551724,0.8955223880597015,0.7586206896551724,0.8541666666666666,0.39932541092875,0.6551724137931034,0.9402985074626866,0.8260869565217391,0.8541666666666666,0.45001979542886533,0.5862068965517241,0.9552238805970149,0.85,0.84375,0.5156120491315354,0.4827586206896552,0.9850746268656716,0.9333333333333333,0.8333333333333334
11,3.353000000002794,90,195,29,67,100,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4629207680622568,0.13426198385950225,0.906034706034706,0.953017353017353,0.300487878576808,0.8275862068965517,0.8955223880597015,0.7741935483870968,0.875,0.364736576943206,0.7241379310344828,0.9402985074626866,0.84,0.875,0.44081506844130486,0.6551724137931034,0.9552238805970149,0.8636363636363636,0.8645833333333334,0.503316530642024,0.4827586206896552,0.9850746268656716,0.9333333333333333,0.8333333333333334
12,4.400000000023283,90,195,29,67,150,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4743992329795752,0.13139253484748104,0.90997150997151,0.954985754985755,0.298721049897131,0.8275862068965517,0.9104477611940298,0.8,0.8854166666666666,0.327463100825033,0.7931034482758621,0.9253731343283582,0.8214285714285714,0.8854166666666666,0.4258413213120471,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.5072804481974016,0.4827586206896552,0.9850746268656716,0.9333333333333333,0.8333333333333334
13,6.391999999992549,90,195,29,67,200,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4752375497640894,0.13118296786388067,0.9125097125097126,0.9562548562548563,0.313568544572295,0.8275862068965517,0.9253731343283582,0.8275862068965517,0.8958333333333334,0.313568544572295,0.8275862068965517,0.9253731343283582,0.8275862068965517,0.8958333333333334,0.40785825175283713,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.5502862438054325,0.3448275862068966,0.9850746268656716,0.9090909090909091,0.7916666666666666
14,9.494999999995343,90,195,29,67,300,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.46967707866174746,0.13257300463499233,0.9178451178451179,0.958922558922559,0.297598300363955,0.8620689655172413,0.9104477611940298,0.8064516129032258,0.8958333333333334,0.306187151104537,0.8275862068965517,0.9253731343283582,0.8275862068965517,0.8958333333333334,0.4044492121706602,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.5160496713315416,0.41379310344827586,0.9850746268656716,0.9230769230769231,0.8125
15,13.56399999995483,90,195,29,67,500,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4716688939823843,0.13207507982143063,0.9150997150997151,0.9575498575498576,0.348423206820109,0.7586206896551724,0.9253731343283582,0.8148148148148148,0.875,0.399090218591752,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.3990902185917519,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.49654062261749715,0.4827586206896552,0.9850746268656716,0.9333333333333333,0.8333333333333334
16,16.580000000016298,90,195,29,67,1000,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.46524178727145227,0.1336817628696154,0.9141673141673141,0.9570836570836571,0.307518355130798,0.7931034482758621,0.9104477611940298,0.7931034482758621,0.875,0.411780628595084,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.4117806285950838,0.6896551724137931,0.9552238805970149,0.8695652173913043,0.875,0.4912287610308278,0.5172413793103449,0.9850746268656716,0.9375,0.84375
17,1.3040000000037253,90,195,29,67,25,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5622976381555196,0.10941921405004491,0.9123802123802123,0.9561901061901061,0.247672571261646,0.896551724137931,0.7910447761194029,0.65,0.8229166666666666,0.35710784475666,0.6551724137931034,0.9402985074626866,0.8260869565217391,0.8541666666666666,0.4406867894747927,0.5862068965517241,0.9552238805970149,0.85,0.84375,0.4802942445000984,0.4482758620689655,0.9850746268656716,0.9285714285714286,0.8229166666666666
18,1.3119999999762513,90,195,29,67,50,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5928313729424664,0.10178622516618023,0.9452991452991453,0.9726495726495726,0.256677283623638,0.896551724137931,0.8059701492537313,0.6666666666666666,0.8333333333333334,0.485192547681741,0.5862068965517241,0.9701492537313433,0.8947368421052632,0.8541666666666666,0.47600082215306916,0.5862068965517241,0.9552238805970149,0.85,0.84375,0.5172058516646223,0.4827586206896552,0.9850746268656716,0.9333333333333333,0.8333333333333334
19,3.342000000004191,90,195,29,67,100,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.6034899872683407,0.09912172685850582,0.9546231546231545,0.9773115773115773,0.280066444117182,0.8275862068965517,0.8805970149253731,0.75,0.8645833333333334,0.494271204068159,0.5862068965517241,0.9850746268656716,0.9444444444444444,0.8645833333333334,0.43653015985728305,0.6551724137931034,0.9552238805970149,0.8636363636363636,0.8645833333333334,0.4942712040681595,0.5862068965517241,0.9850746268656716,0.9444444444444444,0.8645833333333334
20,4.3760000000474975,90,195,29,67,150,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.6138821543317701,0.0965238364848614,0.9564361564361565,0.9782180782180783,0.272054651776444,0.896551724137931,0.8805970149253731,0.7647058823529411,0.8854166666666666,0.302025283104938,0.8275862068965517,0.9104477611940298,0.8,0.8854166666666666,0.45114974455540846,0.6551724137931034,0.9552238805970149,0.8636363636363636,0.8645833333333334,0.4875895317769017,0.5862068965517241,0.9850746268656716,0.9444444444444444,0.8645833333333334
21,7.4469999999855645,90,195,29,67,200,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.6143322147015384,0.09641132794886079,0.9560217560217561,0.978010878010878,0.299315628926614,0.8620689655172413,0.9104477611940298,0.8064516129032258,0.8958333333333334,0.299315628926614,0.8620689655172413,0.9104477611940298,0.8064516129032258,0.8958333333333334,0.43771719844613244,0.6551724137931034,0.9552238805970149,0.8636363636363636,0.8645833333333334,0.503772688854637,0.5172413793103449,0.9850746268656716,0.9375,0.84375
