mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,3.8000000000010914,50,3,1,4,1e-4,0.632,4,0.8,0.19124855324459433,0.21591615333542025,0.5421600884388446,0.8123456404256684
2,3.280000000000655,100,3,1,4,1e-4,0.632,4,0.8,0.19067094845738153,0.20916403095983704,0.545959225432982,0.817652408977786
3,3.069999999999709,50,7,1,4,1e-4,0.632,4,0.8,0.3605422902869829,0.37243532421978187,0.48638103966261,0.6642546712452108
4,3.360000000000582,100,7,1,4,1e-4,0.632,4,0.8,0.370587610987855,0.3739383991351056,0.48508887448825605,0.6463367575245729
5,3.110000000000582,50,10,1,4,1e-4,0.632,4,0.8,0.44136451473780414,0.44763360403837604,0.4578240892105666,0.6115614943487834
6,3.569999999999709,100,10,1,4,1e-4,0.632,4,0.8,0.4565438520294869,0.4568316100001313,0.4535199168986724,0.5852410567365725
7,3.3000000000010914,50,15,1,4,1e-4,0.632,4,0.8,0.5286959402455058,0.5473821594127642,0.4149156312647971,0.5489160202171526
8,5.049999999999272,100,15,1,4,1e-4,0.632,4,0.8,0.5390632618264164,0.550139594630773,0.4109152630753199,0.5316529396207111
9,3.2599999999983993,50,20,1,4,1e-4,0.632,4,0.8,0.548349448920284,0.578326564459281,0.39678452381083135,0.5345496623633013
10,5.4099999999998545,100,20,1,4,1e-4,0.632,4,0.8,0.5635661936857381,0.5786788645770058,0.3940414591445773,0.5173991744942547
11,1.8099999999994907,50,3,1,7,1e-4,0.632,4,0.8,0.21101669995650274,0.2288110336393797,0.537626936800596,0.7680143361255956
12,3.2299999999995634,100,3,1,7,1e-4,0.632,4,0.8,0.20921301782641555,0.23012588390138178,0.5378659286372567,0.7526928544024599
13,3.139999999999418,50,7,1,7,1e-4,0.632,4,0.8,0.38636314219099177,0.4081057150628692,0.48077822634283385,0.6301842610100075
14,3.4799999999995634,100,7,1,7,1e-4,0.632,4,0.8,0.4053363351304946,0.4178383717621956,0.4714673026235848,0.6067233214179345
15,3.1700000000000728,50,10,1,7,1e-4,0.632,4,0.8,0.4843789976509063,0.5109102977641284,0.43901193236468394,0.5585411460371464
16,3.6900000000005093,100,10,1,7,1e-4,0.632,4,0.8,0.5048585652551094,0.5176358535684884,0.431462068901993,0.5343815174128265
17,3.3299999999999272,50,15,1,7,1e-4,0.632,4,0.8,0.5537076267041026,0.6000651712542587,0.3903533151082922,0.5078775038232081
18,5.190000000000509,100,15,1,7,1e-4,0.632,4,0.8,0.5767832821844416,0.6021506210615463,0.3875254481741623,0.487036765809974
19,3.4400000000005093,50,20,1,7,1e-4,0.632,4,0.8,0.5627491140985613,0.6155703310015361,0.3795758362930226,0.4984748874284522
20,5.43999999999869,100,20,1,7,1e-4,0.632,4,0.8,0.5842464363145217,0.6186104835806827,0.3759311245345382,0.4775218557675715
21,3.0500000000010914,50,3,1,4,0.001,0.632,4,0.8,0.19124855324459433,0.21591615333542025,0.5421600884388446,0.8123456404256684
22,2.389999999999418,100,3,1,4,0.001,0.632,4,0.8,0.19067094845738153,0.20916403095983704,0.545959225432982,0.817652408977786
23,3.1199999999989814,50,7,1,4,0.001,0.632,4,0.8,0.3605422902869829,0.37243532421978187,0.48638103966261,0.6642546712452108
24,3.209999999999127,100,7,1,4,0.001,0.632,4,0.8,0.370587610987855,0.3739383991351056,0.48508887448825605,0.6463367575245729
25,3.25,50,10,1,4,0.001,0.632,4,0.8,0.4392840941003713,0.44542257569670496,0.458769152744348,0.6130256204819393
26,3.5599999999994907,100,10,1,4,0.001,0.632,4,0.8,0.4554346809387454,0.45574597302642483,0.454005437557763,0.58596552577242
27,3.3000000000010914,50,15,1,4,0.001,0.632,4,0.8,0.5258434728544582,0.5479318541100993,0.41426555189550385,0.546873638859007
28,4.889999999999418,100,15,1,4,0.001,0.632,4,0.8,0.5368575219231276,0.5497032747878097,0.4110389232331682,0.5312979280414769
29,3.3100000000013097,50,20,1,4,0.001,0.632,4,0.8,0.5451134682128338,0.5750753904581205,0.39741779576269864,0.5348265455983401
30,4.829999999999927,100,20,1,4,0.001,0.632,4,0.8,0.5610966101239772,0.57676263929366,0.39505222799491113,0.5177132209994169
31,3.070000000001528,50,3,1,7,0.001,0.632,4,0.8,0.21101669995650274,0.2288110336393797,0.537626936800596,0.7680143361255956
32,3.25,100,3,1,7,0.001,0.632,4,0.8,0.20921301782641555,0.23012588390138178,0.5378659286372567,0.7526928544024599
33,3.2299999999995634,50,7,1,7,0.001,0.632,4,0.8,0.38636314219099177,0.4081057150628692,0.48077822634283385,0.6301842610100075
34,3.5,100,7,1,7,0.001,0.632,4,0.8,0.4053363351304946,0.4178383717621956,0.4714673026235848,0.6067233214179345
35,3.209999999999127,50,10,1,7,0.001,0.632,4,0.8,0.4843789976509063,0.5109102977641284,0.43901193236468394,0.5585411460371464
36,3.710000000000946,100,10,1,7,0.001,0.632,4,0.8,0.5048585652551094,0.5176358535684884,0.431462068901993,0.5343815174128265
37,3.359999999998763,50,15,1,7,0.001,0.632,4,0.8,0.5537072486537293,0.6000646933021634,0.39035350655727735,0.507878215808188
38,6.170000000000073,100,15,1,7,0.001,0.632,4,0.8,0.5767831173552341,0.6021503873423903,0.387525545243804,0.4870371254649688
39,4.049999999999272,50,20,1,7,0.001,0.632,4,0.8,0.5624948569022181,0.6157784888986266,0.37928842615374625,0.4984280162462279
40,5.630000000001019,100,20,1,7,0.001,0.632,4,0.8,0.5840813347908518,0.6186721082197789,0.3757972022403435,0.47751387108329796
41,3.110000000000582,50,3,1,4,1e-4,0.632,20,0.8,0.19124855324459433,0.21591615333542025,0.5421600884388446,0.8123456404256684
42,3.1599999999998545,100,3,1,4,1e-4,0.632,20,0.8,0.19068608138362297,0.20911221477047515,0.5459686282951384,0.8175710196670599
43,3.219999999999345,50,7,1,4,1e-4,0.632,20,0.8,0.3603461361856326,0.3701197318721563,0.4853556001662915,0.6653478559249717
44,3.4099999999998545,100,7,1,4,1e-4,0.632,20,0.8,0.37286950779032535,0.37343766287828384,0.48535304540817237,0.6489036354008777
45,3.0900000000001455,50,10,1,4,1e-4,0.632,20,0.8,0.4559747594883101,0.4589692768519106,0.45347861271307355,0.6110385914908759
46,3.609999999998763,100,10,1,4,1e-4,0.632,20,0.8,0.469811552633991,0.4697003251946563,0.4476679763787119,0.5788730698073175
