mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,4.020000000000437,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.21723582041773803,0.11762322170114647,0.5523777290055021,0.8266228376113636
2,5.0900000000001455,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.26138015275584925,0.14529598219684592,0.542254659259474,0.8047711962099082
3,3.3400000000001455,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.529054128925444,0.3293247841334703,0.49021537964089096,0.6705946692603544
4,5.770000000000437,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6227131567564144,0.39736669668090574,0.4664375146188099,0.6136931373215234
5,5.6600000000016735,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8980970953117062,0.5808559859324645,0.4092718030856385,0.4639285074461111
6,12.800000000001091,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9506228371357068,0.617056686004782,0.3892679132368509,0.420892599576282
7,8.1299999999992,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9659913238785908,0.5937423296320563,0.389947162679796,0.47131478283901684
8,20.600000000000364,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9920353277619971,0.6175356983848223,0.3736054114187475,0.4450772706955487
9,3.149999999999636,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.08546241756705242,0.049249694052580284,0.5933241813528614,0.8874660241446574
10,5.1200000000008,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.11294332080492542,0.06381363109353555,0.5848749993081617,0.8723305796556036
11,3.4100000000016735,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2182328566273386,0.10580851266709879,0.571570351465624,0.8510283800792047
12,5.8400000000001455,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.282413471851779,0.14220861662350315,0.5552088661938425,0.8208210784717704
13,6.25,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.45254779522839683,0.2864244040721877,0.525619839535742,0.7430719871456204
