mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,1.4269999999996799,50,3,1,4,1e-4,0.632,4,0.8,0.6516791079288333,0.553695875798522,0.2999359868031986,0.19421442836510402
2,1.3000000000010914,100,3,1,4,1e-4,0.632,4,0.8,0.6600471274777144,0.5534044471329984,0.3010437298872185,0.1965669802148174
3,1.2559999999994034,50,7,1,4,1e-4,0.632,4,0.8,0.7223028114900052,0.6644967782254564,0.2661408379154745,0.15630321565121114
4,1.2520000000004075,100,7,1,4,1e-4,0.632,4,0.8,0.7201024744664243,0.6540437204794327,0.2669215877732349,0.1636153923203266
5,1.2409999999999854,50,10,1,4,1e-4,0.632,4,0.8,0.7253365663756313,0.6794095640580897,0.2620971220119773,0.1474656783779302
6,2.2600000000002183,100,10,1,4,1e-4,0.632,4,0.8,0.7226503252894042,0.6661200465090199,0.26295470702301316,0.15746986234529317
7,1.264999999999418,50,15,1,4,1e-4,0.632,4,0.8,0.7246559338194747,0.6797455924765969,0.261597903342821,0.14723099250692379
8,2.2699999999986176,100,15,1,4,1e-4,0.632,4,0.8,0.7229929668865658,0.6649069847765807,0.26329523381313513,0.15827844709025812
9,1.2420000000001892,50,20,1,4,1e-4,0.632,4,0.8,0.7246591783417928,0.6797471335094933,0.2615887121691477,0.14722951596410705
10,2.268999999998414,100,20,1,4,1e-4,0.632,4,0.8,0.7230023812385327,0.6649471912079354,0.26330754976917553,0.15826482027084166
11,1.2630000000008295,50,3,1,7,1e-4,0.632,4,0.8,0.662030204531638,0.5154701365622106,0.32417645678676243,0.20828114597147576
12,1.2369999999991705,100,3,1,7,1e-4,0.632,4,0.8,0.6745688639795238,0.5261471831464986,0.31395816974361973,0.2016680703694411
13,1.235000000000582,50,7,1,7,1e-4,0.632,4,0.8,0.700198167443058,0.61587265182464,0.2839165019122206,0.17227924966837083
14,2.275000000001455,100,7,1,7,1e-4,0.632,4,0.8,0.7361742883437039,0.6169003670126844,0.2774934318083975,0.17078158133789542
15,1.2480000000014115,50,10,1,7,1e-4,0.632,4,0.8,0.7063596355276064,0.6213822572221377,0.2832188577259423,0.16986341849892506
16,2.2560000000012224,100,10,1,7,1e-4,0.632,4,0.8,0.7372665602482582,0.6231481159679411,0.2760218319380715,0.1669633271964553
17,1.2559999999994034,50,15,1,7,1e-4,0.632,4,0.8,0.7069328127635286,0.6251763243761501,0.28140132381830824,0.1676084643106516
18,2.2839999999996508,100,15,1,7,1e-4,0.632,4,0.8,0.7360429414536857,0.6252053848219583,0.274901243187648,0.16597701456214708
19,1.2600000000002183,50,20,1,7,1e-4,0.632,4,0.8,0.7069341342894668,0.6251752282951906,0.2814063910452632,0.16760941536997437
20,2.2549999999991996,100,20,1,7,1e-4,0.632,4,0.8,0.7360331729119041,0.625203936906902,0.2749092777415088,0.16597834326744113
21,1.2520000000004075,50,3,1,4,0.001,0.632,4,0.8,0.6516791079288333,0.553695875798522,0.2999359868031986,0.19421442836510402
22,1.2549999999991996,100,3,1,4,0.001,0.632,4,0.8,0.6600471274777144,0.5534044471329984,0.3010437298872185,0.1965669802148174
23,1.2520000000004075,50,7,1,4,0.001,0.632,4,0.8,0.7223028114900052,0.6644967782254564,0.2661408379154745,0.15630321565121114
24,1.2439999999987776,100,7,1,4,0.001,0.632,4,0.8,0.7201024744664243,0.6540437204794327,0.2669215877732349,0.1636153923203266
25,1.2489999999997963,50,10,1,4,0.001,0.632,4,0.8,0.7253365663756313,0.6794095640580897,0.2620971220119773,0.1474656783779302
26,2.268000000000029,100,10,1,4,0.001,0.632,4,0.8,0.7226503252894042,0.6661200465090199,0.26295470702301316,0.15746986234529317
27,1.2550000000010186,50,15,1,4,0.001,0.632,4,0.8,0.7246559338194747,0.6797455924765969,0.261597903342821,0.14723099250692379
28,2.2519999999985885,100,15,1,4,0.001,0.632,4,0.8,0.7229929668865658,0.6649069847765807,0.26329523381313513,0.15827844709025812
29,1.3009999999994761,50,20,1,4,0.001,0.632,4,0.8,0.7246591783417928,0.6797471335094933,0.2615887121691477,0.14722951596410705
30,2.2669999999998254,100,20,1,4,0.001,0.632,4,0.8,0.7230023812385327,0.6649471912079354,0.26330754976917553,0.15826482027084166
31,1.2330000000001746,50,3,1,7,0.001,0.632,4,0.8,0.662030204531638,0.5154701365622106,0.32417645678676243,0.20828114597147576
32,1.2340000000003783,100,3,1,7,0.001,0.632,4,0.8,0.6745688639795238,0.5261471831464986,0.31395816974361973,0.2016680703694411
33,1.2559999999994034,50,7,1,7,0.001,0.632,4,0.8,0.700198167443058,0.61587265182464,0.2839165019122206,0.17227924966837083
34,2.2519999999985885,100,7,1,7,0.001,0.632,4,0.8,0.7361742883437039,0.6169003670126844,0.2774934318083975,0.17078158133789542
35,1.2439999999987776,50,10,1,7,0.001,0.632,4,0.8,0.7063596355276064,0.6213822572221377,0.2832188577259423,0.16986341849892506
36,2.2510000000002037,100,10,1,7,0.001,0.632,4,0.8,0.7372665602482582,0.6231481159679411,0.2760218319380715,0.1669633271964553
37,1.256999999999607,50,15,1,7,0.001,0.632,4,0.8,0.7069328127635286,0.6251763243761501,0.28140132381830824,0.1676084643106516
38,2.504000000000815,100,15,1,7,0.001,0.632,4,0.8,0.7360429414536857,0.6252053848219583,0.274901243187648,0.16597701456214708
39,1.2320000000017899,50,20,1,7,0.001,0.632,4,0.8,0.7069341342894668,0.6251752282951906,0.2814063910452632,0.16760941536997437
40,2.2510000000002037,100,20,1,7,0.001,0.632,4,0.8,0.7360331729119041,0.625203936906902,0.2749092777415088,0.16597834326744113
41,1.264999999999418,50,3,1,4,1e-4,0.632,20,0.8,0.6530245343487278,0.5532518010829832,0.2997982516028359,0.19449615393881192
42,1.246000000001004,100,3,1,4,1e-4,0.632,20,0.8,0.661338194301736,0.5532713740108537,0.3007734188698449,0.19662078510207454
43,1.231999999999971,50,7,1,4,1e-4,0.632,20,0.8,0.7263195089424338,0.6598834787871806,0.2688451425884648,0.15905402097124968
44,1.2470000000012078,100,7,1,4,1e-4,0.632,20,0.8,0.7232384010594006,0.6502405559397385,0.2676072762991021,0.16487278507470263
45,1.2560000000012224,50,10,1,4,1e-4,0.632,20,0.8,0.7241089156264773,0.6780754834214457,0.263897043556359,0.1513589826019498
46,1.238999999999578,100,10,1,4,1e-4,0.632,20,0.8,0.7267869449714961,0.663591217728957,0.2633846344301866,0.15832761320305086
47,1.231999999999971,50,15,1,4,1e-4,0.632,20,0.8,0.7250682285392466,0.6763245857017979,0.2664271658398488,0.15191578434866856
48,2.2590000000000146,100,15,1,4,1e-4,0.632,20,0.8,0.7290291233979063,0.6640662633626369,0.26473480638830343,0.1578932844324484
49,1.25,50,20,1,4,1e-4,0.632,20,0.8,0.725075521353552,0.676326145976462,0.2664386947634332,0.1519153368626482
50,2.257000000001426,100,20,1,4,1e-4,0.632,20,0.8,0.7291049480038352,0.6640727362759324,0.26471787790410267,0.15788952547391552
51,1.2299999999995634,50,3,1,7,1e-4,0.632,20,0.8,0.6633512183444095,0.5199208052801212,0.3227099382083432,0.20626002503059956
52,1.256999999999607,100,3,1,7,1e-4,0.632,20,0.8,0.675011282568211,0.5281492097181877,0.31334416858438047,0.20077186622861687
53,1.2479999999995925,50,7,1,7,1e-4,0.632,20,0.8,0.7028016146623194,0.6181948740184835,0.28394403001053786,0.17148546023157196
54,2.2560000000012224,100,7,1,7,1e-4,0.632,20,0.8,0.7356954919603584,0.619115204767858,0.275811933565889,0.17030514870349078
55,1.243000000000393,50,10,1,7,1e-4,0.632,20,0.8,0.705151147673414,0.6219142206440003,0.28312398468597555,0.16753403365609656
56,2.2669999999998254,100,10,1,7,1e-4,0.632,20,0.8,0.7346095554906678,0.6242926924239112,0.27366819391101327,0.16692057379591765
57,1.2520000000004075,50,15,1,7,1e-4,0.632,20,0.8,0.7050406111347914,0.6247169531431327,0.2824827547138887,0.16578005792625244
58,2.239000000001397,100,15,1,7,1e-4,0.632,20,0.8,0.7343817638530622,0.6261806048560226,0.27340096004233033,0.16612292012445243
59,1.2340000000003783,50,20,1,7,1e-4,0.632,20,0.8,0.7050412655305999,0.6247207457889615,0.2824819513440244,0.16577800491465772
60,2.263999999999214,100,20,1,7,1e-4,0.632,20,0.8,0.7343697709791012,0.6261751033938502,0.27341414698888955,0.16612671622106875
61,1.265000000001237,50,3,1,4,0.001,0.632,20,0.8,0.6530245343487278,0.5532518010829832,0.2997982516028359,0.19449615393881192
62,1.2359999999989668,100,3,1,4,0.001,0.632,20,0.8,0.661338194301736,0.5532713740108537,0.3007734188698449,0.19662078510207454
63,1.235000000000582,50,7,1,4,0.001,0.632,20,0.8,0.7263195089424338,0.6598834787871806,0.2688451425884648,0.15905402097124968
64,1.2520000000004075,100,7,1,4,0.001,0.632,20,0.8,0.7232384010594006,0.6502405559397385,0.2676072762991021,0.16487278507470263
65,1.2550000000010186,50,10,1,4,0.001,0.632,20,0.8,0.7241089156264773,0.6780754834214457,0.263897043556359,0.1513589826019498
66,2.25,100,10,1,4,0.001,0.632,20,0.8,0.7267869449714961,0.663591217728957,0.2633846344301866,0.15832761320305086
67,1.2690000000002328,50,15,1,4,0.001,0.632,20,0.8,0.7250682285392466,0.6763245857017979,0.2664271658398488,0.15191578434866856
68,2.2880000000004657,100,15,1,4,0.001,0.632,20,0.8,0.7290291233979063,0.6640662633626369,0.26473480638830343,0.1578932844324484
69,1.2520000000004075,50,20,1,4,0.001,0.632,20,0.8,0.725075521353552,0.676326145976462,0.2664386947634332,0.1519153368626482
70,2.25,100,20,1,4,0.001,0.632,20,0.8,0.7291049480038352,0.6640727362759324,0.26471787790410267,0.15788952547391552
71,1.2700000000004366,50,3,1,7,0.001,0.632,20,0.8,0.6633512183444095,0.5199208052801212,0.3227099382083432,0.20626002503059956
72,1.2739999999994325,100,3,1,7,0.001,0.632,20,0.8,0.675011282568211,0.5281492097181877,0.31334416858438047,0.20077186622861687
73,1.2379999999993743,50,7,1,7,0.001,0.632,20,0.8,0.7028016146623194,0.6181948740184835,0.28394403001053786,0.17148546023157196
74,2.25,100,7,1,7,0.001,0.632,20,0.8,0.7356954919603584,0.619115204767858,0.275811933565889,0.17030514870349078
75,1.2489999999997963,50,10,1,7,0.001,0.632,20,0.8,0.705151147673414,0.6219142206440003,0.28312398468597555,0.16753403365609656
76,2.257999999999811,100,10,1,7,0.001,0.632,20,0.8,0.7346095554906678,0.6242926924239112,0.27366819391101327,0.16692057379591765
77,1.242999999998574,50,15,1,7,0.001,0.632,20,0.8,0.7050406111347914,0.6247169531431327,0.2824827547138887,0.16578005792625244
78,2.2550000000010186,100,15,1,7,0.001,0.632,20,0.8,0.7343817638530622,0.6261806048560226,0.27340096004233033,0.16612292012445243
79,1.2590000000000146,50,20,1,7,0.001,0.632,20,0.8,0.7050412655305999,0.6247207457889615,0.2824819513440244,0.16577800491465772
80,2.2710000000006403,100,20,1,7,0.001,0.632,20,0.8,0.7343697709791012,0.6261751033938502,0.27341414698888955,0.16612671622106875
