ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
AEE,2021.3,22.97,3.53,2.27,0,NA
AEE,2021.2,21.85,3.35,2.16,0,2.58
AEE,2021.1,21.03,3.4,2.21,0,2.53
AEE,2020.4,21.86,3.28,2.13,0,2.53
AEE,2020.3,22.51,3.3,2.21,0,2.54
AEE,2020.2,19.9,2.9,2.01,0,2.59
AEE,2020.1,22.15,2.99,2.1,0,2.56
AEE,2019.4,21.9,3.07,2.2,0,2.53
AEE,2019.3,23.37,3.12,2.28,0,2.48
AEE,2019.2,22.07,2.89,2.21,0,2.54
AEE,2019.1,19.93,2.73,2.17,0,2.51
AEE,2018.4,18.53,2.4,1.93,0,2.5
AEE,2018.3,21.15,2.32,1.85,0,2.46
AEE,2018.2,22.37,2.21,1.83,0,2.54
AEE,2018.1,22.23,2.04,1.73,0,2.54
AEE,2017.4,25.1,2.13,1.79,0,2.54
AEE,2017.3,20.84,2.09,1.7,359.53,2.42
AEE,2017.2,17.23,1.91,1.64,190.65,2.46
AEE,2017.1,18.22,1.93,1.64,0,2.44
AEE,2016.4,17.3,1.86,1.56,0,2.41
AEE,2016.3,16.14,1.74,1.43,0,2.29
AEE,2016.2,18.18,1.89,1.6,0,2.37
AEE,2016.1,16.85,1.76,1.5,667.36,2.34
AEE,2015.4,14.3,1.48,1.27,145.53,2.34
AEE,2015.3,13.43,1.42,1.22,408.91,2.28
AEE,2015.2,12.86,1.28,1.11,0,2.35
AEE,2015.1,14.25,1.42,1.24,0,2.34
AEE,2014.4,15.74,1.53,1.34,0,2.25
AEE,2014.3,13.23,1.27,1.1,0,2.16
AEE,2014.2,13.74,1.35,1.19,0,2.22
AEE,2014.1,15.09,1.35,1.2,0,2.18
AEE,2013.4,24.22,1.19,1.04,25.98,2.15
AEE,2013.3,0,1.15,0.98,17.61,2.33
AEE,2013.2,0,1.1,0.99,13.47,2.41
AEE,2013.1,0,1.11,1,12.28,2.37
AEE,2012.4,0,0.97,0.83,10.51,2.29
AEE,2012.3,28.62,1.25,0.74,9.59,1.93
AEE,2012.2,50.34,1.13,0.78,7.97,1.98
AEE,2012.1,124.61,1.01,0.76,7.9,2.02
AEE,2011.4,11.11,0.93,0.72,6.16,1.93
AEE,2011.3,9.38,0.66,0.63,6.23,1.87
AEE,2011.2,54.53,0.63,0.61,5.23,1.95
AEE,2011.1,44.04,0.61,0.59,4.74,1.96
AEE,2010.4,33.09,0.6,0.59,6.19,1.98
AEE,2010.3,26.87,0.58,0.58,8.3,1.99
AEE,2010.2,6.43,0.5,0.46,8.62,1.92
AEE,2010.1,6.59,0.53,0.5,23.74,1.92
AEE,2009.4,6.39,0.54,0.53,21.16,1.94
AEE,2009.3,5.84,0.47,0.47,171.26,1.93
AEE,2009.2,5.82,0.43,0.45,0,2.15
AEE,2009.1,4.95,0.39,0.42,0,2.17
AEE,2008.4,6.96,0.53,0.59,0,2.16
AEE,2008.3,7.37,0.62,0.69,0,2.05
AEE,2008.2,7.36,0.67,0.76,0,2.18
AEE,2008.1,8.28,0.69,0.78,0,2.07
AEE,2007.4,10.28,0.84,0.95,0,2.07
AEE,2007.3,10.62,0.82,0.9,0,2.02
AEE,2007.2,9.01,0.76,0.85,0,2.1
AEE,2007.1,9.42,0.79,0.87,58.35,1.99
AEE,2006.4,10.87,0.86,0.91,23.97,1.98
AEE,2006.3,NA,NA,0.88,NA,1.88
AEE,2006.2,NA,NA,0.86,NA,1.91
AEE,2006.1,NA,NA,0.84,NA,1.9
AEE,2005.4,NA,NA,NA,NA,1.86
AEE,2005.3,NA,NA,NA,NA,1.8
AEE,2005.2,NA,NA,NA,NA,1.79
AEE,2005.1,NA,NA,NA,NA,1.97
AEP,2021.3,17.86,2.66,1.94,0,NA
AEP,2021.2,17.81,2.65,1.94,0,2.9
AEP,2021.1,18.11,2.68,1.96,0,2.91
AEP,2020.4,18.27,2.7,1.94,0,2.89
AEP,2020.3,20.41,2.63,1.9,0,2.81
AEP,2020.2,19.83,2.5,1.87,0,2.84
AEP,2020.1,20.37,2.47,1.88,0,2.89
AEP,2019.4,22.93,2.84,2.21,0,2.81
AEP,2019.3,20.31,2.76,2.17,0,2.7
AEP,2019.2,20.45,2.57,2.08,0,2.74
AEP,2019.1,18.65,2.35,1.98,0,2.68
AEP,2018.4,17.52,2.08,1.77,0,2.61
AEP,2018.3,16.18,1.96,1.66,0,2.55
AEP,2018.2,15.95,1.92,1.64,0,2.57
AEP,2018.1,17,1.94,1.62,0,2.54
AEP,2017.4,16.75,2.07,1.74,43.23,2.53
AEP,2017.3,16.07,1.96,1.67,27.43,2.53
AEP,2017.2,51.92,1.86,1.66,19.03,2.52
AEP,2017.1,40.63,1.74,1.6,17.34,2.49
AEP,2016.4,43.24,1.61,1.51,0,2.64
AEP,2016.3,37.62,1.64,1.54,0,2.54
AEP,2016.2,14.44,1.8,1.57,0,2.44
AEP,2016.1,14.05,1.7,1.49,0,2.44
AEP,2015.4,11.43,1.43,1.31,99.85,2.45
AEP,2015.3,12.78,1.39,1.28,86.92,2.45
AEP,2015.2,11.96,1.3,1.2,134.02,2.49
AEP,2015.1,12.87,1.35,1.28,54.26,2.48
AEP,2014.4,14.34,1.43,1.4,57.63,2.54
AEP,2014.3,11.16,1.24,1.19,30.63,2.43
AEP,2014.2,12.19,1.31,1.28,25.4,2.47
AEP,2014.1,11.33,1.21,1.16,26.38,2.47
AEP,2013.4,11.7,1.17,1.08,38.69,2.51
AEP,2013.3,13.72,1.04,1.01,29.33,2.49
AEP,2013.2,13.4,1.07,1.05,49.45,2.54
AEP,2013.1,14.07,1.15,1.13,31.3,2.54
AEP,2012.4,11.98,1.01,0.99,21.5,2.57
AEP,2012.3,9.95,1.04,1.01,43.39,2.52
AEP,2012.2,6.92,0.92,0.92,17.62,2.56
AEP,2012.1,6.64,0.88,0.89,14.23,2.56
AEP,2011.4,7.15,0.92,0.95,11.36,2.56
AEP,2011.3,6.96,0.83,0.86,7.32,2.49
AEP,2011.2,8.56,0.83,0.89,8.55,2.64
AEP,2011.1,9.28,0.78,0.82,9.64,2.67
AEP,2010.4,9.42,0.79,0.84,32.76,2.7
AEP,2010.3,8.91,0.79,0.83,86.28,2.65
AEP,2010.2,8.6,0.72,0.75,0,2.76
AEP,2010.1,7.74,0.76,0.78,0,2.72
AEP,2009.4,7.34,0.73,0.8,0,2.68
AEP,2009.3,6.72,0.63,0.7,0,2.61
AEP,2009.2,6.18,0.53,0.66,0,2.63
AEP,2009.1,5.27,0.43,0.57,0,3.19
AEP,2008.4,5.78,0.56,0.75,0,3.22
AEP,2008.3,5.99,0.61,0.81,0,2.94
AEP,2008.2,6.29,0.67,0.89,0,3.02
AEP,2008.1,6.91,0.7,0.92,0,2.94
AEP,2007.4,9.76,0.8,1.06,0,3
AEP,2007.3,10.01,0.8,1.05,0,2.98
AEP,2007.2,11.21,0.78,1.1,0,3.06
AEP,2007.1,11.39,0.85,1.14,0,2.98
AEP,2006.4,8.79,0.74,0.99,0,3.04
AEP,2006.3,NA,NA,0.83,NA,2.82
AEP,2006.2,NA,NA,0.78,NA,2.84
AEP,2006.1,NA,NA,0.77,NA,2.81
AEP,2005.4,NA,NA,NA,NA,2.98
AEP,2005.3,NA,NA,NA,NA,3
AEP,2005.2,NA,NA,NA,NA,3.05
AEP,2005.1,NA,NA,NA,NA,3.25
AGR,2021.3,23.13,2.43,0.98,0,NA
AGR,2021.2,23.41,2.46,1,0,0.95
AGR,2021.1,22.48,2.34,0.95,0,1.36
AGR,2020.4,23.56,2.17,0.87,0,1.39
AGR,2020.3,23.64,2.41,0.95,0,1.25
AGR,2020.2,17.77,1.98,0.78,0,1.19
AGR,2020.1,17.72,2.04,0.81,0,1.18
AGR,2019.4,21.26,2.35,0.96,0,1.21
AGR,2019.3,25.33,2.36,0.97,0,1.16
AGR,2019.2,25.33,2.24,0.93,0,1.13
AGR,2019.1,25.31,2.21,0.92,0,1.11
