mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,2.5799999999999272,279,400,79,132,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5184729064039408,0.7592364532019704,0.34184821317925,0.810126582278481,0.6136363636363636,0.5565217391304348,0.6872037914691943,0.5951197761210592,0.21518987341772153,0.9848484848484849,0.8947368421052632,0.6966824644549763
2,3.850000000000364,279,400,79,132,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5240455665024628,0.7620227832512314,0.380714111535601,0.6962025316455697,0.7651515151515151,0.6395348837209303,0.7393364928909952,0.5722191344893078,0.26582278481012656,0.9848484848484849,0.9130434782608695,0.7156398104265402
3,3.5200000000004366,279,400,79,132,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.706878078817734,0.853439039408867,0.339208847850353,0.810126582278481,0.7272727272727273,0.64,0.7582938388625592,0.6028410312354386,0.3291139240506329,0.9848484848484849,0.9285714285714286,0.7393364928909952
4,5.4299999999993815,279,400,79,132,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7293411330049262,0.8646705665024631,0.370327115972671,0.7215189873417721,0.8409090909090909,0.7307692307692307,0.7962085308056872,0.5886271288367092,0.3291139240506329,0.9848484848484849,0.9285714285714286,0.7393364928909952
5,3.630000000000109,279,400,79,132,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7712315270935961,0.885615763546798,0.357871925131955,0.7468354430379747,0.8181818181818182,0.7108433734939759,0.7914691943127962,0.6311359653154096,0.3670886075949367,0.9848484848484849,0.9354838709677419,0.7535545023696683
6,5.779999999999745,279,400,79,132,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7981157635467979,0.899057881773399,0.320850435572598,0.8227848101265823,0.6893939393939394,0.6132075471698113,0.7393364928909952,0.5968893060439755,0.4177215189873418,0.9848484848484849,0.9428571428571428,0.7725118483412322
7,3.6900000000005093,279,400,79,132,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8304556650246306,0.9152278325123153,0.295990150634322,0.8354430379746836,0.7424242424242424,0.66,0.7772511848341233,0.6426346503131044,0.4177215189873418,0.9848484848484849,0.9428571428571428,0.7725118483412322
8,5.809999999999491,279,400,79,132,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8542733990147784,0.9271366995073892,0.292826370822547,0.8354430379746836,0.7424242424242424,0.66,0.7772511848341233,0.6138746425734097,0.4177215189873418,0.9848484848484849,0.9428571428571428,0.7725118483412322
9,3.6799999999993815,279,400,79,132,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8462068965517242,0.9231034482758621,0.270853252742279,0.8481012658227848,0.7272727272727273,0.6504854368932039,0.7725118483412322,0.6531656957263113,0.4177215189873418,0.9848484848484849,0.9428571428571428,0.7725118483412322
10,5.860000000000582,279,400,79,132,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8660775862068966,0.9330387931034483,0.281752662751973,0.8607594936708861,0.75,0.6732673267326733,0.7914691943127962,0.5836651904561723,0.45569620253164556,0.9848484848484849,0.9473684210526315,0.7867298578199052
11,3.4099999999998545,279,400,79,132,50,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.53067118226601,0.765335591133005,0.309353123723174,0.8354430379746836,0.5227272727272727,0.5116279069767442,0.6398104265402843,0.6530078688176582,0.24050632911392406,0.9848484848484849,0.9047619047619048,0.7061611374407583
12,4.469999999999345,279,400,79,132,100,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5406034482758622,0.7703017241379311,0.335499033423768,0.7721518987341772,0.6439393939393939,0.5648148148148148,0.6919431279620853,0.6379045172983446,0.27848101265822783,0.9848484848484849,0.9166666666666666,0.7203791469194313
13,3.5799999999999272,279,400,79,132,50,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7325123152709361,0.866256157635468,0.294613174557966,0.8734177215189873,0.6060606060606061,0.5702479338842975,0.7061611374407583,0.6257542454429688,0.35443037974683544,0.9848484848484849,0.9333333333333333,0.7488151658767772
14,5.75,279,400,79,132,100,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7554495073891625,0.87772475369458125,0.320775439384745,0.7848101265822784,0.7045454545454546,0.6138613861386139,0.7345971563981043,0.6339503648920568,0.35443037974683544,0.9848484848484849,0.9333333333333333,0.7488151658767772
15,3.869999999999891,279,400,79,132,50,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7939778325123152,0.8969889162561576,0.315458967367573,0.7974683544303798,0.7424242424242424,0.6494845360824743,0.7630331753554502,0.6129571413883049,0.4050632911392405,0.9848484848484849,0.9411764705882353,0.7677725118483413
16,5.8100000000004,279,400,79,132,100,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.817487684729064,0.908743842364532,0.292357329774242,0.8607594936708861,0.7121212121212122,0.6415094339622641,0.7677725118483413,0.607420939908364,0.3924050632911392,0.9848484848484849,0.9393939393939394,0.7630331753554502
17,3.6700000000000728,279,400,79,132,50,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8460899014778327,0.9230449507389163,0.345092975904866,0.759493670886076,0.8333333333333334,0.7317073170731707,0.8056872037914692,0.5715438574709789,0.43037974683544306,0.9848484848484849,0.9444444444444444,0.7772511848341233
18,6.0700000000006185,279,400,79,132,100,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8605911330049261,0.930295566502463,0.295212833729966,0.8227848101265823,0.75,0.6632653061224489,0.7772511848341233,0.5867838523207549,0.4050632911392405,0.9848484848484849,0.9411764705882353,0.7677725118483413
19,3.8299999999999272,279,400,79,132,50,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8537192118226602,0.9268596059113301,0.348417371301496,0.759493670886076,0.8409090909090909,0.7407407407407407,0.8104265402843602,0.5715438574709789,0.4177215189873418,0.9848484848484849,0.9428571428571428,0.7725118483412322
20,6.069999999999709,279,400,79,132,100,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8698645320197045,0.9349322660098522,0.265315345720302,0.8607594936708861,0.7272727272727273,0.6538461538461539,0.7772511848341233,0.5899637052232918,0.4177215189873418,0.9848484848484849,0.9428571428571428,0.7725118483412322
21,3.4099999999998545,279,400,79,132,50,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.5184729064039408,0.7592364532019704,0.34184821317925,0.810126582278481,0.6136363636363636,0.5565217391304348,0.6872037914691943,0.5951197761210592,0.21518987341772153,0.9848484848484849,0.8947368421052632,0.6966824644549763
22,3.880000000000109,279,400,79,132,100,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.5240455665024628,0.7620227832512314,0.380714111535601,0.6962025316455697,0.7651515151515151,0.6395348837209303,0.7393364928909952,0.5722191344893078,0.26582278481012656,0.9848484848484849,0.9130434782608695,0.7156398104265402
23,3.5399999999999636,279,400,79,132,50,7,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.706878078817734,0.853439039408867,0.339208847850353,0.810126582278481,0.7272727272727273,0.64,0.7582938388625592,0.6028410312354386,0.3291139240506329,0.9848484848484849,0.9285714285714286,0.7393364928909952
