mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.959999999999127,271,397,87,135,100,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5331313262754795,0.7665656631377398,0.339996464334378,0.7701149425287356,0.6,0.5537190082644629,0.6666666666666666,0.5289543942973347,0.3333333333333333,0.9851851851851852,0.9354838709677419,0.7297297297297297
2,7.420000000000073,271,397,87,135,300,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5807021294394306,0.7903510647197153,0.328891077876068,0.8275862068965517,0.5777777777777777,0.5581395348837209,0.6756756756756757,0.5342886172684281,0.3448275862068966,0.9851851851851852,0.9375,0.7342342342342343
3,3.969999999999345,271,397,87,135,100,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8305743258943925,0.9152871629471963,0.358434854554806,0.7931034482758621,0.762962962962963,0.6831683168316832,0.7747747747747747,0.5448027755343697,0.4367816091954023,0.9851851851851852,0.95,0.7702702702702703
4,8.860000000000582,271,397,87,135,300,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8758957866656751,0.9379478933328376,0.376250460212654,0.7586206896551724,0.7777777777777778,0.6875,0.7702702702702703,0.5868647014728413,0.42528735632183906,0.9851851851851852,0.9487179487179487,0.7657657657657657
5,6.519999999998618,271,397,87,135,100,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.349586456773708,0.8390804597701149,0.8592592592592593,0.7934782608695652,0.8513513513513513,0.7024617246242679,0.367816091954023,0.9851851851851852,0.9411764705882353,0.7432432432432432
6,14.520000000000437,271,397,87,135,300,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.383137156430247,0.7931034482758621,0.8962962962962963,0.8313253012048193,0.8558558558558559,0.7088739191105364,0.42528735632183906,0.9851851851851852,0.9487179487179487,0.7657657657657657
7,9.909999999999854,271,397,87,135,100,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.279466925007819,0.8390804597701149,0.7925925925925926,0.7227722772277227,0.8108108108108109,0.6587966029668527,0.4827586206896552,0.9851851851851852,0.9545454545454546,0.7882882882882883
8,24.55000000000109,271,397,87,135,300,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.397220081839785,0.735632183908046,0.9185185185185185,0.8533333333333334,0.8468468468468469,0.7384559621510945,0.45977011494252873,0.9851851851851852,0.9523809523809523,0.7792792792792793
9,3.600000000000364,271,397,87,135,100,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3946759366838002,0.6973379683419001,0.374125967168941,0.8505747126436781,0.35555555555555557,0.45962732919254656,0.5495495495495496,0.5119512771026948,0.1724137931034483,0.9851851851851852,0.8823529411764706,0.6666666666666666
10,7.4799999999995634,271,397,87,135,300,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.445193192486081,0.7225965962430405,0.35770557473090703,0.896551724137931,0.35555555555555557,0.4727272727272727,0.5675675675675675,0.5237499074679578,0.19540229885057472,0.9851851851851852,0.8947368421052632,0.6756756756756757
