mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.21771709800261915,10,0.0067084875415105,Preprocessor1_Model01
3,1,rmse,standard,0.2912892031054702,10,0.0047874707619278995,Preprocessor1_Model01
3,1,rsq,standard,0.686585606518368,10,0.018731384770564727,Preprocessor1_Model01
5,1,mae,standard,0.21184805741738852,10,0.006002802722792266,Preprocessor1_Model02
5,1,rmse,standard,0.28817051520613135,10,0.004432380659509465,Preprocessor1_Model02
5,1,rsq,standard,0.6831950630178918,10,0.019756619426226522,Preprocessor1_Model02
7,1,mae,standard,0.21064838903425842,10,0.006653614552464624,Preprocessor1_Model03
7,1,rmse,standard,0.2886472597394187,10,0.004626412053274969,Preprocessor1_Model03
7,1,rsq,standard,0.6734884761092406,10,0.01864583290496279,Preprocessor1_Model03
10,1,mae,standard,0.2149443777715615,10,0.008558974450788865,Preprocessor1_Model04
10,1,rmse,standard,0.296682150279185,10,0.006404515742152423,Preprocessor1_Model04
10,1,rsq,standard,0.647516145330505,10,0.02659682974751611,Preprocessor1_Model04
3,3,mae,standard,0.2182883378776041,10,0.005889816503918599,Preprocessor1_Model05
3,3,rmse,standard,0.2928004661930439,10,0.00506608624322646,Preprocessor1_Model05
3,3,rsq,standard,0.6845781241771243,10,0.017988083482103907,Preprocessor1_Model05
5,3,mae,standard,0.2137451768159237,10,0.007053407750894026,Preprocessor1_Model06
5,3,rmse,standard,0.2900317227424289,10,0.005088083766449528,Preprocessor1_Model06
5,3,rsq,standard,0.675857835791411,10,0.020279923951984878,Preprocessor1_Model06
7,3,mae,standard,0.21336897388308804,10,0.007663813506192573,Preprocessor1_Model07
7,3,rmse,standard,0.29107318256669457,10,0.0053762429904095355,Preprocessor1_Model07
7,3,rsq,standard,0.6685134158353548,10,0.022910395169682487,Preprocessor1_Model07
10,3,mae,standard,0.2164407310638287,10,0.008061531946901243,Preprocessor1_Model08
10,3,rmse,standard,0.2960799884114629,10,0.0056135149867208465,Preprocessor1_Model08
10,3,rsq,standard,0.653016446496292,10,0.0237932245838,Preprocessor1_Model08
3,5,mae,standard,0.21717973738424345,10,0.006305528851306907,Preprocessor1_Model09
3,5,rmse,standard,0.2924532235126145,10,0.004632541921363724,Preprocessor1_Model09
3,5,rsq,standard,0.6816271497383242,10,0.018400137071981574,Preprocessor1_Model09
5,5,mae,standard,0.2170696460306368,10,0.006896783788627734,Preprocessor1_Model10
5,5,rmse,standard,0.29301912793041857,10,0.004920015679213398,Preprocessor1_Model10
5,5,rsq,standard,0.6705731320459115,10,0.01931599995058728,Preprocessor1_Model10
7,5,mae,standard,0.2148121222038978,10,0.007284695161106433,Preprocessor1_Model11
7,5,rmse,standard,0.2934066767282266,10,0.005463617731282233,Preprocessor1_Model11
7,5,rsq,standard,0.664178870408477,10,0.021675105711391654,Preprocessor1_Model11
10,5,mae,standard,0.21824359776009097,10,0.008785783681461039,Preprocessor1_Model12
10,5,rmse,standard,0.2992678374310901,10,0.0068521235219101235,Preprocessor1_Model12
10,5,rsq,standard,0.6435200205187974,10,0.02593640922690658,Preprocessor1_Model12
3,7,mae,standard,0.2249462271738423,10,0.006272772614603019,Preprocessor1_Model13
3,7,rmse,standard,0.2993901371096037,10,0.004503521083442595,Preprocessor1_Model13
3,7,rsq,standard,0.6679377367745213,10,0.019617809426279192,Preprocessor1_Model13
5,7,mae,standard,0.21500976610418393,10,0.0069599518982515025,Preprocessor1_Model14
5,7,rmse,standard,0.2897508855437136,10,0.005425760312337212,Preprocessor1_Model14
5,7,rsq,standard,0.6808937425362628,10,0.019661369395976184,Preprocessor1_Model14
7,7,mae,standard,0.21686371571225446,10,0.007365350806313178,Preprocessor1_Model15
7,7,rmse,standard,0.29546411273197337,10,0.005872590821604716,Preprocessor1_Model15
7,7,rsq,standard,0.6595480471112274,10,0.021146191299561343,Preprocessor1_Model15
10,7,mae,standard,0.22178302775735934,10,0.00801260085174157,Preprocessor1_Model16
10,7,rmse,standard,0.3011263917033664,10,0.005792256174746071,Preprocessor1_Model16
10,7,rsq,standard,0.6377108938439802,10,0.02698978402402867,Preprocessor1_Model16
