mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.36514334515543767,10,0.014205715757433833,Model01
3,1,rmse,standard,0.4908440266524625,10,0.019366334231214966,Model01
3,1,rsq,standard,0.6881792103843907,10,0.017503947220043403,Model01
5,1,mae,standard,0.35589248739536994,10,0.013594588874199873,Model02
5,1,rmse,standard,0.4822065910214832,10,0.01828526196221094,Model02
5,1,rsq,standard,0.6965562997720336,10,0.014802016161984033,Model02
7,1,mae,standard,0.35576361849081395,10,0.013882616301917103,Model03
7,1,rmse,standard,0.4849367185954412,10,0.01904368322900668,Model03
7,1,rsq,standard,0.6889574361815675,10,0.016329493890003023,Model03
10,1,mae,standard,0.35516853780628477,10,0.013167655956242336,Model04
10,1,rmse,standard,0.48526591356694987,10,0.01879788070410857,Model04
10,1,rsq,standard,0.686015230697382,10,0.016904798020821496,Model04
3,3,mae,standard,0.3681245553867572,10,0.013647157889078977,Model05
3,3,rmse,standard,0.49354784117209904,10,0.017803862214691952,Model05
3,3,rsq,standard,0.6865935095565054,10,0.014703086369049713,Model05
5,3,mae,standard,0.3593965530686933,10,0.013369691826021593,Model06
5,3,rmse,standard,0.4850450336637342,10,0.018259486343411555,Model06
5,3,rsq,standard,0.6923165262467462,10,0.015132846733515212,Model06
7,3,mae,standard,0.35962894412701696,10,0.013525886507867294,Model07
7,3,rmse,standard,0.48638552179991823,10,0.01910753916310837,Model07
7,3,rsq,standard,0.6872811801926849,10,0.016506723750881705,Model07
10,3,mae,standard,0.35730268381469776,10,0.013911217217683796,Model08
10,3,rmse,standard,0.48591667500326247,10,0.019353193421359424,Model08
10,3,rsq,standard,0.685105865294868,10,0.018416368100935,Model08
3,5,mae,standard,0.3739559423259743,10,0.014296826469642468,Model09
3,5,rmse,standard,0.5007987647831165,10,0.018586125868779012,Model09
3,5,rsq,standard,0.6744206814170397,10,0.01569826079761717,Model09
5,5,mae,standard,0.3619297402128377,10,0.01350927884822883,Model10
5,5,rmse,standard,0.4888887750217589,10,0.017941249292035045,Model10
5,5,rsq,standard,0.688019404209821,10,0.014845506120125876,Model10
7,5,mae,standard,0.3587840282864549,10,0.013378936434511863,Model11
7,5,rmse,standard,0.4869645826952602,10,0.018945947331249054,Model11
7,5,rsq,standard,0.687321750073517,10,0.016825900550831687,Model11
10,5,mae,standard,0.36214210583422224,10,0.013274860323116817,Model12
10,5,rmse,standard,0.49444304463260447,10,0.0186932673557148,Model12
10,5,rsq,standard,0.6727087631339648,10,0.016885720381749257,Model12
3,7,mae,standard,0.37933201333615424,10,0.01413011910524017,Model13
3,7,rmse,standard,0.5047247588063021,10,0.01803133488884727,Model13
3,7,rsq,standard,0.6705347970872996,10,0.015554876969195592,Model13
5,7,mae,standard,0.3657493557180822,10,0.01351844718924723,Model14
5,7,rmse,standard,0.4924021955546358,10,0.017979163095516837,Model14
5,7,rsq,standard,0.6831998939395981,10,0.01465331195089341,Model14
7,7,mae,standard,0.3623599546787999,10,0.01447985099233972,Model15
7,7,rmse,standard,0.49004547429827017,10,0.019631528238299882,Model15
7,7,rsq,standard,0.6824650700123965,10,0.018036213120481762,Model15
10,7,mae,standard,0.3631074102794991,10,0.013048114584478151,Model16
10,7,rmse,standard,0.49206650549096775,10,0.017909386308856454,Model16
10,7,rsq,standard,0.6777035493339197,10,0.016494177282008114,Model16
