ticker,year,quarter,avg_price,sd_price,avg_pct_change,sd_pct_change,avg_range,avg_vol,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio,yearly_amount_per_share,num_per_year,pays_dividend,dividend_yield
CRMT,2013,2013.1,44.0295001,3.62851676987392,0.0015923317547323324,0.01538393467947596,0.9248334500000001,38335,11.71,0.86,1.86,0,0.87,0,0,0,0
CRMT,2013,2013.2,45.327500218750004,1.7444388693929445,-0.0021583871433320597,0.01866525927760272,1.2112501875000006,28020.3125,13.81,0.95,2.06,0,0.77,0,0,0,0
CRMT,2013,2013.3,43.43375,1.4546986478965218,4.127523900127084e-4,0.013472554431293842,1.0428125000000001,38335.9375,13.08,0.86,1.86,0,0.76,0,0,0,0
CRMT,2013,2013.4,43.200781046875,1.8807011331807058,3.0683668125862466e-4,0.013379516277670476,0.9348435781250004,49098.4375,14.47,0.89,1.91,0,0.74,0,0,0,0
CRMT,2014,2014.1,38.35557349180328,2.7281411659700128,-0.002209021261256455,0.014106798671858635,0.9277049672131147,60908.19672131148,15.54,0.74,1.62,106.02,0.82,0,0,0,0
CRMT,2014,2014.2,36.89412693650794,0.9084507759934982,0.0036317003802174286,0.01852093923346941,1.0446031904761899,32009.52380952381,16.13,0.7,1.48,22.96,0.71,0,0,0,0
CRMT,2014,2014.3,39.8854685625,2.047674761690415,-0.002584973979244075,0.015672662570929308,1.2187498749999996,36768.75,16.71,0.71,1.49,19.01,0.74,0,0,0,0
CRMT,2014,2014.4,47.052656421875,4.570464434458828,0.004405574807775287,0.02331755153872766,1.5271873749999991,47725,18.69,0.84,1.79,26.63,0.78,0,0,0,0
CRMT,2015,2015.1,53.733770475409834,1.3051976147599211,0.004196617452723481,0.031472985715356894,1.772786704918033,39349.18032786885,17.02,0.94,2.01,27.28,0.81,0,0,0,0
CRMT,2015,2015.2,52.279047587301584,1.0758248453899055,-0.0017065191699130512,0.010409406228118692,1.2350794603174602,31903.174603174604,15.8,0.88,1.91,54.72,0.75,0,0,0,0
CRMT,2015,2015.3,41.30828134375,5.901286719494819,-0.004096426919833477,0.019600835560352418,1.264843390625,41975,15.52,0.76,1.69,102.75,0.77,0,0,0,0
CRMT,2015,2015.4,31.742187765625,4.153081918316702,0.004507217402370249,0.04607264638113383,1.4899998437500002,68203.125,16.38,0.56,1.26,24.42,0.75,0,0,0,0
CRMT,2016,2016.1,24.505737770491802,1.6233859617961295,-0.002821558553257369,0.030398347962087076,1.1937704262295081,78291.80327868853,13.48,0.37,0.84,101.16,0.85,0,0,0,0
CRMT,2016,2016.2,24.8209374375,1.4378177520864115,0.006669625738870225,0.025919872700820037,1.0581249687499998,85351.5625,19.98,0.41,0.94,23.58,0.78,0,0,0,0
CRMT,2016,2016.3,35.343437484375,3.4420724084987446,0.00222074520757302,0.02253349398934238,1.3482817968749998,65406.25,20.88,0.52,1.19,50.8,0.86,0,0,0,0
CRMT,2016,2016.4,41.6733333015873,3.4172379337266863,0.002056523694595744,0.02387021149655484,1.416190507936508,73726.98412698413,17.31,0.58,1.36,0,0.85,0,0,0,0
CRMT,2017,2017.1,38.398386967741935,4.648267405198308,-0.0011870680024929393,0.022472878505972817,1.3008062741935484,68558.06451612903,18.73,0.59,1.39,37.89,0.82,0,0,0,0
CRMT,2017,2017.2,36.8873016984127,1.2283932112379192,1.9794810372825004e-4,0.023896752057223514,1.3484126349206347,81136.50793650794,14.92,0.52,1.22,45.3,0.82,0,0,0,0
CRMT,2017,2017.3,38.83825431746032,1.3315165338421548,0.003517051103118485,0.027160681771323206,1.2485715873015875,49885.71428571428,15.49,0.54,1.25,23.16,0.84,0,0,0,0
CRMT,2017,2017.4,43.880158825396826,1.9583883439348178,-3.086089868909077e-4,0.020650463506521877,1.2649207777777776,48547.619047619046,15.87,0.58,1.36,22.84,0.96,0,0,0,0
CRMT,2018,2018.1,47.56196734426229,2.2940219519550227,0.0018568745716825506,0.015606707145403548,1.4567211803278688,38739.34426229508,11.06,0.59,1.39,43.25,0.94,0,0,0,0
CRMT,2018,2018.2,57.745312640625,6.186312154424221,8.557135367702025e-4,0.0198408509475958,1.6248434531249996,49748.4375,10.79,0.65,1.58,47.84,0.98,0,0,0,0
CRMT,2018,2018.3,72.55714280952381,8.98867958974259,9.610393282261375e-4,0.02090893036363503,2.6190470793650786,67247.61904761905,11.49,0.75,1.85,80.42,0.99,0,0,0,0
CRMT,2018,2018.4,73.49365098412699,3.1145482112956993,-0.0016217488093082575,0.027447704847770378,3.3285714285714287,85731.74603174604,11.78,0.84,2.09,91.54,1,0,0,0,0
CRMT,2019,2019.1,77.79508219672131,6.7855422359211595,0.0019082431628386015,0.015138080054606118,2.308033098360655,95498.3606557377,11.49,0.76,1.9,31.14,1.01,0,0,0,0
CRMT,2019,2019.2,92.00793626984127,5.233393113003469,2.0313136033790438e-4,0.0150603100480681,2.7615872380952373,126260.31746031746,14.72,1.05,2.55,33.33,0.89,0,0,0,0
CRMT,2019,2019.3,88.634218796875,2.8625972253331784,5.5723589993254794e-5,0.020468536199333774,2.9231250468750005,109315.625,12.17,0.94,2.2,35.12,1.01,0,0,0,0
CRMT,2019,2019.4,96.766874921875,8.71404968344456,8.92890178939668e-4,0.015143890725430252,2.7873439687499997,80278.125,11.62,0.91,2.15,43.3,1.07,0,0,0,0
CRMT,2020,2020.1,97.84322601612904,25.01400813349477,-0.00462149989979655,0.06397464419090033,5.659676887096773,127995.16129032258,13.54,1.06,2.49,350.85,1.05,0,0,0,0
CRMT,2020,2020.2,72.96460312698413,13.519155482468149,0.0011587827164743249,0.03684137223842449,4.446190936507936,72238.09523809524,8.92,0.62,1.44,29.22,1.2,0,0,0,0
CRMT,2020,2020.3,94.62906265625,6.600935757556,-0.003579847075681279,0.027193196342566443,3.80374978125,59723.4375,11.88,0.87,1.94,78.16,1.15,0,0,0,0
CRMT,2020,2020.4,97.89019615686274,8.042343491642079,0.002570255747601898,0.02018012247021476,3.5811765686274533,41378.43137254902,12.64,1,2.2,0,NA,0,0,0,0
CRMT,2020,2020.4,97.89019615686274,8.042343491642079,0.002570255747601898,0.02018012247021476,3.5811765686274533,41378.43137254902,9.55,0.76,1.66,0,1.09,0,0,0,0
GPI,2006,2006.4,52.27333338095238,2.5569633691728595,0.0016750768602225399,0.016591995693920378,1.2993650634920635,388025.3968253968,12.23,0.18,1.55,0,2.05,0.55,4,1,0.010521617131086035
GPI,2007,2007.1,48.80622939344262,5.285215209926316,-0.0026082813437309257,0.01209874588349349,1.3445902131147538,571288.524590164,9.95,0.14,1.17,0,2.15,0.56,4,1,0.0114739451696967
GPI,2007,2007.2,41.36126988888889,0.9051402060808054,-3.0285806591021753e-4,0.012937352629995742,0.8687303015873007,635115.873015873,10.1,0.14,1.16,0,2.16,0.56,4,1,0.013539236138164027
GPI,2007,2007.3,36.708571666666664,2.1908270092317026,-0.006480462422735068,0.021946725498721315,1.2157142222222226,615444.4444444445,8.96,0.11,0.96,0,2.28,0.56,4,1,0.01525529255360567
GPI,2007,2007.4,29.35187496875,3.279526171320136,-0.005583145253599196,0.026380364478323738,1.1129687031250004,494587.5,7.19,0.08,0.7,0,2.66,0.56,4,1,0.019078849327213817
GPI,2008,2008.1,23.88360650819672,1.704400065120908,0.0037204242209950677,0.03690781003666763,1.2375409836065572,570234.4262295082,7.13,0.08,0.69,0,2.77,0.47000000000000003,4,1,0.019678770031598816
GPI,2008,2008.2,24.872187484375,2.485215089456776,-0.0013942951475984019,0.022156612386979364,0.936874953125,497207.8125,6.64,0.06,0.57,0,2.66,0.47000000000000003,4,1,0.01889660892493913
GPI,2008,2008.3,21.04890640625,2.91093900897268,-0.0025240905950086215,0.04790727440169832,1.414843609375,664764.0625,23.43,0.07,0.65,0,2.53,0.47000000000000003,4,1,0.02232895101193685
GPI,2008,2008.4,9.805781234375,3.069145866107619,-0.0015972792983345347,0.10975568836558758,1.454062546875,595237.5,0,0.04,0.35,4.11,2.46,0.47000000000000003,4,1,0.04793090818224406
GPI,2009,2009.1,10.518032786885247,1.783066478170057,0.00690360795484185,0.06990464765162709,1.0144262295081967,476711.47540983604,0,0.05,0.45,0.76,2.02,0,0,0,0
GPI,2009,2009.2,20.086825285714287,3.1934271446180063,0.011471039660703891,0.05190384160615319,1.4503173015873017,677268.253968254,0,0.11,0.8,1.3,1.78,0,0,0,0
GPI,2009,2009.3,28.276093734375,2.056426721704803,6.953016504278952e-4,0.027841478633350552,1.471406296875,581635.9375,0,0.12,0.81,1.27,1.54,0,0,0,0
GPI,2009,2009.4,28.404843859375,2.611375745092837,3.338966004079137e-4,0.03306577716446402,1.4415625781249999,571271.875,16.79,0.13,0.86,1.59,1.74,0,0,0,0
GPI,2010,2010.1,30.6670491147541,2.200167759546637,0.0029111908127327202,0.030094725678828982,1.4172131475409837,519716.39344262297,19.26,0.14,0.92,5.42,1.75,0.1,1,1,0.00326082889898557
GPI,2010,2010.2,29.594127047619047,3.633897743273332,-0.003249246417258404,0.03917514351832896,1.7342858571428568,729846.0317460317,13.23,0.1,0.66,63.3,1.79,0.1,1,1,0.003379048817324225
GPI,2010,2010.3,26.59937503125,1.709802598475746,0.0026999476136559375,0.03040799821603354,1.3006251874999997,470187.5,16.29,0.12,0.82,0,1.86,0.1,1,1,0.0037594868256309046
GPI,2010,2010.4,37.367812328125,3.8860829205140344,0.004186213108504206,0.01787331242621984,1.2959374062499998,412895.3125,17.14,0.16,1.13,0,1.81,0.1,1,1,0.002676099931189568
GPI,2011,2011.1,40.34580643548387,1.23564221988372,4.0558897836939274e-4,0.018608043335042918,1.2775808387096776,369146.77419354836,15.35,0.16,1.14,0,1.81,0.48,4,1,0.011897147247944042
GPI,2011,2011.2,39.78873026984127,2.331362319548173,7.729535205725703e-4,0.019816850608584395,1.2284127777777778,343780.95238095237,12.25,0.15,1.07,6.68,1.76,0.48,4,1,0.012063717458303173
GPI,2011,2011.3,40.764374796875,3.408304622102446,-6.291995798454222e-4,0.029319063903291375,1.7949997031250005,371212.5,10.24,0.12,0.92,3.39,1.78,0.48,4,1,0.011774987409761446
GPI,2011,2011.4,46.04238076190476,4.258397253916907,0.004670264593601626,0.022195307041291888,1.7693651746031744,302746.0317460318,13.11,0.17,1.31,7.52,2.07,0.48,4,1,0.010425177674503523
GPI,2012,2012.1,53.90564493548387,1.832908821982133,8.88530087940228e-4,0.017968054314281327,1.485322467741935,356496.77419354836,13.11,0.18,1.46,16.33,2.25,0.59,4,1,0.01094505038769376
GPI,2012,2012.2,52.70555558730159,4.155382459152163,-0.004016955219817419,0.020827644470070093,1.7063487619047626,340384.126984127,10.31,0.14,1.11,0,2.31,0.59,4,1,0.011194265830719169
GPI,2012,2012.3,54.365396793650795,3.9967548623469806,0.004161591144929295,0.014256572957489867,1.3041273174603165,254277.77777777778,12.47,0.17,1.48,0,2.4,0.59,4,1,0.010852491378650337
GPI,2012,2012.4,61.32338698387097,1.6380955449486474,6.21262888257972e-4,0.015593509799723938,1.3885485483870972,240212.90322580645,13.48,0.17,1.49,0,2.51,0.59,4,1,0.009621125463196926
GPI,2013,2013.1,63.4005004,3.6325871118281308,-1.585071993043689e-4,0.01417045691239027,1.452666333333333,272626.6666666667,13.38,0.16,1.39,0,2.56,0.65,4,1,0.01025228501193344
GPI,2013,2013.2,61.87875015625,2.6878784806513156,0.0010728201715679176,0.015533367778685013,1.4648439062499994,282775,13.6,0.17,1.45,19.92,2.44,0.65,4,1,0.010504413847381943
GPI,2013,2013.3,74.562343765625,5.083167756824209,0.0021119180878430336,0.011114228098763949,1.4707811249999996,276529.6875,16.97,0.2,1.7,17.06,2.33,0.65,4,1,0.00871753712628955
GPI,2013,2013.4,68.163906125,3.1659151723342105,6.947568809238431e-4,0.013914083935478586,1.4879687499999992,340865.625,15.16,0.18,1.53,31.99,2.69,0.65,4,1,0.009535838495053676
GPI,2014,2014.1,65.11491822950819,2.5921727555994054,-0.0015111762287203958,0.012957682436080569,1.5177046885245906,284693.4426229508,13.11,0.17,1.39,16.12,2.62,0.7000000000000001,4,1,0.010750224664841556
GPI,2014,2014.2,74.66571414285714,7.223376161128894,0.0029616158802015595,0.01361509179548676,1.488889031746031,401177.77777777775,20.45,0.21,1.95,1217.36,3.11,0.7000000000000001,4,1,0.009375119598544217
GPI,2014,2014.3,78.062968390625,3.747838673609524,-0.0016489559336834725,0.01203547279188173,1.6185931562500002,352146.875,18.45,0.18,1.66,7.67,3.02,0.7000000000000001,4,1,0.008967119934476726
GPI,2014,2014.4,83.86734378125,7.041354910279306,0.0029692414815807883,0.021460345896626803,2.3973436562499995,261576.5625,23.04,0.21,2.07,10.75,3.24,0.7000000000000001,4,1,0.00834651448871208
GPI,2015,2015.1,82.21442622950819,3.027707591281679,-0.002277068454287218,0.017533124964131237,2.2168845573770493,296570.4918032787,20.65,0.2,2.03,15.75,3.27,0.8300000000000001,4,1,0.010095551815723778
GPI,2015,2015.2,85.48492074603175,3.619629050666469,6.136375135217777e-4,0.011649116390524726,1.7350793174603163,231196.82539682538,16.35,0.2,2.03,12.67,3.29,0.8300000000000001,4,1,0.009709314727750147
GPI,2015,2015.3,90.01093715625,3.901931606414437,-0.0010561055241763138,0.016739720509825168,2.2967180000000003,273092.1875,13.2,0.18,1.95,47.44,3.43,0.8300000000000001,4,1,0.009221101637451046
GPI,2015,2015.4,82.811875015625,4.559968941095443,-0.0018332615782534073,0.016481918772486916,2.039844125,236301.5625,18.43,0.16,1.81,26.33,3.79,0.8300000000000001,4,1,0.01002271715069119
GPI,2016,2016.1,57.10590159016393,4.19635269189278,-0.001955629905043322,0.027411943319008005,2.281311459016394,445957.37704918033,14.34,0.12,1.39,10.16,3.97,0.91,4,1,0.01593530571552592
GPI,2016,2016.2,58.593437515625,3.9485189103169636,-0.002136345804708334,0.02153296399950069,1.9235936562500004,420065.625,11.48,0.1,1.16,7.13,4.19,0.91,4,1,0.015530749493189099
GPI,2016,2016.3,58.9921874375,3.4406045808415433,0.0036411721768778594,0.01850423327439238,1.6401562031250008,292518.75,15.81,0.12,1.46,6.39,3.98,0.91,4,1,0.015425771437346865
GPI,2016,2016.4,68.68682534920634,8.087240879391352,0.005627368870532088,0.021947194611674017,2.1690475238095237,288104.7619047619,11.1,0.14,1.71,6.9,3.8,0.91,4,1,0.01324853777086838
GPI,2017,2017.1,78.19322598387097,2.642381824731715,-7.010520782340292e-4,0.015540702503814736,2.1020970806451627,213375.8064516129,10.41,0.14,1.57,9.21,3.63,0.97,4,1,0.012405166659834233
GPI,2017,2017.2,64.2100000952381,4.0090542533286175,-0.001993391243925132,0.023306946109289413,2.2560322539682525,289303.1746031746,9.32,0.12,1.3,13.17,3.78,0.97,4,1,0.015106681179898277
GPI,2017,2017.3,61.458729952380956,5.004592724043184,0.0018151127846905612,0.01907886738300938,2.056984111111111,266066.6666666667,11.08,0.13,1.44,13.25,3.68,0.97,4,1,0.015782948992788638
GPI,2017,2017.4,76.16460323809524,4.0708893036169975,-0.00193300235721008,0.016135935276301142,2.1644442698412703,262158.7301587302,6.77,0.13,1.27,0,3.33,0.97,4,1,0.01273557477832216
GPI,2018,2018.1,74.02803245901639,5.070352229539945,-0.0014235410345543756,0.02492431368861015,2.737377049180328,270845.9016393443,6.18,0.11,1.12,18.17,3.29,1.04,4,1,0.014048732155292225
GPI,2018,2018.2,68.147499703125,3.960843006681207,-9.986052049717421e-4,0.02095119390298437,2.0226568124999997,225062.5,5.51,0.11,1.06,4.82,3.17,1.04,4,1,0.015261014777220201
GPI,2018,2018.3,72.23761868253969,4.881036005557293,-8.619558324325774e-4,0.02089142034319376,2.2079363174603173,293376.1904761905,5.54,0.11,1.08,6.85,3.25,1.04,4,1,0.014396930836970889
GPI,2018,2018.4,55.59619088888889,3.466442367933027,-0.0022887794964802227,0.020117141090770004,2.1638096666666664,304214.28571428574,6.64,0.09,0.86,4.25,3.56,1.04,4,1,0.018706317525934102
GPI,2019,2019.1,60.767868737704916,2.2084180264051376,0.0024524651087777984,0.018956770982567143,1.8227871147540975,159554.09836065574,7.8,0.11,1.05,4.6,3.67,1.09,4,1,0.017937110888400845
GPI,2019,2019.2,75.18857166666666,3.807538617328625,0.003766510789403627,0.017270413137294858,2.240793444444443,163217.46031746033,10.01,0.13,1.29,8.27,3.49,1.09,4,1,0.014496883979021371
GPI,2019,2019.3,82.238750328125,4.8010283683660155,0.0013584361557667786,0.01904058005039313,2.485156671874999,189640.625,10.92,0.14,1.44,15.04,3.49,1.09,4,1,0.013254092452171283
GPI,2019,2019.4,98.668750171875,6.607065806341782,-3.2590036405506843e-4,0.018199606238316117,2.649843515625,165700,10.65,0.15,1.47,8,3.44,1.09,4,1,0.01104706402078962
GPI,2020,2020.1,84.25725843548388,23.70661285414579,-0.0036560581619183665,0.058872975176029456,3.93500035483871,323158.06451612903,4.98,0.07,0.68,6.96,3.63,0.6,2,1,0.007121048217577865
GPI,2020,2020.2,57.21984106349206,10.314128936176626,-0.002490399212619787,0.05187575932176512,4.471904444444444,319349.20634920633,8.38,0.11,0.99,1.75,3,0.6,2,1,0.01048587323642214
GPI,2020,2020.3,85.172187265625,9.631292349548685,-7.185280217783785e-4,0.03147776107777048,3.95281296875,226059.375,6.98,0.14,1.19,2.43,2.67,0.6,2,1,0.007044553148891087
GPI,2020,2020.4,119.58078441176471,8.21261213415063,0.0040770529445637435,0.029580133227269875,5.638823215686275,229256.86274509804,9.59,0.2,1.64,3.35,NA,0.6,2,1,0.005017528551526797
KFS,2006,2006.4,88.55047619047619,3.827612673031425,-0.0010946358818995318,0.01444870652627619,1.5873015873015874,2477.777777777778,0.06,0,0,0.06,3.49,0,0,0,0
KFS,2007,2007.1,78.40852481967214,4.538076746990798,-9.750538482915433e-4,0.016244397513549086,1.5101641967213115,4326.229508196721,0.06,0,0,0.06,3.51,0,0,0,0
KFS,2007,2007.2,77.31936522222222,3.5121355811303645,3.953908489416628e-4,0.011161878119838839,1.2279361269841271,4549.206349206349,0.06,0,0,0.08,3.58,0,0,0,0
KFS,2007,2007.3,73.94603177777778,1.7906013201222548,-6.478823518713489e-4,0.01250434727790849,1.2012695079365072,2988.8888888888887,0.06,0,0,0.08,3.47,0,0,0,0
KFS,2007,2007.4,67.65499978125,9.817593131623443,-0.003470213581936315,0.024891959166714252,1.741875140625,4548.4375,0,0,0,0.09,3.95,0,0,0,0
KFS,2008,2008.1,48.31803262295082,3.3458544960771097,-0.0015537384768875666,0.0316740857611625,1.8583604590163938,5221.311475409836,0,0,0,0.55,4.08,0,0,0,0
KFS,2008,2008.2,42.960000078125,8.631444886603726,-0.002709841236769948,0.02998990184325764,1.3793749062499998,4440.625,0,0,0,0,4.21,0,0,0,0
KFS,2008,2008.3,31.026874921875,2.4102748245751706,-0.0036593391311870453,0.038799160013751825,1.6674999062499996,10190.625,0,0,0,0,4.04,0,0,0,0
KFS,2008,2008.4,20.6656250625,3.281295645947129,0.0033706439185934214,0.08819069205338406,2.406875109375,25218.75,0,0,0,0,6.37,0,0,0,0
KFS,2009,2009.1,13.507541081967213,6.5906502099275235,-0.023683835032484064,0.07218458104971591,1.2740983934426229,18222.950819672133,0,0,0,0,7.36,0,0,0,0
KFS,2009,2009.2,10.27111111111111,2.0605598292784033,0.004977506228623283,0.045317156700892786,0.6342857142857143,11673.015873015873,0,0,0,0,7.55,0,0,0,0
KFS,2009,2009.3,13.64250003125,2.431788187276578,0.006804300233988301,0.03816987899611543,0.6800000624999999,8868.75,0,0,0,0,10.17,0,0,0,0
KFS,2009,2009.4,10.936249984375,5.273005045997891,-0.01354863138449121,0.07033641364649817,0.7962500625,40434.375,0,0,0,0,10.56,0,0,0,0
KFS,2010,2010.1,6.4695081967213115,0.3991258207195161,-0.0013464856113664797,0.042485467368113324,0.3796721311475409,33967.2131147541,0,0.01,0,0,4.56,0,0,0,0
KFS,2010,2010.2,7.962539682539682,1.2484596551337463,0.003109519591221767,0.055224597008162526,0.493968253968254,49003.1746031746,0,0.29,0,0,4.67,0,0,0,0
KFS,2010,2010.3,7.1925,0.4735479057578218,0.0017432346696560797,0.026309604844914496,0.255625,10668.75,0,0,0,0,3.93,0,0,0,0
KFS,2010,2010.4,5.7524999999999995,0.5495106047765635,-0.0034563257106628243,0.03539656825538738,0.26875000000000004,24448.4375,0,0.01,0,0,4.48,0,0,0,0
KFS,2011,2011.1,4.825161290322581,0.6306794200986842,-0.00580501770123289,0.031891253439651775,0.20451612903225808,15733.870967741936,0,0.01,0,0,2.69,0,0,0,0
KFS,2011,2011.2,4.182222222222222,0.28761782687607795,0.0023918127927525334,0.041639515033032294,0.23111111111111118,11898.412698412698,0,0.01,0,0,2.41,0,0,0,0
KFS,2011,2011.3,3.551875,0.34660656530295436,-0.0010498441589655906,0.0326450279464683,0.16437500000000002,8535.9375,0,0.02,0,0.12,2.17,0,0,0,0
KFS,2011,2011.4,2.6914285714285713,0.36762032106621834,-0.004516463521828498,0.03964826398569755,0.19809523809523813,13311.111111111111,0,0.02,0.04,0,2.21,0,0,0,0
KFS,2012,2012.1,2.849032258064516,0.499884280633354,0.006070917198539408,0.04484509917541303,0.16387096774193546,6303.225806451613,0,0.05,0.1,0,2.48,0,0,0,0
KFS,2012,2012.2,2.5028571428571427,0.3615532288988565,-0.007497152870146625,0.04652399707300917,0.13523809523809527,2120.6349206349205,0,0.07,0.14,0,2.62,0,0,0,0
KFS,2012,2012.3,2.136031746031746,0.2559456827616391,-0.0011212014319135742,0.04253108279687783,0.08555555555555559,10928.57142857143,0,0.09,0.19,0,3.42,0,0,0,0
KFS,2012,2012.4,3.0841935483870966,0.5612122370722696,0.011132509420882288,0.06119757274735478,0.2164516129032258,31550,0,0.19,0.47,0,4.7,0,0,0,0
KFS,2013,2013.1,4.103,0.15741879800742248,0.006573591130730488,0.021453815879078474,0.12083333333333342,10340,0,0.22,0.77,0,6.76,0,0,0,0
KFS,2013,2013.2,3.5564062499999998,0.2525323627696691,0.0027765072270826328,0.039247539355727654,0.12015624999999999,14889.0625,0,0.22,0.89,0,7.63,0,0,0,0
KFS,2013,2013.3,3.283125,0.40839163820863195,-0.002009884742623182,0.02065530736099996,0.08359374999999997,17589.0625,0,0.19,0.84,0,6.04,0,0,0,0
KFS,2013,2013.4,3.37078125,0.3544022675744397,0.005705141931972785,0.020892674785373558,0.10500000000000002,22739.0625,0,0.31,1.74,0,7.79,0,0,0,0
KFS,2014,2014.1,4.030327868852459,0.09745028156475065,0.0034618948337337544,0.01757857412717373,0.1134426229508197,19967.213114754097,0,0.34,1.51,0,5.81,0,0,0,0
KFS,2014,2014.2,6.052539682539683,0.5904234900420593,0.005325061342578414,0.029275211095792845,0.2487301587301587,33773.01587301587,0,0.55,2.7,0,6.79,0,0,0,0
KFS,2014,2014.3,6.3646875,0.22119422442874703,0.005565403405612963,0.01883167136285533,0.20796875000000004,35056.25,0,0.59,2.67,0,5.62,0,0,0,0
KFS,2014,2014.4,5.79765625,0.2626709099699554,0.00034116629284150837,0.022663417840401157,0.23921875000000006,26020.3125,0,0.59,2.27,0,5.26,0,0,0,0
KFS,2015,2015.1,5.718032786885246,0.14438166633534363,0.0012205096028762837,0.01857642092121033,0.19475409836065577,18022.950819672133,0,0.64,2.2,0,5.02,0,0,0,0
KFS,2015,2015.2,5.8874603174603175,0.1873238377091692,-7.78340041802247e-4,0.010890158412088867,0.11317460317460319,21612.698412698413,0,0.71,2.14,0,4.01,0,0,0,0
KFS,2015,2015.3,5.2509375,0.4134320878570521,8.107118763873814e-4,0.01922409733791235,0.17921874999999998,16940.625,27.16,0.57,1.75,0,4.18,0,0,0,0
KFS,2015,2015.4,4.50640625,0.20424360795111532,0.004349673128837389,0.018801169023022788,0.16968750000000002,17789.0625,228.5,0.57,1.8,0,3.81,0,0,0,0
KFS,2016,2016.1,4.336065573770492,0.255011625150205,0.00371527537432105,0.022977212296300942,0.14278688524590158,14768.852459016394,0,0.61,1.93,0,3.97,0,0,0,0
KFS,2016,2016.2,4.85609375,0.25060952481613996,0.005328756865892382,0.011245504223861624,0.11671875000000001,14734.375,0,0.68,2.18,0,3.94,0,0,0,0
KFS,2016,2016.3,5.554375,0.15136285636084662,0.003248657506284001,0.012221647869895054,0.11734375000000005,35765.625,0,0.73,2.32,0,7.96,0,0,0,0
KFS,2016,2016.4,5.8001587301587305,0.1626543144563485,3.764959550453867e-4,0.01352395870666092,0.12349206349206343,27723.809523809523,0,0.73,2.12,0,6.92,0,0,0,0
KFS,2017,2017.1,6.083548387096775,0.2564965520759765,-0.0013113364806902235,0.016774644645328476,0.14306451612903223,25846.774193548386,0,0.81,2.03,0,7.13,0,0,0,0
KFS,2017,2017.2,5.975555555555555,0.2516960390179942,0.0013630978652598943,0.016222387942038646,0.1265079365079365,22738.095238095237,0,1.08,2.44,0,8.21,0,0,0,0
KFS,2017,2017.3,5.9714285714285715,0.16295514069885708,0.0016358000412801668,0.017747460914154894,0.12301587301587306,13244.444444444445,0,1.47,2.68,0,8.69,0,0,0,0
KFS,2017,2017.4,5.468571428571429,0.33694958531132607,0.0013800635452179588,0.019148874429735018,0.14920634920634912,23790.47619047619,0,2.09,1.96,0,8.06,0,0,0,0
KFS,2018,2018.1,4.984590163934426,0.6466337803592073,-0.0012435574897776702,0.019719301373564303,0.14786885245901638,33142.62295081967,0,1.57,1.83,0,9.75,0,0,0,0
KFS,2018,2018.2,3.7734375,0.46034913855146864,2.29496415264425e-4,0.030673997069180187,0.13765625,24268.75,0,1.02,1.57,0,12.16,0,0,0,0
KFS,2018,2018.3,2.9025396825396825,0.19502661732290216,0.004248906857691825,0.03960625846777784,0.15888888888888889,40639.68253968254,0,1.02,1.57,0,11.78,0,0,0,0
KFS,2018,2018.4,2.492063492063492,0.2489147977700385,0.0015037478385753543,0.05470259706735069,0.12603174603174605,43003.1746031746,0,1.2,2.08,0,11.58,0,0,0,0
KFS,2019,2019.1,2.3834426229508194,0.18790853489487594,0.004539504076728492,0.04107348547959186,0.13819672131147542,50040.983606557376,0,1.27,2.08,0,11.41,0,0,0,0
KFS,2019,2019.2,2.5203174603174605,0.16935330748094743,-2.0134753278254253e-4,0.0284092993159759,0.12428571428571429,27463.492063492064,0,0.97,1.7,0,11.83,0,0,0,0
KFS,2019,2019.3,2.68296875,0.1788559736922332,-0.0010065506701146857,0.023441157588581316,0.08937500000000001,16693.75,0,0.83,1.81,9.64,14.05,0,0,0,0
KFS,2019,2019.4,2.09625,0.2033177199313804,8.744930714692225e-4,0.026922269277310028,0.08218749999999998,31300,0,0.68,1.96,0,18.24,0,0,0,0
KFS,2020,2020.1,1.8664516129032258,0.18816714556342468,0.004772815390752384,0.03211314391492457,0.08258064516129032,19388.709677419356,0,0.71,1.37,17.02,11.33,0,0,0,0
KFS,2020,2020.2,1.989047619047619,0.23571931289151102,0.002553231860015778,0.04095229672685222,0.10158730158730157,40023.80952380953,0,0.82,1.66,10.33,12.21,0,0,0,0
KFS,2020,2020.3,2.72140625,0.24182419947635708,0.001448204144824771,0.023031797267876353,0.09390624999999994,44843.75,0,1.1,2.52,0,14.19,0,0,0,0
KFS,2020,2020.4,3.2719607843137255,0.42574649550098764,0.006735278397194349,0.04085733875235998,0.13647058823529412,31652.941176470587,0,1.67,3.85,0,NA,0,0,0,0
KMX,2006,2006.4,23.23769857142857,1.6723853517573837,0.0026283457026200657,0.014674813305347657,0.47015861904761885,1896828.5714285714,25.21,0.69,4.13,180.8,0.42,0,0,0,0
KMX,2007,2007.1,27.419098459016393,1.3115145365866083,-0.001615195776091128,0.01730783523674905,0.7263113770491803,2595667.2131147543,28.8,0.76,4.56,0,0.51,0,0,0,0
