mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,2.6039999999993597,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.4859655991329912,0.35920498162842096,0.7141011975905129,1.396400369019098
2,4.358000000000175,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5532629501892317,0.4219622223108641,0.6886679929141314,1.2550732074883082
3,2.327999999997701,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.771025178885984,0.6025201790005879,0.5901560269002883,0.9083401802002051
4,5.368999999998778,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8154526394801866,0.6397183546926039,0.5649675115399286,0.78733496535931
5,4.312000000001717,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9657306528170528,0.6963375393743952,0.5068705917780135,0.7041669593831081
6,11.429000000000087,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9866249645743097,0.7195233136428435,0.4872144417232834,0.638063791076266
7,7.368999999998778,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9883495295170437,0.6833679453668924,0.5170579355341908,0.7538403233276862
8,18.510000000002037,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9975327156075049,0.7012136209025306,0.4996832193222624,0.7025280016114147
9,1.2479999999995925,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.20459981567681673,0.1394663288379112,0.7907333210855287,1.6863840539796309
10,4.31499999999869,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2664299775052914,0.18979240310135492,0.7724332575848982,1.632033080172306
