mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,1.4510000000000218,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2707564507753967,0.23510015066047307,0.3927606597593422,0.4148955197654595
2,4.33600000000024,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.31441198607009013,0.26848929300649127,0.38598895737669303,0.39400448306296343
3,2.300000000000182,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5815033028339951,0.4492736580566823,0.32924578399889043,0.2552068565746066
4,5.342000000000553,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6676158805368563,0.5097964164171955,0.30882029533545563,0.21884855201483092
5,4.347000000000662,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9361527471446812,0.579018773157802,0.27188095102884646,0.22672074881868265
6,11.434000000000196,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.977185862873276,0.6120843681942472,0.2538091711971969,0.21052012517780594
7,9.411000000000058,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9804498383487193,0.5889703443883725,0.25962731609525286,0.21090571150135867
8,20.55999999999949,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9959152515758396,0.6055394897233031,0.2474466544364008,0.1985184857329064
9,1.2960000000002765,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.1267164817290466,0.11996402948614315,0.42097275193390044,0.5333759605145855
10,4.341000000000349,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.1610058419074456,0.1544217121758874,0.41154200730800095,0.4964595271752197
11,3.393000000000029,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.23684339107927044,0.20518239746665734,0.40271117536472867,0.4821159615720826
12,6.3530000000000655,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3090087099112233,0.2682594419216402,0.38687732581690615,0.4191306283448958
13,4.381000000000313,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5119376680727423,0.34247551356449435,0.3674958382482353,0.42841734436457846
