mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.520999999999731,219,273,69,102,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.48329248688960935,0.7416462434448047,0.395333345069672,0.8840579710144928,0.49019607843137253,0.5398230088495575,0.6491228070175439,0.5763679930631131,0.2753623188405797,0.9803921568627451,0.9047619047619048,0.695906432748538
2,4.387000000000171,219,273,69,102,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5103433736527263,0.7551716868263632,0.438139431653755,0.7101449275362319,0.7450980392156863,0.6533333333333333,0.7309941520467836,0.5789690310590314,0.2753623188405797,0.9803921568627451,0.9047619047619048,0.695906432748538
3,3.388999999999669,219,273,69,102,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7611010093024482,0.8805505046512241,0.378027068698949,0.8695652173913043,0.6568627450980392,0.631578947368421,0.7426900584795322,0.6181738265643598,0.36231884057971014,0.9803921568627451,0.9259259259259259,0.7309941520467836
4,5.4090000000001055,219,273,69,102,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7703507523651407,0.8851753761825704,0.447633739647698,0.6956521739130435,0.8529411764705882,0.7619047619047619,0.7894736842105263,0.6459542248455923,0.30434782608695654,0.9803921568627451,0.9130434782608695,0.7076023391812866
5,3.3669999999997344,219,273,69,102,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8181015627058792,0.9090507813529396,0.48337749214831,0.6956521739130435,0.8921568627450981,0.8135593220338984,0.8128654970760234,0.6843375648552257,0.34782608695652173,0.9803921568627451,0.9230769230769231,0.7251461988304093
6,5.4220000000000255,219,273,69,102,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8301051466519094,0.9150525733259547,0.366441023192137,0.9130434782608695,0.6862745098039216,0.6631578947368421,0.7777777777777778,0.69676829825600894,0.2898550724637681,0.9803921568627451,0.9090909090909091,0.7017543859649122
7,3.387000000000171,219,273,69,102,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8354415368803858,0.9177207684401929,0.401578569720163,0.8405797101449275,0.7941176470588235,0.7341772151898734,0.8128654970760234,0.7369901999143891,0.2753623188405797,0.9803921568627451,0.9047619047619048,0.695906432748538
8,6.461999999999989,219,273,69,102,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8524257517063272,0.9262128758531636,0.347982939936996,0.9420289855072463,0.7058823529411765,0.6842105263157895,0.8011695906432749,0.7203138644994366,0.2898550724637681,0.9803921568627451,0.9090909090909091,0.7017543859649122
9,3.4570000000003347,219,273,69,102,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8382349065802304,0.9191174532901152,0.401578569720163,0.8405797101449275,0.803921568627451,0.7435897435897436,0.8187134502923976,0.7312829525483303,0.2898550724637681,0.9803921568627451,0.9090909090909091,0.7017543859649122
10,6.416999999999916,219,273,69,102,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8555880570269059,0.9277940285134529,0.386584289496911,0.8260869565217391,0.8333333333333334,0.7702702702702703,0.8304093567251462,0.7191209901490275,0.2898550724637681,0.9803921568627451,0.9090909090909091,0.7017543859649122
