mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.3660919321093763,10,0.0124115145446503,Preprocessor1_Model01
3,1,rmse,standard,0.4834851015716995,10,0.018198675719734603,Preprocessor1_Model01
3,1,rsq,standard,0.6825212588814803,10,0.018022505344727723,Preprocessor1_Model01
5,1,mae,standard,0.35635729540259115,10,0.011772275767748457,Preprocessor1_Model02
5,1,rmse,standard,0.4777240471978966,10,0.018237716672199016,Preprocessor1_Model02
5,1,rsq,standard,0.6824095347749635,10,0.014340633256232683,Preprocessor1_Model02
7,1,mae,standard,0.3512550618978755,10,0.0111248958096074,Preprocessor1_Model03
7,1,rmse,standard,0.4792966751755725,10,0.01750896827211121,Preprocessor1_Model03
7,1,rsq,standard,0.6783043261088223,10,0.015309480189747001,Preprocessor1_Model03
10,1,mae,standard,0.3546514453356838,10,0.012777075482567412,Preprocessor1_Model04
10,1,rmse,standard,0.4847401329654085,10,0.019052023530340263,Preprocessor1_Model04
10,1,rsq,standard,0.6674044867196618,10,0.01653953728337829,Preprocessor1_Model04
3,3,mae,standard,0.3625910389455236,10,0.012253991904212927,Preprocessor1_Model05
3,3,rmse,standard,0.48014672982490103,10,0.0184778037607433,Preprocessor1_Model05
3,3,rsq,standard,0.688534879547904,10,0.01604811004371703,Preprocessor1_Model05
5,3,mae,standard,0.35475749909092796,10,0.010843906917895474,Preprocessor1_Model06
5,3,rmse,standard,0.4794820736022167,10,0.017621023755987574,Preprocessor1_Model06
5,3,rsq,standard,0.6811087987845271,10,0.012782609837185557,Preprocessor1_Model06
7,3,mae,standard,0.3566660566154738,10,0.011306462168989201,Preprocessor1_Model07
7,3,rmse,standard,0.4845227778778673,10,0.017766026685966576,Preprocessor1_Model07
7,3,rsq,standard,0.6697356583053921,10,0.01706312917381426,Preprocessor1_Model07
10,3,mae,standard,0.3557182056990054,10,0.012107976663399373,Preprocessor1_Model08
10,3,rmse,standard,0.48524288093393897,10,0.01851649210798619,Preprocessor1_Model08
10,3,rsq,standard,0.666549932478176,10,0.01677225681608271,Preprocessor1_Model08
3,5,mae,standard,0.36659251485914834,10,0.012191632681122467,Preprocessor1_Model09
3,5,rmse,standard,0.485768622938694,10,0.017642321933963895,Preprocessor1_Model09
3,5,rsq,standard,0.6805918908854711,10,0.017579694611535187,Preprocessor1_Model09
5,5,mae,standard,0.35651822836007235,10,0.012147104904085031,Preprocessor1_Model10
5,5,rmse,standard,0.48067626425650267,10,0.018780994251960868,Preprocessor1_Model10
5,5,rsq,standard,0.678637807359763,10,0.017743376667268804,Preprocessor1_Model10
7,5,mae,standard,0.35758039001624614,10,0.012214324745738464,Preprocessor1_Model11
7,5,rmse,standard,0.48455374968310344,10,0.01965804489619303,Preprocessor1_Model11
7,5,rsq,standard,0.6705326645625335,10,0.015054232590215846,Preprocessor1_Model11
10,5,mae,standard,0.3608204773928848,10,0.012959159158944886,Preprocessor1_Model12
10,5,rmse,standard,0.4908554422982525,10,0.018871170531518,Preprocessor1_Model12
10,5,rsq,standard,0.6597168181880267,10,0.016809942154642894,Preprocessor1_Model12
3,7,mae,standard,0.3750022447344114,10,0.01156174243426627,Preprocessor1_Model13
3,7,rmse,standard,0.4939432921199905,10,0.01872014163334468,Preprocessor1_Model13
3,7,rsq,standard,0.6704570024845504,10,0.01622859207561576,Preprocessor1_Model13
5,7,mae,standard,0.36470213155241515,10,0.011450430009978663,Preprocessor1_Model14
5,7,rmse,standard,0.48828572680576804,10,0.017361056592356677,Preprocessor1_Model14
5,7,rsq,standard,0.6687017906422612,10,0.015202364384323156,Preprocessor1_Model14
7,7,mae,standard,0.36422596684895486,10,0.01211593063264318,Preprocessor1_Model15
7,7,rmse,standard,0.48999341604891106,10,0.018581527173460406,Preprocessor1_Model15
7,7,rsq,standard,0.6633155797892988,10,0.015766024908399096,Preprocessor1_Model15
10,7,mae,standard,0.3626870736130672,10,0.012692065451709068,Preprocessor1_Model16
10,7,rmse,standard,0.49126613921417295,10,0.018391417601858636,Preprocessor1_Model16
10,7,rsq,standard,0.658743920987147,10,0.01705786774253837,Preprocessor1_Model16
