ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
ARE,2021.3,30.3,13.23,1.85,0,NA
ARE,2021.2,27.82,12.15,1.7,0,0.67
ARE,2021.1,28.4,10.89,1.61,0,0.71
ARE,2020.4,30.08,11.64,1.79,0,0.7
ARE,2020.3,36.26,10.41,1.7,0,0.78
ARE,2020.2,48.52,11.11,1.78,0,0.82
ARE,2020.1,62.62,9.43,1.51,0,0.81
ARE,2019.4,50.29,11.35,1.85,0,0.81
ARE,2019.3,140.18,11.02,1.86,0,0.91
ARE,2019.2,38.6,10.21,1.79,0,0.91
ARE,2019.1,40.72,10.38,1.79,0,0.86
ARE,2018.4,30.74,8.35,1.52,0,0.84
ARE,2018.3,27.87,9.08,1.67,0,0.91
ARE,2018.2,42.12,9.17,1.72,0,0.94
ARE,2018.1,43.93,9.13,1.71,0,0.91
ARE,2017.4,75.53,9.57,1.83,0,0.87
ARE,2017.3,121.92,8.64,1.72,0,0.96
ARE,2017.2,269.63,8.75,1.76,0,0.99
ARE,2017.1,0,7.95,1.62,0,1
ARE,2016.4,0,7.99,1.6,0,0.93
ARE,2016.3,0,7.85,1.77,0,1.17
ARE,2016.2,0,7.37,1.61,0,1.1
ARE,2016.1,58.5,6.52,1.37,0,1.15
ARE,2015.4,47.11,6.54,1.31,0,1.08
ARE,2015.3,78.03,6.34,1.38,0,1.32
ARE,2015.2,86.46,6.76,1.38,0,1.23
ARE,2015.1,102.09,7.78,1.54,0,1.22
ARE,2014.4,72.64,7.18,1.35,0,1.09
ARE,2014.3,34.56,6.02,1.09,0,1.03
ARE,2014.2,36.87,6.52,1.13,0,0.97
ARE,2014.1,34.34,6.15,1.04,0,0.94
ARE,2013.4,31.68,5.4,0.91,0,0.9
ARE,2013.3,35.45,5.4,0.9,0,0.86
ARE,2013.2,41.35,5.46,0.91,0,0.85
ARE,2013.1,47.66,5.8,1,0,1.04
ARE,2012.4,48.7,5.72,0.96,0,1.05
ARE,2012.3,46.54,6.34,1.02,0,0.99
ARE,2012.2,38.35,6.25,0.99,0,0.99
ARE,2012.1,34.65,6.18,0.99,0,0.96
ARE,2011.4,29.82,5.57,0.92,0,0.92
ARE,2011.3,16.19,4.79,0.82,0,0.89
ARE,2011.2,19.9,5.9,1.01,0,0.84
ARE,2011.1,28.97,5.81,1.05,0,1.01
ARE,2010.4,26.66,5.37,0.98,0,0.99
ARE,2010.3,52.47,4.75,0.96,0,0.99
ARE,2010.2,46.3,4.07,0.89,0,1.19
ARE,2010.1,21.4,4.24,0.89,0,1.3
ARE,2009.4,16.33,3.57,0.84,0,1.31
ARE,2009.3,12.94,2.79,0.72,0,1.31
ARE,2009.2,7.93,1.75,0.47,0,1.53
ARE,2009.1,8.39,1.69,0.49,0,1.61
ARE,2008.4,13.23,2.85,0.75,0,1.95
ARE,2008.3,24.03,5.49,1.39,0,1.83
ARE,2008.2,20.58,4.74,1.18,0,1.74
ARE,2008.1,19.08,4.56,1.16,0,1.77
ARE,2007.4,25.24,5.04,1.39,0,2.09
ARE,2007.3,25.04,4.81,1.33,0,1.89
ARE,2007.2,26.26,4.9,1.4,0,1.93
ARE,2007.1,28.96,5.11,1.46,0,1.88
ARE,2006.4,28.25,5.18,1.36,0,1.68
ARE,2006.3,NA,NA,1.28,NA,1.44
ARE,2006.2,NA,NA,1.29,NA,1.27
ARE,2006.1,NA,NA,1.61,NA,2.02
ARE,2005.4,NA,NA,NA,NA,1.85
ARE,2005.3,NA,NA,NA,NA,1.68
ARE,2005.2,NA,NA,NA,NA,1.92
ARE,2005.1,NA,NA,NA,NA,1.82
BDN,2021.3,7.63,4.64,1.29,7.74,NA
BDN,2021.2,7.73,4.7,1.31,7.83,1.22
BDN,2021.1,7.09,4.21,1.19,6.87,1.18
BDN,2020.4,6.43,3.68,1.07,6.5,1.16
BDN,2020.3,5.55,3.04,0.91,9.76,1.2
BDN,2020.2,52.85,3.06,1.09,15.35,1.56
BDN,2020.1,45.31,2.89,1.01,15.66,1.52
BDN,2019.4,74.06,4.28,1.46,31.99,1.41
BDN,2019.3,17.13,4.14,1.37,11.36,1.36
BDN,2019.2,24.93,3.94,1.26,14.76,1.34
BDN,2019.1,25.75,4.41,1.34,18.83,1.31
BDN,2018.4,14.36,3.6,1.06,13.79,1.25
BDN,2018.3,26.89,4.37,1.32,128.06,1.21
BDN,2018.2,16.67,4.69,1.34,0,1.16
BDN,2018.1,16.48,4.4,1.24,69.19,1.16
BDN,2017.4,22.71,5.01,1.42,21.8,1.16
BDN,2017.3,87.93,4.78,1.41,24.59,1.2
BDN,2017.2,174.63,4.73,1.39,23.8,1.2
BDN,2017.1,320.19,4.33,1.19,25.56,1.18
BDN,2016.4,71.67,4.31,1.19,3.32,1.18
BDN,2016.3,0,3.89,1.1,3.04,1.17
BDN,2016.2,0,3.99,1.16,2.99,1.17
BDN,2016.1,0,3.25,0.95,3.02,1.23
BDN,2015.4,0,3.05,0.91,0,1.33
BDN,2015.3,70.17,2.7,0.78,0,1.32
BDN,2015.2,138.9,2.88,0.83,0,1.28
BDN,2015.1,193.16,3.29,0.97,26.45,1.27
BDN,2014.4,0,3.13,0.95,31.44,1.24
BDN,2014.3,76.94,2.72,0.82,8.33,1.35
BDN,2014.2,73.21,2.94,0.92,8.82,1.52
BDN,2014.1,55.97,2.74,0.83,8.72,1.51
BDN,2013.4,44.14,2.64,0.79,4.62,1.48
BDN,2013.3,0,2.42,0.73,10.58,1.37
BDN,2013.2,0,2.43,0.74,7.97,1.36
BDN,2013.1,0,2.63,0.81,7.76,1.52
BDN,2012.4,0,2.15,0.65,7.5,1.54
BDN,2012.3,72.14,2.17,0.6,3.2,1.48
BDN,2012.2,198.38,2.13,0.6,3.65,1.47
BDN,2012.1,0,1.9,0.56,3.77,1.57
BDN,2011.4,0,1.49,0.45,4.98,1.41
BDN,2011.3,0,1.21,0.35,11.9,1.45
BDN,2011.2,0,1.71,0.49,0,1.41
BDN,2011.1,0,1.77,0.5,170.49,1.39
BDN,2010.4,0,1.66,0.47,251.45,1.37
BDN,2010.3,0,1.63,0.48,14.52,1.41
BDN,2010.2,0,1.39,0.42,8.48,1.4
BDN,2010.1,0,1.47,0.47,14.62,1.41
BDN,2009.4,0,1.19,0.43,6.58,1.43
BDN,2009.3,29.14,1.07,0.4,1.42,1.43
BDN,2009.2,22.94,0.66,0.27,0.85,1.4
BDN,2009.1,6.55,0.23,0.08,0.3,1.72
BDN,2008.4,9.54,0.59,0.2,0.75,1.75
BDN,2008.3,13.18,1.21,0.41,2.28,2.09
BDN,2008.2,12.82,1.12,0.39,3,2.02
BDN,2008.1,15.87,1.17,0.4,2.22,2.03
BDN,2007.4,14.87,1.19,0.41,2.09,1.98
BDN,2007.3,25.79,1.69,0.56,7.52,2.09
BDN,2007.2,30.04,1.9,0.61,5.9,1.96
BDN,2007.1,51.98,2.22,0.69,16.43,1.95
BDN,2006.4,476.42,2.26,0.67,11.47,1.9
BDN,2006.3,NA,NA,0.63,NA,1.87
BDN,2006.2,NA,NA,0.6,NA,1.78
BDN,2006.1,NA,NA,0.57,NA,1.68
BDN,2005.4,NA,NA,NA,NA,1.54
BDN,2005.3,NA,NA,NA,NA,1.48
BDN,2005.2,NA,NA,NA,NA,1.41
BDN,2005.1,NA,NA,NA,NA,1.34
BXP,2021.3,57.6,6.22,2.15,104.42,NA
BXP,2021.2,59.37,6.42,2.21,107.64,1.73
BXP,2021.1,34.26,5.73,1.93,41.13,1.74
BXP,2020.4,16.76,5.22,1.73,21.84,1.74
BXP,2020.3,12.2,4.24,1.43,20.05,1.7
BXP,2020.2,13.31,4.63,1.58,29.78,1.69
BXP,2020.1,14.92,4.54,1.62,42.32,1.59
BXP,2019.4,39.27,6.78,2.5,138.89,1.66
BXP,2019.3,36.12,6.44,2.34,45.78,1.66
BXP,2019.2,34.95,6.49,2.3,33.39,1.65
BXP,2019.1,38.6,6.85,2.33,44.14,1.51
BXP,2018.4,27.78,5.85,1.93,31.11,1.47
BXP,2018.3,32.69,6.46,2.1,84.66,1.45
BXP,2018.2,33.14,6.6,2.12,102.03,1.43
BXP,2018.1,31.98,6.46,2.07,0,1.39
BXP,2017.4,39.36,6.84,2.2,0,1.39
BXP,2017.3,33.85,6.47,2.06,0,1.38
BXP,2017.2,36.66,6.52,2.06,0,1.39
BXP,2017.1,42.71,7.06,2.24,405.02,1.39
BXP,2016.4,33.51,6.57,2.11,84.69,1.38
BXP,2016.3,36.54,7.11,2.29,39.98,1.39
BXP,2016.2,28.9,6.83,2.2,29.52,1.4
BXP,2016.1,28.5,6.56,2.1,20.15,1.42
BXP,2015.4,28.99,6.68,2.11,21.61,1.33
BXP,2015.3,24.92,6.13,1.88,17.64,1.35
BXP,2015.2,27.94,6.26,1.93,17.37,1.39
BXP,2015.1,32.44,7.3,2.23,28.44,1.4
