mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.20653120228261101,10,0.006917125924608449,Preprocessor1_Model01
3,1,rmse,standard,0.2840566524207942,10,0.010046101935095517,Preprocessor1_Model01
3,1,rsq,standard,0.6906129458702195,10,0.022128884476308133,Preprocessor1_Model01
5,1,mae,standard,0.19875107705962652,10,0.005629838064902424,Preprocessor1_Model02
5,1,rmse,standard,0.2774110209689455,10,0.008648420301639896,Preprocessor1_Model02
5,1,rsq,standard,0.693266162060992,10,0.02502701370430866,Preprocessor1_Model02
7,1,mae,standard,0.19946198853632463,10,0.005693684442514009,Preprocessor1_Model03
7,1,rmse,standard,0.2780568453745908,10,0.008743779235160502,Preprocessor1_Model03
7,1,rsq,standard,0.6901627936772556,10,0.02280498013428113,Preprocessor1_Model03
10,1,mae,standard,0.20267462666824537,10,0.0066825178847442395,Preprocessor1_Model04
10,1,rmse,standard,0.2813870354701671,10,0.010587165754933237,Preprocessor1_Model04
10,1,rsq,standard,0.675441263990624,10,0.02497687732629247,Preprocessor1_Model04
3,3,mae,standard,0.207589431107662,10,0.006162373293470808,Preprocessor1_Model05
3,3,rmse,standard,0.28579297561444444,10,0.008523950082921885,Preprocessor1_Model05
3,3,rsq,standard,0.6888006510991658,10,0.023332289645288988,Preprocessor1_Model05
5,3,mae,standard,0.20234377595110303,10,0.006273126344267007,Preprocessor1_Model06
5,3,rmse,standard,0.2806862060661531,10,0.009007337791452947,Preprocessor1_Model06
5,3,rsq,standard,0.6866635973428864,10,0.024609707026030117,Preprocessor1_Model06
7,3,mae,standard,0.19960671527109788,10,0.00553962772783076,Preprocessor1_Model07
7,3,rmse,standard,0.2773033930170974,10,0.00852666316338056,Preprocessor1_Model07
7,3,rsq,standard,0.6927583202456031,10,0.021509683399084358,Preprocessor1_Model07
10,3,mae,standard,0.20326984608207294,10,0.005860388250486816,Preprocessor1_Model08
10,3,rmse,standard,0.283512369987713,10,0.009033709827581058,Preprocessor1_Model08
10,3,rsq,standard,0.6685937957719593,10,0.023552441952269257,Preprocessor1_Model08
3,5,mae,standard,0.2111245201959454,10,0.006346181518594273,Preprocessor1_Model09
3,5,rmse,standard,0.28960579427979044,10,0.008799365586538141,Preprocessor1_Model09
3,5,rsq,standard,0.6786896303569798,10,0.026269231469423466,Preprocessor1_Model09
5,5,mae,standard,0.20273430722752694,10,0.005614724945673885,Preprocessor1_Model10
5,5,rmse,standard,0.28002614318195446,10,0.008408673875789021,Preprocessor1_Model10
5,5,rsq,standard,0.6911330766540162,10,0.026661874352388648,Preprocessor1_Model10
7,5,mae,standard,0.20141946312982137,10,0.0058999958760979025,Preprocessor1_Model11
7,5,rmse,standard,0.2803557136911765,10,0.008876916069656014,Preprocessor1_Model11
7,5,rsq,standard,0.6839119853939186,10,0.02588871389928362,Preprocessor1_Model11
10,5,mae,standard,0.20516840258680502,10,0.006094733409305264,Preprocessor1_Model12
10,5,rmse,standard,0.2854055557303097,10,0.01003270267098696,Preprocessor1_Model12
10,5,rsq,standard,0.6662132211012699,10,0.02674736993092266,Preprocessor1_Model12
3,7,mae,standard,0.21349030718309525,10,0.006434714770899472,Preprocessor1_Model13
3,7,rmse,standard,0.29137812167441307,10,0.008674519276380466,Preprocessor1_Model13
3,7,rsq,standard,0.6756632220940582,10,0.025001003660662748,Preprocessor1_Model13
5,7,mae,standard,0.20638036535817028,10,0.0056818355088489045,Preprocessor1_Model14
5,7,rmse,standard,0.28442980182378264,10,0.008661526672406644,Preprocessor1_Model14
5,7,rsq,standard,0.6807733626758412,10,0.026731501013094787,Preprocessor1_Model14
7,7,mae,standard,0.207047111501211,10,0.005867562219298527,Preprocessor1_Model15
7,7,rmse,standard,0.28582727293771865,10,0.009361606615030037,Preprocessor1_Model15
7,7,rsq,standard,0.6684104710755875,10,0.027501598176111072,Preprocessor1_Model15
10,7,mae,standard,0.20631947214867738,10,0.005605113901702928,Preprocessor1_Model16
10,7,rmse,standard,0.2868486055174217,10,0.00928148072681124,Preprocessor1_Model16
10,7,rsq,standard,0.6624146304135531,10,0.025449171912393168,Preprocessor1_Model16
