mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,3.9799999999995634,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.21920838503769557,0.06954710635148054,0.6378825794905781,0.9146694198556851
2,5.06000000000131,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2633822141709683,0.09762241229921709,0.6220444361707822,0.8859618483467301
3,3.2999999999992724,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5400568220419049,0.22087150287839097,0.5599075272616004,0.7814864412456594
4,6.80000000000291,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6270793526234548,0.27646715681410183,0.5334038084455949,0.7354182343854766
5,5.190000000002328,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9240369882351798,0.4697450803101221,0.45316194659479586,0.6286889052112331
6,11.06000000000131,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9670249292545322,0.5220350390869866,0.4286189236382565,0.5855119203807527
7,8.229999999999563,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9780980679055917,0.5229928434458989,0.4326052376267437,0.5764801355173991
8,18.67000000000189,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9944628687536574,0.5513443316882214,0.41785922810210974,0.5495918254255604
9,3.139999999999418,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.085100756424486,0.00786620785150327,0.6648052102548269,0.9660197880322594
10,4.470000000001164,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.11410891265356482,0.015113537955613987,0.661280233339447,0.9595423502411379
11,3.3299999999981083,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.22661390111203983,0.08145052375535711,0.6326382645718296,0.9023003727791509
