mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.75,259,338,77,117,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5622763864042932,0.7811381932021466,0.382722619264196,0.8441558441558441,0.5982905982905983,0.5803571428571429,0.6958762886597938,0.678017555241169,0.14285714285714285,0.9914529914529915,0.9166666666666666,0.654639175257732
2,4.020000000000437,259,338,77,117,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5654671804045686,0.7827335902022843,0.401376031011627,0.7792207792207793,0.6495726495726496,0.594059405940594,0.7010309278350515,0.6553561326979609,0.19480519480519481,0.9829059829059829,0.8823529411764706,0.6701030927835051
3,3.400000000001455,259,338,77,117,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7523393422320079,0.876169671116004,0.350015815007353,0.9090909090909091,0.6752136752136753,0.6481481481481481,0.7680412371134021,0.7571211845351037,0.2597402597402597,0.9829059829059829,0.9090909090909091,0.6958762886597938
4,5.359999999996944,259,338,77,117,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7578522774184673,0.8789261387092336,0.424801589802425,0.8051948051948052,0.8034188034188035,0.7294117647058823,0.8041237113402062,0.7728806093139169,0.19480519480519481,0.9914529914529915,0.9375,0.6752577319587629
5,3.469999999997526,259,338,77,117,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8159918123021881,0.907995906151094,0.326959110861898,0.961038961038961,0.6923076923076923,0.6727272727272727,0.7989690721649485,0.7896603177561503,0.2727272727272727,0.9829059829059829,0.9130434782608695,0.7010309278350515
6,5.470000000001164,259,338,77,117,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8351107747351041,0.917555387367552,0.44196975332355,0.8181818181818182,0.8461538461538461,0.7777777777777778,0.8350515463917526,0.8152460771714202,0.2077922077922078,0.9914529914529915,0.9411764705882353,0.6804123711340206
7,3.4099999999998545,259,338,77,117,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8522344158524839,0.926117207926242,0.426667925937987,0.9090909090909091,0.7948717948717948,0.7446808510638298,0.8402061855670103,0.8235716479760823,0.2727272727272727,0.9914529914529915,0.9545454545454546,0.7061855670103093
8,5.669999999998254,259,338,77,117,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8730046786844641,0.936502339342232,0.420552199619838,0.922077922077922,0.811965811965812,0.7634408602150538,0.8556701030927835,0.8119122257053291,0.2597402597402597,0.9914529914529915,0.9523809523809523,0.7010309278350515
9,3.5800000000017462,259,338,77,117,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8533868859226641,0.926693442961332,0.443577545195052,0.8831168831168831,0.8290598290598291,0.7727272727272727,0.8505154639175257,0.8405192396847473,0.2727272727272727,0.9914529914529915,0.9545454545454546,0.7061855670103093
10,5.739999999997963,259,338,77,117,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.875705242878767,0.9378526214393835,0.460941784741035,0.8571428571428571,0.8632478632478633,0.8048780487804879,0.8608247422680413,0.8119122257053291,0.24675324675324675,0.9914529914529915,0.95,0.6958762886597938
11,3.1899999999986903,259,338,77,117,50,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5517149442686116,0.7758574721343058,0.381721594675221,0.8311688311688312,0.5982905982905983,0.5765765765765766,0.6907216494845361,0.7611027383299441,0.05194805194805195,0.9914529914529915,0.8,0.6185567010309279
12,3.899999999997817,259,338,77,117,100,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5554819733039769,0.7777409866519884,0.363542096728363,0.8831168831168831,0.5384615384615384,0.5573770491803278,0.6752577319587629,0.7583323753623851,0.05194805194805195,0.9829059829059829,0.6666666666666666,0.6134020618556701
13,3.25,259,338,77,117,50,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7624707582221,0.88123537911105,0.340962130749034,0.935064935064935,0.6923076923076923,0.6666666666666666,0.788659793814433,0.8602752206560232,0.18181818181818182,0.9829059829059829,0.875,0.6649484536082474
14,5.44999999999709,259,338,77,117,100,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.7878853034264484,0.8939426517132242,0.354343990469755,0.8701298701298701,0.7350427350427351,0.6836734693877551,0.788659793814433,0.8090306713521922,0.2597402597402597,0.9829059829059829,0.9090909090909091,0.6958762886597938
15,3.6699999999982538,259,338,77,117,50,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.817703316361635,0.9088516581808175,0.340146017085314,0.948051948051948,0.7264957264957265,0.6952380952380952,0.8144329896907216,0.8391499494235041,0.2077922077922078,0.9829059829059829,0.8888888888888888,0.6752577319587629
16,5.390000000003056,259,338,77,117,100,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8435392871886609,0.9217696435943304,0.370396352740123,0.9090909090909091,0.7606837606837606,0.7142857142857143,0.8195876288659794,0.8196976359738491,0.2727272727272727,0.9829059829059829,0.9130434782608695,0.7010309278350515
17,3.569999999999709,259,338,77,117,50,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8411053392046237,0.9205526696023119,0.407002247535302,0.8961038961038961,0.811965811965812,0.7582417582417582,0.845360824742268,0.8693277703344441,0.2597402597402597,0.9914529914529915,0.9523809523809523,0.7010309278350515
18,5.75,259,338,77,117,100,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8688076235035092,0.9344038117517546,0.392432151073009,0.9090909090909091,0.811965811965812,0.7608695652173914,0.8505154639175257,0.8576158940397351,0.23376623376623376,0.9914529914529915,0.9473684210526315,0.6907216494845361
19,3.610000000000582,259,338,77,117,50,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8426104307141875,0.9213052153570938,0.416412565203615,0.8961038961038961,0.8205128205128205,0.7666666666666667,0.8505154639175257,0.8714018691588785,0.2597402597402597,0.9914529914529915,0.9523809523809523,0.7010309278350515
20,5.790000000000873,259,338,77,117,100,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.87125877253337,0.935629386266685,0.400361782601546,0.8961038961038961,0.811965811965812,0.7582417582417582,0.845360824742268,0.8495517165974196,0.24675324675324675,0.9914529914529915,0.95,0.6958762886597938
21,3.3299999999981083,259,338,77,117,50,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.5622763864042932,0.7811381932021466,0.382722619264196,0.8441558441558441,0.5982905982905983,0.5803571428571429,0.6958762886597938,0.678017555241169,0.14285714285714285,0.9914529914529915,0.9166666666666666,0.654639175257732
22,3.790000000000873,259,338,77,117,100,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.5654671804045686,0.7827335902022843,0.401376031011627,0.7792207792207793,0.6495726495726496,0.594059405940594,0.7010309278350515,0.6553561326979609,0.19480519480519481,0.9829059829059829,0.8823529411764706,0.6701030927835051
23,4.420000000001892,259,338,77,117,50,7,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.7523393422320079,0.876169671116004,0.350015815007353,0.9090909090909091,0.6752136752136753,0.6481481481481481,0.7680412371134021,0.7571211845351037,0.2597402597402597,0.9829059829059829,0.9090909090909091,0.6958762886597938
24,4.270000000000437,259,338,77,117,100,7,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.7578522774184673,0.8789261387092336,0.424801589802425,0.8051948051948052,0.8034188034188035,0.7294117647058823,0.8041237113402062,0.7728806093139169,0.19480519480519481,0.9914529914529915,0.9375,0.6752577319587629
25,3.4399999999986903,259,338,77,117,50,10,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8159918123021881,0.907995906151094,0.326959110861898,0.961038961038961,0.6923076923076923,0.6727272727272727,0.7989690721649485,0.7896603177561503,0.2727272727272727,0.9829059829059829,0.9130434782608695,0.7010309278350515
26,5.490000000001601,259,338,77,117,100,10,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8351107747351041,0.917555387367552,0.44196975332355,0.8181818181818182,0.8461538461538461,0.7777777777777778,0.8350515463917526,0.8152460771714202,0.2077922077922078,0.9914529914529915,0.9411764705882353,0.6804123711340206
27,3.7999999999992724,259,338,77,117,50,15,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8522344158524839,0.926117207926242,0.426667925937987,0.9090909090909091,0.7948717948717948,0.7446808510638298,0.8402061855670103,0.8235716479760823,0.2727272727272727,0.9914529914529915,0.9545454545454546,0.7061855670103093
28,5.639999999999418,259,338,77,117,100,15,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8730046786844641,0.936502339342232,0.420552199619838,0.922077922077922,0.811965811965812,0.7634408602150538,0.8556701030927835,0.8119122257053291,0.2597402597402597,0.9914529914529915,0.9523809523809523,0.7010309278350515
29,3.5800000000017462,259,338,77,117,50,20,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8533868859226641,0.926693442961332,0.443577545195052,0.8831168831168831,0.8290598290598291,0.7727272727272727,0.8505154639175257,0.8405192396847473,0.2727272727272727,0.9914529914529915,0.9545454545454546,0.7061855670103093
30,5.700000000000728,259,338,77,117,100,20,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.875705242878767,0.9378526214393835,0.460941784741035,0.8571428571428571,0.8632478632478633,0.8048780487804879,0.8608247422680413,0.8119122257053291,0.24675324675324675,0.9914529914529915,0.95,0.6958762886597938
31,3.3800000000010186,259,338,77,117,50,3,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.5517149442686116,0.7758574721343058,0.381721594675221,0.8311688311688312,0.5982905982905983,0.5765765765765766,0.6907216494845361,0.7611027383299441,0.05194805194805195,0.9914529914529915,0.8,0.6185567010309279
32,3.7999999999992724,259,338,77,117,100,3,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.5554819733039769,0.7777409866519884,0.363542096728363,0.8831168831168831,0.5384615384615384,0.5573770491803278,0.6752577319587629,0.7583323753623851,0.05194805194805195,0.9829059829059829,0.6666666666666666,0.6134020618556701
33,3.4200000000018917,259,338,77,117,50,7,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.7624707582221,0.88123537911105,0.340962130749034,0.935064935064935,0.6923076923076923,0.6666666666666666,0.788659793814433,0.8602752206560232,0.18181818181818182,0.9829059829059829,0.875,0.6649484536082474
