mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,2.6599999999998545,50,3,1,4,1e-4,0.632,4,0.8,0.20608415544919856,0.196045057126929,0.6082215615514763,0.7293306251336958
2,3.210000000002765,100,3,1,4,1e-4,0.632,4,0.8,0.20349595528511422,0.19402202944195768,0.6097401974407526,0.7450726683752681
3,3.0500000000029104,50,7,1,4,1e-4,0.632,4,0.8,0.3603148044130584,0.37202928975432037,0.5290376460026073,0.5644075061009265
4,3.3300000000017462,100,7,1,4,1e-4,0.632,4,0.8,0.36794933523404716,0.3673836721306706,0.526520190605492,0.5604770394199607
5,3.139999999999418,50,10,1,4,1e-4,0.632,4,0.8,0.44251929363639586,0.46322351294355046,0.4825580928961863,0.48001495833752783
6,3.569999999999709,100,10,1,4,1e-4,0.632,4,0.8,0.4526229695737406,0.4595512069333665,0.48155948130047455,0.4896038346382397
7,3.2000000000007276,50,15,1,4,1e-4,0.632,4,0.8,0.48831141874336037,0.5115500701631337,0.45308034580977524,0.4428668520330561
8,3.7400000000016007,100,15,1,4,1e-4,0.632,4,0.8,0.5003101795720681,0.5072691125454942,0.45194345792171103,0.4530511058039998
9,3.2599999999983993,50,20,1,4,1e-4,0.632,4,0.8,0.49792252745953913,0.5186252746703963,0.4469952809665739,0.43666215676475073
10,3.9899999999979627,100,20,1,4,1e-4,0.632,4,0.8,0.5091959232090181,0.5152972004062618,0.44644641803144924,0.4478128243710997
11,2.9900000000016007,50,3,1,7,1e-4,0.632,4,0.8,0.20281897137068639,0.20801077363857934,0.5996805042889289,0.702555518311774
12,3.219999999997526,100,3,1,7,1e-4,0.632,4,0.8,0.20677662202467317,0.21269721391804775,0.5963805976946424,0.694177984330966
13,3.0600000000013097,50,7,1,7,1e-4,0.632,4,0.8,0.3883399044886551,0.38772149288969204,0.5108527607566852,0.528593291998015
14,3.4200000000018917,100,7,1,7,1e-4,0.632,4,0.8,0.3883682020651912,0.38601290625572016,0.5102920108187213,0.513367084515956
15,3.1300000000010186,50,10,1,7,1e-4,0.632,4,0.8,0.46027508841425013,0.48144975227129627,0.4599257161253298,0.4607157388329796
16,3.7599999999983993,100,10,1,7,1e-4,0.632,4,0.8,0.47417747480364747,0.47563938506204617,0.4638939261743203,0.44776234145378674
17,3.2700000000004366,50,15,1,7,1e-4,0.632,4,0.8,0.518157953638259,0.5380780311598259,0.4246716620259397,0.4158270498291455
18,5.010000000002037,100,15,1,7,1e-4,0.632,4,0.8,0.5377106601119359,0.5346687828562428,0.4277948957752714,0.4044575437229691
19,3.350000000002183,50,20,1,7,1e-4,0.632,4,0.8,0.5300195059363237,0.5473997663903822,0.4183634464925296,0.4093784402888397
20,5.140000000003056,100,20,1,7,1e-4,0.632,4,0.8,0.5483996117075596,0.5446275156625799,0.42081816687099816,0.39697371918003344
21,1.75,50,3,1,4,0.001,0.632,4,0.8,0.20608415544919856,0.196045057126929,0.6082215615514763,0.7293306251336958
22,3.1199999999989814,100,3,1,4,0.001,0.632,4,0.8,0.20349595528511422,0.19402202944195768,0.6097401974407526,0.7450726683752681
23,3.039999999997235,50,7,1,4,0.001,0.632,4,0.8,0.3602802810989534,0.37211035830215644,0.5289952191765888,0.5643633878975556
24,3.3299999999981083,100,7,1,4,0.001,0.632,4,0.8,0.36793469357907016,0.36741973364100844,0.5265005382175498,0.560459677631518
25,3.2400000000016007,50,10,1,4,0.001,0.632,4,0.8,0.4432832970283169,0.46376509650541786,0.48303455094208864,0.48258562813588596
26,3.5499999999992724,100,10,1,4,0.001,0.632,4,0.8,0.4536523271973978,0.4593690201070034,0.48178975528980367,0.49056727208851486
27,3.319999999999709,50,15,1,4,0.001,0.632,4,0.8,0.49033909806531206,0.5125914841136314,0.4529110838087306,0.4437507374628709
28,3.7000000000007276,100,15,1,4,0.001,0.632,4,0.8,0.5019026115411771,0.5106278653794715,0.4509371583883422,0.45257845459412555
29,3.25,50,20,1,4,0.001,0.632,4,0.8,0.49973515400357615,0.5192066224928649,0.4472851705923465,0.4376728298224112
30,5.009999999998399,100,20,1,4,0.001,0.632,4,0.8,0.5103860181771758,0.518157761032778,0.4456345300761781,0.4470238739035192
31,1.75,50,3,1,7,0.001,0.632,4,0.8,0.20281897137068639,0.20801077363857934,0.5996805042889289,0.702555518311774
32,3.209999999999127,100,3,1,7,0.001,0.632,4,0.8,0.20677662202467317,0.21269721391804775,0.5963805976946424,0.694177984330966
33,3.109999999996944,50,7,1,7,0.001,0.632,4,0.8,0.3883399044886551,0.38772149288969204,0.5108527607566852,0.528593291998015
34,3.4500000000007276,100,7,1,7,0.001,0.632,4,0.8,0.3883682020651912,0.38601290625572016,0.5102920108187213,0.513367084515956
35,3.25,50,10,1,7,0.001,0.632,4,0.8,0.46027508841425013,0.48144975227129627,0.4599257161253298,0.4607157388329796
36,3.649999999997817,100,10,1,7,0.001,0.632,4,0.8,0.47417747480364747,0.47563938506204617,0.4638939261743203,0.44776234145378674
37,3.290000000000873,50,15,1,7,0.001,0.632,4,0.8,0.5180643517767399,0.537926963451001,0.42480805974586416,0.4159992149537879
38,5.06000000000131,100,15,1,7,0.001,0.632,4,0.8,0.5377218080908646,0.5344947718505164,0.4278606341847769,0.40464237204693354
39,3.3299999999981083,50,20,1,7,0.001,0.632,4,0.8,0.5300343343411841,0.5472670017586063,0.41844770168447143,0.4095226750737426
40,5.009999999998399,100,20,1,7,0.001,0.632,4,0.8,0.5486614441939424,0.5444629036850387,0.42091921260227444,0.3970770737564663
41,2.970000000001164,50,3,1,4,1e-4,0.632,20,0.8,0.20547362572769456,0.19566410343362706,0.6088306891075225,0.7298199074839886
42,3.1199999999989814,100,3,1,4,1e-4,0.632,20,0.8,0.20581603708841179,0.19498440638411407,0.6092880043985969,0.7447375492050132
43,3.0599999999976717,50,7,1,4,1e-4,0.632,20,0.8,0.36549201341981497,0.37397447161562203,0.5271304171459338,0.5626572455223344
44,3.349999999998545,100,7,1,4,1e-4,0.632,20,0.8,0.37380911140571527,0.37716935399538787,0.5228347843006357,0.5567997545253447
45,3.1199999999989814,50,10,1,4,1e-4,0.632,20,0.8,0.4561519762006061,0.46811262399299225,0.47379483845319964,0.47910971884688436
46,3.5100000000020373,100,10,1,4,1e-4,0.632,20,0.8,0.4594482180350583,0.47868672434291326,0.46900482641128816,0.4728855489415689
47,3.209999999999127,50,15,1,4,1e-4,0.632,20,0.8,0.5100556751282341,0.5236410429049394,0.4352195842777655,0.42872834815122823
48,4.860000000000582,100,15,1,4,1e-4,0.632,20,0.8,0.5200582546101218,0.5310863355646268,0.43353184970426895,0.4285170347786874
49,3.3400000000001455,50,20,1,4,1e-4,0.632,20,0.8,0.5121245066528551,0.525515449937531,0.4323917169963265,0.426351076473952
50,5.079999999998108,100,20,1,4,1e-4,0.632,20,0.8,0.5241842762336559,0.5352016772934384,0.428520344236185,0.4233046902353332
51,2.9799999999995634,50,3,1,7,1e-4,0.632,20,0.8,0.20317789862076063,0.20941208859909388,0.598935878838781,0.701699950807675
52,3.2000000000007276,100,3,1,7,1e-4,0.632,20,0.8,0.20722952915377935,0.21210100777108665,0.5968490110812363,0.6949779325218478
53,3.110000000000582,50,7,1,7,1e-4,0.632,20,0.8,0.39191263175992197,0.3906822865518671,0.5061482631607045,0.5261544663405087
54,3.4399999999986903,100,7,1,7,1e-4,0.632,20,0.8,0.39100571979023035,0.3956712138652486,0.5046891163337289,0.510982591550222
55,3.209999999999127,50,10,1,7,1e-4,0.632,20,0.8,0.47072367273253124,0.49882281789493965,0.45455182394335636,0.45371680096709943
56,5.279999999998836,100,10,1,7,1e-4,0.632,20,0.8,0.4795381411390941,0.4939829983795935,0.4544985149922195,0.43887636787756173
57,3.3300000000017462,50,15,1,7,1e-4,0.632,20,0.8,0.5217266751855245,0.5544207491003861,0.4136981733908282,0.40980787897272364
58,6.829999999998108,100,15,1,7,1e-4,0.632,20,0.8,0.5341389970080492,0.5453515542130407,0.41740010360140684,0.3967934907682096
59,3.350000000002183,50,20,1,7,1e-4,0.632,20,0.8,0.5268939180562382,0.557194629765702,0.4117172542083114,0.4048245722264199
60,4.81000000000131,100,20,1,7,1e-4,0.632,20,0.8,0.541219440299962,0.5496942643960576,0.41367256563418936,0.39181490682180187
61,1.7400000000016007,50,3,1,4,0.001,0.632,20,0.8,0.20547362572769456,0.19566410343362706,0.6088306891075225,0.7298199074839886
62,2.9199999999982538,100,3,1,4,0.001,0.632,20,0.8,0.20581603708841179,0.19498440638411407,0.6092880043985969,0.7447375492050132
63,3.0499999999992724,50,7,1,4,0.001,0.632,20,0.8,0.3654672139153844,0.37405440566949355,0.5270888062905817,0.5626143282259087
64,3.3299999999981083,100,7,1,4,0.001,0.632,20,0.8,0.37379581520675964,0.3772044394313383,0.5228154467122379,0.5567833532039556
