mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,r_2,mse,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_max_accuracy,sensitivity_max_accuracy,specificity_max_accuracy,precision_max_accuracy,accuracy_max_accuracy,threshold_95_specificity,sensitivity_95_specificity,specificity_95_specificity,precision_95_specificity,accuracy_95_specificity,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,1.3809999999357387,380.99999999999994,747,133,243,25,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.02625830753857117,0.2565644620919327,0.33451631839300155,0.6672581591965008,0.297071139332898,0.7894736842105263,0.3950617283950617,0.4166666666666667,0.5345744680851063,0.35086512356606,0.39849624060150374,0.831275720164609,0.5638297872340425,0.6781914893617021,0.46452088573147754,0.14285714285714285,0.9506172839506173,0.6129032258064516,0.6648936170212766,0.48457950532732547,0.09022556390977443,0.9835390946502057,0.75,0.6675531914893617
2,2.4679999999934807,380.99999999999994,747,133,243,50,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.020725602088178308,0.25518128634819837,0.3665786139209244,0.6832893069604622,0.296947780096754,0.7819548872180451,0.40329218106995884,0.41767068273092367,0.5372340425531915,0.482006851479294,0.12781954887218044,0.9794238683127572,0.7727272727272727,0.6781914893617021,0.4712810242375365,0.14285714285714285,0.9506172839506173,0.6129032258064516,0.6648936170212766,0.4835745230426893,0.11278195488721804,0.9835390946502057,0.7894736842105263,0.675531914893617
3,4.406000000075437,380.99999999999994,747,133,243,100,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.01960455611221068,0.2549010249796017,0.3643558189979168,0.6821779094989584,0.299378458282564,0.7669172932330827,0.4444444444444444,0.43037974683544306,0.5585106382978723,0.366223682980781,0.3308270676691729,0.8683127572016461,0.5789473684210527,0.6781914893617021,0.4711756254735147,0.12781954887218044,0.9506172839506173,0.5862068965517241,0.6595744680851063,0.48504800841693646,0.08270676691729323,0.9835390946502057,0.7333333333333333,0.6648936170212766
4,6.421999999904074,380.99999999999994,747,133,243,150,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.016759600799454377,0.25418978646963675,0.3718725168051886,0.6859362584025943,0.300082123848606,0.7819548872180451,0.4444444444444444,0.4351464435146444,0.5638297872340425,0.372217746314615,0.3082706766917293,0.8724279835390947,0.5694444444444444,0.6728723404255319,0.46500209012031,0.12781954887218044,0.9506172839506173,0.5862068965517241,0.6595744680851063,0.4862224981379152,0.06766917293233082,0.9835390946502057,0.6923076923076923,0.6595744680851063
5,6.488000000012107,380.99999999999994,747,133,243,200,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.017620636383121724,0.25440504526924196,0.37044434422180705,0.6852221721109035,0.304166664830599,0.7593984962406015,0.4773662551440329,0.44298245614035087,0.5771276595744681,0.364372338187935,0.3308270676691729,0.8683127572016461,0.5789473684210527,0.6781914893617021,0.4658336654766661,0.12781954887218044,0.9506172839506173,0.5862068965517241,0.6595744680851063,0.48591483959894816,0.08270676691729323,0.9835390946502057,0.7333333333333333,0.6648936170212766
6,8.5,380.99999999999994,747,133,243,300,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.015716564757473073,0.2539290275758108,0.3824191597047728,0.6912095798523864,0.303833560074566,0.7518796992481203,0.4609053497942387,0.4329004329004329,0.5638297872340425,0.3651435789655,0.3308270676691729,0.8724279835390947,0.5866666666666667,0.6808510638297872,0.46201551989818773,0.13533834586466165,0.9506172839506173,0.6,0.6622340425531915,0.4824325461298621,0.08270676691729323,0.9835390946502057,0.7333333333333333,0.6648936170212766
7,10.521999999997206,380.99999999999994,747,133,243,500,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.014695489877540213,0.2536737589700405,0.3853614099893332,0.6926807049946666,0.304000551440768,0.7593984962406015,0.4691358024691358,0.4391304347826087,0.5718085106382979,0.382783307096946,0.2631578947368421,0.8930041152263375,0.5737704918032787,0.6702127659574468,0.45706149970510623,0.13533834586466165,0.9506172839506173,0.6,0.6622340425531915,0.4774704372051265,0.08270676691729323,0.9835390946502057,0.7333333333333333,0.6648936170212766
8,12.511999999987893,380.99999999999994,747,133,243,1000,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.014063071739351507,0.2535156545062328,0.3879099284839893,0.6939549642419947,0.303198228016956,0.7744360902255639,0.4609053497942387,0.44017094017094016,0.5718085106382979,0.356742271100897,0.39097744360902253,0.831275720164609,0.5591397849462365,0.675531914893617,0.46172562290357183,0.12781954887218044,0.9506172839506173,0.5862068965517241,0.6595744680851063,0.4755213218544724,0.09022556390977443,0.9835390946502057,0.75,0.6675531914893617
9,1.3420000000623986,380.99999999999994,747,133,243,25,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.11636549916978511,0.2209085263681111,0.5797163699360721,0.7898581849680361,0.296627951469039,0.7218045112781954,0.6296296296296297,0.5161290322580645,0.6622340425531915,0.36167856962231,0.48120300751879697,0.8395061728395061,0.6213592233009708,0.7127659574468085,0.4865923879431867,0.16541353383458646,0.9506172839506173,0.6470588235294118,0.6728723404255319,0.5126926618140991,0.12030075187969924,0.9835390946502057,0.8,0.6781914893617021
10,2.3489999999292195,380.99999999999994,747,133,243,50,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.13544015448413504,0.2161398646731301,0.6349479916099334,0.8174739958049667,0.255809961809984,0.8421052631578947,0.5061728395061729,0.4827586206896552,0.625,0.350750037317001,0.556390977443609,0.8436213991769548,0.6607142857142857,0.7420212765957447,0.4679390721794587,0.22556390977443608,0.9506172839506173,0.7142857142857143,0.6941489361702128,0.5088369108513113,0.12781954887218044,0.9835390946502057,0.8095238095238095,0.6808510638297872
