mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,1.4049999999988358,50,3,1,4,1e-4,0.632,4,0.8,0.24633759109528186,0.26120350097726763,0.526872676937808,0.5926363295354975
2,2.2950000000018917,100,3,1,4,1e-4,0.632,4,0.8,0.25183462627373776,0.2581864634041099,0.5273592866154906,0.5953914586960546
3,1.2590000000018335,50,7,1,4,1e-4,0.632,4,0.8,0.3895456405168445,0.38891687493474447,0.4820657114592258,0.508201270173011
4,3.268000000000029,100,7,1,4,1e-4,0.632,4,0.8,0.39573812803435826,0.3882096892804817,0.4833373879958438,0.5124228279670087
5,1.231999999999971,50,10,1,4,1e-4,0.632,4,0.8,0.4530126808380618,0.4625408434241063,0.4472351207918323,0.4551577495775204
6,4.308999999997468,100,10,1,4,1e-4,0.632,4,0.8,0.46159812055197424,0.4671747463403402,0.4479941175665798,0.45696426927136885
7,2.309000000001106,50,15,1,4,1e-4,0.632,4,0.8,0.5388355550597911,0.5584540295131756,0.40088622638965193,0.3962582423027715
8,5.343000000000757,100,15,1,4,1e-4,0.632,4,0.8,0.5448289195126224,0.5617994925333227,0.40395776285496554,0.39830060233143144
9,3.256999999997788,50,20,1,4,1e-4,0.632,4,0.8,0.5664251951459118,0.605512332510447,0.37905003303533835,0.36692974079330654
10,5.280000000002474,100,20,1,4,1e-4,0.632,4,0.8,0.5697145192284803,0.6007290494883152,0.38457337074479203,0.3757579012327072
11,1.260999999998603,50,3,1,7,1e-4,0.632,4,0.8,0.2573924850722311,0.24847823556127302,0.5315686721603087,0.5964631891675461
12,2.275000000001455,100,3,1,7,1e-4,0.632,4,0.8,0.2592307032853344,0.24399897024872508,0.532406446031309,0.599785778411969
13,1.2510000000002037,50,7,1,7,1e-4,0.632,4,0.8,0.41807300073761533,0.4148642769176558,0.47282316156354465,0.483306217481849
14,3.2590000000018335,100,7,1,7,1e-4,0.632,4,0.8,0.4264942647127119,0.4086479750600973,0.47531680364008766,0.491568297666544
15,2.2590000000018335,50,10,1,7,1e-4,0.632,4,0.8,0.5004724910178477,0.49318101068457554,0.43335343163905804,0.42789375981412087
16,3.2729999999974098,100,10,1,7,1e-4,0.632,4,0.8,0.5111529527246115,0.49118476934187105,0.43425850880453243,0.43475435438104876
17,2.2629999999990105,50,15,1,7,1e-4,0.632,4,0.8,0.5858419964463547,0.5970310992693126,0.38534906537747265,0.3603532655779556
18,5.315999999998894,100,15,1,7,1e-4,0.632,4,0.8,0.6039914452000374,0.5965153164385846,0.3849339461413341,0.36601377336466434
19,3.3029999999998836,50,20,1,7,1e-4,0.632,4,0.8,0.6017507677706903,0.6177752312274014,0.37359130037254257,0.3481573939295488
20,6.305000000000291,100,20,1,7,1e-4,0.632,4,0.8,0.6263084485592234,0.6205240929941189,0.3719053771066555,0.3512909107475487
21,1.2410000000018044,50,3,1,4,0.001,0.632,4,0.8,0.24633759109528186,0.26120350097726763,0.526872676937808,0.5926363295354975
22,2.2400000000016007,100,3,1,4,0.001,0.632,4,0.8,0.25183462627373776,0.2581864634041099,0.5273592866154906,0.5953914586960546
23,1.2560000000012224,50,7,1,4,0.001,0.632,4,0.8,0.3895456405168445,0.38891687493474447,0.4820657114592258,0.508201270173011
24,3.2710000000006403,100,7,1,4,0.001,0.632,4,0.8,0.39573812803435826,0.3882096892804817,0.4833373879958438,0.5124228279670087
25,1.2450000000026193,50,10,1,4,0.001,0.632,4,0.8,0.45282257042101914,0.46349034656611077,0.44705156528214035,0.4535795941665101
26,3.246999999999389,100,10,1,4,0.001,0.632,4,0.8,0.46152034954298826,0.4676203543879389,0.4478996695088388,0.4561793453520984
27,2.25,50,15,1,4,0.001,0.632,4,0.8,0.5387180750951281,0.5581346522668763,0.4006010796366018,0.395364838968154
28,4.302000000003318,100,15,1,4,0.001,0.632,4,0.8,0.5451729919618499,0.5607651155040758,0.4042531011541156,0.39778718793178025
29,2.2489999999997963,50,20,1,4,0.001,0.632,4,0.8,0.566803529701878,0.6014196329356747,0.3802301447159326,0.3694215856711163
30,5.283000000003085,100,20,1,4,0.001,0.632,4,0.8,0.5711599958935665,0.5991029964142569,0.38508552916313604,0.3765371410043808
31,1.2360000000007858,50,3,1,7,0.001,0.632,4,0.8,0.2573924850722311,0.24847823556127302,0.5315686721603087,0.5964631891675461
32,2.2709999999970023,100,3,1,7,0.001,0.632,4,0.8,0.2592307032853344,0.24399897024872508,0.532406446031309,0.599785778411969
33,1.2330000000001746,50,7,1,7,0.001,0.632,4,0.8,0.41807300073761533,0.4148642769176558,0.47282316156354465,0.483306217481849
34,3.264999999999418,100,7,1,7,0.001,0.632,4,0.8,0.4264942647127119,0.4086479750600973,0.47531680364008766,0.491568297666544
35,2.2409999999981665,50,10,1,7,0.001,0.632,4,0.8,0.500472523367718,0.4931811395798964,0.43335315354128867,0.4278936495936444
36,3.263999999999214,100,10,1,7,0.001,0.632,4,0.8,0.5111784197771345,0.49117599259752265,0.434249700901324,0.43476311041676907
37,2.2739999999976135,50,15,1,7,0.001,0.632,4,0.8,0.5844619420388577,0.5975198791298975,0.3852572049833366,0.3601611165837785
38,5.358000000000175,100,15,1,7,0.001,0.632,4,0.8,0.603407966821583,0.5977102720895051,0.38474559465163904,0.36516096263219516
39,3.2630000000026484,50,20,1,7,0.001,0.632,4,0.8,0.5994607443960629,0.6184976615191528,0.37322720843497204,0.3477160318022291
40,6.3289999999979045,100,20,1,7,0.001,0.632,4,0.8,0.6253014955297678,0.6218983855618627,0.3714060523943634,0.3502860301718708
