avg_price,sd_price,avg_pct_change,sd_pct_change,avg_range,avg_vol,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio,num_per_year,pays_dividend,dividend_yield,BiasTerm
-0.6071587800979614,-0.06801459938287735,-0.02162863127887249,3.0860566766932607e-4,-0.05483097583055496,0.016410116106271744,-0.0020517667289823294,0.028494473546743393,0.0012686202535405755,-0.006995470728725195,0.00669616786763072,0.01621394418179989,0.02595580741763115,0.06472073495388031,0.19022665917873383
-0.6029192805290222,-0.0775216817855835,-0.026050319895148277,-0.00896026287227869,-0.052001263946294785,-0.002663908526301384,9.653260349296033e-4,0.06262289732694626,0.029709964990615845,-0.006000291556119919,0.02260894700884819,0.015871629118919373,0.02616620622575283,0.09843648225069046,0.19022665917873383
-0.5903531312942505,-0.07692252844572067,-0.025358205661177635,-0.018721267580986023,-0.04974201321601868,0.007267624605447054,0.0029499134980142117,0.050165001302957535,0.02501569502055645,-0.016478965058922768,0.01929158717393875,0.010996534489095211,0.018430331721901894,0.06340283155441284,0.19022665917873383
-0.5922790169715881,-0.0692838802933693,-0.02456897497177124,-0.0141419293358922,-0.052978646010160446,0.008254500105977058,0.0032941887620836496,0.035069599747657776,-0.018470337614417076,-0.010878401808440685,0.05343508720397949,0.012529265135526657,0.019867166876792908,0.06843703240156174,0.19022665917873383
-0.5934433937072754,-0.07286892086267471,-0.03721765801310539,-0.003325969912111759,-0.23849733173847198,0.009055002592504025,0.006775501184165478,0.021839426830410957,0.0209804680198431,-0.013094598427414894,-0.003462419146671891,0.01492298860102892,0.02737613022327423,0.06313950568437576,0.19022665917873383
-0.5752858519554138,-0.06840500980615616,-0.023165453225374222,-0.0058145164512097836,-0.0709044486284256,0.014003878459334373,0.0040968796238303185,-0.02245338261127472,-0.009014700539410114,-0.013638436794281006,0.006306181196123362,0.020634392276406288,0.01809871569275856,0.05037190392613411,0.19022665917873383
-0.6467908620834351,-0.09350220113992691,-0.0278971828520298,-0.010871033184230328,-0.08158940821886063,-4.289880162104964e-4,-4.2455183574929833e-4,-0.4746228754520416,0.01434584055095911,-0.01101700309664011,-0.012097129598259926,0.0146032040938735,0.012772932648658752,0.039288729429244995,0.19022665917873383
-0.6623840928077698,-0.12643854320049286,-0.02996581792831421,-0.01741325855255127,-0.1295783519744873,3.7618589703924954e-4,-5.331466090865433e-4,-0.6303864121437073,0.0011879331432282925,-0.012171322479844093,0.010848716832697392,0.016408968716859818,0.010753210633993149,0.03634762391448021,0.19022665917873383
-0.6144071221351624,-0.07964451611042023,-0.027515390887856483,0.006451219320297241,-0.06400612741708755,0.020938189700245857,-0.021377533674240112,0.019675998017191887,0.018610021099448204,-0.007430198602378368,-0.03361067548394203,0.01271385420113802,0.022694379091262817,0.055348291993141174,0.19022665917873383
-0.5926300883293152,-0.03871666640043259,-0.02646465227007866,0.005786864552646875,-0.04022334888577461,0.01625664159655571,-0.01814396120607853,0.015472098253667355,0.0249667689204216,0.007169590797275305,-0.01733986847102642,0.011556223966181278,0.022298645228147507,0.08401916176080704,0.19022665917873383
-0.6056320667266846,0.017220621928572655,-0.02088824473321438,0.010822971351444721,-0.03531300276517868,0.015361014753580093,0.007261440623551607,0.016238771378993988,0.024894585832953453,-1.1952464410569519e-4,-0.02630005031824112,0.00572941591963172,0.016648324206471443,0.07847899198532104,0.19022665917873383
-0.6145520210266113,-0.061577633023262024,-0.02160278894007206,0.013907150365412235,-0.04115454480051994,-0.004174495115876198,0.01596870832145214,0.021367272362113,0.012620043009519577,-0.014732783660292625,0.02258859947323799,0.0047839051112532616,0.015695389360189438,0.052474360913038254,0.19022665917873383
-0.6171815395355225,-0.06472112238407135,-0.020067455247044563,0.01369426492601633,-0.053796034306287766,-0.0017457172507420182,0.017169702798128128,0.034691330045461655,0.0169540885835886,-0.016367768868803978,0.053239818662405014,0.003133658552542329,0.013978957198560238,0.05059656500816345,0.19022665917873383
-0.6093689799308777,-0.020235644653439522,-0.015290009789168835,0.012488611973822117,-0.04463773965835571,-0.0024521208833903074,0.030467329546809196,0.028778616338968277,0.021508479490876198,0.0538472905755043,0.04256817698478699,0.005780708510428667,0.013034140691161156,0.030344819650053978,0.19022665917873383
-0.6139307618141174,0.011059279553592205,-0.024619940668344498,0.010602008551359177,-0.04294763505458832,0.0030792206525802612,-0.030378907918930054,0.02164255827665329,0.01917470619082451,-0.002373175462707877,0.03865721821784973,0.004722798243165016,0.016319764778017998,0.02736683376133442,0.19022665917873383
-0.6160004734992981,-0.0623948834836483,-0.024430785328149796,0.0018665766110643744,-0.04364894703030586,0.010926222428679466,-0.016974441707134247,0.01280463207513094,0.02261323295533657,-0.005136118736118078,0.03256223350763321,0.0010481058852747083,0.01417276356369257,0.046843521296978,0.19022665917873383
-0.5920202136039734,-0.06000799685716629,-0.02152767963707447,-0.007049155421555042,-0.03898943215608597,0.02894316427409649,-0.012644930742681026,0.18140116333961487,0.005705274175852537,-0.024691807106137276,-0.046938516199588776,-0.006921922788023949,-0.005234771408140659,-0.023879794403910637,0.19022665917873383
-0.5808545351028442,0.0099406186491251,-0.028418678790330887,-0.015059254132211208,-0.05378895252943039,0.029188839718699455,-0.02454003132879734,0.046520333737134933,0.006218739319592714,0.0029524911660701036,-0.07115978747606277,-0.006619874853640795,-0.01087907887995243,-0.02432010881602764,0.19022665917873383
-0.6091988682746887,0.01853870414197445,-0.029871899634599686,-0.020730458199977875,-0.05197465419769287,0.02739427611231804,-0.002601996995508671,0.059805046766996384,-0.05847945809364319,-0.0015154220163822174,-0.03150097280740738,-0.0034842605236917734,-0.011841781437397003,-0.02945045381784439,0.19022665917873383
-0.6107242107391357,0.026849733665585518,-0.024676252156496048,-0.01101723127067089,-0.03251089155673981,-0.010816891677677631,-0.008222690783441067,0.06304750591516495,0.02082773484289646,-7.270898786373436e-4,0.03013310767710209,-0.0034198653884232044,-0.006028016097843647,-0.036409731954336166,0.19022665917873383
