mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,4.444999999999709,717,668,260,223,100,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3905494450429685,0.6952747225214843,0.44356119083742,0.9807692307692307,0.15695067264573992,0.5756207674943566,0.6004140786749482,0.6066604079320487,0.05,0.9910313901345291,0.8666666666666667,0.484472049689441
2,9.490999999998166,717,668,260,223,300,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.43517776163154864,0.7175888808157743,0.460858074003056,0.9615384615384616,0.2062780269058296,0.585480093676815,0.6128364389233955,0.6202433975729849,0.06153846153846154,0.9865470852017937,0.8421052631578947,0.4886128364389234
3,4.3729999999995925,717,668,260,223,100,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7207467909369545,0.8603733954684772,0.411625944486745,0.9423076923076923,0.35874439461883406,0.6314432989690721,0.6728778467908902,0.7032120716773994,0.11538461538461539,0.9820627802690582,0.8823529411764706,0.515527950310559
4,12.484000000000378,717,668,260,223,300,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7616461637394667,0.8808230818697333,0.420758114927967,0.9038461538461539,0.452914798206278,0.6582633053221288,0.6956521739130435,0.7506085700627741,0.10384615384615385,0.9820627802690582,0.8709677419354839,0.5093167701863354
5,7.432999999997264,717,668,260,223,100,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9911307092927115,0.9955653546463558,0.394963998895174,0.926923076923077,0.5695067264573991,0.7151335311572701,0.7619047619047619,0.8342171590630836,0.15,0.9820627802690582,0.9069767441860465,0.5341614906832298
6,19.661000000000058,717,668,260,223,300,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9983631064231371,0.9991815532115685,0.392394537775268,0.9192307692307692,0.5919282511210763,0.7242424242424242,0.7681159420289855,0.8730840727796649,0.1423076923076923,0.9820627802690582,0.9024390243902439,0.5300207039337475
7,10.485000000000582,717,668,260,223,100,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9999916485021587,0.9999958242510794,0.362738992331298,0.9192307692307692,0.6278026905829597,0.7422360248447205,0.7846790890269151,0.9142200817909873,0.11153846153846154,0.9820627802690582,0.8787878787878788,0.5134575569358178
8,25.687999999998283,717,668,260,223,300,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.308597042061121,0.9346153846153846,0.600896860986547,0.7319277108433735,0.7805383022774327,0.9466642635299015,0.15,0.9820627802690582,0.9069767441860465,0.5341614906832298
9,3.338999999999942,717,668,260,223,100,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2983614361235687,0.6491807180617843,0.4855301070749,0.9615384615384616,0.17488789237668162,0.576036866359447,0.598343685300207,0.5464685725308004,0.019230769230769232,1,1,0.4720496894409938
10,9.45799999999872,717,668,260,223,300,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3146635599094698,0.6573317799547349,0.476991081512828,0.9769230769230769,0.15695067264573992,0.5746606334841629,0.598343685300207,0.5558152890681848,0.038461538461538464,0.9910313901345291,0.8333333333333334,0.4782608695652174
11,5.407000000002881,717,668,260,223,100,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5777044237884064,0.7888522118942032,0.487013626984692,0.9230769230769231,0.3183856502242152,0.6122448979591837,0.6438923395445134,0.5938751803786114,0.06923076923076923,0.9820627802690582,0.8181818181818182,0.4906832298136646
12,12.497999999999593,717,668,260,223,300,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6026524357143452,0.8013262178571726,0.477710776786577,0.926923076923077,0.32286995515695066,0.6147959183673469,0.6480331262939959,0.6129721182181179,0.09230769230769231,0.9820627802690582,0.8571428571428571,0.5031055900621118
13,7.427999999999884,717,668,260,223,100,7,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9267740669289035,0.9633870334644518,0.4792433347,0.9038461538461539,0.5560538116591929,0.7035928143712575,0.7432712215320911,0.6572742128313727,0.10384615384615385,0.9820627802690582,0.8709677419354839,0.5093167701863354
14,17.57300000000032,717,668,260,223,300,7,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9417315995623816,0.9708657997811908,0.456737180231912,0.926923076923077,0.5336322869955157,0.6985507246376812,0.7453416149068323,0.707047547710244,0.08846153846153847,0.9820627802690582,0.8518518518518519,0.5010351966873706
15,11.505999999997584,717,668,260,223,100,10,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9975509232580864,0.9987754616290432,0.483837519244599,0.9115384615384615,0.6591928251121076,0.7571884984025559,0.7950310559006211,0.6844926833250117,0.13846153846153847,0.9865470852017937,0.9230769230769231,0.5300207039337475
16,29.739000000001397,717,668,260,223,300,10,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9987493631982896,0.9993746815991448,0.463501289793928,0.9346153846153846,0.6412556053811659,0.7523219814241486,0.7991718426501035,0.7351811863382982,0.15,0.9820627802690582,0.9069767441860465,0.5341614906832298
17,3.324000000000524,717,668,260,223,100,1,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.23805318233825234,0.6190265911691262,0.507665228586299,0.9769230769230769,0.12556053811659193,0.5657015590200446,0.5838509316770186,Inf,0.11153846153846154,0.9237668161434978,0.6304347826086957,0.4865424430641822
18,10.440999999998894,717,668,260,223,300,1,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.28622670976039566,0.6431133548801978,0.512630992342432,0.9615384615384616,0.16143497757847533,0.5720823798627003,0.5921325051759835,Inf,0.08461538461538462,0.968609865470852,0.7586206896551724,0.4927536231884058
19,5.394000000000233,717,668,260,223,100,3,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5472381596639357,0.7736190798319679,0.514683605557242,0.9076923076923077,0.34080717488789236,0.6161879895561357,0.6459627329192547,0.52759102652684,0.06153846153846154,0.9820627802690582,0.8,0.4865424430641822
20,13.5099999999984,717,668,260,223,300,3,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5469208027459724,0.7734604013729862,0.513757435296187,0.9,0.3452914798206278,0.6157894736842106,0.6438923395445134,0.5320739531877652,0.057692307692307696,0.9820627802690582,0.7894736842105263,0.484472049689441
21,7.5020000000004075,717,668,260,223,100,7,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9002705885300528,0.9501352942650264,0.510359462721811,0.9538461538461539,0.4349775784753363,0.6631016042780749,0.7142857142857143,0.5354443149907957,0.1,0.9820627802690582,0.8666666666666667,0.5072463768115942
22,18.60699999999997,717,668,260,223,300,7,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9052585206156725,0.9526292603078362,0.508946169858687,0.9423076923076923,0.484304932735426,0.6805555555555556,0.7308488612836439,0.5443529327553772,0.1,0.9820627802690582,0.8666666666666667,0.5072463768115942
23,11.488999999997759,717,668,260,223,100,10,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9945047144205312,0.9972523572102656,0.513986096306831,0.9076923076923077,0.6547085201793722,0.7539936102236422,0.7908902691511387,0.5393294860214092,0.12692307692307692,0.9820627802690582,0.8918918918918919,0.5217391304347826
