avg_price,avg_pct_change,avg_range,avg_vol,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio,num_per_year,pays_dividend,dividend_yield,BiasTerm
-0.06182333454489708,0.02537066489458084,-1.2752646207809448,0.11399421840906143,0.028715873137116432,-0.0672115683555603,-0.00985889695584774,0.04612948000431061,0.016360828652977943,-0.015815753489732742,-0.006253846455365419,-0.004785645753145218,0.2143954336643219
-0.05937488377094269,0.025122785940766335,-1.2480177879333496,0.11444149166345596,0.03385557606816292,-0.047194309532642365,-0.009110953658819199,0.062387119978666306,0.017029112204909325,-0.015629339963197708,-0.006155624985694885,-0.004441878292709589,0.2143954336643219
-0.0627325028181076,0.025719942525029182,-1.2178233861923218,0.11091681569814682,0.03632844612002373,-0.04020324721932411,-0.009630306623876095,0.05165538191795349,0.015763230621814728,-0.014824059791862965,-0.006016467232257128,-0.0027858244720846415,0.2143954336643219
-0.05430741608142853,0.02764163166284561,-1.2645426988601685,0.12101639807224274,0.05515238270163536,-0.04821579530835152,-0.012896478176116943,0.05421729013323784,0.007171960081905127,-0.014307137578725815,-0.0061175040900707245,-2.3928285372676328e-5,0.2143954336643219
-0.06104400008916855,0.025242669507861137,-1.2686487436294556,0.11562007665634155,0.035010725259780884,-0.03777451813220978,-0.009561782702803612,0.052044205367565155,0.01692584715783596,-0.01440889947116375,-0.005779479630291462,6.415443294827128e-6,0.2143954336643219
-0.2013736516237259,0.008514690212905407,-0.06550131738185883,0.15738347172737122,-0.027495741844177246,-0.21126221120357513,-0.012117777951061726,-0.03810276836156845,-0.053265996277332306,-0.0033988833893090487,1.3537176710087806e-4,4.3522860505618155e-4,0.2143954336643219
-0.017160512506961823,0.021554997190833092,-0.08133118599653244,0.132065549492836,-0.011543415486812592,-0.10405250638723373,0.018145089969038963,-0.027434807270765305,-0.05532360076904297,-0.003293764777481556,2.923659048974514e-4,-6.778583046980202e-4,0.2143954336643219
-0.023278390988707542,0.02071298286318779,-0.08332061767578125,0.14065444469451904,-0.012464734725654125,-0.10471540689468384,0.016720587387681007,-0.029229283332824707,-0.056143611669540405,-0.00382421282120049,2.873138291761279e-4,-8.605816983617842e-4,0.2143954336643219
0.05665890872478485,0.023243987932801247,-0.012301160022616386,0.17790813744068146,-0.016775405034422874,0.04586773365736008,0.002024061279371381,-0.021244898438453674,0.017113953828811646,-8.977696415968239e-4,2.1784404816571623e-4,0.0032219525892287493,0.2143954336643219
-0.1864147186279297,0.023558540269732475,-0.07424154877662659,0.1139659434556961,-0.036132823675870895,-0.05833232402801514,-0.021012766286730766,-0.0787055641412735,-0.011231357231736183,-0.0013867367524653673,8.969858172349632e-4,-0.0014011672465130687,0.2143954336643219
-0.20463454723358154,0.021827908232808113,-0.08775045722723007,0.11286729574203491,-0.040126461535692215,-0.06692448258399963,-0.03505520895123482,-0.09185246378183365,0.005472044460475445,-0.0019801619928330183,9.000013233162463e-4,-0.005516114179044962,0.2143954336643219
-0.19305706024169922,0.020274348556995392,-0.03818602114915848,0.13232390582561493,-0.04078123718500137,-0.060016781091690063,-0.020683417096734047,-0.08921384066343307,-0.0027955963741987944,-0.004428020678460598,8.861175738275051e-4,-5.404173862189054e-4,0.2143954336643219
-0.1793646216392517,0.01898987591266632,-0.03873981535434723,0.1667955219745636,-0.04905498027801514,-0.039553213864564896,-2.2745503520127386e-4,-0.061198145151138306,0.017479779198765755,-0.0025093290023505688,6.079658633098006e-4,0.0017975178780034184,0.2143954336643219
0.053391169756650925,0.028846099972724915,-0.05366649106144905,0.17404025793075562,-0.01145948562771082,-0.017363468185067177,0.023904239758849144,-0.001463882508687675,0.02106700837612152,-0.0013115240726619959,5.634016706608236e-4,0.0020155557431280613,0.2143954336643219
-0.03475436940789223,0.015397855080664158,-0.07982119917869568,0.18426232039928436,-0.01309474091976881,-0.27015620470046997,0.019368307664990425,-1.9927026005461812e-4,0.011037490330636501,-0.0027966455090790987,5.217720754444599e-4,0.0020446800626814365,0.2143954336643219
-0.1637158840894699,0.013477400876581669,-0.05062109977006912,0.13372671604156494,-0.023967571556568146,-0.16345958411693573,0.0487438403069973,-0.02118932642042637,-0.00812195148319006,-0.00173932034522295,2.9932678444311023e-4,9.160170156974345e-5,0.2143954336643219
-0.1526441127061844,0.024408681318163872,-0.04707879200577736,0.16996219754219055,-0.024946866557002068,-0.22655873000621796,0.030086306855082512,-0.019679704681038857,0.011226484552025795,-0.0028048763051629066,2.1296189515851438e-4,0.0017627441557124257,0.2143954336643219
-0.19246512651443481,0.020745668560266495,-1.1406655311584473,0.1319633275270462,-0.019688406959176064,-0.08131834864616394,-0.01667095720767975,-0.04670931398868561,-0.028462598100304604,-2.2455479484051466e-4,0.001029438804835081,3.1720337574370205e-4,0.2143954336643219
-0.18083742260932922,0.01884573884308338,-0.9717496633529663,0.12646827101707458,-0.01874011754989624,-0.16723421216011047,-0.019830821081995964,-0.046093668788671494,-0.03350318595767021,-9.14169242605567e-4,8.764658705331385e-4,3.3811121829785407e-4,0.2143954336643219
-0.1937008500099182,0.01810935139656067,-1.129360556602478,0.12343945354223251,-0.0185709111392498,-0.08773602545261383,-0.022573215886950493,-0.046906761825084686,-0.02377142757177353,-8.786661201156676e-4,0.0010766227496787906,4.566480638459325e-4,0.2143954336643219
-0.1556878238916397,0.015826433897018433,-0.05187322571873665,0.207752987742424,-0.0346156470477581,0.011024117469787598,-0.013353544287383556,-0.0461830236017704,0.00971902720630169,0.0032188796903938055,5.638898001052439e-4,0.0014759369660168886,0.2143954336643219
-0.19800810515880585,0.015890706330537796,-0.02932078391313553,0.16186591982841492,-0.033522121608257294,-0.05515328422188759,5.022542318329215e-4,-0.06746135652065277,-0.010295531712472439,-0.0045016552321612835,8.160547004081309e-4,-6.850040517747402e-4,0.2143954336643219
-0.20205461978912354,0.021137969568371773,-0.0066037606447935104,0.16941028833389282,-0.042520672082901,-0.022883251309394836,0.015145898796617985,-0.060690686106681824,-0.003671112470328808,-0.0012557095615193248,6.264041876420379e-4,6.194892921485007e-4,0.2143954336643219
-0.20368339121341705,0.018955335021018982,-0.029305551201105118,0.13665765523910522,-0.03900236636400223,-0.038188938051462173,0.0047607566229999065,-0.057033948600292206,-0.01389938686043024,-0.0013136726338416338,6.328292656689882e-4,5.878526135347784e-4,0.2143954336643219
-0.15748710930347443,0.01945110410451889,0.014821350574493408,0.1399126499891281,-0.020284371450543404,0.04391070455312729,0.02388226054608822,-0.03970269486308098,0.015748489648103714,-3.027052734978497e-4,1.2983876513317227e-4,0.0031676609069108963,0.2143954336643219
-0.18375283479690552,0.02392215095460415,-1.1833380460739136,0.11078203469514847,-0.0165154580026865,-0.033158011734485626,-0.017511680722236633,-0.019345346838235855,0.007836144417524338,-0.0016638456145301461,1.356113498331979e-4,0.001603292184881866,0.2143954336643219
-0.07576410472393036,0.02611997164785862,-1.2648323774337769,0.10711099952459335,0.05285583436489105,-0.03912783041596413,-0.0073875547386705875,0.04014941677451134,0.0136796273291111,-0.002643282525241375,-1.3830231910105795e-4,0.0012577447341755033,0.2143954336643219
