mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,1.4390000000021246,50,3,1,4,1e-4,0.632,4,0.8,0.231510365493257,0.12390712424529826,0.8408623769652567,2.885756253638635
2,2.3099999999976717,100,3,1,4,1e-4,0.632,4,0.8,0.23575348888284053,0.13153461469985928,0.8372567808707165,2.8951614174279348
3,1.2629999999990105,50,7,1,4,1e-4,0.632,4,0.8,0.33031863296701425,0.21496357819095102,0.8155081541778085,2.7719725856746726
4,3.2959999999984575,100,7,1,4,1e-4,0.632,4,0.8,0.34170954599017744,0.2201172813931188,0.8138629651484877,2.7878541655054794
5,2.257999999997992,50,10,1,4,1e-4,0.632,4,0.8,0.3721233822349307,0.2647608013706695,0.7849415475718466,2.6721049144416957
6,4.29399999999805,100,10,1,4,1e-4,0.632,4,0.8,0.3896667304325304,0.2694214551194274,0.784294643944707,2.6923424464767085
7,2.2819999999992433,50,15,1,4,1e-4,0.632,4,0.8,0.4319616204250768,0.33187754789083856,0.7422343386245077,2.5333943135264856
8,5.330000000001746,100,15,1,4,1e-4,0.632,4,0.8,0.449882527667131,0.3403940148766236,0.7401301169283582,2.515282018856015
9,4.365000000001601,50,20,1,4,1e-4,0.632,4,0.8,0.45466078298197987,0.35654448230978275,0.7297487367750873,2.4980512140766535
10,7.616000000001804,100,20,1,4,1e-4,0.632,4,0.8,0.4778048125659039,0.367180415573111,0.722835616788439,2.4506592424953064
11,1.2550000000010186,50,3,1,7,1e-4,0.632,4,0.8,0.25373358082235686,0.13032861679031071,0.8486951830020814,2.8196830789729797
12,2.287000000000262,100,3,1,7,1e-4,0.632,4,0.8,0.2551255097027444,0.1363470923256075,0.8463177526497594,2.8276408964919786
13,2.3100000000013097,50,7,1,7,1e-4,0.632,4,0.8,0.3563550874628939,0.2494151859099284,0.8044480827750655,2.675906021227911
14,3.2700000000004366,100,7,1,7,1e-4,0.632,4,0.8,0.367702136777577,0.25806035072976985,0.7996451488818738,2.6757210205964377
15,2.2730000000010477,50,10,1,7,1e-4,0.632,4,0.8,0.39970410645576426,0.29571135860753506,0.7780697690121257,2.5843214332816666
16,4.3180000000029395,100,10,1,7,1e-4,0.632,4,0.8,0.4145083533960323,0.30992199604894666,0.7698186206294146,2.565530382650641
17,3.312000000001717,50,15,1,7,1e-4,0.632,4,0.8,0.45658926515397324,0.3608744576193108,0.7336797628206828,2.3949738182485265
18,6.3289999999979045,100,15,1,7,1e-4,0.632,4,0.8,0.47036699291581496,0.37201606238182017,0.7282799642751263,2.390555392177414
19,3.2949999999982538,50,20,1,7,1e-4,0.632,4,0.8,0.48340689131981995,0.37539984466645826,0.7172737329438907,2.3644791702735604
20,7.35399999999936,100,20,1,7,1e-4,0.632,4,0.8,0.495439797772949,0.3929933449175571,0.7107414876128452,2.3464535610613004
21,1.282999999999447,50,3,1,4,0.001,0.632,4,0.8,0.231510365493257,0.12390712424529826,0.8408623769652567,2.885756253638635
22,2.2949999999982538,100,3,1,4,0.001,0.632,4,0.8,0.23575348888284053,0.13153461469985928,0.8372567808707165,2.8951614174279348
23,1.268000000000029,50,7,1,4,0.001,0.632,4,0.8,0.33071720317494113,0.21536504523143207,0.8153005409067217,2.7732024610759463
24,3.2959999999984575,100,7,1,4,0.001,0.632,4,0.8,0.34193562637007224,0.22031607219089477,0.8137839492992408,2.7884626400782087
25,2.2890000000006694,50,10,1,4,0.001,0.632,4,0.8,0.3752462862729399,0.26576539741499494,0.7841570420211441,2.672982581449253
26,4.327000000001135,100,10,1,4,0.001,0.632,4,0.8,0.39122464019633996,0.2700013584591717,0.7839377153982687,2.6931987187609496
27,2.274999999997817,50,15,1,4,0.001,0.632,4,0.8,0.43460939075684624,0.3348008530964741,0.738334850433656,2.5354108747363977
28,5.35899999999674,100,15,1,4,0.001,0.632,4,0.8,0.4519759595683286,0.3394680820142495,0.7394218669030721,2.5215284580984947
29,3.309000000001106,50,20,1,4,0.001,0.632,4,0.8,0.45589035357862207,0.36102722751633975,0.7219192803017286,2.4899011127723645
30,6.341000000000349,100,20,1,4,0.001,0.632,4,0.8,0.47877501699817826,0.3680068730166771,0.7203397605208472,2.4536611512317443
31,1.2550000000010186,50,3,1,7,0.001,0.632,4,0.8,0.25373358082235686,0.13032861679031071,0.8486951830020814,2.8196830789729797
32,2.263999999999214,100,3,1,7,0.001,0.632,4,0.8,0.2551255097027444,0.1363470923256075,0.8463177526497594,2.8276408964919786
33,2.290000000000873,50,7,1,7,0.001,0.632,4,0.8,0.3563550874628939,0.2494151859099284,0.8044480827750655,2.675906021227911
34,3.2969999999986612,100,7,1,7,0.001,0.632,4,0.8,0.367702136777577,0.25806035072976985,0.7996451488818738,2.6757210205964377
35,2.2890000000006694,50,10,1,7,0.001,0.632,4,0.8,0.39970410645576426,0.2957122173108848,0.7780693907033964,2.584320866589004
36,4.308999999997468,100,10,1,7,0.001,0.632,4,0.8,0.4145083533960323,0.3099224640240613,0.76981843883783585,2.565530106940666
37,3.333999999998923,50,15,1,7,0.001,0.632,4,0.8,0.4574134448588859,0.3611178537351758,0.7337599016192156,2.3930175085388736
38,6.370999999999185,100,15,1,7,0.001,0.632,4,0.8,0.4707712617815061,0.3721233724172929,0.7281599221285935,2.3895335714478643
39,3.2929999999978463,50,20,1,7,0.001,0.632,4,0.8,0.4838385135083675,0.3766674178392533,0.716801909509731,2.3605920810533245
40,7.3400000000001455,100,20,1,7,0.001,0.632,4,0.8,0.49591797741044263,0.393489379339121,0.7104339831436656,2.3444497711549306
41,1.2740000000012515,50,3,1,4,1e-4,0.632,20,0.8,0.231510365493257,0.12390712424529826,0.8408623769652567,2.885756253638635
42,2.3100000000013097,100,3,1,4,1e-4,0.632,20,0.8,0.23575348888284053,0.13153461469985928,0.8372567808707165,2.8951614174279348
43,1.2789999999986321,50,7,1,4,1e-4,0.632,20,0.8,0.33402840812647927,0.21591376557827946,0.8139204334471817,2.7671748254500375
