mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,2.4180000000014843,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.25107630446034257,0.12851341747318967,0.8351973955916044,3.1608488609166976
2,4.354000000002998,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2837858677049303,0.1442942464513005,0.8336360428575126,3.123204283976555
3,2.278999999998632,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.4355502625065957,0.22355360237900745,0.7928378141643062,2.9821030045304866
4,6.4099999999998545,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.48924100497562917,0.24151548174830773,0.7783699197014695,2.9257292805849078
5,4.346000000001368,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7785173704770381,0.38970286475423,0.7124203684308388,2.847919430254376
6,12.475999999998749,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8615288687011036,0.4334833714813474,0.6842004122945675,2.77725455348628
7,7.3840000000018335,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9115592829030476,0.46303879661447966,0.6598348031696096,2.6994529089778787
8,21.577000000001135,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9636810200590855,0.4955460277663958,0.6330420747007052,2.6317486519221815
9,1.257000000001426,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.11365903314962644,0.06255041508102566,0.8481992499887628,3.346614256157
10,4.292000000001281,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.14587928032372632,0.07674960778771112,0.8457745521573313,3.3315470228237114
11,2.276000000001659,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.21354917236227156,0.12545370579788073,0.8302090460712083,3.2220503642654528
12,6.423999999999069,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.27018063225942457,0.15186880257817081,0.8220415493534801,3.1743272232956694
13,5.438999999998487,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3706501340253062,0.21654515666002527,0.7954903127689763,3.1461900516142385
14,12.473000000001775,300,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.47279217107438976,0.2702300926558705,0.7760050615115939,3.064558200931366
15,7.449000000000524,100,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.48586619588265934,0.2659894258669059,0.7718522098253777,3.0846403177517816
16,19.554000000000087,300,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6128096525085477,0.3345094920423132,0.7438778690228326,2.9858415539650784
17,2.276000000001659,100,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.015792516002515522,0.009142314200600077,0.8559952406350141,3.3771410902700776
18,4.302999999999884,300,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.022987405049249898,0.013146899102868703,0.8554141996057713,3.3744426660701015
19,2.3249999999970896,100,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.030796862464788743,0.019681557379650272,0.8532167569451948,3.361170630019906
20,6.32300000000032,300,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.04553261323684199,0.028551788109290488,0.8515206569086754,3.3513884270474352
21,4.332999999998719,100,7,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.05368009037089316,0.033189359976597,0.8484622338261355,3.3497880697001086
22,11.486000000000786,300,7,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.07848494485727975,0.04811534073767654,0.8443933413604165,3.3343846427405923
23,6.342000000000553,100,10,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.07067069405637505,0.040794849928696975,0.8452017147808226,3.341021903735848
24,18.523000000001048,300,10,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.10342723323030834,0.059709989669782804,0.8394238867921403,3.3215361404994277
25,1.2729999999974098,100,1,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.10287432195671509,0.0582536365825439,0.8489416782357917,3.3497750167496543
26,2.2949999999982538,300,1,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.10287493669066294,0.05825387958779704,0.848941634591297,3.349774871810998
27,2.2659999999996217,100,3,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.1920874623758363,0.11647318309344512,0.8338792493343532,3.2382232631361525
28,2.2880000000004657,300,3,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.19208880584752663,0.11647375003113136,0.8338790968333857,3.2382223722416152
29,4.320999999999913,100,7,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.3349824621046019,0.19703643450370434,0.8041738529626334,3.1811850023028967
30,4.33100000000195,300,7,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.33498472316773,0.19703766310141224,0.8041734367884769,3.1811831915154833
31,6.349000000001979,100,10,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.44572821505451266,0.2499987316032629,0.7791207426623006,3.121651996187506
32,7.372000000003027,300,10,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.44573099821483575,0.2500004451608283,0.7791201254180631,3.121650164122013
