mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.33157827309625015,10,0.015426795046556696,Preprocessor1_Model01
3,1,rmse,standard,0.5153684065662376,10,0.04277129885159655,Preprocessor1_Model01
3,1,rsq,standard,0.7525679202097624,10,0.06378661535730676,Preprocessor1_Model01
5,1,mae,standard,0.312698877744821,10,0.011248126546895349,Preprocessor1_Model02
5,1,rmse,standard,0.5065275328805778,10,0.04083364417655739,Preprocessor1_Model02
5,1,rsq,standard,0.7474326326231848,10,0.07314573789103224,Preprocessor1_Model02
7,1,mae,standard,0.30806786276850306,10,0.014681506802906315,Preprocessor1_Model03
7,1,rmse,standard,0.5124066743103758,10,0.04731842686169482,Preprocessor1_Model03
7,1,rsq,standard,0.7395485297480113,10,0.07990849685715035,Preprocessor1_Model03
10,1,mae,standard,0.30493863031535234,10,0.015864503566279074,Preprocessor1_Model04
10,1,rmse,standard,0.5159609131292812,10,0.04975430722963599,Preprocessor1_Model04
10,1,rsq,standard,0.7379168587597764,10,0.08111901052204772,Preprocessor1_Model04
3,3,mae,standard,0.32678851230156786,10,0.014047742955675393,Preprocessor1_Model05
3,3,rmse,standard,0.5060068023072155,10,0.040950212708873356,Preprocessor1_Model05
3,3,rsq,standard,0.76364940998791,10,0.05827127271478207,Preprocessor1_Model05
5,3,mae,standard,0.3123589509764315,10,0.01319615480819386,Preprocessor1_Model06
5,3,rmse,standard,0.5081923897749453,10,0.046367591500878366,Preprocessor1_Model06
5,3,rsq,standard,0.741888586157345,10,0.07692727906545879,Preprocessor1_Model06
7,3,mae,standard,0.305114575010494,10,0.013587774406133861,Preprocessor1_Model07
7,3,rmse,standard,0.503661143550447,10,0.04621031501925367,Preprocessor1_Model07
7,3,rsq,standard,0.7464094999430766,10,0.07903077352431953,Preprocessor1_Model07
10,3,mae,standard,0.3072336726159367,10,0.015500067051491699,Preprocessor1_Model08
10,3,rmse,standard,0.5170765698456125,10,0.04886469193281599,Preprocessor1_Model08
10,3,rsq,standard,0.7352547586231217,10,0.08132633321786505,Preprocessor1_Model08
3,5,mae,standard,0.3336009894337569,10,0.015113869034190047,Preprocessor1_Model09
3,5,rmse,standard,0.5192423205557514,10,0.04174847037069433,Preprocessor1_Model09
3,5,rsq,standard,0.7490857487068476,10,0.06084915994764675,Preprocessor1_Model09
5,5,mae,standard,0.31222433013911866,10,0.013987112411619195,Preprocessor1_Model10
5,5,rmse,standard,0.5046981098323388,10,0.04056681095785776,Preprocessor1_Model10
5,5,rsq,standard,0.7475297212924084,10,0.07173208810827061,Preprocessor1_Model10
7,5,mae,standard,0.3081501513148647,10,0.013488965378195465,Preprocessor1_Model11
7,5,rmse,standard,0.5056971360727547,10,0.04597161888149106,Preprocessor1_Model11
7,5,rsq,standard,0.7450506025285195,10,0.07644933190033738,Preprocessor1_Model11
10,5,mae,standard,0.3071357144937022,10,0.015863829653014933,Preprocessor1_Model12
10,5,rmse,standard,0.5141480474081955,10,0.045150872272123936,Preprocessor1_Model12
10,5,rsq,standard,0.7380179453199328,10,0.0758449817952472,Preprocessor1_Model12
3,7,mae,standard,0.3358913246505559,10,0.015036817482211704,Preprocessor1_Model13
3,7,rmse,standard,0.5227200721321188,10,0.03924581840194238,Preprocessor1_Model13
3,7,rsq,standard,0.7454681987322015,10,0.06200790166554493,Preprocessor1_Model13
5,7,mae,standard,0.3183841381073287,10,0.012558338833662287,Preprocessor1_Model14
5,7,rmse,standard,0.5090660728545754,10,0.041016107588356686,Preprocessor1_Model14
5,7,rsq,standard,0.7473781656022354,10,0.06907061107488582,Preprocessor1_Model14
7,7,mae,standard,0.31101115173800875,10,0.013660936284940388,Preprocessor1_Model15
7,7,rmse,standard,0.5102307838862722,10,0.044551611587232844,Preprocessor1_Model15
7,7,rsq,standard,0.7404500287682217,10,0.07879197014980038,Preprocessor1_Model15
10,7,mae,standard,0.30580284119751494,10,0.015316903227485504,Preprocessor1_Model16
10,7,rmse,standard,0.512343773974986,10,0.04582753534929318,Preprocessor1_Model16
10,7,rsq,standard,0.7394023067487714,10,0.07656006849730623,Preprocessor1_Model16
