ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
ARVL,2021.2,Inf,Inf,27.02,0,NA
ARVL,2020.4,0,0,46.79,0,51.06
ARVL,2020.3,NA,NA,15.56,NA,51.2
ARVL,2020.2,NA,NA,15.34,NA,51.21
ARVL,2020.1,NA,NA,15.01,NA,51.22
ARVL,2019.4,NA,NA,NA,NA,0
AYRO,2021.2,0,58.98,4.53,0,NA
AYRO,2020.4,0,54.5,4.18,0,0.07
AYRO,2020.3,0,23,2.34,0,0.1
AYRO,2020.2,0,13.51,5.41,0,0.35
AYRO,2020.1,0,7.16,1.11,1.08,1.34
AYRO,2019.4,0,13.99,251.43,0,39.32
AYRO,2019.3,0,0.99,1.69,1.42,1.04
AYRO,2019.2,0,0.65,1.8,0,0.95
AYRO,2019.1,0,0.96,3.26,0,0.63
AYRO,2018.4,0,0.26,0.67,0,0.85
AYRO,2018.3,0,0.38,0.66,0,0.72
AYRO,2018.2,0,0.24,1.12,0,0.62
AYRO,2018.1,0,0.37,0.13,0,0.41
AYRO,2017.4,0,0.43,-2.04,0,-1.27
AYRO,2017.4,0,0.64,2.35,11.43,1.27
AYRO,2017.3,0,1.32,0,0,0
AYRO,2017.3,0,1.04,1.69,19.03,1.69
AYRO,2017.2,0,0.84,0,0,0
AYRO,2017.2,0,0.42,0,0,1.33
AYRO,2017.1,0,0.34,0,0,0
AYRO,2017.1,0,0.37,2.07,1.63,1.9
AYRO,2016.4,0,0.33,1.52,0,1.73
AYRO,2016.3,0,0.43,1.55,0,1.55
AYRO,2016.2,0,0.23,0,0,1.61
AYRO,2016.1,0,0.22,1.24,4.23,1.47
AYRO,2015.4,0,0.11,1.3,0,1.61
AYRO,2015.3,0,0.07,1.03,0.53,4.26
AYRO,2015.2,0,0.11,0,0.44,-109.97
AYRO,2015.1,0,0.16,-106.82,2.55,-411.69
AYRO,2014.4,0,0.32,25.76,30.16,43.73
AYRO,2014.3,0,0.18,4.86,0,6.61
AYRO,2014.2,0,0.12,2.49,0,2.69
AYRO,2014.1,0,0.11,2.74,0,2.11
AYRO,2013.4,0,0.1,1520.69,34600.23,3.06
AYRO,2013.3,0,0.13,-1744.27,0,-4.27
AYRO,2013.2,0,0.08,0,0,-20.57
AYRO,2013.1,0,0.12,10684.51,0,3.4
AYRO,2012.4,0,0.1,9277.86,0,2.17
AYRO,2012.3,0,0.11,13443.25,0,2.62
AYRO,2012.2,0,0.15,0,54017.24,5.08
AYRO,2012.1,0,0.23,14979.7,45599.6,1.6
AYRO,2011.4,0,0.28,11953.08,116035.92,1.1
AYRO,2011.3,0,0.35,14518.29,521274.95,1.01
AYRO,2011.2,0,0.26,0,0,0.93
AYRO,2011.1,0,0.27,6536.62,0,0.5
AYRO,2010.4,0,0.31,7499.55,0,0.52
AYRO,2010.3,0,0.23,5209.21,0,0.42
AYRO,2010.2,0,0.31,0,185207.5,0.42
AYRO,2010.1,0,0.29,6307.23,0,0.4
AYRO,2009.4,0,0.3,6227.15,175888.89,0.36
AYRO,2009.3,0,0.27,6086.41,32301.53,0.37
