mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,2.5979999999999563,50,3,1,4,1e-4,0.632,4,0.8,0.24884134848726747,0.176617060046951,0.3509077929382567,0.19282323600140364
2,2.308999999999969,100,3,1,4,1e-4,0.632,4,0.8,0.2550606672049116,0.15965376851086754,0.35493928850975265,0.19831857225838456
3,1.356999999999971,50,7,1,4,1e-4,0.632,4,0.8,0.45891693293991864,0.41023394462073626,0.2877872808875121,0.1407435884194277
4,2.3040000000000873,100,7,1,4,1e-4,0.632,4,0.8,0.46761989132660886,0.386281804031514,0.29299442823503585,0.14710827786851668
5,2.3490000000000464,50,10,1,4,1e-4,0.632,4,0.8,0.519748471950345,0.4781304249042144,0.2663194971149459,0.1285085601875242
6,2.284999999999968,100,10,1,4,1e-4,0.632,4,0.8,0.5333196059961367,0.46759932455243414,0.26912403153235176,0.13080387544836922
7,2.2799999999999727,50,15,1,4,1e-4,0.632,4,0.8,0.5466839267370036,0.5111243404849349,0.25581286944897447,0.12282483196941123
8,3.326000000000022,100,15,1,4,1e-4,0.632,4,0.8,0.5682080940905013,0.5066381706389288,0.2559297776074314,0.12344008858137072
9,2.3050000000000637,50,20,1,4,1e-4,0.632,4,0.8,0.5480156849586867,0.5148344592629491,0.25455222780794434,0.12205434624474269
10,3.3070000000000164,100,20,1,4,1e-4,0.632,4,0.8,0.5710476057870468,0.5101107510578938,0.25488284832858193,0.12263507341263231
11,1.302000000000021,50,3,1,7,1e-4,0.632,4,0.8,0.29388257522331507,0.19334581494752445,0.3456432175179742,0.20006292206477097
12,2.3039999999999736,100,3,1,7,1e-4,0.632,4,0.8,0.3013417414395779,0.1985891427541755,0.3455130399580699,0.19691509883745892
13,1.2980000000000018,50,7,1,7,1e-4,0.632,4,0.8,0.5148390979398949,0.4186895820476092,0.2833199447406725,0.147044871926746
14,2.308999999999969,100,7,1,7,1e-4,0.632,4,0.8,0.5364267683756234,0.43053503544799365,0.27939693848572156,0.1418661405495652
15,2.294999999999959,50,10,1,7,1e-4,0.632,4,0.8,0.5750588289015708,0.47285637491025534,0.26345766493425493,0.13533996400106932
16,3.326999999999998,100,10,1,7,1e-4,0.632,4,0.8,0.5971276754343219,0.49431197258789883,0.2568383300601267,0.12879447948330142
17,2.2899999999999636,50,15,1,7,1e-4,0.632,4,0.8,0.5915266561960044,0.4873581012267486,0.2570447701371123,0.1323874806811902
18,3.312999999999988,100,15,1,7,1e-4,0.632,4,0.8,0.6201359109703611,0.5174915010967642,0.2475344388448749,0.12441954282581166
19,2.367999999999938,50,20,1,7,1e-4,0.632,4,0.8,0.5922940506373876,0.4871763596008377,0.2569995027840086,0.1323625113746823
20,4.394999999999982,100,20,1,7,1e-4,0.632,4,0.8,0.6206566452825109,0.5184961558128456,0.24708849048983852,0.12418022321771183
21,1.3539999999999281,50,3,1,4,0.001,0.632,4,0.8,0.24884134848726747,0.176617060046951,0.3509077929382567,0.19282323600140364
22,2.3069999999999027,100,3,1,4,0.001,0.632,4,0.8,0.2550606672049116,0.15965376851086754,0.35493928850975265,0.19831857225838456
23,1.3039999999999736,50,7,1,4,0.001,0.632,4,0.8,0.45891693293991864,0.41023394462073626,0.2877872808875121,0.1407435884194277
24,2.3210000000000264,100,7,1,4,0.001,0.632,4,0.8,0.46761989132660886,0.386281804031514,0.29299442823503585,0.14710827786851668
25,1.2789999999999964,50,10,1,4,0.001,0.632,4,0.8,0.519705506452149,0.4780631286772764,0.26630809239344705,0.12853898685657175
26,2.322999999999979,100,10,1,4,0.001,0.632,4,0.8,0.5331517951225515,0.4676124531422803,0.26910922706034146,0.13080413494817528
27,2.31899999999996,50,15,1,4,0.001,0.632,4,0.8,0.5451303647632308,0.5125052525387999,0.2553135831391236,0.12244329192123134
28,3.30499999999995,100,15,1,4,0.001,0.632,4,0.8,0.5672462883032177,0.5064423251758934,0.25585698066444773,0.12341254177381285
29,2.302000000000021,50,20,1,4,0.001,0.632,4,0.8,0.547363732440127,0.5166219636386531,0.25392143065514156,0.12153890499208748
30,3.3110000000000355,100,20,1,4,0.001,0.632,4,0.8,0.5700995542828948,0.5108967001264871,0.2544031166464207,0.12235525134740376
31,1.3350000000000364,50,3,1,7,0.001,0.632,4,0.8,0.29388257522331507,0.19334581494752445,0.3456432175179742,0.20006292206477097
32,2.310999999999922,100,3,1,7,0.001,0.632,4,0.8,0.3013417414395779,0.1985891427541755,0.3455130399580699,0.19691509883745892
33,1.2789999999999964,50,7,1,7,0.001,0.632,4,0.8,0.5148390979398949,0.4186895820476092,0.2833199447406725,0.147044871926746
34,2.2889999999999873,100,7,1,7,0.001,0.632,4,0.8,0.5364267683756234,0.43053503544799365,0.27939693848572156,0.1418661405495652
35,1.5,50,10,1,7,0.001,0.632,4,0.8,0.5750588289015708,0.47285637491025534,0.26345766493425493,0.13533996400106932
36,3.3310000000000173,100,10,1,7,0.001,0.632,4,0.8,0.5971276754343219,0.49431197258789883,0.2568383300601267,0.12879447948330142
37,2.3079999999999927,50,15,1,7,0.001,0.632,4,0.8,0.5911263850566795,0.4876052731860542,0.25702580451728524,0.13235822122761223
38,3.2889999999999873,100,15,1,7,0.001,0.632,4,0.8,0.6199888020793756,0.5176091016356417,0.24752626696712493,0.12440756459947833
39,2.3070000000000164,50,20,1,7,0.001,0.632,4,0.8,0.5918861080922172,0.48742438333853333,0.2570048502327102,0.13233297766947857
40,3.350999999999999,100,20,1,7,0.001,0.632,4,0.8,0.6205037574469585,0.5186108519834942,0.24709274882964047,0.12416885816340446
41,1.288000000000011,50,3,1,4,1e-4,0.632,20,0.8,0.25062724819060433,0.17901765412538606,0.3508453313714517,0.19224529675030785
42,2.2970000000000255,100,3,1,4,1e-4,0.632,20,0.8,0.25646505181055923,0.16167186143256718,0.35483965022838587,0.19793290084790865
43,1.29099999999994,50,7,1,4,1e-4,0.632,20,0.8,0.4686471828669534,0.39928471319519876,0.2914815667114774,0.1433357443094603
44,2.2819999999999254,100,7,1,4,1e-4,0.632,20,0.8,0.47478975766604314,0.38552964782027277,0.2942051881638828,0.14767240298452589
45,1.2950000000000728,50,10,1,4,1e-4,0.632,20,0.8,0.5319262457328102,0.45503388470273187,0.2723670959879253,0.1339974032981327
46,3.3039999999999736,100,10,1,4,1e-4,0.632,20,0.8,0.5422176627811464,0.4614247937136907,0.2700077502204381,0.13317551218092297
47,2.2999999999999545,50,15,1,4,1e-4,0.632,20,0.8,0.5589406653142761,0.48172405890001635,0.26254905678180973,0.12839758464439527
48,3.3170000000000073,100,15,1,4,1e-4,0.632,20,0.8,0.5687668160255828,0.4897974659247396,0.2598915730546182,0.1277634840582922
49,2.3039999999999736,50,20,1,4,1e-4,0.632,20,0.8,0.5604919032076721,0.485695428483392,0.2615487189955344,0.12745357333208068
50,3.312000000000012,100,20,1,4,1e-4,0.632,20,0.8,0.5704767336237759,0.4929768897830543,0.2587880798765725,0.1270315924948273
51,1.3050000000000637,50,3,1,7,1e-4,0.632,20,0.8,0.2954196847667603,0.19341200717013274,0.3456350756678419,0.20006012636830825
52,2.316000000000031,100,3,1,7,1e-4,0.632,20,0.8,0.3018392334691816,0.19876116833157376,0.3455405880153757,0.19686262767912746
53,1.3100000000000591,50,7,1,7,1e-4,0.632,20,0.8,0.5184835261775522,0.4198999312807127,0.2829332473902299,0.14756848415003512
54,2.298000000000002,100,7,1,7,1e-4,0.632,20,0.8,0.5387808910097602,0.43383902109055983,0.27798057672422233,0.1421542315576011
55,2.2899999999999636,50,10,1,7,1e-4,0.632,20,0.8,0.5670491548881591,0.4670913963539496,0.2637888939691915,0.13721664843338457
56,3.3010000000000446,100,10,1,7,1e-4,0.632,20,0.8,0.5887519482007257,0.49828278219516864,0.2568803745372101,0.1285257448631407
57,2.3170000000000073,50,15,1,7,1e-4,0.632,20,0.8,0.5816473294147304,0.4710162305623352,0.2600108121679601,0.1362292547531634
58,3.3099999999999454,100,15,1,7,1e-4,0.632,20,0.8,0.6015700517467341,0.5080206413430867,0.25050415066992615,0.1263686860066598
59,2.2789999999999964,50,20,1,7,1e-4,0.632,20,0.8,0.5814400596162933,0.4705178649431232,0.25984659223756174,0.13637371478421464
60,4.30499999999995,100,20,1,7,1e-4,0.632,20,0.8,0.6014445116857234,0.5081844039329177,0.2504446243053548,0.1263762259896313
61,1.274000000000001,50,3,1,4,0.001,0.632,20,0.8,0.25062724819060433,0.17901765412538606,0.3508453313714517,0.19224529675030785
62,2.283999999999992,100,3,1,4,0.001,0.632,20,0.8,0.25646505181055923,0.16167186143256718,0.35483965022838587,0.19793290084790865
63,1.280999999999949,50,7,1,4,0.001,0.632,20,0.8,0.4686471828669534,0.39928471319519876,0.2914815667114774,0.1433357443094603
64,2.3039999999999736,100,7,1,4,0.001,0.632,20,0.8,0.47478975766604314,0.38552964782027277,0.2942051881638828,0.14767240298452589
65,1.3129999999999882,50,10,1,4,0.001,0.632,20,0.8,0.5319262457328102,0.45503388470273187,0.2723670959879253,0.1339974032981327
66,4.310999999999922,100,10,1,4,0.001,0.632,20,0.8,0.5422176627811464,0.4614247937136907,0.2700077502204381,0.13317551218092297
67,2.286000000000058,50,15,1,4,0.001,0.632,20,0.8,0.5589406653142761,0.48172405890001635,0.26254905678180973,0.12839758464439527
68,3.3460000000000036,100,15,1,4,0.001,0.632,20,0.8,0.5687668160255828,0.4897974659247396,0.2598915730546182,0.1277634840582922
69,2.2789999999999964,50,20,1,4,0.001,0.632,20,0.8,0.5604919032076721,0.485695428483392,0.2615487189955344,0.12745357333208068
70,3.3099999999999454,100,20,1,4,0.001,0.632,20,0.8,0.5704767336237759,0.4929768897830543,0.2587880798765725,0.1270315924948273
71,1.3040000000000873,50,3,1,7,0.001,0.632,20,0.8,0.2954196847667603,0.19341200717013274,0.3456350756678419,0.20006012636830825
