mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,2.5620000000001255,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.211893311749499,0.2169910131982139,0.3523178825896811,0.2101200950528897
2,4.370999999999867,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.25243985295259774,0.24516951110139817,0.3465595164285264,0.1986228637283726
3,2.290000000000191,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5800102935315078,0.4185782588024144,0.29587831364271105,0.14085309728655854
4,5.34699999999998,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6771293018872171,0.466185952114185,0.2786041777771745,0.12760887344302577
5,4.328999999999951,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9513962393219868,0.5964129908251248,0.23407595390679617,0.09796147436747044
6,12.500999999999976,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9806056113915637,0.6118584719088167,0.22761292816398343,0.09354545192031662
7,7.395999999999958,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9849157993120768,0.5866527268076844,0.23842194069309045,0.10331623612165766
8,18.545000000000073,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9968233217333553,0.5980184750202128,0.23173445259194192,0.09995435335470694
9,1.2810000000001764,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.08146051450643277,0.08498714507079885,0.37949995669688014,0.2628448420448004
10,4.315000000000055,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.1090744904541916,0.11851672676859903,0.3729994612173314,0.2509688165443657
11,2.2999999999999545,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.24692795863868622,0.2103547122207946,0.35627496737658554,0.2176509618133848
12,5.351000000000113,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3272410465615958,0.28435747265537703,0.3423136237084705,0.19275068522990949
13,4.320999999999913,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5467757406477445,0.35233700509081745,0.3216421678112744,0.18099866612800036
14,12.452999999999975,300,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6839407040817955,0.4420201429898437,0.29727586793729954,0.15121275739046683
15,7.375,100,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6158834949535773,0.37847009515302443,0.31302897422073367,0.1751630025002417
16,21.605999999999995,300,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7577694148934767,0.47383995992676353,0.2859670970509934,0.14405649310343663
17,1.3010000000001583,100,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.011117561588375513,-6.929365570456092e-4,0.39639762482846214,0.29093837050544796
18,4.33199999999988,300,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.01629041068638548,0.005026167283966099,0.39524736975670655,0.2894039002824478
