mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.3548130048106176,10,0.010961168228148833,Preprocessor1_Model01
3,1,rmse,standard,0.4837319555384208,10,0.01928480734979131,Preprocessor1_Model01
3,1,rsq,standard,0.7109131115196106,10,0.04022376258769884,Preprocessor1_Model01
5,1,mae,standard,0.3475753827520875,10,0.010909966042965725,Preprocessor1_Model02
5,1,rmse,standard,0.47372078619699987,10,0.019668489286629474,Preprocessor1_Model02
5,1,rsq,standard,0.715150762670876,10,0.04206602681731444,Preprocessor1_Model02
7,1,mae,standard,0.34239097106741734,10,0.011734011607190021,Preprocessor1_Model03
7,1,rmse,standard,0.4705821380259571,10,0.021132608322308597,Preprocessor1_Model03
7,1,rsq,standard,0.7136505182016621,10,0.04499460366901487,Preprocessor1_Model03
10,1,mae,standard,0.34468325494677016,10,0.01191322161186457,Preprocessor1_Model04
10,1,rmse,standard,0.4754994271118577,10,0.022717719225623056,Preprocessor1_Model04
10,1,rsq,standard,0.7054191633426139,10,0.047130439412297935,Preprocessor1_Model04
3,3,mae,standard,0.3571240034317287,10,0.010414739886737806,Preprocessor1_Model05
3,3,rmse,standard,0.48166623025515715,10,0.01863190924211823,Preprocessor1_Model05
3,3,rsq,standard,0.7156938352882365,10,0.042191142760264984,Preprocessor1_Model05
5,3,mae,standard,0.3463117205815505,10,0.012160962602076266,Preprocessor1_Model06
5,3,rmse,standard,0.4762649115399617,10,0.022387929841201467,Preprocessor1_Model06
5,3,rsq,standard,0.7054859006510334,10,0.04547556527475873,Preprocessor1_Model06
7,3,mae,standard,0.34038090078272343,10,0.010537136273741953,Preprocessor1_Model07
7,3,rmse,standard,0.468936333089727,10,0.019771424471803335,Preprocessor1_Model07
7,3,rsq,standard,0.7187875626511373,10,0.04149364969756337,Preprocessor1_Model07
10,3,mae,standard,0.34523481840203757,10,0.011789549193747407,Preprocessor1_Model08
10,3,rmse,standard,0.47491005555394084,10,0.022219516001218804,Preprocessor1_Model08
10,3,rsq,standard,0.7079141073604893,10,0.047797952774641654,Preprocessor1_Model08
3,5,mae,standard,0.3607766052132785,10,0.011014010107929488,Preprocessor1_Model09
3,5,rmse,standard,0.4866390492420181,10,0.01854253544865297,Preprocessor1_Model09
3,5,rsq,standard,0.7070981082608859,10,0.04139200793699642,Preprocessor1_Model09
5,5,mae,standard,0.34963167896488795,10,0.010269615899247398,Preprocessor1_Model10
5,5,rmse,standard,0.4772989078847892,10,0.018439059119825307,Preprocessor1_Model10
5,5,rsq,standard,0.7112059156970771,10,0.0429888800186938,Preprocessor1_Model10
7,5,mae,standard,0.34412604830006727,10,0.011166936149756168,Preprocessor1_Model11
7,5,rmse,standard,0.47463754953449033,10,0.021851874146369507,Preprocessor1_Model11
7,5,rsq,standard,0.7103146573109774,10,0.04604698447049639,Preprocessor1_Model11
10,5,mae,standard,0.34892786580415963,10,0.012581678252247824,Preprocessor1_Model12
10,5,rmse,standard,0.4795544313111323,10,0.02376369588435042,Preprocessor1_Model12
10,5,rsq,standard,0.7008871192217836,10,0.04968414440889247,Preprocessor1_Model12
3,7,mae,standard,0.3669962928994048,10,0.010760723171442848,Preprocessor1_Model13
3,7,rmse,standard,0.49481244602651425,10,0.01785048468772329,Preprocessor1_Model13
3,7,rsq,standard,0.702914249633119,10,0.04180745698655295,Preprocessor1_Model13
5,7,mae,standard,0.3534973822408388,10,0.010448635659894253,Preprocessor1_Model14
5,7,rmse,standard,0.4817190179297367,10,0.019072332379313727,Preprocessor1_Model14
5,7,rsq,standard,0.7047266393584891,10,0.04664248637053477,Preprocessor1_Model14
7,7,mae,standard,0.34802551822397204,10,0.012316182996009188,Preprocessor1_Model15
7,7,rmse,standard,0.4770255460613942,10,0.02170364524628312,Preprocessor1_Model15
7,7,rsq,standard,0.7069761275447627,10,0.04772952732858325,Preprocessor1_Model15
10,7,mae,standard,0.348455188619075,10,0.013135598434409465,Preprocessor1_Model16
10,7,rmse,standard,0.47897788104020217,10,0.023288581040557074,Preprocessor1_Model16
10,7,rsq,standard,0.6991193501693116,10,0.04956212003671121,Preprocessor1_Model16
