ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
AC,2021.2,0,41.63,0.87,0,NA
AC,2020.4,0,41.41,0.87,0,0.3
AC,2020.3,0,41.68,0.94,0,0.29
AC,2020.2,0,40.66,0.96,0,0.09
AC,2020.1,0,31.26,0.83,0,0.1
AC,2019.4,22.54,39.59,0.98,0,0.13
AC,2019.3,0,38.57,0.89,36.08,0.12
AC,2019.2,0,37.24,0.95,10.04,0.14
AC,2019.1,0,39.53,0.99,9.73,0.12
AC,2018.4,0,35.41,0.91,10.45,0.1
AC,2018.3,0,38.33,1.04,17.58,0.11
AC,2018.2,129.11,33.66,0.94,0,0.1
AC,2018.1,0,33.01,0.96,0,0.08
AC,2017.4,90.69,29.81,0.86,0,0.1
AC,2017.3,0,27.18,0.93,0,0.09
AC,2017.2,0,25.97,0.9,50.95,0.05
AC,2017.1,0,27.85,0.97,0,0.04
AC,2016.4,78.14,25.84,0.89,122.42,0.09
AC,2016.3,80.43,36.4,0.98,76.51,0.03
AC,2016.2,NA,NA,0.94,NA,0.06
AC,2016.1,NA,NA,0.9,NA,0.06
AC,2015.4,NA,NA,1,NA,0.11
AC,2015.3,NA,NA,NA,NA,0.16
AC,2015.2,NA,NA,NA,NA,0.17
AC,2015.1,NA,NA,NA,NA,0.12
AC,2014.4,NA,NA,NA,NA,0
AC,2014.3,NA,NA,NA,NA,0.27
AMRK,2021.2,4.2,0.04,2.11,0,NA
AMRK,2020.4,3.07,0.03,1.54,0,7.5
AMRK,2020.3,4.37,0.04,1.91,13.98,6.76
AMRK,2020.2,4.05,0.02,1.17,2.61,6.23
AMRK,2020.1,6.67,0.02,0.91,0,9.9
AMRK,2019.4,35.96,0.01,0.71,2.95,8.4
AMRK,2019.3,91.69,0.02,1.06,0,10.33
AMRK,2019.2,38.44,0.02,1.15,0,8.72
AMRK,2019.1,0,0.01,1.05,6,8.01
AMRK,2018.4,0,0.01,1.05,2.68,8.53
AMRK,2018.3,0,0.01,1.18,2.77,9.26
AMRK,2018.2,0,0.01,1.23,13.47,9.75
AMRK,2018.1,93.21,0.01,1.09,0.74,8.81
AMRK,2017.4,35.89,0.01,1.28,0,6.22
AMRK,2017.3,18.84,0.01,1.43,0,6.04
AMRK,2017.2,14.86,0.01,1.42,0,5.55
AMRK,2017.1,15.72,0.01,1.49,0,6.25
AMRK,2016.4,17.69,0.02,1.72,0,6.56
AMRK,2016.3,18.22,0.02,1.46,0,6.05
AMRK,2016.2,11.24,0.01,1.58,0,5.91
AMRK,2016.1,11.86,0.02,1.95,0,5.63
AMRK,2015.4,10.68,0.02,1.86,2.7,4.85
AMRK,2015.3,6.33,0.01,1.16,0,5.38
AMRK,2015.2,9.13,0.01,1.14,0,4.84
AMRK,2015.1,10.82,0.01,1.19,7.21,5.21
AMRK,2014.4,9.67,0.01,1.14,0,6.14
AMRK,2014.3,NA,NA,1.35,NA,5.36
AMRK,2014.2,NA,NA,1.36,NA,5.17
AMRK,2014.1,NA,NA,1.75,NA,5.27
AMRK,2013.4,NA,NA,NA,NA,4.54
AMRK,2013.3,NA,NA,NA,NA,0
AMRK,2013.2,NA,NA,NA,NA,0
AMRK,2013.1,NA,NA,NA,NA,0
AMRK,2012.4,NA,NA,NA,NA,0
AMRK,2012.2,NA,NA,NA,NA,0
ATIF,2021.2,Inf,Inf,Inf,Inf,NA
ATIF,2020.3,NA,NA,0,NA,0.32
ATIF,2019.3,NA,NA,0,NA,0.1
ATIF,2020.1,NA,NA,NA,NA,0.25
ATIF,2018.3,NA,NA,NA,NA,0.86
BGCP,2021.2,34.87,1.39,2.39,13.15,NA
BGCP,2020.4,26.61,1.06,1.82,10.04,3.89
BGCP,2020.3,21.71,0.6,1.07,10.21,4.72
BGCP,2020.2,54.32,0.59,1.28,8.35,4.9
BGCP,2020.1,0,0.53,1.24,8.17,7
BGCP,2019.4,38.08,1.22,2.79,18.3,4.42
BGCP,2019.3,36.85,1.13,2.25,4.55,7.19
BGCP,2019.2,9.54,1.17,1.93,5.77,5.33
BGCP,2019.1,8.25,1.03,1.82,14.87,4.74
BGCP,2018.4,7.72,0.97,1.75,0,2.98
BGCP,2018.3,43.77,1.96,1.75,0,3.62
BGCP,2018.2,59.33,1.61,1.85,0,3.11
BGCP,2018.1,85.5,1.77,2.43,0,3.71
BGCP,2017.4,0,1.78,3.15,10.71,3.76
BGCP,2017.3,24.81,3.12,3.8,5.03,7.23
BGCP,2017.2,25.1,2.76,2.56,6.47,3.63
BGCP,2017.1,22.77,2.73,2.2,9.87,3.3
BGCP,2016.4,20.75,2.66,1.35,0,2.09
BGCP,2016.3,11.85,0.86,1.56,8.15,3.05
BGCP,2016.2,12.98,0.83,1.55,5.87,3.44
BGCP,2016.1,13.8,0.82,1.54,3.47,2.89
BGCP,2015.4,14.42,0.86,1.46,3.22,2.23
BGCP,2015.3,34.28,0.79,1.5,8.87,3.22
BGCP,2015.2,122.26,0.88,2.09,12.44,4.47
BGCP,2015.1,162.63,1.01,2.49,14.61,8.14
BGCP,2014.4,310.77,1,2.35,9.8,3.73
BGCP,2014.3,41.5,0.94,1.71,13.48,3.19
BGCP,2014.2,24.54,0.96,1.7,14.45,2.87
BGCP,2014.1,12.12,0.61,1.37,10.74,3.52
BGCP,2013.4,11.03,0.55,1.19,9.56,1.96
BGCP,2013.3,8.38,0.48,1.03,13.74,3.04
BGCP,2013.2,11.62,0.39,0.81,10.74,3.55
BGCP,2013.1,17.79,0.33,1,4.9,5.07
BGCP,2012.4,12.59,0.26,0.75,4.7,2.84
BGCP,2012.3,27.53,0.3,1.04,3.96,4.11
BGCP,2012.2,39.85,0.35,1.11,4.7,3.54
BGCP,2012.1,24.46,0.43,1.29,62.32,3.38
BGCP,2011.4,16.17,0.34,0.98,8.48,2.39
BGCP,2011.3,10.86,0.41,1.02,7.56,4.03
BGCP,2011.2,10.28,0.65,1.29,17.44,4.12
BGCP,2011.1,12.1,0.76,1.29,5.88,4.06
BGCP,2010.4,17.16,0.46,1.14,60.27,3.43
BGCP,2010.3,15.47,0.33,0.8,50.09,3.49
BGCP,2010.2,16.59,0.28,0.66,5.8,3.97
BGCP,2010.1,18.12,0.33,0.76,5.37,5.59
BGCP,2009.4,6.78,0.37,0.5,1.3,3.38
BGCP,2009.3,8.05,0.33,0.44,1.4,3.58
BGCP,2009.2,6.7,0.27,0.38,1.49,5.49
BGCP,2009.1,3.03,0.15,0.21,0.51,2.57
BGCP,2008.4,5.83,0.17,0.26,4.07,2.13
BGCP,2008.3,0,0.22,0.73,1.61,7.36
BGCP,2008.2,0,0.37,1.15,1.85,7.62
BGCP,2008.1,0,0.58,0.96,11.75,0.28
BGCP,2007.4,0,0.65,0.46,2.98,1.94
BGCP,2007.3,0,0.41,0.67,0,0.24
BGCP,2007.2,0,0.47,0.75,0,0.18
BGCP,2007.1,60.14,0.57,0.8,0,0.16
BGCP,2006.4,41.45,0.52,0.66,0,0.16
BGCP,2006.3,NA,NA,0.7,NA,0.17
BGCP,2006.2,NA,NA,0.63,NA,0.15
BGCP,2006.1,NA,NA,0.61,NA,0.14
BGCP,2005.4,NA,NA,NA,NA,0.14
BGCP,2005.3,NA,NA,NA,NA,0.19
BGCP,2005.2,NA,NA,NA,NA,0.16
BGCP,2005.1,NA,NA,NA,NA,0.12
COHN,2021.2,3.94,1.01,0.35,3.32,NA
COHN,2020.4,2.4,0.61,0.21,2.02,59.62
COHN,2020.3,0,0.84,0.49,1.04,135.61
COHN,2020.2,0,0.37,0.29,0.25,149.49
COHN,2020.1,0,0.12,0.11,0.26,177.71
COHN,2019.4,0,0.13,0.1,0,163.12
COHN,2019.3,0,0.14,0.13,0,186.59
COHN,2019.2,0,0.15,0.13,0,154.59
COHN,2019.1,0,0.21,0.18,0,114.86
COHN,2018.4,0,0.27,0.23,0,190.24
COHN,2018.3,0,0.38,0.26,1.46,110.52
COHN,2018.2,0,0.42,0.27,0.94,60.3
COHN,2018.1,0,0.49,0.27,1.22,51.79
COHN,2017.4,5.59,0.32,0.18,0,41.29
COHN,2017.3,17.04,0.38,0.25,0,13.61
COHN,2017.2,5.11,0.36,0.26,0,13.5
COHN,2017.1,4.22,0.31,0.26,0,10.99
COHN,2016.4,5.16,0.31,0.25,0,11
COHN,2016.3,0,0.31,0.23,0,10.18
COHN,2016.2,0,0.25,0.18,0,11.9
COHN,2016.1,0,0.28,0.18,0,7.97
COHN,2015.4,0,0.39,0.26,0,5.68
COHN,2015.3,0,0.42,0.32,0,6.13
COHN,2015.2,0,0.41,0.29,0,6.45
COHN,2015.1,0,0.42,0.31,0,4.71
COHN,2014.4,0,0.46,0.34,6.54,5.06
COHN,2014.3,0,0.56,0.4,0,4.2
COHN,2014.2,0,0.46,0.39,0,2.86
COHN,2014.1,0,0.47,0.39,0,3.91
COHN,2013.4,0,0.41,0.33,0,2.55
COHN,2013.3,0,0.38,0.35,0,3.05
COHN,2013.2,0,0.35,0.33,3.42,4.69
COHN,2013.1,0,0.28,0.28,1.71,3.83
COHN,2012.4,0,0.13,0.12,0.88,3.5
COHN,2012.3,0,0.12,0.12,4.28,5.26
COHN,2012.2,0,0.1,0.1,0,6.24
COHN,2012.1,0,0.16,0.16,0,5.82
COHN,2011.4,0,0.14,0.15,0,4.43
COHN,2011.3,0,0.18,0.19,0,2.93
COHN,2011.2,0,0.31,0.32,2.38,4.11
COHN,2011.1,5.63,0.37,0.35,3.91,3.74
COHN,2010.4,3.46,0.32,0.3,0,2.43
COHN,2010.3,6.72,0.29,0.31,0,2.55
COHN,2010.2,0,0.29,0.34,0,2.46
COHN,2010.1,0.11,0.33,0.41,0,2.76
COHN,2009.4,0.12,0.32,0.37,4.05,2.84
COHN,2009.3,0,0.9,0.13,0,10.54
COHN,2009.2,0.15,0.58,0.04,0,5.67
COHN,2009.1,0,0.26,0.25,0,53.89
COHN,2008.4,0,0.19,2.47,4.39,1.59
COHN,2008.3,0,0.19,0.12,0,17.62
COHN,2008.2,0,0.41,0.34,0,29.81
COHN,2008.1,0,0.56,0.35,4.36,29.51
COHN,2007.4,0,0.62,-0.04,0,-4.72
COHN,2007.3,0,1.42,-0.1,2.24,-9.04
COHN,2007.2,20.04,1.92,0.55,4.44,29.41
COHN,2007.1,0,1.86,0.5,0,25.19
COHN,2006.4,0,2.36,0.54,6.74,23.73
COHN,2006.3,NA,NA,0.33,NA,18.64
COHN,2006.2,NA,NA,0.29,NA,5.74
COHN,2006.1,NA,NA,0.31,NA,9.09
COHN,2005.4,NA,NA,NA,NA,9.86
COHN,2005.3,NA,NA,NA,NA,9.72
COHN,2005.2,NA,NA,NA,NA,9.37
COHN,2005.1,NA,NA,NA,NA,8.24
COWN,2021.2,5.47,0.7,0.88,2.22,NA
COWN,2020.4,3.69,0.47,0.6,1.5,5.7
COWN,2020.3,3.9,0.34,0.36,1.87,3.9
COWN,2020.2,4.47,0.38,0.41,2.75,4.06
COWN,2020.1,0,0.26,0.29,0,4.13
COWN,2019.4,27.26,0.47,0.49,0,4.71
COWN,2019.3,26.63,0.46,0.49,0,4.34
COWN,2019.2,17.85,0.53,0.61,8.16,4.95
COWN,2019.1,15.21,0.47,0.52,1.96,4.11
COWN,2018.4,11.15,0.42,0.44,1.28,2.89
COWN,2018.3,0,0.54,0.58,2.89,3.28
COWN,2018.2,0,0.48,0.51,0,3.28
COWN,2018.1,0,0.5,0.51,15.14,3.33
COWN,2017.4,0,0.61,0.53,75.48,3.41
COWN,2017.3,87.8,0.9,0.65,5.12,2.45
COWN,2017.2,0,0.85,0.6,3.5,2.1
COWN,2017.1,0,0.83,0.52,0,1.62
COWN,2016.4,0,0.87,0.53,0,1.61
