mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.515752228699599,10,0.013022332144881727,Preprocessor1_Model01
3,1,0.1,rmse,standard,0.6632986032214048,10,0.016574601998177153,Preprocessor1_Model01
3,1,0.1,rsq,standard,0.5166156349294775,10,0.02876149137190973,Preprocessor1_Model01
5,1,0.1,mae,standard,0.5148060609441786,10,0.012934759060866757,Preprocessor1_Model02
5,1,0.1,rmse,standard,0.6618974178845514,10,0.01734161115652631,Preprocessor1_Model02
5,1,0.1,rsq,standard,0.5189115013939042,10,0.028318515055815324,Preprocessor1_Model02
7,1,0.1,mae,standard,0.5148625844941042,10,0.01255364823513797,Preprocessor1_Model03
7,1,0.1,rmse,standard,0.6608109861120485,10,0.0176074425255905,Preprocessor1_Model03
7,1,0.1,rsq,standard,0.521506505072841,10,0.029454959632351584,Preprocessor1_Model03
10,1,0.1,mae,standard,0.5161974506027425,10,0.012859589055923415,Preprocessor1_Model04
10,1,0.1,rmse,standard,0.6637010895970614,10,0.01754144628657275,Preprocessor1_Model04
10,1,0.1,rsq,standard,0.515660142212974,10,0.028897277320736728,Preprocessor1_Model04
3,3,0.1,mae,standard,0.4726871048517336,10,0.010166671380062867,Preprocessor1_Model05
3,3,0.1,rmse,standard,0.6322119828108204,10,0.024191135856395433,Preprocessor1_Model05
3,3,0.1,rsq,standard,0.5730905554796714,10,0.0346982278130217,Preprocessor1_Model05
5,3,0.1,mae,standard,0.4776686401479153,10,0.01600195473690694,Preprocessor1_Model06
5,3,0.1,rmse,standard,0.6368088581700253,10,0.029307215231381287,Preprocessor1_Model06
5,3,0.1,rsq,standard,0.5532117213397052,10,0.039854116653477545,Preprocessor1_Model06
7,3,0.1,mae,standard,0.48705454343136556,10,0.014116066501213942,Preprocessor1_Model07
7,3,0.1,rmse,standard,0.6420576914541659,10,0.018713559915543593,Preprocessor1_Model07
7,3,0.1,rsq,standard,0.5522319017404731,10,0.035539377959720266,Preprocessor1_Model07
10,3,0.1,mae,standard,0.4836310068223716,10,0.021634320956348395,Preprocessor1_Model08
10,3,0.1,rmse,standard,0.6419579241951715,10,0.02246012028427854,Preprocessor1_Model08
10,3,0.1,rsq,standard,0.5561930062378321,10,0.04456396211273846,Preprocessor1_Model08
3,5,0.1,mae,standard,0.47261301282288826,10,0.018205301589115517,Preprocessor1_Model09
3,5,0.1,rmse,standard,0.6092471223787836,10,0.027523837621755507,Preprocessor1_Model09
3,5,0.1,rsq,standard,0.5862175133225315,10,0.03813453066613477,Preprocessor1_Model09
5,5,0.1,mae,standard,0.44394186292957977,10,0.010540399455560073,Preprocessor1_Model10
5,5,0.1,rmse,standard,0.590223028845662,10,0.025804343904728657,Preprocessor1_Model10
5,5,0.1,rsq,standard,0.6123728927997866,10,0.03767149525452708,Preprocessor1_Model10
7,5,0.1,mae,standard,0.4589730244273557,10,0.01163713351780191,Preprocessor1_Model11
7,5,0.1,rmse,standard,0.6167780800870769,10,0.02134856000457919,Preprocessor1_Model11
7,5,0.1,rsq,standard,0.5853570287299896,10,0.034257579243921796,Preprocessor1_Model11
10,5,0.1,mae,standard,0.4551521857443599,10,0.019807767325533375,Preprocessor1_Model12
10,5,0.1,rmse,standard,0.6122018104569975,10,0.025442297905427153,Preprocessor1_Model12
10,5,0.1,rsq,standard,0.5921412523312061,10,0.041935814068873395,Preprocessor1_Model12
3,7,0.1,mae,standard,0.4511174620320482,10,0.015477833377634172,Preprocessor1_Model13
3,7,0.1,rmse,standard,0.595440314475626,10,0.027218277428649507,Preprocessor1_Model13
3,7,0.1,rsq,standard,0.5973081905422093,10,0.04045961509094521,Preprocessor1_Model13
5,7,0.1,mae,standard,0.43341710381464715,10,0.01313927330290526,Preprocessor1_Model14
5,7,0.1,rmse,standard,0.5828254768479647,10,0.02443931110545163,Preprocessor1_Model14
5,7,0.1,rsq,standard,0.6218821160024146,10,0.03531464873279057,Preprocessor1_Model14
7,7,0.1,mae,standard,0.43735819919506574,10,0.01199065398331162,Preprocessor1_Model15
7,7,0.1,rmse,standard,0.5844814370227044,10,0.024195312538813313,Preprocessor1_Model15
7,7,0.1,rsq,standard,0.6249798186349955,10,0.035248637632253596,Preprocessor1_Model15
10,7,0.1,mae,standard,0.45597194001445357,10,0.016650699644461052,Preprocessor1_Model16
10,7,0.1,rmse,standard,0.6083995431595156,10,0.02578363721866354,Preprocessor1_Model16
10,7,0.1,rsq,standard,0.5953489260182815,10,0.04320950065429307,Preprocessor1_Model16
3,1,0.01,mae,standard,0.6047217620509561,10,0.029707960543614357,Preprocessor1_Model17
3,1,0.01,rmse,standard,0.745038596682636,10,0.03696057844749746,Preprocessor1_Model17
3,1,0.01,rsq,standard,0.3895482805178726,10,0.043472637002645045,Preprocessor1_Model17
5,1,0.01,mae,standard,0.6043069104401196,10,0.0278200949628104,Preprocessor1_Model18
5,1,0.01,rmse,standard,0.7441629598198911,10,0.03512705299382107,Preprocessor1_Model18
5,1,0.01,rsq,standard,0.3906153635149364,10,0.04415282434213865,Preprocessor1_Model18
7,1,0.01,mae,standard,0.6026756060285154,10,0.027785385493607977,Preprocessor1_Model19
7,1,0.01,rmse,standard,0.7417761227385453,10,0.03517186074993023,Preprocessor1_Model19
7,1,0.01,rsq,standard,0.39447169301755847,10,0.04473851162026823,Preprocessor1_Model19
10,1,0.01,mae,standard,0.6010731693206914,10,0.02784141886238827,Preprocessor1_Model20
10,1,0.01,rmse,standard,0.7394936284507599,10,0.03538939383691351,Preprocessor1_Model20
10,1,0.01,rsq,standard,0.3972553292021342,10,0.046094577773057414,Preprocessor1_Model20
3,3,0.01,mae,standard,0.4753463687114586,10,0.018699810128727717,Preprocessor1_Model21
3,3,0.01,rmse,standard,0.6174663232133399,10,0.02808948001631095,Preprocessor1_Model21
3,3,0.01,rsq,standard,0.5809167083744544,10,0.02947685562387076,Preprocessor1_Model21
5,3,0.01,mae,standard,0.46566824827372477,10,0.014818124994062327,Preprocessor1_Model22
5,3,0.01,rmse,standard,0.6099005523371738,10,0.024751958627367773,Preprocessor1_Model22
5,3,0.01,rsq,standard,0.5830688136505502,10,0.029090835273014717,Preprocessor1_Model22
7,3,0.01,mae,standard,0.4582535196807887,10,0.013024049327735335,Preprocessor1_Model23
7,3,0.01,rmse,standard,0.6044987098021204,10,0.023306733701522996,Preprocessor1_Model23
7,3,0.01,rsq,standard,0.5894699663759381,10,0.03397974190936678,Preprocessor1_Model23
10,3,0.01,mae,standard,0.4611210049411829,10,0.013739478147612541,Preprocessor1_Model24
10,3,0.01,rmse,standard,0.6099235792482534,10,0.020759868249126654,Preprocessor1_Model24
10,3,0.01,rsq,standard,0.5810784530976254,10,0.03865793022386441,Preprocessor1_Model24
3,5,0.01,mae,standard,0.4457798170029439,10,0.0161802034114163,Preprocessor1_Model25
3,5,0.01,rmse,standard,0.5793113860617268,10,0.028495137526524442,Preprocessor1_Model25
3,5,0.01,rsq,standard,0.6260864367988572,10,0.031419896897494456,Preprocessor1_Model25
5,5,0.01,mae,standard,0.4388317566263408,10,0.012293419507227373,Preprocessor1_Model26
5,5,0.01,rmse,standard,0.579690242237114,10,0.026283335050486505,Preprocessor1_Model26
5,5,0.01,rsq,standard,0.6246572141918502,10,0.03244798776850425,Preprocessor1_Model26
7,5,0.01,mae,standard,0.43715654663644976,10,0.01205462595314164,Preprocessor1_Model27
7,5,0.01,rmse,standard,0.583304297298067,10,0.026019764337685977,Preprocessor1_Model27
7,5,0.01,rsq,standard,0.6209706124647985,10,0.03331783618335938,Preprocessor1_Model27
10,5,0.01,mae,standard,0.4496147761391707,10,0.018575965128638728,Preprocessor1_Model28
10,5,0.01,rmse,standard,0.6030859719733936,10,0.023803185806380755,Preprocessor1_Model28
10,5,0.01,rsq,standard,0.5958113467133695,10,0.036660455133399814,Preprocessor1_Model28
3,7,0.01,mae,standard,0.43917416770110523,10,0.01775325490882273,Preprocessor1_Model29
3,7,0.01,rmse,standard,0.5678929892297507,10,0.02804480286365326,Preprocessor1_Model29
3,7,0.01,rsq,standard,0.6450794648568898,10,0.029058349879031383,Preprocessor1_Model29
5,7,0.01,mae,standard,0.43697558152145,10,0.01622955394198424,Preprocessor1_Model30
5,7,0.01,rmse,standard,0.5747489067623255,10,0.026882977646228982,Preprocessor1_Model30
5,7,0.01,rsq,standard,0.6329202451239044,10,0.03338515414684707,Preprocessor1_Model30
7,7,0.01,mae,standard,0.43847945924263165,10,0.014387708658429189,Preprocessor1_Model31
7,7,0.01,rmse,standard,0.5829692646746686,10,0.024470260855323025,Preprocessor1_Model31
7,7,0.01,rsq,standard,0.6250648675283775,10,0.03244870071602453,Preprocessor1_Model31
10,7,0.01,mae,standard,0.4619284671121294,10,0.015468242168270677,Preprocessor1_Model32
10,7,0.01,rmse,standard,0.613212529845678,10,0.026481399586966138,Preprocessor1_Model32
10,7,0.01,rsq,standard,0.593144075889872,10,0.042703842822706506,Preprocessor1_Model32
3,1,0.001,mae,standard,0.8781764672332307,10,0.043497951087563325,Preprocessor1_Model33
3,1,0.001,rmse,standard,1.0777353032879395,10,0.04610327935889343,Preprocessor1_Model33
3,1,0.001,rsq,standard,0.32851734100159247,10,0.037689065409329335,Preprocessor1_Model33
5,1,0.001,mae,standard,0.8758899136250413,10,0.044877638584307204,Preprocessor1_Model34
5,1,0.001,rmse,standard,1.0699743152368606,10,0.04671074076640379,Preprocessor1_Model34
5,1,0.001,rsq,standard,0.3057764196127137,10,0.0417245557607862,Preprocessor1_Model34
7,1,0.001,mae,standard,0.8762148896670454,10,0.04604052954805452,Preprocessor1_Model35
7,1,0.001,rmse,standard,1.0666425512226083,10,0.047263996112394215,Preprocessor1_Model35
7,1,0.001,rsq,standard,0.2942584472599818,10,0.043734247944616944,Preprocessor1_Model35
10,1,0.001,mae,standard,0.8775329841387031,10,0.04641794480370141,Preprocessor1_Model36
10,1,0.001,rmse,standard,1.0635824836305112,10,0.047519722398602755,Preprocessor1_Model36
10,1,0.001,rsq,standard,0.29335347831881925,10,0.04605138443488013,Preprocessor1_Model36
3,3,0.001,mae,standard,0.8541840039034223,10,0.04220423201240248,Preprocessor1_Model37
3,3,0.001,rmse,standard,1.0376157743556074,10,0.044165172391827046,Preprocessor1_Model37
3,3,0.001,rsq,standard,0.49627149432971146,10,0.032566482742167564,Preprocessor1_Model37
5,3,0.001,mae,standard,0.8496331909327541,10,0.04115861884570349,Preprocessor1_Model38
5,3,0.001,rmse,standard,1.023630090471305,10,0.04278836085904966,Preprocessor1_Model38
5,3,0.001,rsq,standard,0.5196242722514043,10,0.03352236561200176,Preprocessor1_Model38
7,3,0.001,mae,standard,0.8488059337874237,10,0.04014888284178451,Preprocessor1_Model39
7,3,0.001,rmse,standard,1.0171220726127912,10,0.04171044892374778,Preprocessor1_Model39
7,3,0.001,rsq,standard,0.5156773608668438,10,0.032734910478391596,Preprocessor1_Model39
10,3,0.001,mae,standard,0.8505640297253815,10,0.039163979162324836,Preprocessor1_Model40
10,3,0.001,rmse,standard,1.0108204226785613,10,0.04030043444242389,Preprocessor1_Model40
10,3,0.001,rsq,standard,0.49088999010802015,10,0.03312889328074717,Preprocessor1_Model40
3,5,0.001,mae,standard,0.8457092242112707,10,0.03969192078828529,Preprocessor1_Model41
3,5,0.001,rmse,standard,1.0195242677432548,10,0.04208714478984525,Preprocessor1_Model41
3,5,0.001,rsq,standard,0.5827061065468586,10,0.028610967647681528,Preprocessor1_Model41
5,5,0.001,mae,standard,0.8417152311935977,10,0.03809080266921106,Preprocessor1_Model42
5,5,0.001,rmse,standard,1.008308670637087,10,0.04109945578761896,Preprocessor1_Model42
5,5,0.001,rsq,standard,0.581566297353249,10,0.030323567067635886,Preprocessor1_Model42
7,5,0.001,mae,standard,0.8403021017415536,10,0.036593400107735534,Preprocessor1_Model43
7,5,0.001,rmse,standard,1.0028643953593868,10,0.03987677550495963,Preprocessor1_Model43
7,5,0.001,rsq,standard,0.5602529763198977,10,0.03604449726567723,Preprocessor1_Model43
10,5,0.001,mae,standard,0.8431744549415642,10,0.03681866577470917,Preprocessor1_Model44
10,5,0.001,rmse,standard,0.996440170713299,10,0.038730341378746744,Preprocessor1_Model44
10,5,0.001,rsq,standard,0.5075874643015068,10,0.03833576394795768,Preprocessor1_Model44
3,7,0.001,mae,standard,0.8428142982732325,10,0.038591159471049755,Preprocessor1_Model45
3,7,0.001,rmse,standard,1.0137587560630816,10,0.041504550632352026,Preprocessor1_Model45
3,7,0.001,rsq,standard,0.6157813915763765,10,0.028740147481885893,Preprocessor1_Model45
5,7,0.001,mae,standard,0.8411061823084739,10,0.03691997923443067,Preprocessor1_Model46
5,7,0.001,rmse,standard,1.0065236868812848,10,0.03988903921590608,Preprocessor1_Model46
5,7,0.001,rsq,standard,0.6006855709403457,10,0.031205642060028974,Preprocessor1_Model46
7,7,0.001,mae,standard,0.8405443384007255,10,0.03493525861489169,Preprocessor1_Model47
7,7,0.001,rmse,standard,1.0017110677978427,10,0.03835368968094093,Preprocessor1_Model47
7,7,0.001,rsq,standard,0.5747536387462815,10,0.03710354612782925,Preprocessor1_Model47
10,7,0.001,mae,standard,0.8409718073324832,10,0.03342138854795269,Preprocessor1_Model48
10,7,0.001,rmse,standard,1.0003212038186509,10,0.036312840813507885,Preprocessor1_Model48
10,7,0.001,rsq,standard,0.4888960485006398,10,0.04110991433066893,Preprocessor1_Model48
