mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,r_2,mse,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_max_accuracy,sensitivity_max_accuracy,specificity_max_accuracy,precision_max_accuracy,accuracy_max_accuracy,threshold_95_specificity,sensitivity_95_specificity,specificity_95_specificity,precision_95_specificity,accuracy_95_specificity,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.393000000040047,1386,3281,457.00000000000006,1104,25,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.07964933080214176,0.26990557465663606,0.36998376012141376,0.6849918800607069,0.317102881749942,0.700218818380744,0.5806159420289855,0.4086845466155811,0.6156310057655349,0.403492250793487,0.028446389496717725,0.9927536231884058,0.6190476190476191,0.7104420243433697,0.3750946084994256,0.10940919037199125,0.9501811594202898,0.47619047619047616,0.7040358744394619,0.393666432044155,0.045951859956236324,0.980072463768116,0.4883720930232558,0.7065983344010249
2,6.479000000050291,1386,3281,457.00000000000006,1104,50,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.07992980159781915,0.2699756905999539,0.38661864538186164,0.6933093226909308,0.3045231566079,0.774617067833698,0.5072463768115942,0.39420935412026725,0.5855221012171685,0.406441215832839,0.03938730853391685,0.9909420289855072,0.6428571428571429,0.712363869314542,0.3794464754706212,0.10065645514223195,0.9501811594202898,0.45544554455445546,0.7014734144778988,0.4036315905297954,0.0437636761487965,0.980072463768116,0.47619047619047616,0.7059577194106342
3,10.543999999994412,1386,3281,457.00000000000006,1104,100,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.08192090253196804,0.27047345337023376,0.38889460118305186,0.6944473005915259,0.317137351869242,0.700218818380744,0.5905797101449275,0.41450777202072536,0.6226777706598334,0.417521724188446,0.015317286652078774,0.9972826086956522,0.7,0.7098014093529789,0.37489133371840605,0.09846827133479212,0.9528985507246377,0.4639175257731959,0.7027546444586803,0.4019979580835304,0.03938730853391685,0.9809782608695652,0.46153846153846156,0.7053171044202434
4,12.521999999997206,1386,3281,457.00000000000006,1104,150,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.08029167200326048,0.27006615593619354,0.4003313089739444,0.7001656544869722,0.301005725497436,0.774617067833698,0.5163043478260869,0.39864864864864863,0.5919282511210763,0.414284986345115,0.019693654266958426,0.9972826086956522,0.75,0.7110826393337604,0.37117293099004045,0.10284463894967177,0.9501811594202898,0.46078431372549017,0.7021140294682896,0.399621452587291,0.04157549234135667,0.9809782608695652,0.475,0.7059577194106342
5,13.524000000033993,1386,3281,457.00000000000006,1104,200,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.0813647290605668,0.27033441348374043,0.3974732816381954,0.6987366408190977,0.305627865836065,0.7614879649890591,0.5335144927536232,0.40324449594438005,0.6002562459961563,0.416843633253659,0.0175054704595186,0.9972826086956522,0.7272727272727273,0.7104420243433697,0.369906500153523,0.10065645514223195,0.9501811594202898,0.45544554455445546,0.7014734144778988,0.39822816401833633,0.04157549234135667,0.9809782608695652,0.475,0.7059577194106342
6,16.58900000003632,1386,3281,457.00000000000006,1104,300,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.07852581938530401,0.2696247038350244,0.4056440797650449,0.7028220398825225,0.305320263046709,0.7702407002188184,0.5398550724637681,0.40930232558139534,0.6073030108904548,0.414383765086318,0.02188183807439825,0.9963768115942029,0.7142857142857143,0.7110826393337604,0.3707747343059195,0.10284463894967177,0.9501811594202898,0.46078431372549017,0.7021140294682896,0.4009005154046816,0.04157549234135667,0.9818840579710145,0.48717948717948717,0.7065983344010249
7,20.648000000044703,1386,3281,457.00000000000006,1104,500,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.07921744490430371,0.2697976058855579,0.4059422431265618,0.7029711215632809,0.303859842367735,0.7724288840262582,0.532608695652174,0.4062140391254315,0.6028187059577194,0.413195596909955,0.02188183807439825,0.9972826086956522,0.7692307692307693,0.7117232543241512,0.37043070019467295,0.10284463894967177,0.9510869565217391,0.46534653465346537,0.7027546444586803,0.3983132084705921,0.04157549234135667,0.980072463768116,0.4634146341463415,0.7053171044202434
8,31.81400000001304,1386,3281,457.00000000000006,1104,1000,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,-0.07865634500305574,0.2696573344224398,0.4088218831674182,0.7044109415837091,0.302725565427516,0.7702407002188184,0.529891304347826,0.4041331802525832,0.6002562459961563,0.407860145231762,0.028446389496717725,0.9945652173913043,0.6842105263157895,0.7117232543241512,0.3703770455429211,0.10284463894967177,0.9510869565217391,0.46534653465346537,0.7027546444586803,0.39452830316378784,0.0437636761487965,0.9809782608695652,0.4878048780487805,0.7065983344010249
9,3.3729999999632128,1386,3281,457.00000000000006,1104,25,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.003932587508325258,0.2490106182584045,0.5154579585061814,0.7577289792530907,0.295122590321395,0.7789934354485777,0.582427536231884,0.4357405140758874,0.6399743754003844,0.38579523725428,0.3304157549234136,0.8994565217391305,0.5763358778625954,0.7328635490070468,0.41531044689454366,0.17067833698030635,0.9510869565217391,0.5909090909090909,0.7226137091607944,0.44548708775326623,0.07439824945295405,0.980072463768116,0.6071428571428571,0.7149263292761051
10,7.4249999999883585,1386,3281,457.00000000000006,1104,50,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.0028245217207134576,0.2492876277693913,0.5288925999385281,0.764446299969264,0.298023648652623,0.7811816192560175,0.5788043478260869,0.4343065693430657,0.6380525304292121,0.394987058619609,0.2603938730853392,0.9293478260869565,0.6040609137055838,0.7335041639974376,0.4101785333575302,0.175054704595186,0.9547101449275363,0.6153846153846154,0.726457399103139,0.43095348373384607,0.10065645514223195,0.980072463768116,0.6764705882352942,0.7226137091607944
