mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.3282721595196772,10,0.014476519495919469,Model01
3,1,0.1,rmse,standard,0.4193065741054955,10,0.016285485096116187,Model01
3,1,0.1,rsq,standard,0.48615618267801414,10,0.0235177150234678,Model01
5,1,0.1,mae,standard,0.32803616884041437,10,0.01439208035542565,Model02
5,1,0.1,rmse,standard,0.41872260653507026,10,0.016234160386331034,Model02
5,1,0.1,rsq,standard,0.4879781203746536,10,0.024732616506246294,Model02
7,1,0.1,mae,standard,0.32815895653135685,10,0.014459060971355039,Model03
7,1,0.1,rmse,standard,0.41905859366083725,10,0.016423715422839824,Model03
7,1,0.1,rsq,standard,0.4865071370752394,10,0.0246276606634159,Model03
10,1,0.1,mae,standard,0.3286798414875733,10,0.014479501759299802,Model04
10,1,0.1,rmse,standard,0.41941809984996725,10,0.01645938544038897,Model04
10,1,0.1,rsq,standard,0.4854302989151892,10,0.024577036709869524,Model04
3,3,0.1,mae,standard,0.25946707972643734,10,0.011479077136186637,Model05
3,3,0.1,rmse,standard,0.34133271229286155,10,0.015314099183507318,Model05
3,3,0.1,rsq,standard,0.6570295723083421,10,0.015861199831817573,Model05
5,3,0.1,mae,standard,0.24641382572929085,10,0.01113825494004209,Model06
5,3,0.1,rmse,standard,0.32648138390483905,10,0.01357419791092995,Model06
5,3,0.1,rsq,standard,0.686535028115226,10,0.01309759937812648,Model06
7,3,0.1,mae,standard,0.24623670177062537,10,0.009468521553798523,Model07
7,3,0.1,rmse,standard,0.3260022935674257,10,0.012799921642002953,Model07
7,3,0.1,rsq,standard,0.6857198605009114,10,0.01474779143267146,Model07
10,3,0.1,mae,standard,0.2453613396130902,10,0.010041708041652792,Model08
10,3,0.1,rmse,standard,0.32806696820016784,10,0.014574129821984824,Model08
10,3,0.1,rsq,standard,0.6822596852534683,10,0.013628074132162524,Model08
3,5,0.1,mae,standard,0.22643528569449406,10,0.011079556389874215,Model09
3,5,0.1,rmse,standard,0.30706012054067594,10,0.014303064722979465,Model09
3,5,0.1,rsq,standard,0.7298561876650894,10,0.012949039276455033,Model09
5,5,0.1,mae,standard,0.2219033363595768,10,0.009295247746794702,Model10
5,5,0.1,rmse,standard,0.3016070295451518,10,0.010758883259512316,Model10
5,5,0.1,rsq,standard,0.7347759189123534,10,0.014914795201548696,Model10
7,5,0.1,mae,standard,0.214082202345491,10,0.00862446330834213,Model11
7,5,0.1,rmse,standard,0.29416143707234016,10,0.009874975626829192,Model11
7,5,0.1,rsq,standard,0.7464180518203186,10,0.013441346480342708,Model11
10,5,0.1,mae,standard,0.2220461221783666,10,0.008075571051801443,Model12
10,5,0.1,rmse,standard,0.30405919236664436,10,0.009640125042736413,Model12
10,5,0.1,rsq,standard,0.7243762471473477,10,0.014992172819319085,Model12
3,7,0.1,mae,standard,0.23347764589328054,10,0.01238740821320953,Model13
3,7,0.1,rmse,standard,0.31810199546532103,10,0.015605502735984182,Model13
3,7,0.1,rsq,standard,0.7170520381341421,10,0.016006823853463113,Model13
5,7,0.1,mae,standard,0.21185319021179036,10,0.011241121712934898,Model14
5,7,0.1,rmse,standard,0.2924843590507223,10,0.01388165784104642,Model14
5,7,0.1,rsq,standard,0.7589712121167679,10,0.011278708883322082,Model14
7,7,0.1,mae,standard,0.2091283127498125,10,0.01001631323204352,Model15
7,7,0.1,rmse,standard,0.28958261580256706,10,0.013018854885072198,Model15
7,7,0.1,rsq,standard,0.7513439453521719,10,0.02101763765963541,Model15
10,7,0.1,mae,standard,0.21442496577537773,10,0.01004555721582214,Model16
10,7,0.1,rmse,standard,0.3037831699605827,10,0.01279883676393112,Model16
10,7,0.1,rsq,standard,0.7232884697182812,10,0.02032655279408655,Model16
