mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,4,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.25085475934454216,0.17404897531461583,0.24968699776072822,0.10959132970714519
2,5.150000000000091,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.29873932182338425,0.2072839491490951,0.24304252787167271,0.10486857881322856
3,3.330000000000382,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.620095252277077,0.44310794335255077,0.19409035640872338,0.07104955762762491
4,7,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6937866566131925,0.4987259283926724,0.18178910151491925,0.06355176654005718
5,5.420000000000073,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9397327122011557,0.6834542471330455,0.13485644273792274,0.03964592767682633
6,10.659999999999854,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9727703870295088,0.7167109041424435,0.12373070923412885,0.035085411412681185
7,7.940000000000055,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9827338900099056,0.7023758576472877,0.12136272926859624,0.036543434064458154
8,17.389999999999873,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9953932170446637,0.720046184107576,0.11390013207436973,0.03419518539037645
9,3.0900000000001455,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.1064172963978054,0.04873722408747605,0.273256296428915,0.1261483101079906
10,5.190000000000055,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.13615305023789048,0.06712949822076875,0.27003232811770844,0.12396536977553789
11,2.980000000000018,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2702701887874136,0.16584686552936556,0.24977634099744442,0.10910237724228754
12,5.7199999999998,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.35874515212156555,0.2362652420903706,0.2366373456436144,0.09963067925458907
13,5.349999999999909,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5387890758849285,0.379628153548749,0.21152364333805113,0.08018962937788354
14,11.760000000000218,300,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6703848282208351,0.47679335740900397,0.1906951667460766,0.06739255740592826
15,7.859999999999673,100,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.61833918756966,0.4224185293284378,0.2005653195957603,0.07346095912269786
16,18.809999999999945,300,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7583661694249881,0.523759978498465,0.17729644335612438,0.059872087541229656
17,3.1100000000001273,100,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.015251883071830785,0.0027442695181945087,0.2803138082873641,0.13165353438668698
18,5.5300000000002,300,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.022271987399750892,0.005641882954091182,0.2799759331859447,0.13129393596899494
19,3.519999999999982,100,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.0380785078676904,0.01854669600261749,0.27723443768835465,0.12938259650540618
20,5.730000000000018,300,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.05579062686312586,0.028984541853612877,0.2754386188175322,0.12794800407859597
21,5.5,100,7,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.0802063102486148,0.051646552751726804,0.27209710791281566,0.12476363417565797
22,11.769999999999527,300,7,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.11687818607120704,0.07693596823421844,0.26793185110258033,0.12128051288967992
23,7.900000000000546,100,10,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.09536627364086436,0.06123418554989235,0.27038806358615647,0.12336705917860431
24,19.520000000000437,300,10,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.13898994554783162,0.09053650851304229,0.2654295095694579,0.11928514685107326
25,3.0900000000001455,100,1,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.0935364224142119,0.040699485485643394,0.27458742335966757,0.1270609930343523
26,3.1400000000003274,300,1,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.09353708904974645,0.040699850138134375,0.27458735560898445,0.1270609502706874
27,3.5299999999997453,100,3,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.24635910504350933,0.15607320374226152,0.25265569754655864,0.11074269440433945
28,3.480000000000473,300,3,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.2463605918590892,0.15607428270866675,0.2526554933516183,0.11074255257163527
29,5.389999999999418,100,7,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.48199169114369855,0.34013316298408913,0.21950002146409842,0.08635262093898297
30,5.259999999999309,300,7,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.4819947017277274,0.3401355577901306,0.2194995649678423,0.08635232563925138
31,7.839999999999236,100,10,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.5653562840237012,0.38562840347677285,0.20669854430438997,0.07816003596755644
32,8,300,10,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.5653596542749146,0.3856309981873175,0.2066979939682455,0.07815970306345311
33,3.100000000000364,100,1,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.02507970860983655,0.006737034621848159,0.27987076755562257,0.13115998272242715
34,3.0799999999999272,300,1,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.02507970860983655,0.006737034621848159,0.27987076755562257,0.13115998272242715
35,3.280000000000655,100,3,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.0642882046003912,0.033154941991234144,0.2746723562931031,0.1273560920589412
36,3.300000000000182,300,3,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.0642882046003912,0.033154941991234144,0.2746723562931031,0.1273560920589412
37,4.25,100,7,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.13201786712490227,0.08875538328614085,0.26567874617034276,0.1195506724758161
38,5.030000000000655,300,7,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.13201786712490227,0.08875538328614085,0.26567874617034276,0.1195506724758161
39,9.340000000000146,100,10,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.15956696332650644,0.10514447304464591,0.2625950357627769,0.11704108579954904
40,7.510000000000218,300,10,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.15956696332650644,0.10514447304464591,0.2625950357627769,0.11704108579954904
41,3.0200000000004366,100,1,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.0027026858471796977,-0.0023444701264550005,0.2808682523931341,0.13228663067871266
42,2.9700000000002547,300,1,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.0027026858471796977,-0.0023444701264550005,0.2808682523931341,0.13228663067871266
43,3.219999999999345,100,3,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.006951810641277922,4.709164992560133e-4,0.2803054043848837,0.13188161357358286
