mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.4389999999984866,148,246,41,77,100,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6896561195341684,0.8448280597670842,0.404245956641068,0.6585365853658537,0.7272727272727273,0.5625,0.7033898305084746,0.6369526787516862,0.1951219512195122,0.987012987012987,0.8888888888888888,0.711864406779661
2,8.510999999998603,148,246,41,77,300,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.708910129641837,0.8544550648209185,0.388871390782904,0.6829268292682927,0.7012987012987013,0.5490196078431373,0.6949152542372882,0.7024626313914895,0.12195121951219512,0.987012987012987,0.8333333333333334,0.6864406779661016
3,3.4199999999982538,148,246,41,77,100,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9306745770160403,0.9653372885080201,0.555702621067506,0.6829268292682927,0.8701298701298701,0.7368421052631579,0.8050847457627118,0.7655890261989237,0.24390243902439024,0.987012987012987,0.9090909090909091,0.7288135593220338
4,9.449000000000524,148,246,41,77,300,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9587453306965503,0.9793726653482752,0.552765386673269,0.6829268292682927,0.8831168831168831,0.7567567567567568,0.8135593220338984,0.8313638546896295,0.17073170731707318,0.987012987012987,0.875,0.7033898305084746
5,5.391999999999825,148,246,41,77,100,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.55792071657938,0.8048780487804879,0.9090909090909091,0.825,0.8728813559322034,0.9393147551663923,0.14634146341463414,0.987012987012987,0.8571428571428571,0.6949152542372882
6,14.554000000003725,148,246,41,77,300,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.380798894216574,0.8780487804878049,0.8701298701298701,0.782608695652174,0.8728813559322034,0.97384737810511,0.14634146341463414,0.987012987012987,0.8571428571428571,0.6949152542372882
7,8.49199999999837,148,246,41,77,100,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.46693816364964,0.8292682926829268,0.8831168831168831,0.7906976744186046,0.864406779661017,0.9620043879192439,0.14634146341463414,0.987012987012987,0.8571428571428571,0.6949152542372882
8,20.664000000004307,148,246,41,77,300,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.44593877906018,0.8292682926829268,0.8831168831168831,0.7906976744186046,0.864406779661017,0.988492972045232,0.12195121951219512,0.987012987012987,0.8333333333333334,0.6864406779661016
9,3.3379999999961,148,246,41,77,100,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.598851900681169,0.7994259503405845,0.369891201926377,0.5609756097560976,0.7532467532467533,0.5476190476190477,0.6864406779661016,0.5151714908832835,0.12195121951219512,0.987012987012987,0.8333333333333334,0.6864406779661016
10,8.416000000004715,148,246,41,77,300,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.640793232256647,0.8203966161283235,0.35816086914385,0.6829268292682927,0.6493506493506493,0.509090909090909,0.6610169491525424,0.4535073412963015,0.1951219512195122,0.987012987012987,0.8888888888888888,0.711864406779661
11,3.3580000000001746,148,246,41,77,100,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8575587782904857,0.9287793891452428,0.452601069859666,0.6097560975609756,0.8961038961038961,0.7575757575757576,0.7966101694915254,0.5087782561210205,0.17073170731707318,0.987012987012987,0.875,0.7033898305084746
12,9.44999999999709,148,246,41,77,300,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8742034717644473,0.9371017358822237,0.485296309910798,0.6097560975609756,0.9090909090909091,0.78125,0.8050847457627118,0.5761795186932622,0.17073170731707318,0.987012987012987,0.875,0.7033898305084746
13,5.39100000000326,148,246,41,77,100,7,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9999450670182379,0.999972533509119,0.375749180601753,0.8536585365853658,0.8441558441558441,0.7446808510638298,0.847457627118644,0.6454161739088339,0.21951219512195122,0.987012987012987,0.9,0.7203389830508474
14,14.540000000000873,148,246,41,77,300,7,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.447233240585578,0.8048780487804879,0.8831168831168831,0.7857142857142857,0.8559322033898306,0.7301042600295483,0.1951219512195122,0.987012987012987,0.8888888888888888,0.711864406779661
