mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,2.4439999999958673,140,244,49,79,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.597152374110117,0.7985761870550585,0.391634604303266,0.6938775510204082,0.9620253164556962,0.918918918918919,0.859375,0.4145088261569722,0.4897959183673469,0.9873417721518988,0.96,0.796875
2,4.347000000001572,140,244,49,79,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.6061818300568218,0.8030909150284109,0.386999294318375,0.6938775510204082,0.9620253164556962,0.918918918918919,0.859375,0.4350108312232607,0.30612244897959184,0.9873417721518988,0.9375,0.7265625
3,2.3410000000003492,140,244,49,79,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8688851152765984,0.9344425576382992,0.393184294631025,0.9183673469387755,0.9240506329113924,0.8823529411764706,0.921875,0.46188849296054946,0.7346938775510204,0.9873417721518988,0.972972972972973,0.890625
4,4.331000000005588,140,244,49,79,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8801841813075566,0.9400920906537783,0.399939571402144,0.8979591836734694,0.9240506329113924,0.88,0.9140625,0.49103190500779126,0.6530612244897959,0.9873417721518988,0.9696969696969697,0.859375
5,2.3249999999970896,140,244,49,79,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9288909934034355,0.9644454967017178,0.36432052445638,0.9591836734693877,0.8987341772151899,0.8545454545454545,0.921875,0.5550849396645212,0.6530612244897959,0.9873417721518988,0.9696969696969697,0.859375
6,4.345000000001164,140,244,49,79,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9473581085494089,0.9736790542747045,0.317690997884702,0.9795918367346939,0.8734177215189873,0.8275862068965517,0.9140625,0.5368532978802696,0.673469387755102,0.9873417721518988,0.9705882352941176,0.8671875
7,2.3210000000035507,140,244,49,79,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9646659264581019,0.982332963229051,0.339083093375417,0.9591836734693877,0.8860759493670886,0.8392857142857143,0.9140625,0.5088062620181121,0.7346938775510204,0.9873417721518988,0.972972972972973,0.890625
8,4.344999999993888,140,244,49,79,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9790183528182352,0.9895091764091176,0.388976057837059,0.9183673469387755,0.9113924050632911,0.8653846153846154,0.9140625,0.5389060518340303,0.6530612244897959,0.9873417721518988,0.9696969696969697,0.859375
9,2.3079999999972642,140,244,49,79,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.968225458820456,0.984112729410228,0.370408549032159,0.9387755102040817,0.9113924050632911,0.8679245283018868,0.921875,0.5124757209112021,0.7346938775510204,0.9873417721518988,0.972972972972973,0.890625
10,4.334999999999127,140,244,49,79,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.980553197047874,0.990276598523937,0.382950728892428,0.9183673469387755,0.9113924050632911,0.8653846153846154,0.9140625,0.5397307604433199,0.6530612244897959,0.9873417721518988,0.9696969696969697,0.859375
11,2.3209999999962747,140,244,49,79,50,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.57127228789759,0.785636143948795,0.365882069101467,0.8775510204081632,0.7974683544303798,0.7288135593220338,0.828125,0.4216826969858371,0.5918367346938775,0.9873417721518988,0.9666666666666667,0.8359375
12,3.334000000002561,140,244,49,79,100,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5937071386584809,0.7968535693292405,0.377284027367291,0.7959183673469388,0.8987341772151899,0.8297872340425532,0.859375,0.4168804485610781,0.5510204081632653,0.9873417721518988,0.9642857142857143,0.8203125
13,2.349999999998545,140,244,49,79,50,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8818659787081184,0.9409329893540592,0.316101227012685,1,0.8481012658227848,0.8032786885245902,0.90625,0.6093843534813341,0.4897959183673469,0.9873417721518988,0.96,0.796875
14,4.355999999999767,140,244,49,79,100,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8912709816471818,0.9456354908235909,0.335463887365794,0.9795918367346939,0.8607594936708861,0.8135593220338984,0.90625,0.5232699793962973,0.673469387755102,0.9873417721518988,0.9705882352941176,0.8671875
15,2.3189999999958673,140,244,49,79,50,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9451211547253608,0.9725605773626804,0.288488065516757,1,0.8354430379746836,0.7903225806451613,0.8984375,0.6672563620948532,0.5102040816326531,0.9873417721518988,0.9615384615384616,0.8046875
16,4.35899999999674,140,244,49,79,100,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9515544379857619,0.975777218992881,0.387578642059918,0.9591836734693877,0.9113924050632911,0.8703703703703703,0.9296875,0.5724887158240162,0.6938775510204082,0.9873417721518988,0.9714285714285714,0.875
17,2.31699999999546,140,244,49,79,50,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.968927568414865,0.9844637842074325,0.440894077791014,0.8979591836734694,0.9240506329113924,0.88,0.9140625,0.7454361054766734,0.40816326530612246,0.9873417721518988,0.9523809523809523,0.765625
18,4.326999999997497,140,244,49,79,100,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9758506955783424,0.9879253477891712,0.366442931668809,0.9591836734693877,0.8987341772151899,0.8545454545454545,0.921875,0.5772692955456182,0.7142857142857143,0.9873417721518988,0.9722222222222222,0.8828125
19,2.326999999997497,140,244,49,79,50,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9699399124812227,0.9849699562406113,0.455531453362256,0.8775510204081632,0.9367088607594937,0.8958333333333334,0.9140625,0.7740774077407742,0.3673469387755102,0.9873417721518988,0.9473684210526315,0.75
20,4.338999999999942,140,244,49,79,100,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9765854614329568,0.9882927307164784,0.367492650146997,0.9591836734693877,0.8987341772151899,0.8545454545454545,0.921875,0.5772692955456182,0.7142857142857143,0.9873417721518988,0.9722222222222222,0.8828125
21,2.3400000000037835,140,244,49,79,50,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.597152374110117,0.7985761870550585,0.391634604303266,0.6938775510204082,0.9620253164556962,0.918918918918919,0.859375,0.4145088261569722,0.4897959183673469,0.9873417721518988,0.96,0.796875
22,3.3519999999989523,140,244,49,79,100,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.6061818300568218,0.8030909150284109,0.386999294318375,0.6938775510204082,0.9620253164556962,0.918918918918919,0.859375,0.4350108312232607,0.30612244897959184,0.9873417721518988,0.9375,0.7265625
23,2.319000000003143,140,244,49,79,50,7,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8688851152765984,0.9344425576382992,0.393184294631025,0.9183673469387755,0.9240506329113924,0.8823529411764706,0.921875,0.46188849296054946,0.7346938775510204,0.9873417721518988,0.972972972972973,0.890625
24,4.345000000001164,140,244,49,79,100,7,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8801841813075566,0.9400920906537783,0.399939571402144,0.8979591836734694,0.9240506329113924,0.88,0.9140625,0.49103190500779126,0.6530612244897959,0.9873417721518988,0.9696969696969697,0.859375
25,2.3300000000017462,140,244,49,79,50,10,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9285807589314872,0.9642903794657436,0.36432052445638,0.9591836734693877,0.8987341772151899,0.8545454545454545,0.921875,0.5550849396645212,0.6530612244897959,0.9873417721518988,0.9696969696969697,0.859375
26,4.376000000003842,140,244,49,79,100,10,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9473907648096138,0.9736953824048069,0.317690997884702,0.9795918367346939,0.8734177215189873,0.8275862068965517,0.9140625,0.5368532978802696,0.673469387755102,0.9873417721518988,0.9705882352941176,0.8671875
27,2.3280000000013388,140,244,49,79,50,15,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.964633270197897,0.9823166350989485,0.339083093375417,0.9591836734693877,0.8860759493670886,0.8392857142857143,0.9140625,0.4944848596921633,0.7551020408163265,0.9873417721518988,0.9736842105263158,0.8984375
28,4.33700000000681,140,244,49,79,100,15,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9789856965580301,0.9894928482790151,0.388976057837059,0.9183673469387755,0.9113924050632911,0.8653846153846154,0.9140625,0.5389060518340303,0.6530612244897959,0.9873417721518988,0.9696969696969697,0.859375
29,2.324000000000524,140,244,49,79,50,20,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9681601463000458,0.9840800731500229,0.370408549032159,0.9387755102040817,0.9113924050632911,0.8679245283018868,0.921875,0.5124757209112021,0.7346938775510204,0.9873417721518988,0.972972972972973,0.890625
30,4.368999999998778,140,244,49,79,100,20,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.980455228267259,0.9902276141336295,0.382950728892428,0.9183673469387755,0.9113924050632911,0.8653846153846154,0.9140625,0.5397307604433199,0.6530612244897959,0.9873417721518988,0.9696969696969697,0.859375
31,2.330999999998312,140,244,49,79,50,3,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.57127228789759,0.785636143948795,0.365882069101467,0.8775510204081632,0.7974683544303798,0.7288135593220338,0.828125,0.4216826969858371,0.5918367346938775,0.9873417721518988,0.9666666666666667,0.8359375
