date,open,high,low,close,volume
2020-11-24,7.75,8.7,7.75,8.43,50300
2020-11-25,8.45,8.58,8.28,8.44,33200
2020-11-27,8.31,9.14,8.2,8.84,31200
2020-11-30,8.94,9.888,8.81,9.65,66000
2020-12-01,9.833,10.2,9.3,9.42,24500
2020-12-02,9.29,9.94,9.13,9.13,5900
2020-12-03,8.992,9.207,8.504,8.88,17300
2020-12-04,8.5,8.985,8.5,8.83,6500
2020-12-07,9.565,9.661,8.38,8.55,8900
2020-12-08,8.8,8.8,8.51,8.6,9000
2020-12-09,8.98,8.98,8.05,8.55,27800
2020-12-10,9.08,9.92,8.48,9.76,128000
2020-12-11,9.63,10.46,9.63,10.3,107700
2020-12-14,10.5,12.28,10.5,12,331200
2020-12-15,12.39,13.28,12.3,13.19,308800
2020-12-16,12.76,13,11.74,13,80900
2020-12-17,12.73,14.069,12.386,13.94,142500
2020-12-18,13.6,15,13.14,13.91,115900
2020-12-21,13.75,14.5,13.4,14.36,54400
2020-12-22,14.77,15.25,13.928,15.14,35300
2020-12-23,15.06,17.796,15.06,15.6,60200
2020-12-24,15.45,16.049999,15.06,15.5,24600
2020-12-28,16,16.299999,15.15,15.8,33100
2020-12-29,15.631,15.99,15.05,15.2,51600
2020-12-30,15.739,15.95,15.21,15.81,43800
2020-12-31,16.09,17.6,15.815,17.32,85200
2021-01-04,17.24,17.719999,15.25,17.59,102600
2021-01-05,17.5,21.313999,17.5,20.84,161200
2021-01-06,22,24.99,20,22.639999,159200
2021-01-07,23.27,25.290001,21.41,25.01,81300
2021-01-08,25.32,25.488001,23.719999,24.440001,38600
2021-01-11,24.67,25.48,23.559999,24.74,37200
2021-01-12,24.9,31,24.9,28.07,101300
2021-01-13,28.25,30.49,27.613001,27.91,47700
2021-01-14,27.9,29.940001,27.9,29.940001,45300
2021-01-15,32.099998,39.950001,31.620001,37.919998,280200
2021-01-19,40.32,42.25,33.98,42.09,224700
2021-01-20,42.880001,43.75,34.5,37.860001,220400
2021-01-21,38.009998,41,34.009998,35.299999,93100
2021-01-22,34.68,39.509998,32.18,34.869999,125400
2021-01-25,35.119999,37.27,31.18,32.619999,126100
2021-01-26,32.450001,39,32.137001,37.509998,91000
2021-01-27,36.700001,37.251999,28.67,29.879999,101900
2021-01-28,32.98,35,31.18,33,66400
2021-01-29,32.869999,35.030998,32.599998,33.509998,56800
2021-02-01,33.560001,37.869999,33.560001,36.740002,61300
2021-02-02,39.029999,40,37.900002,38.689999,103000
2021-02-03,39,45,38.759998,44.810001,152300
2021-02-04,46,46,40.130001,44.200001,90300
2021-02-05,44.200001,46.098,39.176998,40.830002,85000
2021-02-08,40.48,42.720001,40,40.880001,41700
2021-02-09,41.599998,42.706001,38.098999,41.27,54900
2021-02-10,40.869999,42.362,38.5,40.59,53900
2021-02-11,40.540001,40.59,36.599998,37.509998,45200
2021-02-12,37.939999,39.368999,36.099998,37.5,39100
2021-02-16,37.509998,38.490002,33.599998,35.799999,73700
2021-02-17,35.25,35.77,33.119999,35.119999,56000
2021-02-18,34.360001,34.564999,31.5,33.09,67100
2021-02-19,33.380001,41.73,33.299999,41.5,101700
2021-02-22,41,41,33.25,33.599998,211300
2021-02-23,34.5,35.5,29.445,33.509998,154400
2021-02-24,33.540001,33.540001,30.559999,30.76,51000
2021-02-25,31.49,31.691,27.07,28.950001,121000
